Protein_Group	Genes	SAX_Pooled_vs_RAW_Pooled_logFC	SAX_Pooled_vs_RAW_Pooled_pval	Removed?	Contaminant?
P11717	IGF2R	2.45717571411673	6.34275345795998e-10	No	No
P11766	ADH5	4.29031289934518	2.28298675807143e-18	No	No
P11908	PRPS2	7.0268635834425	1.57145292982576e-33	No	No
P11940	PABPC1	2.47524881637241	1.85574354762137e-11	No	No
P12004	PCNA	6.38369997612641	1.13186478526907e-23	No	No
P12074	COX6A1	6.12595099758669	2.4405195694179e-29	No	No
P12081	HARS1	6.32085130959841	1.61830071376848e-13	No	No
P12107	COL11A1	5.46485900965584	4.8273200730834796e-26	No	No
P12109	COL6A1	4.05564238568126	1.48937599485395e-19	No	No
P12110	COL6A2	6.85565114509617	1.13576860728119e-26	No	No
P12111	COL6A3	3.16822180181644	2.2489255205316697e-16	No	No
P12236	SLC25A6	1.35220773111977	0.0001005462766149	No	No
P12259	F5	6.08403008005889	1.5467912508718e-30	No	No
P12273	PIP	4.65415919498649	7.524525328192931e-15	No	No
P12277	CKB	3.65521564116453	3.4634732195649e-11	No	No
P12318	FCGR2A	2.36283274218811	2.8962552091956e-08	No	No
P12429	ANXA3	5.13434563074109	4.6123162282507295e-18	No	No
P12532	CKMT1B	5.08465509046611	6.61557225158125e-15	No	No
P12814	ACTN1	8.55929016745514	1.3270819658859601e-31	No	No
P12829	MYL4	4.64395576329108	1.62067305860045e-20	No	No
P12830	CDH1	8.01304278465303	1.2853042228441e-35	No	No
P12883	MYH7	8.94729293182912	2.4654696290159698e-36	No	No
P12931	SRC	6.79397033993465	5.66797432512457e-24	No	No
P12956	XRCC6	1.82284214948394	0.0031170080003954	No	No
P13010	XRCC5	3.31952542411132	3.73650080051073e-07	No	No
P13073	COX4I1	5.15413297747736	1.57782296463933e-26	No	No
P13224	GP1BB	7.51214479081182	4.22402156776584e-21	No	No
P13284	IFI30	2.26928602795513	2.52676731636661e-06	No	No
P13489	RNH1	3.95541608526391	2.70161721739134e-16	No	No
P13497	BMP1	5.79960809878087	2.3564342130661898e-27	No	No
P13501	CCL5	2.68208281268861	1.1176485902127701e-14	No	No
P13521	SCG2	5.51714231357182	5.12085739583775e-27	No	No
P13591	NCAM1	8.28747718143156	1.48286996684779e-34	No	No
P13598	ICAM2	2.77659035115949	2.50970681133476e-13	No	No
P13611	VCAN	9.00865010299716	1.53234646458567e-30	No	No
P13612	ITGA4	7.47477608750489	1.32682207467709e-25	No	No
P13639	EEF2	5.14546931766759	2.86004519893049e-15	No	No
P13667	PDIA4	9.51358232783338	2.19036384211774e-37	No	No
P13674	P4HA1	9.90758288476228	6.78197937469008e-41	No	No
P13716	ALAD	4.79058099305389	4.35110461704005e-18	No	No
P13727	PRG2	6.5267750050743	4.90275731168869e-30	No	No
P13747	HLA-E	8.06820391610104	7.46490927124388e-32	No	No
P13796	LCP1	4.07961994251665	5.6052771935587e-22	No	No
P13797	PLS3	3.59270728302559	8.12408552671284e-14	No	No
P13798	APEH	9.34177917026513	1.2172877459949899e-33	No	No
P13804	ETFA	4.09220476019509	6.95461109741501e-17	No	No
P13807	GYS1	6.21970273527362	1.4599549829212502e-23	No	No
P13861	PRKAR2A	10.5281255695588	3.92999437410628e-40	No	No
P13942	COL11A2	7.98511814778816	2.76232319594745e-28	No	No
P13987	CD59	1.30729282588422	0.0048883546503679	No	No
P14151	SELL	3.51998109999747	7.387341888482699e-19	No	No
P14174	MIF	1.62648940719696	0.0041116683451507	No	No
P14209	CD99	5.82080083113021	3.16552012419525e-20	No	No
P14314	PRKCSH	9.78130391117482	1.8717059252989997e-32	No	No
P14317	HCLS1	12.2840535204185	8.95501907910505e-45	No	No
P14324	FDPS	5.58467693385215	1.55300491910754e-08	No	No
P14406	COX7A2	3.56326716448689	8.83818463519413e-15	No	No
P14543	NID1	8.47699890342472	1.07988171299294e-34	No	No
P14550	AKR1A1	6.83594227008099	2.5805987071218e-12	No	No
P14618	PKM	4.63853774959391	6.52548231813039e-22	No	No
P14625	HSP90B1	7.69276851801375	1.28004157808113e-33	No	No
P14735	IDE	4.40204212666065	4.95862776188917e-08	No	No
P14770	GP9	9.26410272946731	1.82478320097466e-36	No	No
P14778	IL1R1	9.01184742197925	1.6231901436607998e-34	No	No
P14780	MMP9	2.59611967082765	2.71166898680704e-07	No	No
P14854	COX6B1	4.75471624054381	3.5400948298298e-12	No	No
P14866	HNRNPL	5.1834430057079	5.25474698168144e-08	No	No
P14868	DARS1	6.32758723207862	5.19930436984764e-25	No	No
P14923	JUP	2.83144386500322	0.0001881911569027	No	No
P14927	UQCRB	8.54775303716464	1.7469489654097e-27	No	No
P15121	AKR1B1	8.03205276044151	7.213209163271591e-20	No	No
P15153	RAC2	4.85759519173147	6.08563124032319e-12	No	No
P15169	CPN1	5.03772268275135	1.08624463074706e-24	No	No
P15170	GSPT1	9.17180591251305	4.5631113402378604e-35	No	No
P15289	ARSA	5.59011001077406	7.07123952134128e-23	No	No
P15291	B4GALT1	5.75410202278994	1.8099455397051702e-20	No	No
P15311	EZR	5.31768383280691	2.23322939802001e-08	No	No
P15374	UCHL3	8.98493759613849	4.05843120648855e-38	No	No
P15498	VAV1	9.12269821037898	7.5079379893965294e-34	No	No
P15529	CD46	4.73860427296791	1.35097971068625e-24	No	No
P15531	NME1	4.51107844735733	1.10820489805376e-16	No	No
P15586	GNS	2.79551072969596	1.57658559313264e-07	No	No
P15880	RPS2	1.7937949255515	5.56955198185154e-05	No	No
P15907	ST6GAL1	2.48917163170926	0.0022698853873182	No	No
P15924	DSP	4.25927190967715	1.03190355042208e-06	No	No
P15927	RPA2	2.32896447295877	5.63636528117028e-05	No	No
P15941	MUC1	6.54467521869806	1.88285359908627e-17	No	No
P16035	TIMP2	2.1695990056712	0.0004273913471297	No	No
P16070	CD44	5.84100762377293	9.477130274068471e-20	No	No
P16083	NQO2	1.66647257354197	0.0005411791673666	No	No
P16109	SELP	6.42825475926713	6.951193549996321e-23	No	No
P16112	ACAN	6.62210692219249	9.03526799166446e-29	No	No
P16150	SPN	5.68668066566553	3.24965172034271e-31	No	No
P16152	CBR1	8.42183705489187	2.9513896322389197e-28	No	No
P16157	ANK1	8.81230212034162	5.7592778440703594e-36	No	No
P16219	ACADS	5.32594044596193	4.51331808116382e-15	No	No
P16234	PDGFRA	9.87139919407406	1.03915922462962e-41	No	No
P16278	GLB1	3.26117280360842	1.71182562583215e-11	No	No
P16284	PECAM1	7.69960878876496	2.5050725277227597e-30	No	No
P16298	PPP3CB	6.5726562599175	4.38822231690435e-22	No	No
P16333	NCK1	5.69822798431399	3.27866296827311e-19	No	No
P16401	H1-5	2.67084946012518	0.0062696287554795	No	No
P16422	EPCAM	2.72422429137037	6.627680248136021e-10	No	No
P16435	POR	7.25568436283888	3.49708349829413e-23	No	No
P16452	EPB42	9.71788644081586	2.97614290526292e-30	No	No
P16591	FER	5.16656370830303	9.92286383630742e-22	No	No
P16615	ATP2A2	12.2163270942479	7.09650423300423e-42	No	No
P16662	UGT2B7	5.12670455892055	1.32169202942041e-14	No	No
P16671	CD36	7.34279003923369	1.0241059349208101e-25	No	No
P16870	CPE	11.5355259933207	4.4466002463945205e-23	No	No
P16871	IL7R	12.2250622661251	6.12814156897615e-45	No	No
P16885	PLCG2	8.55012320550428	3.3293211289775e-27	No	No
P16989	YBX3	4.16436192915196	4.61780945182485e-14	No	No
P17050	NAGA	7.25417919461679	4.21831870122086e-28	No	No
P17152	TMEM11	5.87254704464836	5.2808821373767e-24	No	No
P17181	IFNAR1	2.08592399577192	5.935570428948121e-09	No	No
P17252	PRKCA	9.27860501280238	4.48938174505648e-38	No	No
P17301	ITGA2	6.30094525872492	1.0352755064684399e-22	No	No
P17612	PRKACA	8.60957920055812	9.52732804157032e-36	No	No
P17655	CAPN2	9.26019937203272	8.0473737221353e-35	No	No
P17812	CTPS1	7.44646269182834	1.24540836503728e-25	No	No
P17844	DDX5	5.33630054120654	4.8125048084416196e-12	No	No
P17858	PFKL	3.76179343293432	1.17171047048796e-10	No	No
P17931	LGALS3	4.41452841331711	1.1413464271481099e-11	No	No
P17936	IGFBP3	1.03899604587599	0.0003227453402309	No	No
P17980	PSMC3	4.82887404384691	7.18577189460369e-22	No	No
P17987	TCP1	10.4876419393749	2.9065568991045697e-28	No	No
P18031	PTPN1	6.28483838550232	3.70581590255405e-24	No	No
P18054	ALOX12	6.62541574901404	2.7425258871830103e-25	No	No
P18075	BMP7	3.43352762192323	3.5057094123415404e-17	No	No
P18077	RPL35A	6.51637639051452	7.38804017176884e-13	No	No
P18084	ITGB5	9.54384417883107	3.67787535867667e-33	No	No
P18085	ARF4	5.73711171151469	6.871879560308011e-25	No	No
P18124	RPL7	2.0209904178391	0.0047650457312301	No	No
P18206	VCL	4.73718712717956	7.634010521692211e-25	No	No
P18428	LBP	3.74719337476153	4.36529956226185e-16	No	No
P18433	PTPRA	8.16230825561135	5.72526202159463e-29	No	No
P18621	RPL17	3.181689651909	1.23633326813192e-06	No	No
P18669	PGAM1	6.42217886159994	1.43165496197599e-13	No	No
P18827	SDC1	7.24090437465967	6.55915898990229e-39	No	No
P18850	ATF6	2.38813712394748	0.0096342972522587	No	No
P18859	ATP5PF	8.86035065432696	4.76084594683014e-31	No	No
P18887	XRCC1	3.41149833899659	4.56033022495636e-09	No	No
P19021	PAM	6.01884970681571	8.27676493277851e-28	No	No
P19022	CDH2	3.64485273765359	3.32496922387625e-14	No	No
P19086	GNAZ	11.5122986568815	1.03067152562923e-42	No	No
P19256	CD58	3.32543716515783	1.3508034568689e-12	No	No
P19320	VCAM1	4.14881998444033	1.6193816001279598e-22	No	No
P19338	NCL	3.64118572863946	2.95000454889553e-12	No	No
P19367	HK1	8.27181429675762	2.3736688763756003e-32	No	No
P19397	CD53	9.4786226145625	2.49603370656792e-32	No	No
P19404	NDUFV2	8.00908035516897	4.44721870965823e-37	No	No
P19474	TRIM21	5.58857933787027	1.30180994454003e-21	No	No
P19525	EIF2AK2	5.19254070948175	2.42343926115221e-17	No	No
P19526	FUT1	2.05281449842242	0.0012369137560712	No	No
P19634	SLC9A1	9.28244020366011	1.74439146887821e-36	No	No
P19823	ITIH2	6.1679564188659	2.5039288119877e-32	No	No
P19827	ITIH1	6.37093999538546	2.5743577059690297e-36	No	No
P19838	NFKB1	5.03600594204072	4.52815401532032e-13	No	No
P19883	FST	9.56618890017711	4.9591490204405896e-33	No	No
P19971	TYMP	4.08653800027183	4.61608701030802e-15	No	No
P20020	ATP2B1	2.34995040064111	0.0020729799929218	No	No
P20036	HLA-DPA1	5.96729819524121	2.69342538678393e-29	No	No
P20042	EIF2S2	9.45436018511486	2.6321483288560803e-20	No	No
P20061	TCN1	2.41831185893056	8.01728261356468e-07	No	No
P20073	ANXA7	5.92360783430244	3.66724751842739e-17	No	No
P20142	PGC	7.84084318840971	1.95807900709703e-33	No	No
P20160	AZU1	7.35427256215879	1.09793765324153e-22	No	No
P20290	BTF3	9.5804098500391	1.52578634063879e-14	No	No
P20338	RAB4A	8.57084556509221	3.70441931657528e-33	No	No
P20339	RAB5A	7.67033878069548	2.5288650823924e-32	No	No
P20340	RAB6A	10.1433002934017	8.74375112562976e-39	No	No
P20618	PSMB1	8.68074103954791	6.830665544078529e-36	No	No
P20645	M6PR	8.85915545735922	1.319408613579e-35	No	No
P20674	COX5A	11.8499202381836	3.3033357510122e-44	No	No
P20700	LMNB1	5.53647565113154	7.288401503372481e-31	No	No
P20701	ITGAL	6.91097269671159	2.17368781505341e-22	No	No
P20774	OGN	5.85152658924445	6.42127775468842e-29	No	No
P20810	CAST	9.71648231207779	1.24819620404231e-38	No	No
P20851	C4BPB	7.16141092299664	7.482233191687041e-31	No	No
P20908	COL5A1	11.0607176457353	4.6702017567859e-39	No	No
P20936	RASA1	7.37599783643682	8.98922828592153e-24	No	No
P20962	PTMS	6.92038572605525	5.72602337443388e-33	No	No
P20963	CD247	4.1410122916404	9.079000885262379e-11	No	No
P21266	GSTM3	1.95474650943239	1.90069492591093e-05	No	No
P21281	ATP6V1B2	9.19933664737434	9.45127216777462e-38	No	No
P21283	ATP6V1C1	5.47971624626676	5.4380896031315404e-21	No	No
P21291	CSRP1	5.21211580946511	3.1832705874215098e-28	No	No
P21333	FLNA	8.01635079764373	7.65068866028535e-35	No	No
P21399	ACO1	2.14838468259757	0.0006054315278286	No	No
P21583	KITLG	4.25732623618325	1.59155614300074e-11	No	No
P21589	NT5E	2.71718219687672	3.74997812759401e-08	No	No
P21731	TBXA2R	6.80288215985109	4.89182946284258e-29	No	No
P21796	VDAC1	5.78103013918843	4.2604860779943104e-21	No	No
P21802	FGFR2	11.810945408504	2.1649339481359697e-22	No	No
P21810	BGN	2.95930053969988	3.42901087241195e-10	No	No
P21815	IBSP	4.00786397576913	8.139305980917141e-21	No	No
P21912	SDHB	8.70798570702135	1.83986474101189e-36	No	No
P21926	CD9	8.67475835438462	7.53068546895524e-37	No	No
P21964	COMT	7.2743062245419	2.5277834150059102e-23	No	No
P21980	TGM2	8.14491643930289	2.65626449625604e-24	No	No
P22003	BMP5	4.37940099657263	9.05148718847696e-17	No	No
P22059	OSBP	4.0639851381522	4.3414103377861297e-13	No	No
P22061	PCMT1	6.54047449519113	6.3633578181407005e-24	No	No
P22102	GART	7.89575801328301	3.29129281842826e-24	No	No
P22105	TNXB	5.63084778115799	1.76372383611272e-28	No	No
P22223	CDH3	13.0808591587552	4.8367901786129e-39	No	No
P22234	PAICS	4.58502107581894	1.0699717967698201e-19	No	No
P22303	ACHE	4.72215867334653	5.73786509406813e-10	No	No
P22304	IDS	10.8882318161578	2.52778883157844e-34	No	No
P22307	SCP2	8.38296248457064	3.82286967113173e-30	No	No
P22314	UBA1	5.35334671891748	2.59003615364888e-15	No	No
P22352	GPX3	2.38530573981336	2.1148140421798198e-11	No	No
P22455	FGFR4	5.02497726060514	2.65458265322817e-15	No	No
P22466	GAL	5.35427757749384	2.47142091543437e-17	No	No
P22607	FGFR3	9.46950262721574	2.02189225701012e-21	No	No
P22626	HNRNPA2B1	2.29615927404872	0.0003264000227368	No	No
P22681	CBL	4.72740864590542	1.03935745530431e-15	No	No
P22692	IGFBP4	4.51398405765786	3.68126403565163e-20	No	No
P22694	PRKACB	9.85072236724677	7.45046581690784e-34	No	No
P22695	UQCRC2	11.5549325150687	2.4149527372580897e-42	No	No
P22735	TGM1	3.59903348804091	6.29766216680738e-05	No	No
P22748	CA4	6.55796296710935	7.51189051681487e-12	No	No
P22792	CPN2	5.02456896279064	4.78500873991008e-29	No	No
P22830	FECH	6.44273693277904	1.40711688519903e-28	No	No
P22891	PROZ	7.71075973804905	1.38827344617768e-35	No	No
P23083	IGHV1-2	1.95897308489308	1.31566504786514e-09	No	No
P23141	CES1	2.84878966668748	1.70630379530354e-08	No	No
P23142	FBLN1	7.20040032331704	2.6867077955213e-35	No	No
P23219	PTGS1	12.5385464864472	3.1665143989745e-40	No	No
P23229	ITGA6	9.81534226224033	8.77054858320118e-31	No	No
P23246	SFPQ	7.21416411487981	8.913866071960481e-19	No	No
P23284	PPIB	4.68479642846474	4.18395726649303e-19	No	No
P23327	HRC	6.54074553686199	1.25231473194487e-26	No	No
P23368	ME2	11.3511049098631	3.3324013509814398e-43	No	No
P23381	WARS1	2.97390290419869	1.9082197281191398e-11	No	No
P23396	RPS3	5.12369361691898	1.8858937115257302e-17	No	No
P23435	CBLN1	7.19361291905744	1.08740301977937e-34	No	No
P23458	JAK1	5.06813642020074	1.43772880411593e-13	No	No
P23467	PTPRB	6.54979543246285	8.08824218355085e-13	No	No
P23470	PTPRG	5.47046454276438	6.2478062560147996e-27	No	No
P23471	PTPRZ1	7.47126728679928	1.57108961606671e-26	No	No
P23526	AHCY	4.70681997878204	9.22625380156382e-16	No	No
P23528	CFL1	4.41769289186626	1.7167260965659902e-14	No	No
P23588	EIF4B	11.307043066861	1.06028505017284e-37	No	No
P23610	F8A3	6.3111207246707	4.21712456793977e-23	No	No
P23743	DGKA	4.68097842432363	1.70399463980891e-17	No	No
P23786	CPT2	8.18559188893703	3.1131211848860596e-30	No	No
P23919	DTYMK	3.77347021610067	9.63531556172344e-08	No	No
P24043	LAMA2	8.71814927021101	2.37397570937577e-29	No	No
P24071	FCAR	1.16652746331505	0.0005258901853544	No	No
P24158	PRTN3	4.05394617081996	1.46204644868929e-08	No	No
P24386	CHM	3.40621919271538	4.17771741466046e-13	No	No
P24534	EEF1B2	8.38795020781035	2.30574333800314e-26	No	No
P24539	ATP5PB	11.3340785943523	3.34724906195875e-38	No	No
P24557	TBXAS1	12.6252832193285	2.4165138168217e-42	No	No
P24592	IGFBP6	0.868219720194578	0.0035154304184953	No	No
P24593	IGFBP5	2.37044961911645	1.48872930769739e-08	No	No
P24666	ACP1	3.6964108041767	1.509463653252e-13	No	No
P24752	ACAT1	4.14165008098683	2.3034466950990597e-16	No	No
P24821	TNC	6.71514211475104	4.3329509537398396e-33	No	No
P24844	MYL9	12.0530381023916	2.2121052647864e-45	No	No
P24855	DNASE1	10.7821357768714	4.8322927974140694e-30	No	No
P25116	F2R	5.46902961084819	5.15566151601748e-15	No	No
P25325	MPST	2.68571904982333	0.0034170212460232	No	No
P25391	LAMA1	5.43418940462561	2.86947138230475e-27	No	No
P25686	DNAJB2	6.61398784829251	2.8779909332328603e-25	No	No
P25705	ATP5F1A	9.55332564765234	2.95165101052414e-23	No	No
P25774	CTSS	6.35706472885074	2.29997353270068e-25	No	No
P25786	PSMA1	8.49378489643114	6.000830721934799e-37	No	No
P25787	PSMA2	9.08413954337696	1.01735900943166e-35	No	No
P25788	PSMA3	8.38293325480828	1.36557877685833e-34	No	No
P25789	PSMA4	8.30589611734308	1.63838441279286e-27	No	No
P25815	S100P	3.05351808952698	5.89483092847516e-17	No	No
P26022	PTX3	9.70764300439449	1.99528162235397e-33	No	No
P26038	MSN	4.97890061263034	6.2988097453437e-21	No	No
P26196	DDX6	8.07908464518396	4.85024382903238e-16	No	No
P26368	U2AF2	3.65383425650798	1.3531643537117999e-12	No	No
P26373	RPL13	3.20034264108968	0.0007489802774839	No	No
P26440	IVD	11.4939544020717	2.6258799158924104e-25	No	No
P26447	S100A4	3.1347405499494	2.48939944682358e-14	No	No
P26572	MGAT1	3.37411470668973	1.10539683528189e-13	No	No
P26583	HMGB2	10.3738355613681	8.541276486860369e-42	No	No
P26599	PTBP1	7.87635479963742	3.71516316659843e-24	No	No
P26639	TARS1	8.09867707630782	2.58877621597761e-29	No	No
P26640	VARS1	7.76364913778913	5.66712054811989e-27	No	No
P26641	EEF1G	7.69636200526753	1.0956293160352899e-26	No	No
P26885	FKBP2	2.29730396805932	6.398779871106201e-10	No	No
P27105	STOM	8.63271558039862	3.80977666988702e-35	No	No
P27169	PON1	4.7545910696099	6.12620131409242e-27	No	No
P27338	MAOB	12.1403889630935	2.16607905140014e-44	No	No
P27348	YWHAQ	8.31351208082286	2.20668389895541e-37	No	No
P27449	ATP6V0C	9.71175138235718	2.64360953437885e-39	No	No
P27487	DPP4	1.86480256247388	7.94823935492873e-06	No	No
P27694	RPA1	5.2897005748212	4.95264085739032e-11	No	No
P27695	APEX1	4.07787601660853	1.1013163343340402e-09	No	No
P27701	CD82	9.5819410264986	1.96226067918378e-38	No	No
P27707	DCK	6.69430933871342	1.38244201442382e-19	No	No
P27708	CAD	8.44697152978421	1.27552864732041e-29	No	No
P27797	CALR	8.32546931759063	8.43900367709273e-35	No	No
P27816	MAP4	5.88447092875679	3.03641631575612e-20	No	No
P27824	CANX	9.04378219703152	2.24646436941657e-31	No	No
P27986	PIK3R1	7.03075815823114	1.66331107262912e-17	No	No
P27987	ITPKB	7.31145197395472	1.0848442158130701e-24	No	No
P28062	PSMB8	9.00358333033049	1.1077427425806699e-36	No	No
P28065	PSMB9	8.99954232136387	6.30279937263149e-38	No	No
P28066	PSMA5	8.60171355491245	1.28484130152188e-26	No	No
P28070	PSMB4	8.29356891774985	3.36803150844506e-33	No	No
P28072	PSMB6	7.15716693716784	1.43890807478062e-35	No	No
P28074	PSMB5	9.40145493099338	3.52030188130606e-40	No	No
P28161	GSTM2	7.30361311126164	6.45213655952788e-30	No	No
P28289	TMOD1	4.61351639767345	2.40906146087758e-15	No	No
P28290	ITPRID2	3.02503526712646	2.06487579957692e-07	No	No
P28300	LOX	4.7732503134879	1.2199556873487e-19	No	No
P28331	NDUFS1	9.25231358739143	1.11847965987436e-30	No	No
P28482	MAPK1	6.84133946152732	2.25612093627143e-24	No	No
P28676	GCA	4.25700012566533	1.08943474791529e-05	No	No
P28838	LAP3	3.85978147293704	5.366582412553371e-10	No	No
P28845	HSD11B1	3.77318548486587	7.81455639684638e-10	No	No
P28906	CD34	5.0507192479181	6.7639549440606195e-22	No	No
P29120	PCSK1	6.95990442657387	5.84402037014286e-26	No	No
P29122	PCSK6	6.68786758714	4.12375051146956e-29	No	No
P29144	TPP2	12.2330402302302	3.95110086640716e-42	No	No
P29218	IMPA1	7.08758736807703	1.2486898109992e-30	No	No
P29279	CCN2	7.33386390331619	4.17411593384818e-28	No	No
P29350	PTPN6	5.11646059601981	5.52077361178198e-19	No	No
P29353	SHC1	4.32598885363846	4.42075095101766e-16	No	No
P29373	CRABP2	4.59471343113768	7.036622076409521e-15	No	No
P29401	TKT	2.47502772143647	7.53098777793223e-07	No	No
P29692	EEF1D	5.36759939609281	3.1655677297421402e-24	No	No
P29965	CD40LG	6.94328151347221	3.24619799691715e-26	No	No
P29966	MARCKS	5.80368412328624	5.08601510903733e-24	No	No
P29972	AQP1	4.5124688465315	2.1884329119472602e-21	No	No
P30038	ALDH4A1	8.60163060614259	5.02224674867947e-29	No	No
P30040	ERP29	3.39345518850341	1.3517970730353302e-09	No	No
P30041	PRDX6	4.31300281880876	2.91449780270933e-20	No	No
P30044	PRDX5	4.28458689065668	9.65470435894398e-13	No	No
P30046	DDT	1.84842146154124	9.41735091279535e-07	No	No
P30048	PRDX3	5.32135524188251	2.4093988118690902e-20	No	No
P30049	ATP5F1D	4.15066446575425	3.50137875524734e-16	No	No
P30050	RPL12	1.80028794096006	1.07609975952332e-05	No	No
P30084	ECHS1	2.97817729518655	3.4536558664901097e-11	No	No
P30085	CMPK1	5.71024547419928	6.50064180444476e-20	No	No
P30086	PEBP1	3.58074978092662	3.94184148644487e-09	No	No
P30101	PDIA3	6.92896751504604	2.43994212181774e-32	No	No
P30153	PPP2R1A	8.11372336012018	4.2128048430715805e-20	No	No
P30273	FCER1G	11.1741841441799	1.09456537713102e-42	No	No
P30405	PPIF	11.0106274809251	3.06154900423322e-40	No	No
P30419	NMT1	6.29319697680157	4.98594073173358e-17	No	No
P30519	HMOX2	3.16668173851196	2.3885560774529403e-15	No	No
P30520	ADSS2	3.02750454360536	2.72779428437374e-12	No	No
P30530	AXL	7.97247662866484	5.97696680524239e-29	No	No
P30566	ADSL	9.0524759454232	8.03569573444653e-33	No	No
P30622	CLIP1	8.57988266332609	1.4003624378091999e-34	No	No
P30626	SRI	4.65332927489828	2.44190747249715e-18	No	No
P30740	SERPINB1	4.4813039122266	1.8336728867305402e-19	No	No
P30825	SLC7A1	4.30189573613725	1.85275759881766e-20	No	No
P30990	NTS	9.65627206439424	3.37676192942238e-36	No	No
P31040	SDHA	9.30566937372644	8.08375637002215e-39	No	No
P31146	CORO1A	5.8557468157841	2.4032791169421002e-26	No	No
P31150	GDI1	6.05591007610401	2.99750767938807e-26	No	No
P31151	S100A7	7.14724212476171	4.05203115832372e-22	No	No
P31153	MAT2A	5.93726660234967	5.79895282413327e-19	No	No
P31323	PRKAR2B	7.62709664598876	1.51757328661414e-33	No	No
P31327	CPS1	3.15411344369225	3.98536498514474e-10	No	No
P31431	SDC4	10.1359996694568	8.52033799374324e-34	No	No
P31641	SLC6A6	7.45665223158378	1.7425289194128102e-35	No	No
P31645	SLC6A4	6.53284827585214	1.64254982735112e-29	No	No
P31689	DNAJA1	7.36824334089018	4.2426177554498e-26	No	No
P31749	AKT1	6.54919365463885	1.70716980124037e-24	No	No
P31751	AKT2	7.71822886348948	2.37345751145767e-25	No	No
P31930	UQCRC1	10.8673518008836	3.9205789871136995e-41	No	No
P31937	HIBADH	7.80780587894749	1.52906543799274e-28	No	No
P31939	ATIC	6.85756449531346	1.2488121690402101e-14	No	No
P31942	HNRNPH3	3.83710342705545	1.06155628216228e-06	No	No
P31944	CASP14	4.7796048026506	1.31222274593266e-05	No	No
P31946	YWHAB	8.70069419924206	6.566875018811319e-30	No	No
P31947	SFN	5.02354525851588	3.13635082757154e-16	No	No
P31948	STIP1	5.18186333968395	1.77765122694317e-16	No	No
P31949	S100A11	4.33705412171786	5.82172955654235e-22	No	No
P32004	L1CAM	6.08043724378649	2.04043118118732e-20	No	No
P32019	INPP5B	7.13108044467289	5.54669869600773e-26	No	No
P32119	PRDX2	1.38386895898962	8.32934938383335e-07	No	No
P32942	ICAM3	6.32821815824167	2.9382411102069403e-15	No	No
P32969	RPL9P9	4.74030393239753	2.59494525454595e-16	No	No
P33121	ACSL1	6.52596181940489	3.82894202910293e-21	No	No
P33151	CDH5	2.43261978592572	3.01538909024656e-12	No	No
P33176	KIF5B	11.1680430266727	3.86708545362379e-37	No	No
P33241	LSP1	7.52016298552521	2.56692284438342e-35	No	No
P33316	DUT	3.26793598821626	6.63752542076672e-08	No	No
P33527	ABCC1	5.05403328517324	2.88097615570727e-18	No	No
P33897	ABCD1	1.91440219052181	4.72511184571307e-07	No	No
P33993	MCM7	1.82473866239607	0.0004206270393303	No	No
P34896	SHMT1	5.63565425389515	4.36840949406885e-21	No	No
P34897	SHMT2	2.38446905324484	2.67681104379903e-06	No	No
P34913	EPHX2	6.28065986774654	1.52356028191545e-12	No	No
P34932	HSPA4	9.0131773265931	1.26774624930597e-28	No	No
P34949	MPI	4.00159474517344	5.3589998330562296e-11	No	No
P35030	PRSS3	4.81878734337364	8.191426085588591e-19	No	No
P35052	GPC1	5.6366083601981	8.64379588207384e-20	No	No
P35221	CTNNA1	6.21112754858814	3.6844506877300096e-22	No	No
P35222	CTNNB1	9.00982048968022	1.40207548239755e-08	No	No
P35232	PHB	4.79231308658757	6.58331573249158e-16	No	No
P35237	SERPINB6	3.73138652389449	7.630865884075969e-13	No	No
P35241	RDX	7.40222782698636	6.892402051010891e-21	No	No
P35244	RPA3	7.9509097869169	4.1223480304869696e-33	No	No
P35268	RPL22	4.23333509809751	1.0090264934121701e-14	No	No
P35442	THBS2	9.64242977051619	4.16478335591199e-39	No	No
P35443	THBS4	7.43733843151857	9.51238939418827e-31	No	No
P35555	FBN1	8.78434444398053	4.08447920393949e-21	No	No
P35573	AGL	4.38711490166927	7.112189773776919e-18	No	No
P35579	MYH9	8.79905253891519	1.5341164506504998e-29	No	No
P35580	MYH10	2.91517451492866	1.1609154159075099e-11	No	No
P35606	COPB2	12.6303846950962	1.4347922702844e-46	No	No
P35609	ACTN2	9.2649890130927	4.82115650905641e-30	No	No
P35611	ADD1	11.3542541984282	2.36038216440549e-44	No	No
P35612	ADD2	6.63601702887641	1.28752058112552e-26	No	No
P35613	BSG	5.81281998630817	1.42201990143838e-17	No	No
P35625	TIMP3	6.89109104661238	2.58749853810467e-26	No	No
P35637	FUS	3.97986645891228	1.01331255802991e-16	No	No
P35658	NUP214	5.43475546266509	1.64235606110629e-10	No	No
P35754	GLRX	4.34559445247827	1.3058319460669401e-20	No	No
P35813	PPM1A	10.5716608093356	1.62329903952994e-39	No	No
P35914	HMGCL	8.25796435104604	3.49697578683849e-32	No	No
P35916	FLT4	6.87956313721216	9.33117886570026e-31	No	No
P35998	PSMC2	6.26929835317394	4.48229912442945e-26	No	No
P36404	ARL2	6.21792932982353	1.1212079553053e-28	No	No
P36405	ARL3	3.7278933347376	2.4814736223637604e-15	No	No
