Protein_Group	Genes	SAX_Pooled_vs_RAW_Pooled_logFC	SAX_Pooled_vs_RAW_Pooled_pval	Removed?	Contaminant?
O95084	PRSS23	5.56049379311756	2.6136043638905e-08	No	No
O95140	MFN2	6.23666323966455	4.7955494960933304e-23	No	No
O95163	ELP1	2.97135731600512	2.37689078382264e-08	No	No
O95182	NDUFA7	7.31370267748978	1.27619400899207e-28	No	No
O95185	UNC5C	2.90477485227237	8.08675662624659e-07	No	No
O95197	RTN3	10.2185664273445	6.03766852032615e-37	No	No
O95202	LETM1	8.42501208832264	3.26269703533041e-29	No	No
O95219	SNX4	4.49830874584594	3.73432767885501e-12	No	No
O95260	ATE1	4.86626337344721	3.7805829809066304e-20	No	No
O95273	CCNDBP1	2.0979465283325	4.9128465162553e-11	No	No
O95292	VAPB	9.66501070852873	3.07790440747739e-34	No	No
O95295	SNAPIN	7.81042955932942	9.14612912160485e-37	No	No
O95299	NDUFA10	7.25836009747291	4.06128864713718e-19	No	No
O95302	FKBP9	9.99893828884496	2.5218409108297597e-42	No	No
O95319	CELF2	4.26733046121729	1.54348165179495e-11	No	No
O95336	PGLS	6.18637435758527	7.44006837055928e-19	No	No
O95352	ATG7	8.68932236589511	6.90078200480895e-23	No	No
O95372	LYPLA2	6.59541325394816	9.44296585234142e-28	No	No
O95373	IPO7	2.3271244834804	4.71927827544875e-05	No	No
O95376	ARIH2	4.64939353145181	6.23803449466969e-17	No	No
O95390	GDF11	1.47081343443145	0.0013237749363212	No	No
O95393	BMP10	10.2788979752475	8.64575258002325e-41	No	No
O95394	PGM3	1.60439496343428	0.0003457839397215	No	No
O95425	SVIL	7.25605228445773	1.03940944101501e-23	No	No
O95433	AHSA1	2.67773515824749	4.3820824887894494e-11	No	No
O95445	APOM	2.18546516572265	7.94582146313537e-09	No	No
O95466	FMNL1	3.06676080291151	6.11225944350131e-08	No	No
O95490	ADGRL2	5.1542293832922	2.05297951746596e-06	No	No
O95498	VNN2	4.83882123753823	7.0644374923108e-17	No	No
O95544	NADK	8.8197226567577	1.50649974308723e-34	No	No
O95571	ETHE1	7.73900931903605	3.94545608501872e-24	No	No
O95573	ACSL3	5.94125512317106	1.91748817375419e-19	No	No
O95630	STAMBP	6.3421724699744	4.19187400752078e-19	No	No
O95633	FSTL3	7.94849934003653	7.088214860877011e-31	No	No
O95671	ASMTL	4.98057576639971	8.679990771124651e-15	No	No
O95674	CDS2	10.2269681566119	1.72719709036788e-39	No	No
O95685	PPP1R3D	5.6977863394463	4.23154261687455e-15	No	No
O95721	SNAP29	9.79059426597694	2.2348698932119698e-33	No	No
O95727	CRTAM	6.06384625692391	2.9389876736570504e-15	No	No
O95747	OXSR1	3.88572142437109	8.99922448913926e-16	No	No
O95749	GGPS1	3.15265677161389	5.6787725962714404e-14	No	No
O95758	PTBP3	3.34702061352176	2.35856131992982e-07	No	No
O95777	LSM8	6.27289112844185	2.26458053071901e-20	No	No
O95782	AP2A1	7.114201263113	1.93387892182892e-12	No	No
O95810	CAVIN2	9.59381929100543	4.11054773863108e-31	No	No
O95816	BAG2	5.28545826786526	7.38813096875268e-25	No	No
O95817	BAG3	4.96617657920256	8.07425249077183e-08	No	No
O95819	MAP4K4	6.82341379600286	2.16326142521316e-29	No	No
O95825	CRYZL1	2.1355702343258	9.61665264266406e-07	No	No
O95831	AIFM1	10.3427464062666	3.0751086801747998e-31	No	No
O95833	CLIC3	1.88319833243604	0.0033494299883722	No	No
O95834	EML2	5.10475834039344	9.09055995605894e-12	No	No
O95841	ANGPTL1	4.41087972438538	1.18891630452408e-14	No	No
O95858	TSPAN15	7.51009727818841	6.896381966946621e-31	No	No
O95861	BPNT1	4.81187112083867	3.64473842463194e-13	No	No
O95865	DDAH2	5.66274477571397	4.65913438916854e-15	No	No
O95866	MPIG6B	11.3028412702434	1.4007998918575998e-41	No	No
O95870	ABHD16A	10.3868011612732	8.183991181473291e-31	No	No
O95881	TXNDC12	7.04977665939636	3.92707868002694e-24	No	No
O95897	OLFM2	1.43629577806841	0.00060187270584	No	No
O95967	EFEMP2	9.49033117125275	9.60046157613937e-32	No	No
O95989	NUDT3	2.67590345643936	1.52546770321312e-11	No	No
O96000	NDUFB10	4.06756487899428	4.573902002766541e-15	No	No
O96005	CLPTM1	3.37433263936027	1.91065168299702e-06	No	No
O96008	TOMM40	7.11449875397246	3.969741729291e-29	No	No
O96019	ACTL6A	5.39685274569499	1.16460710787473e-17	No	No
P00167	CYB5A	6.5426463273928	1.25104334397662e-19	No	No
P00325	ADH1B	4.44268285779533	8.41896108426186e-17	No	No
P00338	LDHA	2.49656660744427	6.7366176811643994e-12	No	No
P00367	GLUD1	3.23475292198	1.0209786703769499e-13	No	No
P00387	CYB5R3	7.5465255550145	6.23932361011608e-27	No	No
P00390	GSR	2.5828289791663	1.11892111569955e-11	No	No
P00403	MT-CO2	3.87259974291227	7.23124336425444e-17	No	No
P00414	MT-CO3	7.78851793314751	8.447787595298459e-36	No	No
P00441	SOD1	1.63642837728696	7.02963996771984e-06	No	No
P00450	CP	2.71772207452547	8.685644835756299e-17	No	No
P00451	F8	7.67598527100596	1.41427490014342e-34	No	No
P00488	F13A1	2.43946664835222	4.96313332393964e-13	No	No
P00491	PNP	3.62777109935749	7.26119755838662e-13	No	No
P00492	HPRT1	3.80826943804697	1.94091906143346e-13	No	No
P00505	GOT2	3.43746227617529	1.3589058870197401e-09	No	No
P00558	PGK1	3.33342865436455	1.92577583291169e-13	No	No
P00568	AK1	4.77391800804304	4.33294839199725e-12	No	No
P00734	F2	6.42937602229483	7.02374780235259e-34	No	No
P00736	C1R	4.58989963641555	5.66927307539431e-26	No	No
P00739	HPR	3.08666348681782	7.843208702178819e-11	No	No
P00740	F9	7.80056025419774	2.7392115554275798e-36	No	No
P00742	F10	8.31013404136017	1.0253930253129201e-35	No	No
P00846	MT-ATP6	8.08761433835911	5.36086296413741e-33	No	No
P00966	ASS1	5.29233893451271	3.79708287192556e-06	No	No
P01033	TIMP1	2.44730347853437	6.68515515033517e-10	No	No
P01042	KNG1	4.92439085691472	6.24391156312924e-29	No	No
P01116	KRAS	4.60090613907625	1.82832559089992e-19	No	No
P01127	PDGFB	5.49310329674741	1.48688952424584e-08	No	No
P01130	LDLR	9.59651850961183	1.8604635841212e-35	No	No
P01133	EGF	10.9044083087533	1.8315161722240498e-30	No	No
P01137	TGFB1	8.66070789002486	5.4652379731773897e-36	No	No
P01266	TG	10.8034490595757	2.29250479349829e-37	No	No
P01591	JCHAIN	2.90999829852903	4.05535465114223e-09	No	No
P01599	IGKV1-17	3.36201123015434	8.4881398915903e-11	No	No
P01601	IGKV1D-16	1.56272560878775	3.91251054477951e-05	No	No
P01602	IGKV1-5	1.92635261378024	3.94478954145316e-07	No	No
P01619	IGKV3-20	1.92254443045437	1.83305605998562e-07	No	No
P01700	IGLV1-47	0.954715871514875	0.0019132585268925	No	No
P01701	IGLV1-51	2.49071391513339	1.39192475157534e-07	No	No
P01703	IGLV1-40	2.47733591737742	5.1762414177646e-09	No	No
P01704	IGLV2-14	3.59937933759322	4.09489064308213e-12	No	No
P01705	IGLV2-23	2.44907575754486	5.76139363382978e-14	No	No
P01706	IGLV2-11	3.00958776864097	6.1935662010482e-14	No	No
P01709	IGLV2-8	2.96440981926507	1.31183855657557e-11	No	No
P01714	IGLV3-19	1.43416584715969	8.83431936088468e-06	No	No
P01715	IGLV3-1	1.91925425211249	7.53083354689371e-06	No	No
P01717	IGLV3-25	2.00639448194346	1.13197777285351e-06	No	No
P01721	IGLV6-57	2.92455573617769	1.5686529449282602e-15	No	No
P01732	CD8A	3.88394551676836	8.16646319753265e-06	No	No
P01743	IGHV1-46	1.56591824242331	2.95112701683124e-06	No	No
P01764	IGHV3-23	1.6983009262441	1.37001855772392e-06	No	No
P01772	IGHV3-33	8.24451765414293	1.5584210768461e-33	No	No
P01780	IGHV3-7	1.6959873179924	8.35915967154671e-06	No	No
P01814	IGHV2-70	12.1615440103042	3.34769547599953e-35	No	No
P01817	IGHV2-5	3.31328624748894	3.01672404795677e-06	No	No
P01833	PIGR	1.48262440355985	3.96519402048937e-07	No	No
P01834	IGKC	0.810240427130417	0.0030292778965809	No	No
P01871	IGHM	3.41912419779955	7.39485392022418e-22	No	No
P01876	IGHA1	1.97869963118526	1.4973103588672598e-11	No	No
P01877	IGHA2	4.22990301768005	1.16519202803155e-07	No	No
P01889	HLA-B	6.73822200001458	1.93766088279128e-27	No	No
P01920	HLA-DQB1	1.11881662061505	0.0014159252474603	No	No
P02452	COL1A1	3.40843631298679	4.30796414340138e-10	No	No
P02458	COL2A1	1.26817048737982	0.0058766516716123	No	No
P02461	COL3A1	3.12889264976967	2.65646333675235e-09	No	No
P02545	LMNA	2.66070825443107	1.38698104215685e-06	No	No
P02549	SPTA1	9.97606219390358	1.29074326433559e-27	No	No
P02647	APOA1	0.916735995439659	0.0002864569893414	No	No
P02649	APOE	2.15559312820983	3.12181922177675e-10	No	No
P02652	APOA2	2.07541047737401	3.39481295413919e-06	No	No
P02655	APOC2	2.60471650043824	4.30052198861344e-13	No	No
P02656	APOC3	2.0941175108046	1.73401281850105e-11	No	No
P02671	FGA	3.87012143587208	5.3359908561998e-22	No	No
P02675	FGB	3.57431153819359	1.81548575986132e-18	No	No
P02679	FGG	3.60905535132574	2.58912558160373e-22	No	No
P02686	MBP	5.88552531213756	8.19853116801917e-27	No	No
P02730	SLC4A1	6.65824269528728	3.42547795022265e-27	No	No
P02741	CRP	7.21756836208933	3.2808773405232897e-34	No	No
P02743	APCS	2.86193331217821	4.74582932256908e-16	No	No
P02748	C9	5.61906849255024	1.58045339520998e-30	No	No
P02751	FN1	6.31197570797465	1.16718219074165e-28	No	No
P02753	RBP4	3.39872105720868	1.0041109494027701e-17	No	No
P02760	AMBP	4.18176724588049	7.10877480731779e-24	No	No
P02766	TTR	3.6082451490902	1.73794309616177e-14	No	No
P02775	PPBP	2.77130599062244	5.53632108143444e-07	No	No
P02776	PF4	3.42787137202172	1.5882838640672802e-15	No	No
P02786	TFRC	0.761235310142432	0.0045043476614271	No	No
P02792	FTL	1.80313926012016	0.000299864926582	No	No
P02794	FTH1	5.39684462132144	7.63730748988983e-16	No	No
P02810	PRH2	13.3336963096142	6.17753430119458e-50	No	No
P04003	C4BPA	6.34996930562263	4.5671259032405603e-35	No	No
P04004	VTN	6.08234744258945	5.2723921306069e-30	No	No
P04040	CAT	2.54673952987444	2.2368525039802e-13	No	No
P04062	GBA	3.356229497171	2.4697662807227202e-15	No	No
P04070	PROC	8.23021643680983	2.41921181169975e-35	No	No
P04080	CSTB	3.22613178807918	1.1269310772016399e-12	No	No
P04085	PDGFA	6.5375132617999	5.85206982970526e-29	No	No
P04114	APOB	0.887202077167061	0.0008217494945923	No	No
P04156	PRNP	2.87981851254307	3.58754545247391e-12	No	No
P04179	SOD2	5.92823227321594	3.7708263887709302e-25	No	No
P04180	LCAT	1.41824633281393	8.01966264318165e-07	No	No
P04211	IGLV7-43	2.04062896363315	0.0003099415028117	No	No
P04233	CD74	5.79675747455376	1.6052518214899099e-22	No	No
P04275	VWF	5.9928399936867	1.20822978492452e-27	No	No
P04350	TUBB4A	6.33374413509981	1.37570296752677e-21	No	No
P04406	GAPDH	4.15154689702172	1.22563611101392e-23	No	No
P04424	ASL	4.28621349877396	5.58767117906723e-08	No	No
P04430	IGKV1-16	3.06063718936614	6.7473280964749706e-15	No	No
P04439	HLA-A	4.18729573940733	2.1283939581330102e-23	No	No
P04440	HLA-DPB1	2.82270430737638	3.04433854822023e-07	No	No
P04632	CAPNS1	7.22845321586794	7.4953022265969e-25	No	No
P04792	HSPB1	4.7286969631547	2.93165670591862e-14	No	No
P04839	CYBB	3.26823204936347	1.59530118307278e-06	No	No
P04843	RPN1	4.34118378673175	8.38086311829337e-19	No	No
P04844	RPN2	4.60351871418777	1.13066924467403e-18	No	No
P04899	GNAI2	13.2565449953151	1.48288669692375e-50	No	No
P04920	SLC4A2	3.8613005975828	1.04019665371322e-16	No	No
P05019	IGF1	1.6541215586893	2.0657435716507e-05	No	No
P05023	ATP1A1	5.79434842576891	3.39718700547039e-23	No	No
P05026	ATP1B1	3.30047804941601	3.52637320559795e-13	No	No
P05060	CHGB	6.03120811367715	2.06504229799635e-27	No	No
P05062	ALDOB	1.1306922291262	0.0004846207974817	No	No
P05067	APP	9.98276350143957	4.95354222001367e-32	No	No
P05089	ARG1	3.28751063363359	4.91277520705748e-07	No	No
P05090	APOD	1.28484048945348	1.07235656484293e-05	No	No
P05106	ITGB3	9.39378818779027	1.03862146682787e-28	No	No
P05107	ITGB2	4.58733886113003	3.72538912326004e-17	No	No
P05109	S100A8	2.15015625029218	3.8148692541986e-08	No	No
P05114	HMGN1	8.23762814491089	7.47727634027658e-23	No	No
P05121	SERPINE1	6.50621189308839	1.84573532882669e-22	No	No
P05141	SLC25A5	2.4636626305935	1.70923066289953e-07	No	No
P05154	SERPINA5	1.21076565996614	1.70500907023788e-05	No	No
P05155	SERPING1	3.25173849183881	3.2267599392121904e-19	No	No
P05161	ISG15	5.23316571437496	1.56316661446548e-08	No	No
P05164	MPO	4.87616293256658	3.7527278207858604e-14	No	No
P05165	PCCA	6.60486659235742	2.03720347660139e-17	No	No
P05166	PCCB	4.51170743585219	1.08607644753642e-07	No	No
P05186	ALPL	1.16683472782321	0.009573074622627	No	No
P05198	EIF2S1	6.31068972811622	1.11567109360275e-27	No	No
P05386	RPLP1	7.37454078658845	4.0237366275382097e-26	No	No
P05387	RPLP2	9.03463682774968	5.46596604702223e-26	No	No
P05388	RPLP0	5.083597958845	7.004312957535721e-19	No	No
P05408	SCG5	5.82240180236314	1.9638334778291698e-22	No	No
P05455	SSB	4.35340961600005	2.54488570346547e-08	No	No
P05546	SERPIND1	3.92224577969436	8.64422874385796e-21	No	No
P05556	ITGB1	4.68284520752689	1.7490257766739502e-23	No	No
P05771	PRKCB	11.4901541476486	1.90744301041517e-43	No	No
P05783	KRT18	2.78787107003515	0.0002496307675006	No	No
P05997	COL5A2	9.96212906111566	3.6346546588902597e-40	No	No
P06132	UROD	7.38548031265312	2.86325486661443e-28	No	No
P06239	LCK	4.86456941083043	3.49819643318474e-12	No	No
P06241	FYN	9.41958745265643	3.58944034610376e-35	No	No
P06280	GLA	4.11704570929369	7.379212787926611e-09	No	No
P06312	IGKV4-1	2.25937217928881	0.0001059656956403	No	No
P06315	IGKV5-2	3.6588257099823	5.33865896640209e-08	No	No
P06331	IGHV4-34	1.44861186169353	0.0001994258953557	No	No
P06454	PTMA	9.89869145044063	2.12009954386677e-26	No	No
P06493	CDK1	1.75253721357735	8.31855838716981e-07	No	No
P06576	ATP5F1B	4.59526511974786	3.14990596060008e-21	No	No
P06702	S100A9	1.94863297398729	2.72013951920658e-08	No	No
P06703	S100A6	2.98719540801567	2.94260032695503e-12	No	No
P06730	EIF4E	7.46764583425499	5.92551971276975e-29	No	No
P06731	CEACAM5	5.94967325142414	4.29032314650391e-26	No	No
P06733	ENO1	4.17203639955142	4.33145258136794e-16	No	No
P06734	FCER2	7.75875405441742	1.12127099134252e-17	No	No
P06737	PYGL	4.27467059049268	2.31920349576794e-10	No	No
P06744	GPI	3.19322418290543	2.79619485637521e-13	No	No
P06748	NPM1	3.13039162252114	7.990860560507281e-09	No	No
P06753	TPM3	8.23156960223741	6.13347557151337e-18	No	No
P06756	ITGAV	4.78852518120279	3.27101984024777e-19	No	No
P06858	LPL	7.82805866366872	5.8251397539064894e-18	No	No
P06865	HEXA	5.11930594958821	6.4649343409541594e-18	No	No
P06870	KLK1	5.08028075166231	5.54973525535902e-26	No	No
P07093	SERPINE2	7.78723042026493	6.6767668216445e-24	No	No
P07099	EPHX1	4.63710518513664	0.0001444420857821	No	No
P07108	DBI	1.19892744303684	0.0017625466667224	No	No
P07195	LDHB	2.45229064686803	3.85147710344777e-13	No	No
P07203	GPX1	7.03550525859274	1.44394153851378e-24	No	No
P07204	THBD	4.4634420478036	8.73717802570522e-07	No	No
P07225	PROS1	7.2337522945713	4.6655904433719e-33	No	No
P07237	P4HB	7.81446581819306	1.80939310950238e-33	No	No
P07307	ASGR2	1.89029732329234	5.35815870894458e-06	No	No
P07332	FES	3.94498673230184	1.95403692286201e-19	No	No
P07333	CSF1R	6.42481742636059	1.3954416672468198e-28	No	No
P07339	CTSD	2.4732613180811	1.1498512493499001e-10	No	No
P07355	ANXA2	1.80007482669035	0.0001227512118454	No	No
P07357	C8A	2.74516781649335	3.5124187470756604e-14	No	No
P07359	GP1BA	6.3578806252093	1.37875118022816e-32	No	No
P07360	C8G	0.939600916206462	0.0006811741632698	No	No
P07384	CAPN1	5.79952307784169	3.69683653093741e-27	No	No
P07437	TUBB	7.82983334664193	6.937650851755829e-29	No	No
P07476	IVL	11.2925429724629	2.42961905035315e-34	No	No
P07478	PRSS2	6.71157878352597	8.10647047777463e-27	No	No
P07585	DCN	9.05093595770806	7.578412286688539e-40	No	No
P07602	PSAP	4.45639413165048	3.20013415046014e-16	No	No
P07686	HEXB	2.67796186146654	8.86893516403099e-06	No	No
P07737	PFN1	3.48945891206269	7.794021166862351e-21	No	No
P07741	APRT	5.56698276663199	1.88795344946401e-22	No	No
P07814	EPRS1	9.30846577339708	6.13027975879362e-38	No	No
P07858	CTSB	4.2984043676376	2.13869633617627e-12	No	No
P07900	HSP90AA1	8.34582913706423	2.29735839105076e-29	No	No
P07910	HNRNPC	3.52001108990211	4.56671322605102e-10	No	No
P07911	UMOD	3.86122997115125	3.83873903295186e-06	No	No
P07942	LAMB1	7.16061914767355	1.30047230140772e-22	No	No
P07948	LYN	12.0439359285141	5.6657984896495893e-42	No	No
P07954	FH	5.5459278313893	1.66379576669025e-18	No	No
P07988	SFTPB	2.1241129249095	3.13918749363965e-05	No	No
P07996	THBS1	7.2631831800376	6.65521241142321e-37	No	No
P08123	COL1A2	4.09587727693256	8.81785999634794e-07	No	No
P08133	ANXA6	3.29345564275126	9.32037974913178e-07	No	No
P08174	CD55	3.88635426416307	6.05009643323219e-10	No	No
P08195	SLC3A2	1.24111754886878	9.56419041111601e-05	No	No
P08237	PFKM	7.28581398425531	1.11082423147823e-15	No	No
P08238	HSP90AB1	8.3348882156875	3.09591596860827e-27	No	No
P08240	SRPRA	7.90258162219489	1.6007562897428702e-19	No	No
P08246	ELANE	1.45215214391038	0.0005277919556136	No	No
P08254	MMP3	7.8532651523571	1.32082639489373e-32	No	No
P08294	SOD3	7.41254562134953	4.57654761653406e-34	No	No
P08311	CTSG	7.03001299824559	8.147551398825281e-17	No	No
P08319	ADH4	3.79988755002603	1.3196831619353e-08	No	No
P08397	HMBS	2.52328281563612	0.0002916316172785	No	No
P08476	INHBA	6.73076935182493	1.77683077490258e-26	No	No
P08493	MGP	3.87753816674002	3.98660515849264e-16	No	No
P08514	ITGA2B	7.80169356630785	2.5160403198783897e-30	No	No
P08519	LPA	4.76948374462944	1.48486174119573e-22	No	No
P08559	PDHA1	8.8630613921557	2.06298649899406e-30	No	No
P08567	PLEK	5.74212136238948	3.2662182118128e-21	No	No
P08571	CD14	1.08622800110709	0.0001474613189937	No	No
P08574	CYC1	9.46629464142181	9.22762040864821e-36	No	No
P08575	PTPRC	11.1555014133303	2.1384851980987597e-42	No	No
P08579	SNRPB2	4.7539377925095	1.7675468696708802e-21	No	No
P08621	SNRNP70	4.35261724056028	1.45737847829455e-11	No	No
P08631	HCK	6.50389604146573	1.53043347095956e-21	No	No
P08648	ITGA5	5.84004761804984	5.86956489801361e-20	No	No
P08670	VIM	6.25401465533717	3.63958299792673e-26	No	No
P08708	RPS17	1.6318924069523	0.0088786606826773	No	No
P08709	F7	6.59578464352922	1.9192838959502497e-30	No	No
P08754	GNAI3	8.30375551219849	4.823778870208e-39	No	No
P08758	ANXA5	4.13539179322671	4.571340398060251e-15	No	No
P08833	IGFBP1	7.7838384526799	1.8744871431005e-34	No	No
P08865	RPSA	5.04906473019962	4.06302772182445e-15	No	No
P08962	CD63	11.3740899722955	4.18792841217346e-44	No	No
P09104	ENO2	10.5902103780135	3.9999390080260205e-31	No	No
P09110	ACAA1	1.98010457493334	9.06884109419569e-07	No	No
P09132	SRP19	3.09310682263702	5.17330382933898e-12	No	No
P09237	MMP7	2.84151527239899	5.46985478032498e-13	No	No
P09326	CD48	2.67294695628571	3.09275072962229e-08	No	No
P09327	VIL1	3.5929177699862	7.58113300181803e-06	No	No
P09382	LGALS1	5.48193853703106	2.87450862092657e-20	No	No
P09417	QDPR	9.300789647124	1.22047477043055e-22	No	No
P09429	HMGB1	5.42787591074351	7.498468456071559e-22	No	No
P09466	PAEP	9.99533969731189	1.40078829258504e-27	No	No
P09486	SPARC	7.79702651560232	3.79076030514582e-35	No	No
P09493	TPM1	9.39133465024125	1.75175353344232e-27	No	No
P09496	CLTA	10.3462476705547	4.55449092766359e-41	No	No
P09497	CLTB	8.25494376615212	3.6089370117476e-33	No	No
P09525	ANXA4	6.82500650569586	9.93893437326147e-22	No	No
P09543	CNP	9.61021180770947	3.94213189005649e-41	No	No
P09603	CSF1	9.11524788602907	2.3904837224832097e-22	No	No
P09619	PDGFRB	9.26940090730004	1.46996892507958e-41	No	No
P09622	DLD	6.20147097379763	1.5404273036420998e-23	No	No
P09661	SNRPA1	2.0840196421847	2.3921119557738e-07	No	No
P09668	CTSH	4.85409887221874	1.39380272702687e-20	No	No
P09669	COX6C	8.63354144611177	5.021284195391171e-35	No	No
P09681	GIP	2.23265021955995	1.51659110564472e-07	No	No
P09769	FGR	6.45109205772643	2.25356681917745e-13	No	No
P09871	C1S	6.93622405659793	1.4210096630436698e-34	No	No
P09874	PARP1	4.28941245638353	1.33228395865488e-05	No	No
P09912	IFI6	4.30669866691724	6.583682214037001e-23	No	No
P09958	FURIN	4.39213332182197	1.67980684980028e-12	No	No
P09972	ALDOC	3.43168646453085	0.004318709501763	No	No
P0C0L4	C4A	5.81581182670789	4.4249541973089e-28	No	No
P0C0L5	C4B	5.67296738012031	1.70456366985033e-27	No	No
P0C7M8	CLEC2L	5.64890166463804	8.38048634023961e-28	No	No
P0C7P3	SLFN14	7.9645866326861	4.62111664738594e-34	No	No
P0DJI8	SAA1	1.1765187945814	0.000536308146833	No	No
P0DJI9	SAA2	1.22956312882464	0.0014565816852019	No	No
P0DOY3	IGLC3	3.24499219162015	1.3328309562082501e-14	No	No
P0DP01	IGHV1-8	1.80612662490876	4.77491980056166e-05	No	No
P0DP07	IGHV4-31	1.90078204509535	3.16553912276987e-06	No	No
P0DP08	IGHV4-38-2	2.30100725288294	4.26967407316188e-08	No	No
P0DTE1	IGHV3-38-3	1.95039567306084	3.70400501816329e-07	No	No
P10114	RAP2A	4.3439449223413	1.3418994839338501e-21	No	No
P10124	SRGN	6.48640537626384	3.4803962511752196e-28	No	No
P10155	RO60	5.46502772273081	4.7916045370595504e-23	No	No
P10253	GAA	2.65304355451491	1.73458421672425e-12	No	No
P10301	RRAS	8.79152776592181	3.1202270473297303e-31	No	No
P10321	HLA-C	9.21388105526088	9.17924647056704e-22	No	No
P10398	ARAF	4.71585220383129	2.1304039580598497e-12	No	No
P10451	SPP1	8.70083861688162	3.35851442396636e-34	No	No
P10515	DLAT	3.03969034529959	2.8702197546108896e-11	No	No
P10586	PTPRF	2.51663411502928	2.4853436935834e-10	No	No
P10606	COX5B	3.72436825372832	6.21018563865284e-12	No	No
P10619	CTSA	5.82138950227468	4.09833285062797e-23	No	No
P10620	MGST1	4.58149375547679	5.25580688180027e-06	No	No
P10644	PRKAR1A	11.6933735316934	5.21856668427723e-45	No	No
P10645	CHGA	7.79881851483358	1.0722192987712899e-30	No	No
P10646	TFPI	4.63028655252478	4.3892517391646704e-20	No	No
P10720	PF4V1	6.17241224972125	9.41844654334168e-25	No	No
P10721	KIT	2.74719736277013	1.11492337836843e-10	No	No
P10768	ESD	1.23624800592535	0.0063542306865863	No	No
P10809	HSPD1	4.24956780671761	1.6170089016374298e-18	No	No
P10909	CLU	3.75440966352465	3.1220358631725903e-21	No	No
P10912	GHR	1.94441236904413	7.57674791903928e-06	No	No
P10915	HAPLN1	9.67176832679775	6.186134272420601e-32	No	No
P11021	HSPA5	6.82000438651815	1.47565125541579e-32	No	No
P11047	LAMC1	8.57223138255042	3.99217473036244e-30	No	No
