Protein_Group	Genes	SAX_22001_M3_vs_SAX_22001_B_logFC	SAX_22001_M3_vs_SAX_22001_B_pval	Removed?	Contaminant?
P25391	LAMA1	1.78969749080435	2.95499774598415e-05	No	No
P25815	S100P	1.29068681681547	0.0009158408918133	No	No
P26022	PTX3	2.26716858875447	8.98479407546001e-05	No	No
P30046	DDT	1.40804846870399	0.0045460571505183	No	No
P32456	GBP2	2.06311374003526	0.0017882500456049	No	No
P35442	THBS2	1.97584095660449	1.70391305237279e-05	No	No
P35609	ACTN2	2.97648962048894	5.52335907687646e-06	No	No
P36222	CHI3L1	4.45485678974697	9.94642289672857e-11	No	No
P40121	CAPG	2.72765006734838	0.0008229682924188	No	No
P42785	PRCP	2.75333452205347	5.52917248624657e-05	No	No
P46782	RPS5	4.01288429585139	7.65962838498554e-07	No	No
P47914	RPL29	4.4109726492698	5.72590743587988e-09	No	No
P48729	CSNK1A1	1.59210718818767	0.00344476351056	No	No
P49321	NASP	1.31169981980725	0.0065329844187159	No	No
P49326	FMO5	1.50212686415965	0.0031561147765173	No	No
P50897	PPT1	3.1144417573064	0.0066324443647199	No	No
P51911	CNN1	5.64500515292979	4.98278174384918e-06	No	No
P52272	HNRNPM	4.87941209711665	5.60291953957465e-08	No	No
P52823	STC1	3.60056060949541	7.337199780631221e-09	No	No
P55061	TMBIM6	3.07065330234313	1.3543807326895798e-11	No	No
P55157	MTTP	1.48843267818291	0.0086008607656971	No	No
P55196	AFDN	2.65237728386506	0.0003897972287097	No	No
P58107	EPPK1	2.76952529001067	1.14530627707955e-06	No	No
P61165	TMEM258	5.67048886336354	1.88867431422922e-23	No	No
P61956	SUMO2	1.56351165607937	0.0064440035588098	No	No
P62070	RRAS2	3.97056008408805	0.0009415448605797	No	No
P62241	RPS8	3.19721440045193	5.42179617646687e-05	No	No
P62253	UBE2G1	1.33409416115354	0.0012465750323454	No	No
P62280	RPS11	2.89296288562837	0.0008211490603868	No	No
P62328	TMSB4X	1.27841924788726	0.0012833361748433	No	No
P62424	RPL7A	4.25107758212459	6.26650821763839e-06	No	No
P62851	RPS25	5.11841604228707	2.7478059407711e-13	No	No
P63173	RPL38	1.57875663609931	0.0006204094022594	No	No
P78330	PSPH	4.33235490974185	5.97222788467858e-14	No	No
P78362	SRPK2	5.95993343450831	0.000136943459172	No	No
P78539	SRPX	3.77756632694835	4.68111546373703e-06	No	No
P80723	BASP1	3.66833519164737	0.0002013610805	No	No
P98095	FBLN2	1.23026942257306	0.0035984602414891	No	No
Q00169	PITPNA	1.46457899802412	0.0043371251600535	No	No
Q00534	CDK6	2.7664070820062	0.0015647940024914	No	No
Q01995	TAGLN	2.90679900280202	0.0005351844699705	No	No
Q02818	NUCB1	1.44304586446597	0.0061997657727519	No	No
Q03135	CAV1	5.92272866580267	2.9419842591122402e-24	No	No
Q07020	RPL18	8.76496796821593	3.31710827889228e-21	No	No
Q07157	TJP1	2.57147807147229	0.0006447474873917	No	No
Q08431	MFGE8	1.90613845816669	0.0007894745082395	No	No
Q08AE8	SPIRE1	1.67466146349177	0.0007382381799943	No	No
Q09028	RBBP4	5.01148176262399	3.7697468694369005e-16	No	No
Q0VDG4	SCRN3	2.49506904712626	2.52901657158975e-05	No	No
Q12849	GRSF1	5.71635577412833	4.06370861675838e-06	No	No
Q12965	MYO1E	2.72267741856937	3.57842203331811e-07	No	No
Q12974	PTP4A2	2.47801022482476	0.0002956437077625	No	No
Q13275	SEMA3F	3.33832853287806	8.61001867703669e-06	No	No
Q13428	TCOF1	4.60584773836227	8.0267713480909e-14	No	No
Q13488	TCIRG1	2.43748542810852	5.23363421215051e-08	No	No
Q13615	MTMR3	2.38639011369258	0.0001216278263497	No	No
Q13620	CUL4B	1.52835784145027	0.0063925453063489	No	No
Q14315	FLNC	6.33386587665978	3.0728091859844403e-09	No	No
Q14669	TRIP12	3.34766916703008	5.68578000880749e-05	No	No
Q15113	PCOLCE	1.40265222046951	0.0013764390527545	No	No
Q15126	PMVK	3.75565362163861	0.0004217374834593	No	No
Q15388	TOMM20	8.36612750761083	4.9020476227796405e-31	No	No
Q15819	UBE2V2	1.36131014793432	0.0022595440891454	No	No
Q16513	PKN2	2.51435875815679	0.0021229694382346	No	No
Q16853	AOC3	1.9132290929383	0.0092080154954697	No	No
Q3KQV9	UAP1L1	2.01898140323358	0.0067223528738366	No	No
Q3SY69	ALDH1L2	2.0599809200626	0.0020647932396006	No	No
Q460N5	PARP14	2.23547376376047	0.0003408912324007	No	No
Q4KMQ1	TPRN	4.50177139658454	1.24165573926628e-06	No	No
Q53QZ3	ARHGAP15	5.47546213455885	5.61901598475409e-10	No	No
Q5EBM0	CMPK2	3.19543349242006	0.0004068068948654	No	No
Q5JRA6	MIA3	1.46511404314069	0.000296845281904	No	No
Q5SZK8	FREM2	1.45965879090058	0.0009897804851676	No	No
Q5T6V5	C9orf64	1.88774401392087	1.40095766713267e-05	No	No
Q5TEU4	NDUFAF5	1.52776610577303	8.80168359317473e-05	No	No
Q5U651	RASIP1	5.14485195248592	6.0694134537432e-05	No	No
Q5VU43	PDE4DIP	2.71934632998238	0.0006884775486519	No	No
Q5W111	SPRYD7	1.1835330482717	0.0087255843981279	No	No
Q68BL8	OLFML2B	2.11136120778974	0.0004826743915407	No	No
Q69YQ0	SPECC1L	2.98904665314444	0.0020464018766599	No	No
Q6GYQ0	RALGAPA1	2.38512038191705	0.0062338663605233	No	No
Q6P1L8	MRPL14	3.30749955475592	3.0129616735962303e-10	No	No
Q6PCB0	VWA1	2.09596107941884	0.0062402445474037	No	No
Q6UB35	MTHFD1L	1.29135789949798	0.0024033087532807	No	No
Q6UWF9	FAM180A	1.37414318886972	0.0013083262195187	No	No
Q6UXC1	MAMDC4	5.05271495359611	8.56294768023281e-07	No	No
Q6UXK2	ISLR2	1.98415571572097	0.0043501020848979	No	No
Q6UXN9	WDR82	4.47439839560282	1.66114638151543e-05	No	No
Q6ZMG9	CERS6	1.59275307935367	5.24628641812923e-05	No	No
Q76I76	SSH2	1.55276248487185	0.0009456298827218	No	No
Q7L0Y3	TRMT10C	1.3200347702861	0.0094219101588407	No	No
Q7L1T6	CYB5R4	2.52487564950387	1.41456770639047e-05	No	No
Q7L3B6	CDC37L1	1.52982254100278	0.0086835491546195	No	No
Q7L8J4	SH3BP5L	2.5364528024151	6.86660330198016e-06	No	No
Q7Z304	MAMDC2	1.95564261935109	0.000243696626481	No	No
Q7Z7A4	PXK	2.20447011571599	4.41810643543008e-08	No	No
Q7Z7L7	ZER1	2.28841956722819	0.0001342291105861	No	No
Q86T20	SMIM29	1.25713784309734	0.0018943409800728	No	No
Q86TU7	SETD3	2.92149072366346	7.44328413300692e-06	No	No
Q86UD1	OAF	1.11881397307396	0.0073088079586414	No	No
Q86UL3	GPAT4	3.12450606110809	0.0011944628854849	No	No
Q86UY8	NT5DC3	3.18139622498048	7.9171807347964e-08	No	No
Q86V21	AACS	1.86499385918609	3.51386100692914e-06	No	No
Q86VW0	SESTD1	1.92095559397676	0.0015948286851793	No	No
Q86X10	RALGAPB	1.78412332971329	0.008454923359003	No	No
Q86XP1	DGKH	1.71014915916663	0.0005467727545176	No	No
Q86XX4	FRAS1	2.23643691230876	0.0056472234944157	No	No
Q86Y07	VRK2	2.22615677898816	0.0008891730418489	No	No
Q86YT9	JAML	2.96824274967983	0.0003096327035934	No	No
Q86YV0	RASAL3	2.16290873768678	0.0076127568455344	No	No
Q8IUX7	AEBP1	1.13302096829106	0.0096805643152306	No	No
Q8N1F7	NUP93	3.15163990994886	0.0032960999379568	No	No
Q8N386	LRRC25	2.58420952016724	8.14091705784168e-07	No	No
Q8NB46	ANKRD52	2.06250249037825	2.84639631268574e-07	No	No
Q8NB90	SPATA5	1.32807290139354	0.0037518427807985	No	No
Q8NE01	CNNM3	2.58187605895144	0.002822944275918	No	No
Q8NHL6	LILRB1	3.0522682776999	0.0004325857677594	No	No
Q8TAL6	FIBIN	1.69215360822856	0.0013279305253551	No	No
Q8TBC3	SHKBP1	1.76240013242948	0.0015614787212901	No	No
Q8TCS8	PNPT1	3.10698504990106	0.0037786790877542	No	No
Q8TDW7	FAT3	2.67569004663722	0.0084588124892695	No	No
Q8TEU8	WFIKKN2	4.79388562665781	0.000345762585483	No	No
Q92667	AKAP1	6.6752679435281	8.74583084285367e-05	No	No
Q92743	HTRA1	1.21035533975134	0.0088743650165121	No	No
Q92752	TNR	5.13165807527134	0.0028185079351864	No	No
Q92878	RAD50	2.89917138645384	0.0001560542275989	No	No
Q969M1	TOMM40L	2.46537055693824	0.00147639977693	No	No
Q96A73	KIAA1191	3.0015036299586	0.0003158260720926	No	No
Q96AQ8	MCUR1	3.76107446573446	0.0027850847374794	No	No
Q96B49	TOMM6	6.08350231371088	1.72248868316038e-24	No	No
Q96BX8	MOB3A	4.70604888985149	3.81462218086646e-18	No	No
Q96CM8	ACSF2	1.37284021671159	0.0093216030906259	No	No
Q96EM0	L3HYPDH	1.750618835403	0.0010929753810241	No	No
Q96GC9	VMP1	1.27364369690358	0.0068068304469334	No	No
Q96GD0	PDXP	1.63543677867029	0.0031658765810256	No	No
Q96GX9	APIP	1.85948577167738	0.0059880306107549	No	No
Q96KA5	CLPTM1L	1.89258396748634	0.0004118480928489	No	No
Q96KN2	CNDP1	1.82038782009584	3.79315191117429e-06	No	No
Q96PP9	GBP4	2.94502842734817	1.01184541717709e-05	No	No
Q96Q42	ALS2	1.46613206532158	0.0031245264976392	No	No
Q96QU8	XPO6	2.13522595312149	2.1718652783554e-05	No	No
Q96RS6	NUDCD1	3.12366412926685	0.0004880594114867	No	No
Q96S38	RPS6KC1	3.94857122749311	1.49017815714021e-05	No	No
Q96S86	HAPLN3	4.4308552713695	1.82951199080692e-07	No	No
Q96SZ5	ADO	3.24314064710249	0.0003651919090987	No	No
Q99487	PAFAH2	3.09259529873207	0.001701762443898	No	No
Q99543	DNAJC2	1.2538912209192	0.0031829412271437	No	No
Q99758	ABCA3	4.30955590901523	3.24236415717535e-09	No	No
Q9BQ69	MACROD1	1.55347651856746	0.0003791546173937	No	No
Q9BQE4	SELENOS	2.70489317518875	7.47341594050788e-06	No	No
Q9BQP7	MGME1	1.79101406953037	0.0035810084006384	No	No
Q9BUB7	TMEM70	2.51307727773298	0.0002973395575495	No	No
Q9BUF5	TUBB6	1.80481314106815	0.0001825609783675	No	No
Q9BV44	THUMPD3	2.60127747532723	0.0065075656613563	No	No
Q9BV73	CEP250	1.92517843203817	0.0062882368785041	No	No
Q9BW91	NUDT9	2.10616141427418	0.0001383937764403	No	No
Q9BW92	TARS2	1.39972073329781	0.0014010805855739	No	No
Q9BXJ3	C1QTNF4	1.44911034404891	0.0020815009502802	No	No
Q9BXP8	PAPPA2	2.85789399147369	7.54423885310051e-09	No	No
Q9BY76	ANGPTL4	2.74790633672694	0.004462909062958	No	No
Q9BYD1	MRPL13	1.36760815924528	0.0014847521026658	No	No
Q9BYN8	MRPS26	2.41872089448902	5.98415592048818e-06	No	No
Q9BZW8	CD244	1.98017862771431	0.0002652267293285	No	No
Q9C0C4	SEMA4C	13.6080842197487	3.67965867815823e-11	No	No
Q9GZM7	TINAGL1	1.39141127737818	0.0055097038910302	No	No
Q9H0R3	TMEM222	3.52483345941714	1.90525306195218e-05	No	No
Q9H0Z9	RBM38	1.70357766731563	1.01114688831991e-05	No	No
Q9H2U1	DHX36	2.63575099270635	0.0019503672494787	No	No
Q9H2X0	CHRD	2.0310515218227	0.0025941053283369	No	No
Q9H492	MAP1LC3A	5.41304064015599	5.29934245701554e-22	No	No
Q9H4A5	GOLPH3L	2.45408232939072	1.63509669810823e-07	No	No
Q9H4B0	OSGEPL1	5.24552957949804	1.86076336751864e-05	No	No
Q9H7B4	SMYD3	3.21808034766544	0.0004003626539866	No	No
Q9HCE1	MOV10	1.25279699021053	0.0060044864644773	No	No
Q9HD15	SRA1	2.53232294312117	4.07704979879671e-06	No	No
Q9NPA2	MMP25	7.29165337496391	7.03641528143212e-07	No	No
Q9NPH3	IL1RAP	1.11838878319345	0.0063451954395798	No	No
Q9NQ30	ESM1	1.49499845304731	0.0035732995943179	No	No
Q9NQZ5	STARD7	2.78960919466306	1.06530854250429e-05	No	No
Q9NTJ3	SMC4	3.5085014376765	1.65588286332644e-05	No	No
Q9NVH0	EXD2	1.30954186983248	0.0059505395710403	No	No
Q9NWS0	PIH1D1	2.42537870692217	0.0081148232865392	No	No
Q9NX20	MRPL16	1.8779715044819	0.0009244410245769	No	No
Q9NXG2	THUMPD1	3.41934387019423	1.5795585712157e-11	No	No
Q9NZ53	PODXL2	2.07096787840772	0.0019198272399686	No	No
Q9P0N9	TBC1D7	3.73188164469313	7.90312178839772e-14	No	No
Q9P2C4	TMEM181	5.20060919941542	3.41714667842346e-08	No	No
Q9UK97	FBXO9	2.81195319144089	2.55857290037975e-07	No	No
Q9UKM9	RALY	2.22820506739056	0.0013172084559422	No	No
Q9ULF5	SLC39A10	2.77300959651796	0.0044175167196371	No	No
Q9ULZ3	PYCARD	2.28583740559424	0.0005119356508604	No	No
Q9UNA0	ADAMTS5	3.16375616729961	1.38106359589524e-08	No	No
Q9UPQ9	TNRC6B	2.53614692626529	6.71627877851419e-05	No	No
Q9Y217	MTMR6	3.00121588168352	0.0018496138643907	No	No
Q9Y2D5	AKAP2	3.04498266811797	6.92458289650639e-10	No	No
Q9Y2E5	MAN2B2	2.04969277860504	0.0003571813522171	No	No
Q9Y2H6	FNDC3A	2.30942605164515	0.0033125792020293	No	No
Q9Y2S2	CRYL1	2.52944458873642	0.0070393827843753	No	No
Q9Y3C4	TPRKB	2.69084011620414	0.0047847599108355	No	No
Q9Y3C6	PPIL1	3.8489589430421	6.274718007671581e-15	No	No
Q9Y468	L3MBTL1	1.29174691474063	0.0061818275378081	No	No
Q9Y561	LRP12	12.0802721439368	1.5515951639028899e-18	No	No
Q9Y5A7	NUB1	2.2416590186128	0.0079752932865965	No	No
Q9Y5E7	PCDHB2	3.12358872399885	0.0012484841429637	No	No
Q9Y5W7	SNX14	2.40479215942416	0.0040050933585154	No	No
Q9Y5Y5	PEX16	2.12814503273585	0.0044269683970374	No	No
Q9Y617	PSAT1	7.77411544825612	2.6838186295576702e-19	No	No
A0A0B4J2H0	IGHV1-69D	-5.98784565860992	8.6260202171427e-24	No	No
A1A5C7	SLC22A23	-1.80984078254987	0.0006550426822995	No	No
C9JLW8	MCRIP1	-1.94860862611782	0.0028049156238023	No	No
O00443	PIK3C2A	-2.40893129747607	0.0009007749218162	No	No
O14966	RAB29	-2.44814053180889	0.0013027694655172	No	No
O43156	TTI1	-3.78907736257407	8.51979005115857e-05	No	No
O75113	N4BP1	-2.04709116805794	0.0049107984072855	No	No
O75143	ATG13	-2.81509508233264	1.15568512449707e-05	No	No
O75884	RBBP9	-8.46563771454037	3.63068750463542e-15	No	No
O75907	DGAT1	-2.83708754465343	0.0003593544237108	No	No
O75962	TRIO	-3.6030948401292	1.78901924565652e-06	No	No
O95394	PGM3	-1.95369913402397	0.0017899201855822	No	No
O95428	PAPLN	-3.12138629092322	0.0090088254826583	No	No
O95985	TOP3B	-2.07147080668918	7.70197212566571e-05	No	No
O95999	BCL10	-3.05729891981303	6.53334619045508e-05	No	No
P00533	EGFR	-3.72183341827591	6.48322474058713e-13	No	No
P06315	IGKV5-2	-6.70321203943809	4.1868932324086395e-11	No	No
P10321	HLA-C	-2.37516529693876	0.0081990613462456	No	No
P11217	PYGM	-4.6938719711059	2.76933157828911e-19	No	No
P11597	CETP	-1.72046996606816	0.0001652186398777	No	No
P11678	EPX	-1.13963384662855	0.0043575837507062	No	No
P12883	MYH7	-5.68129814235368	7.8255894232939105e-19	No	No
P17706	PTPN2	-2.16417752797184	0.0005112569646084	No	No
P24941	CDK2	-1.19582321885931	0.00669081711109	No	No
P29376	LTK	-1.29091803104795	0.0016225001109753	No	No
P31327	CPS1	-2.70878475688529	2.7137259446082e-05	No	No
P35612	ADD2	-2.15256239232324	5.8810637670256e-05	No	No
P43243	MATR3	-3.26925215546321	9.15491583885408e-05	No	No
P48730	CSNK1D	-2.24507103043972	0.0001111216560386	No	No
P51531	SMARCA2	-2.62683256632033	9.23302329395885e-05	No	No
P51805	PLXNA3	-1.84652633209311	1.76575326356621e-05	No	No
P56181	NDUFV3	-5.0194926553323	2.06466116234008e-05	No	No
P78314	SH3BP2	-1.50165171332649	0.0093674783941408	No	No
P78527	PRKDC	-11.9791567231338	6.07220448268562e-17	No	No
P78560	CRADD	-2.24159176921167	0.0002967271732565	No	No
P82933	MRPS9	-4.06314161922276	4.09238824376847e-16	No	No
Q02543	RPL18A	-2.28630116725914	0.0034159129251771	No	No
Q03013	GSTM4	-2.72505437041661	8.08820546099099e-06	No	No
Q05469	LIPE	-6.14910487681015	2.45525963520816e-16	No	No
Q07890	SOS2	-1.90272390783876	0.0002547840556266	No	No
Q12982	BNIP2	-1.93387952225545	0.0069043028093966	No	No
Q13325	IFIT5	-1.89371140427539	0.0006221088631138	No	No
Q13627	DYRK1A	-1.68912818275395	0.0003388313466162	No	No
Q13671	RIN1	-4.00009270982913	3.6380495092531e-06	No	No
Q15633	TARBP2	-7.39847265076001	1.21993751902386e-10	No	No
Q15637	SF1	-4.32627248265981	8.58578066731656e-10	No	No
Q16760	DGKD	-5.00525473008882	0.0007901787780542	No	No
Q32NB8	PGS1	-2.68481205902945	0.0002154348645131	No	No
Q5PRF9	SAMD4B	-2.84464516628035	0.0016329521720495	No	No
Q5T2E6	ARMH3	-2.5400770235061	0.0067835519468511	No	No
Q5T749	KPRP	-5.04571056280471	6.62247003726249e-06	No	No
Q6ICB4	PHETA2	-2.86835530350372	3.1299984408875e-09	No	No
Q6NUK4	REEP3	-2.34254106186345	0.0032644467753245	No	No
Q6P4F2	FDX2	-2.44200264432717	0.0002351915308518	No	No
Q71RG4	TMUB2	-1.70656972372018	0.0034626113678182	No	No
Q7L0J3	SV2A	-2.72558425211533	0.0001002283052331	No	No
Q7Z417	NUFIP2	-2.22762443259913	0.0095407922151266	No	No
Q86X55	CARM1	-1.88252177220564	0.0001652588296197	No	No
Q86YQ8	CPNE8	-1.29220912760722	0.0058520386377659	No	No
Q86YS6	RAB43	-3.06234379217267	0.0012570365497149	No	No
Q8IUW3	SPATA2L	-4.69482384642739	4.95269868316547e-05	No	No
Q8IUZ5	PHYKPL	-3.33307618719533	0.000254098532619	No	No
Q8IVG5	SAMD9L	-1.83669485718194	0.0004869471390703	No	No
Q8IVP5	FUNDC1	-1.44706813463347	0.0003164349980547	No	No
Q8IY26	PLPP6	-2.14074452709251	0.0095278221451996	No	No
Q8IZQ1	WDFY3	-4.19640983548553	2.9921408548850297e-13	No	No
Q8N122	RPTOR	-1.61604906897209	0.0085078268192536	No	No
Q8N2U9	SLC66A2	-2.75280615949538	3.92225207229916e-05	No	No
Q8N371	KDM8	-1.33757541389626	0.0025686033541602	No	No
Q8N6M0	OTUD6B	-1.99345035733231	0.0004341784207965	No	No
Q8N9F7	GDPD1	-2.47863195267818	0.000413890671931	No	No
Q8NBI6	XXYLT1	-4.30496434765057	0.0009178039744118	No	No
Q8TDW0	LRRC8C	-4.90395659548125	8.39680698877477e-05	No	No
Q8WVM0	TFB1M	-1.56609071606241	3.42189035041398e-05	No	No
Q8WZ42	TTN	-1.33322737061211	0.0030212171226756	No	No
Q92620	DHX38	-6.1532876317885	1.6826248340707297e-11	No	No
Q92636	NSMAF	-2.55845081314129	6.46666647860847e-05	No	No
Q969T3	SNX21	-5.31465225729017	0.0006560972055941	No	No
Q96DM3	RMC1	-1.7186807100437	0.0004777919289339	No	No
Q96GW9	MARS2	-1.51514238377984	0.0006231006383834	No	No
Q96HN2	AHCYL2	-1.43786111753462	0.0034637431974066	No	No
Q96KP1	EXOC2	-3.44393394795123	0.0003576770992071	No	No
Q96RG2	PASK	-2.42612577873273	0.0022973237317566	No	No
Q96SN7	ORAI2	-1.96085508781415	6.17010860742227e-07	No	No
Q9BSB4	ATG101	-1.61776512380967	0.0017588138361508	No	No
Q9BUK6	MSTO1	-2.14769252056	8.66339355714466e-05	No	No
Q9BVA0	KATNB1	-3.48966542848997	0.0020694496750865	No	No
Q9BVQ7	SPATA5L1	-2.09078820113793	2.75752489611625e-05	No	No
Q9BWF3	RBM4	-4.83755031649612	3.62290441628993e-09	No	No
Q9BWQ6	YIPF2	-3.57131208532664	1.04070320644878e-14	No	No
Q9BYI3	FAM126A	-5.16030867786352	8.986473821761511e-09	No	No
Q9C005	DPY30	-1.19934168901379	0.0050329045799331	No	No
Q9C0D3	ZYG11B	-1.96095134706445	7.15534855480349e-05	No	No
Q9H115	NAPB	-2.38373932717431	0.0004190931873226	No	No
Q9H1C0	LPAR5	-1.84229964514803	0.0003950478502125	No	No
Q9H6K4	OPA3	-1.31103818565707	0.0004500285081419	No	No
Q9H853	TUBA4B	-4.80413402119451	0.0001097036636071	No	No
Q9HC35	EML4	-1.38391845073638	0.0047578169986805	No	No
Q9HC36	MRM3	-1.69218309502041	0.0019186373992933	No	No
Q9HCP0	CSNK1G1	-3.64527653790324	0.0025792712730383	No	No
Q9NP92	MRPS30	-4.08231090881344	3.8882811020692e-06	No	No
Q9NPF2	CHST11	-3.45408677907588	0.0003196848549919	No	No
Q9NR81	ARHGEF3	-2.25202129116269	0.0018155806335629	No	No
Q9NW61	PLEKHJ1	-2.26262071847253	0.0005716294549145	No	No
Q9NZJ6	COQ3	-1.27737475840856	0.0044619597705767	No	No
Q9P0M2	AKAP7	-3.99129630295054	1.75175230300854e-05	No	No
Q9P2S5	WRAP73	-1.56192321230067	0.0017663087290048	No	No
Q9UDR5	AASS	-2.09583713891388	6.2153848759831e-06	No	No
Q9UGM6	WARS2	-2.29750951127428	0.0001713673344817	No	No
Q9UIL1	SCOC	-1.31993601857907	0.0012687353711946	No	No
Q9UKX5	ITGA11	-1.86537389971429	0.0086699190698148	No	No
Q9UPT6	MAPK8IP3	-1.88803722716504	9.52590200625912e-05	No	No
Q9Y2B5	VPS9D1	-3.79432375749578	0.0056135001973214	No	No
Q9Y3D3	MRPS16	-2.9800879255942	1.74281656982855e-09	No	No
Q9Y3E2	BOLA1	-1.12193383308029	0.0063714913148769	No	No
Q9Y3R5	DOP1B	-6.69776636752796	5.14111793711175e-27	No	No
Q9Y496	KIF3A	-4.21513073910751	1.2224096792474e-11	No	No
Q9Y6N1	COX11	-1.31908714859378	0.0047685261996223	No	No
