Protein_Group	Genes	SAX_72001_M3_vs_SAX_72001_B_logFC	SAX_72001_M3_vs_SAX_72001_B_pval	Removed?	Contaminant?
Q9HBM0	VEZT	-1.62646493725242	0.0021487716245156	No	No
Q9HCC0	MCCC2	-1.7409383449514	0.0013358684130181	No	No
Q9HCH0	NCKAP5L	-3.30484627277417	8.05150011480971e-09	No	No
Q9HCM2	PLXNA4	-1.74896932117302	0.0017825696285188	No	No
Q9HCP0	CSNK1G1	-4.38679528807125	0.0003585527796607	No	No
Q9HCU5	PREB	-2.04656275995367	4.73482657689611e-05	No	No
Q9HD20	ATP13A1	-2.27429321485274	0.0001614100954616	No	No
Q9HD23	MRS2	-2.79424160229796	1.9634297405932e-08	No	No
Q9NP58	ABCB6	-1.60589133148896	0.0065615995134909	No	No
Q9NP61	ARFGAP3	-2.56820841987336	9.02483089644515e-06	No	No
Q9NP81	SARS2	-2.63924379279905	7.73017306869236e-05	No	No
Q9NPA0	EMC7	-3.48722692073099	0.0024699411055814	No	No
Q9NQR4	NIT2	-3.55251775583397	5.33599825436685e-05	No	No
Q9NQS1	AVEN	-7.03442652467823	2.5031765282083298e-11	No	No
Q9NR09	BIRC6	-3.3618240425319	6.51225958888448e-08	No	No
Q9NR50	EIF2B3	-2.39959819500506	0.0011534758454839	No	No
Q9NRA8	EIF4ENIF1	-1.96581806075298	5.36185996977084e-05	No	No
Q9NRK6	ABCB10	-1.9856595779183	1.52649328731128e-06	No	No
Q9NRN7	AASDHPPT	-2.72825595129699	0.0003217581147296	No	No
Q9NRW3	APOBEC3C	-4.41509638667476	1.03767201592842e-17	No	No
Q9NRX2	MRPL17	-3.22496444993451	2.07291750293681e-09	No	No
Q9NRY4	ARHGAP35	-5.63321080134072	3.25344679436293e-11	No	No
Q9NRZ7	AGPAT3	-1.60435878065426	0.0005564212491008	No	No
Q9NS00	C1GALT1	-4.63906029516961	4.4875001372578503e-17	No	No
Q9NS86	LANCL2	-1.70143167916235	0.0009092730529804	No	No
Q9NSU2	TREX1	-9.70193413619526	4.28594021222568e-35	No	No
Q9NTG7	SIRT3	-2.41243157246246	0.0002995782141197	No	No
Q9NTJ4	MAN2C1	-2.55478339163816	0.0003759349044939	No	No
Q9NUI1	DECR2	-2.52177483024257	0.0020419780148699	No	No
Q9NUJ3	TCP11L1	-3.42316716979649	0.0019462950105391	No	No
Q9NUP9	LIN7C	-2.16394703731841	4.5141371431524e-05	No	No
Q9NUQ7	UFSP2	-4.05649588631866	4.24698939354772e-11	No	No
Q9NV70	EXOC1	-2.0061388050222	0.0076420648062644	No	No
Q9NVA1	UQCC1	-2.16440868693311	1.02566370941638e-07	No	No
Q9NVH1	DNAJC11	-3.49646091250943	1.16070370778489e-11	No	No
Q9NVV5	AIG1	-2.38560910641258	3.62208979848477e-07	No	No
Q9NW68	BSDC1	-1.63342623129972	0.0013494663264179	No	No
Q9NWW5	CLN6	-4.57885402292008	1.74855888359791e-17	No	No
Q9NWZ5	UCKL1	-2.58515875301937	1.75269501113739e-06	No	No
Q9NXC2	GFOD1	-2.40409793588277	6.77821351640969e-07	No	No
Q9NYA1	SPHK1	-1.81430010303541	0.0051306169402092	No	No
Q9NZ52	GGA3	-1.93762061774135	0.0008486759855056	No	No
Q9NZC2	TREM2	-4.44188619135432	9.86841236196462e-14	No	No
Q9NZI7	UBP1	-3.54998062821951	9.20205886658473e-13	No	No
Q9NZJ6	COQ3	-3.02014895530127	2.84840428547772e-09	No	No
Q9NZL4	HSPBP1	-2.32732388024366	7.61632597275983e-06	No	No
Q9NZM3	ITSN2	-2.46834396492954	0.0004161357595865	No	No
Q9NZP8	C1RL	-2.34950722354631	0.0056609965462906	No	No
Q9NZQ3	NCKIPSD	-1.71618565799875	0.0014304163905385	No	No
Q9NZQ7	CD274	-2.2879497593913	1.92768093047389e-06	No	No
Q9P003	CNIH4	-5.66972647986727	7.14180198896283e-23	No	No
Q9P0I2	EMC3	-1.70005055838463	0.0021308330292665	No	No
Q9P0J0	NDUFA13	-1.77035625238361	0.0001415289185057	No	No
Q9P0J1	PDP1	-1.70079281677235	0.0052356005847235	No	No
Q9P0J7	KCMF1	-2.0822120652685	0.0006063947574722	No	No
Q9P260	RELCH	-2.91280102896997	0.0008221648867892	No	No
Q9P2D3	HEATR5B	-2.6614745819255	0.0003238059395214	No	No
Q9P2W9	STX18	-2.59801891820781	0.0015960439302127	No	No
Q9P2X3	IMPACT	-6.04547374423427	0.0002894549002501	No	No
Q9UBB4	ATXN10	-1.55453203869341	0.0085556390084909	No	No
Q9UBK9	UXT	-2.15007364127664	0.0001117542631996	No	No
Q9UBV8	PEF1	-2.8565909885456	0.0009606040161349	No	No
Q9UDW1	UQCR10	-2.03443898733634	0.0017751879020016	No	No
Q9UFG5	C19orf25	-4.09461552565124	1.39502214360909e-15	No	No
Q9UFN0	NIPSNAP3A	-1.96424298529455	0.0006497402240266	No	No
Q9UGV2	NDRG3	-1.98916911655014	0.0090579511068753	No	No
Q9UHD4	CIDEB	-2.01492649663493	0.0014255344469132	No	No
Q9UHF1	EGFL7	-1.75099709510278	1.06232779277152e-05	No	No
Q9UHP3	USP25	-1.75427373529168	0.0004055675616164	No	No
Q9UHV9	PFDN2	-1.85963784109548	0.0009780135080908	No	No
Q9UID3	VPS51	-3.21965804842817	0.0004742937039848	No	No
Q9UIL1	SCOC	-2.94327576871728	3.23981991844351e-10	No	No
Q9UJ41	RABGEF1	-1.90810012572381	0.0007424394705655	No	No
Q9UJS0	SLC25A13	-2.28441071505418	0.0003362451573158	No	No
Q9UJX3	ANAPC7	-7.47211472925562	9.00969621913992e-10	No	No
Q9UK41	VPS28	-1.70322498219489	0.00678898835156	No	No
Q9UKK3	PARP4	-2.68196166007644	0.0001596742718688	No	No
Q9UKW4	VAV3	-2.03484668758115	0.0001082257914778	No	No
Q9UL15	BAG5	-2.08043076375201	0.0055597641413098	No	No
Q9UL54	TAOK2	-3.38071218233649	3.16406161670884e-06	No	No
Q9ULA0	DNPEP	-2.63571777489917	0.0002324299429347	No	No
Q9ULC5	ACSL5	-3.20061428038722	0.0004510769452878	No	No
Q9ULH7	MRTFB	-5.54541530964451	1.2335448682634e-08	No	No
Q9ULL4	PLXNB3	-2.03393902025948	0.0017070264402656	No	No
Q9UM54	MYO6	-2.44580874852817	7.4334022456672e-05	No	No
Q9UMS0	NFU1	-1.82943975845501	0.0012795257327151	No	No
Q9UP83	COG5	-2.22591738889206	1.44090057595402e-07	No	No
Q9UPM8	AP4E1	-2.271549359121	0.000125823043376	No	No
Q9UPN4	CEP131	-4.9976798017278	1.27116313403383e-10	No	No
Q9UPR3	SMG5	-1.60547398944793	0.002588008101958	No	No
Q9Y217	MTMR6	-5.08932464641368	7.75906688250928e-07	No	No
Q9Y241	HIGD1A	-3.4460468959141	2.34819188119692e-13	No	No
Q9Y276	BCS1L	-1.70704363862872	0.0010476054386586	No	No
Q9Y287	ITM2B	-2.45778686000379	0.0024824528570279	No	No
Q9Y2D4	EXOC6B	-5.22206182413078	6.13982611979183e-05	No	No
Q9Y2I7	PIKFYVE	-2.71649662367577	2.4776512993806303e-09	No	No
Q9Y2L9	LRCH1	-3.16490626923396	4.03495939836013e-07	No	No
Q9Y2W6	TDRKH	-4.41247743669078	0.0026851267284799	No	No
Q9Y315	DERA	-1.69142793767512	0.0031248098520711	No	No
Q9Y343	SNX24	-2.26889947549049	0.0001744187893918	No	No
Q9Y3D0	CIAO2B	-3.5757360095032	6.0416877717258e-12	No	No
Q9Y3E0	GOLT1B	-1.69826433165501	0.0014323424198932	No	No
Q9Y3L5	RAP2C	-2.69853675255101	0.000623648459105	No	No
Q9Y485	DMXL1	-3.33108772292002	3.7698080325115303e-10	No	No
Q9Y487	ATP6V0A2	-2.61571656598946	7.35962672003919e-05	No	No
Q9Y4D8	HECTD4	-2.58974536849733	0.0001465652862908	No	No
Q9Y4E1	WASHC2C	-1.98356030139634	0.0003162368322425	No	No
Q9Y4E6	WDR7	-3.62400035205118	3.27978971902503e-10	No	No
Q9Y4F3	MARF1	-7.66803241833322	1.04603682961579e-28	No	No
Q9Y4P1	ATG4B	-1.86152443044907	0.0003606819408464	No	No
Q9Y5E2	PCDHB7	-4.50216130503032	6.59879777299863e-07	No	No
Q9Y5K3	PCYT1B	-2.07986956921841	8.13684627073065e-06	No	No
Q9Y5P4	CERT1	-2.38530104716879	0.0026005829281352	No	No
Q9Y616	IRAK3	-2.7638906224225	1.80181384235601e-05	No	No
Q9Y619	SLC25A15	-2.37773605199473	1.72581230575116e-05	No	No
Q9Y673	ALG5	-1.93802414409216	0.0025909416937387	No	No
Q9Y693	LHFPL6	-4.90887405640534	1.8340542849870902e-17	No	No
Q9Y697	NFS1	-1.69894327872016	0.0063776623553359	No	No
Q9Y6C9	MTCH2	-1.74558819576372	0.0028694774626556	No	No
Q9Y6D5	ARFGEF2	-2.30186266692893	0.0011275913953365	No	No
Q9Y6Q2	STON1	-4.23439776104788	2.21573326580305e-08	No	No
Q9Y6W3	CAPN7	-5.44667502419918	2.90175384637789e-07	No	No
