Protein_Group	Genes	SAX_22001_B_vs_RAW_22001_B_logFC	SAX_22001_B_vs_RAW_22001_B_pval	Removed?	Contaminant?
O14653	GOSR2	7.7096133641577	9.58058835987876e-26	No	No
O14656	TOR1A	7.3610369013	8.06767717365238e-16	No	No
O14662	STX16	7.09358636276484	1.00683698486058e-19	No	No
O14672	ADAM10	6.62794987695372	6.1562489818115696e-18	No	No
O14681	EI24	3.86089246804388	2.96209016569086e-06	No	No
O14727	APAF1	4.51383171294064	1.5783853373584799e-12	No	No
O14730	RIOK3	4.30812142477286	2.6313659509227798e-11	No	No
O14734	ACOT8	8.4935177938973	1.45069847402632e-24	No	No
O14735	CDIPT	8.23423193003974	3.704198087773121e-15	No	No
O14737	PDCD5	6.09196373835073	4.70182604110003e-09	No	No
O14744	PRMT5	8.08513182386964	7.81420448914113e-27	No	No
O14745	SLC9A3R1	4.74005849983122	1.6541508130884401e-09	No	No
O14773	TPP1	6.4471133749344	4.18713148462446e-07	No	No
O14775	GNB5	6.22547435785517	1.95730711044341e-19	No	No
O14786	NRP1	5.76095626168808	2.6777970714210297e-22	No	No
O14787	TNPO2	7.10965570546389	1.99633849237772e-10	No	No
O14793	MSTN	3.78112255077875	3.12969366722152e-05	No	No
O14817	TSPAN4	2.90231068041158	2.71169733350063e-08	No	No
O14818	PSMA7	12.567361944847	1.90728873394616e-30	No	No
O14828	SCAMP3	6.16000975611914	8.699622056204319e-18	No	No
O14841	OPLAH	7.7207123732641	3.58790291290085e-18	No	No
O14874	BCKDK	5.68828371383929	1.27872029188281e-13	No	No
O14880	MGST3	7.9697611209411	2.66478995663587e-21	No	No
O14907	TAX1BP3	3.08390149079211	5.98394153567469e-10	No	No
O14908	GIPC1	4.1443889207734	2.68604141295202e-12	No	No
O14917	PCDH17	3.74671394152637	3.20842796415307e-08	No	No
O14920	IKBKB	9.18709514741002	1.06200238443981e-23	No	No
O14933	UBE2L6	3.67091368687467	1.271084752829e-13	No	No
O14949	UQCRQ	7.27201553494976	7.59230683838135e-21	No	No
O14957	UQCR11	7.47862302187157	2.12578975803622e-26	No	No
O14964	HGS	7.73193356627215	4.9613303217983305e-23	No	No
O14966	RAB29	8.23127726836986	1.89852460362253e-16	No	No
O14972	VPS26C	7.14587763927545	5.8352151010825e-23	No	No
O14974	PPP1R12A	8.5524586196285	9.61046788162064e-26	No	No
O14975	SLC27A2	4.32331370518199	4.98026848809024e-08	No	No
O14976	GAK	13.2177147626436	8.393770368103401e-26	No	No
O14979	HNRNPDL	4.59860774081643	5.48826964993983e-10	No	No
O14980	XPO1	9.4618119374464	2.29338042202016e-22	No	No
O15013	ARHGEF10	8.0800687348825	4.61742170917189e-09	No	No
O15027	SEC16A	8.94876625144735	7.547126806085651e-20	No	No
O15031	PLXNB2	5.07672118783773	1.56025427033806e-13	No	No
O15040	TECPR2	4.87362450634441	7.79099108423335e-12	No	No
O15067	PFAS	8.02116538944328	1.11660851285642e-15	No	No
O15084	ANKRD28	8.97713172955613	5.06891107306692e-27	No	No
O15111	CHUK	10.7008104443253	4.08258290517265e-21	No	No
O15116	LSM1	8.6649943929112	6.74109290524936e-26	No	No
O15117	FYB1	7.61802544171612	1.5469500858321798e-28	No	No
O15118	NPC1	3.01081015973455	0.0001231086429468	No	No
O15120	AGPAT2	4.45021866582912	2.2983708145677403e-15	No	No
O15126	SCAMP1	8.31381395755978	3.5140673072047496e-22	No	No
O15127	SCAMP2	4.02453304334074	7.67172055793473e-09	No	No
O15143	ARPC1B	4.39417809697444	1.50446346083664e-11	No	No
O15144	ARPC2	4.57305297024206	1.74813082444736e-15	No	No
O15145	ARPC3	4.63244823926769	3.3172817109898203e-15	No	No
O15155	BET1	7.9499020436579	2.0952837468276202e-24	No	No
O15162	PLSCR1	4.59481294743881	2.05159917016035e-14	No	No
O15173	PGRMC2	7.40789332998074	5.463248576393139e-22	No	No
O15194	CTDSPL	7.73255878612712	1.70399190431668e-23	No	No
O15204	ADAMDEC1	4.47875512084976	3.87488336947954e-07	No	No
O15211	RGL2	6.12836197632725	7.35953817450227e-17	No	No
O15212	PFDN6	8.9656933380954	1.0781643014373601e-25	No	No
O15228	GNPAT	5.4447567301344	6.31846821797001e-22	No	No
O15230	LAMA5	6.27697017201609	1.20634781302679e-08	No	No
O15231	ZNF185	6.28495053860856	5.81625722982073e-19	No	No
O15239	NDUFA1	6.65135450802017	3.7312666026821603e-23	No	No
O15240	VGF	8.3325971052726	6.999288467218529e-30	No	No
O15254	ACOX3	4.68882767080997	2.54803374908247e-16	No	No
O15258	RER1	6.10919086433996	1.55716080838906e-21	No	No
O15260	SURF4	8.61074334904945	2.92116112865207e-22	No	No
O15269	SPTLC1	8.25785652255654	6.4535054949449106e-21	No	No
O15270	SPTLC2	5.31869629950955	3.3839912691248398e-18	No	No
O15294	OGT	6.0721353578985	6.818177653372571e-15	No	No
O15305	PMM2	3.13913977706697	3.91082699202552e-07	No	No
O15321	TM9SF1	2.61958931066181	4.30786186224496e-06	No	No
O15327	INPP4B	9.85606788903427	4.80418741717927e-21	No	No
O15357	INPPL1	10.3105239083527	7.261246011302501e-32	No	No
O15371	EIF3D	9.96941350414643	8.23987311392139e-31	No	No
O15372	EIF3H	7.54632066013919	5.7523833122784095e-18	No	No
O15382	BCAT2	6.46174047358943	3.1044566977898e-19	No	No
O15400	STX7	6.25053177119764	6.26203376713317e-21	No	No
O15427	SLC16A3	9.17209521066247	1.00417990090018e-28	No	No
O15438	ABCC3	9.42256442102662	2.66911940197941e-20	No	No
O15439	ABCC4	10.2829618704342	3.6380277065840503e-25	No	No
O15466	ST8SIA5	3.39903454152382	1.63168768593058e-05	No	No
O15498	YKT6	5.21940080679641	6.1083571790231e-11	No	No
O15511	ARPC5	4.76455423560235	8.77969588864763e-13	No	No
O15530	PDPK1	5.36684824182571	7.91014667378708e-16	No	No
O15533	TAPBP	10.2343824749147	1.93813386347189e-28	No	No
O15551	CLDN3	5.68732173326285	2.44002972675278e-16	No	No
O43149	ZZEF1	10.971150656527	1.20748898464032e-25	No	No
O43150	ASAP2	7.89380777927886	5.49590986506659e-23	No	No
O43157	PLXNB1	6.77796210117499	3.08223914953435e-20	No	No
O43169	CYB5B	7.83442224224891	3.73040510446351e-18	No	No
O43175	PHGDH	3.10023118375109	5.53647512754606e-05	No	No
O43181	NDUFS4	8.82655268827208	1.03324859169608e-23	No	No
O43182	ARHGAP6	8.13009523614248	2.1212030414687e-23	No	No
O43187	IRAK2	2.31665162364595	0.0004784679980545	No	No
O43236	SEPTIN4	4.38262396038802	6.96987701407519e-13	No	No
O43237	DYNC1LI2	6.6862918248465	6.951564430345909e-18	No	No
O43242	PSMD3	7.84149799531805	2.7533304048714697e-11	No	No
O43252	PAPSS1	5.87106125297307	3.43381401289244e-18	No	No
O43264	ZW10	7.29716591750579	3.94100427749656e-16	No	No
O43291	SPINT2	3.46001682985047	1.17410497479213e-08	No	No
O43294	TGFB1I1	7.10831475041333	1.0757041390649001e-22	No	No
O43304	SEC14L5	6.72324623173906	2.57017225496572e-24	No	No
O43306	ADCY6	9.80599322287446	4.11579141237675e-24	No	No
O43310	CTIF	4.18483403500877	2.22638521423098e-12	No	No
O43312	MTSS1	10.759873458148	2.27324007987987e-28	No	No
O43314	PPIP5K2	5.21961356470499	1.0378988502557299e-12	No	No
O43318	MAP3K7	7.65194575658314	2.91060445741032e-22	No	No
O43324	EEF1E1	6.75518664221215	6.577547318449901e-16	No	No
O43396	TXNL1	7.10680594797083	1.03970811294236e-20	No	No
O43399	TPD52L2	5.14417362335901	4.783773774409501e-10	No	No
O43402	EMC8	4.83000333653527	2.42532655484378e-17	No	No
O43426	SYNJ1	4.881088264325	1.14940038228153e-13	No	No
O43427	FIBP	8.65697054472965	1.5230482073063601e-24	No	No
O43432	EIF4G3	8.86537338279692	4.1620643669824e-26	No	No
O43464	HTRA2	5.7291431858993	3.08969913209096e-11	No	No
O43488	AKR7A2	5.26061463802323	8.66036520220638e-14	No	No
O43491	EPB41L2	5.90615262434898	4.6304109130492404e-17	No	No
O43493	TGOLN2	2.73557213502188	1.85368086147528e-10	No	No
O43504	LAMTOR5	9.20366077216736	7.308006567083489e-30	No	No
O43505	B4GAT1	2.64833285456111	5.6396818861775e-09	No	No
O43516	WIPF1	8.42809367488211	2.97551322558402e-23	No	No
O43529	CHST10	3.9266506307959	5.52722193839258e-10	No	No
O43561	LAT	9.48613921883587	1.12279673433615e-27	No	No
O43572	AKAP10	5.52862455679951	6.61363566607816e-21	No	No
O43592	XPOT	7.21336463287208	4.51164076625108e-16	No	No
O43598	DNPH1	4.42682368512191	1.0730314146542e-11	No	No
O43615	TIMM44	9.83881831924187	5.63118590737108e-24	No	No
O43617	TRAPPC3	8.03179669114901	2.77127960798376e-28	No	No
O43633	CHMP2A	6.50686059900348	8.2315438848404e-17	No	No
O43639	NCK2	7.50608260283902	9.81733292672969e-28	No	No
O43665	RGS10	3.21881595845239	2.94273818753473e-07	No	No
O43674	NDUFB5	2.32119536325698	6.12343472891354e-06	No	No
O43676	NDUFB3	8.1734481560902	3.73980399399788e-27	No	No
O43678	NDUFA2	7.88502742644441	8.24933388305159e-25	No	No
O43681	GET3	12.0765822764769	7.6276015203321e-33	No	No
O43684	BUB3	3.25140233785246	6.69343372346969e-05	No	No
O43707	ACTN4	6.5527133378055	1.1380784924432698e-28	No	No
O43708	GSTZ1	5.62425891743501	4.7166718253662e-19	No	No
O43741	PRKAB2	9.05238960400997	7.33343599707739e-19	No	No
O43747	AP1G1	7.24319188602056	1.1730423429385702e-15	No	No
O43752	STX6	5.88704115824474	1.9815034718821e-15	No	No
O43760	SYNGR2	4.7914898399266	8.57750660741916e-14	No	No
O43765	SGTA	8.10997097198067	1.60632185586264e-23	No	No
O43768	ENSA	3.05086887441082	1.28825944384895e-05	No	No
O43772	SLC25A20	7.77071260740124	5.08889776718294e-24	No	No
O43776	NARS1	7.7635079183328	1.68318905164715e-15	No	No
O43809	NUDT21	2.73608782314773	4.16192660097177e-08	No	No
O43813	LANCL1	2.422190514799	1.43146711783566e-07	No	No
O43815	STRN	11.3925303257385	7.843997343105279e-29	No	No
O43826	SLC37A4	5.83178620376501	8.73859246803871e-10	No	No
O43837	IDH3B	8.82005743339791	4.9223721304159995e-20	No	No
O43847	NRDC	8.58992850479065	6.83655976992969e-17	No	No
O43852	CALU	5.57490114468516	8.99144154979227e-17	No	No
O43861	ATP9B	5.67383253157898	1.38503963353163e-12	No	No
O43865	AHCYL1	6.53844704136337	1.11374131327176e-12	No	No
O43897	TLL1	2.26652144156592	0.0013243412596724	No	No
O43920	NDUFS5	8.31034517876024	3.27691808003967e-26	No	No
O43933	PEX1	2.51092496925085	0.0001398174632193	No	No
O60220	TIMM8A	2.56535814428046	1.50286224295185e-07	No	No
O60229	KALRN	8.6625429961528	3.05432417072342e-24	No	No
O60232	ZNRD2	3.90453820874147	1.3464401513151e-07	No	No
O60234	GMFG	2.50114485349795	1.28858345077444e-05	No	No
O60239	SH3BP5	3.08395424544869	2.7453071317996503e-09	No	No
O60240	PLIN1	11.0151137246464	4.45930019017065e-34	No	No
O60243	HS6ST1	2.86495622399797	9.65551297362976e-07	No	No
O60245	PCDH7	6.85419986032208	1.24685084372891e-22	No	No
O60256	PRPSAP2	11.108960360321	2.56467839544659e-20	No	No
O60262	GNG7	5.4575303457118	9.481855009945859e-22	No	No
O60266	ADCY3	2.53397738733029	8.48257714265172e-05	No	No
O60268	KIAA0513	10.0652655222894	3.15781350161563e-33	No	No
O60271	SPAG9	7.81716582639701	8.43530129340602e-29	No	No
O60279	SUSD5	6.96770561716544	7.43468329571534e-19	No	No
O60313	OPA1	9.98786010888578	3.4910193900713e-25	No	No
O60330	PCDHGA12	2.75132453797521	0.0050947895082063	No	No
O60331	PIP5K1C	7.4124766025643	6.87066898588206e-24	No	No
O60333	KIF1B	2.82320272348133	1.43939841619158e-06	No	No
O60437	PPL	8.92710759944989	3.2158031867746703e-25	No	No
O60449	LY75	6.43494753067882	7.72725506597106e-08	No	No
O60462	NRP2	7.22390488252913	9.565291938948701e-21	No	No
O60476	MAN1A2	5.01145812270522	2.07940018264059e-19	No	No
O60488	ACSL4	7.6288895067751	3.49990255279863e-26	No	No
O60496	DOK2	6.85237359234893	9.02730112891311e-25	No	No
O60502	OGA	8.95921504434925	2.51279862188721e-13	No	No
O60506	SYNCRIP	8.5090243320202	1.80245072535556e-26	No	No
O60507	TPST1	4.14541471997396	2.62741089357426e-08	No	No
O60518	RANBP6	6.46691604525389	2.39368231019479e-10	No	No
O60524	NEMF	6.41267345048463	4.50854068314494e-12	No	No
O60547	GMDS	6.99871671350093	9.87219333146436e-13	No	No
O60568	PLOD3	8.04299715197798	1.00037076850561e-17	No	No
O60573	EIF4E2	4.48140001729163	4.4167135145276e-15	No	No
O60610	DIAPH1	7.00702078848413	5.48453664333727e-26	No	No
O60613	SELENOF	7.8996035230066	2.47841357563706e-22	No	No
O60645	EXOC3	7.67015511207832	7.22634542034557e-25	No	No
O60664	PLIN3	3.80703489291895	5.09977656904713e-05	No	No
O60669	SLC16A7	6.94967300067382	1.09906208516069e-24	No	No
O60674	JAK2	9.0085441601369	6.57546870214471e-29	No	No
O60678	PRMT3	2.74028573151608	3.59173484928426e-07	No	No
O60684	KPNA6	4.72416901278233	1.0607417823881001e-10	No	No
O60701	UGDH	2.6849388094881	0.0057285886482053	No	No
O60704	TPST2	10.2690539817064	4.4027886387389694e-30	No	No
O60716	CTNND1	7.49516471920904	7.097088723399751e-19	No	No
O60749	SNX2	7.49445762878008	8.50482290334366e-27	No	No
O60763	USO1	9.28374153219025	3.65517749587134e-28	No	No
O60784	TOM1	6.46597529302149	1.64077273750609e-07	No	No
O60826	CCDC22	6.03310931443116	5.5836786936281104e-15	No	No
O60831	PRAF2	8.00485025360988	6.38334560284754e-31	No	No
O60841	EIF5B	8.21547331261161	5.88626379241611e-20	No	No
O60844	ZG16	3.0999634064487	0.0020621505680031	No	No
O60884	DNAJA2	9.16755475650989	3.57515518609957e-27	No	No
O60888	CUTA	4.30213711205528	1.6985469482303301e-15	No	No
O60890	OPHN1	7.6158081859904	2.70697084228085e-17	No	No
O60896	RAMP3	4.07783461811349	6.25202054199504e-15	No	No
O60925	PFDN1	8.04533846396383	5.78858469283501e-21	No	No
O60927	PPP1R11	3.81393841358437	1.4352784911154102e-09	No	No
O60936	NOL3	5.71890284599643	0.0007341022391819	No	No
O75023	LILRB5	2.49747032429599	7.04080341283676e-06	No	No
O75027	ABCB7	2.93343238216672	3.30868405274735e-06	No	No
O75044	SRGAP2	2.79451304151861	7.02205341182889e-06	No	No
O75061	DNAJC6	5.34838083702773	1.2928966098735199e-18	No	No
O75063	FAM20B	3.58032483868247	2.64263193322691e-06	No	No
O75069	TMCC2	6.6867638579137	7.29802643350001e-19	No	No
O75083	WDR1	4.4902662864913	1.04919648679675e-15	No	No
O75095	MEGF6	4.99962228018454	1.99001199260523e-17	No	No
O75113	N4BP1	6.89599497279766	4.79455952570792e-14	No	No
O75116	ROCK2	7.70397402861339	7.877537081592159e-22	No	No
O75122	CLASP2	6.55134789101924	4.73937846069361e-23	No	No
O75131	CPNE3	4.17038004115982	5.42290318452226e-10	No	No
O75143	ATG13	4.29745997859093	8.01836038193528e-10	No	No
O75154	RAB11FIP3	8.01113266934501	3.11165384951834e-20	No	No
O75165	DNAJC13	8.50590585038165	6.201532068192869e-16	No	No
O75167	PHACTR2	4.65490976545553	2.1908724902535498e-16	No	No
O75170	PPP6R2	8.84235961011695	3.9030804360731396e-11	No	No
O75175	CNOT3	9.45228086301101	9.39706692939213e-13	No	No
O75190	DNAJB6	6.88933797500899	8.77166597761532e-26	No	No
O75197	LRP5	8.07364620085422	1.7148918351707898e-28	No	No
O75208	COQ9	5.24324074272124	5.44328713438297e-12	No	No
O75251	NDUFS7	6.01474401674652	9.31636534297536e-15	No	No
O75298	RTN2	6.98614852940515	1.10975088422204e-17	No	No
O75306	NDUFS2	9.35382467215246	9.62089822401835e-32	No	No
O75309	CDH16	8.94603326899082	5.31536120858669e-28	No	No
O75312	ZPR1	7.19597799085449	1.6443218313062002e-15	No	No
O75323	NIPSNAP2	7.1580621511566	9.91655122281842e-26	No	No
O75324	SNN	3.41337999533044	3.84600438540081e-10	No	No
O75339	CILP	3.10643569018539	5.417380826913471e-09	No	No
O75340	PDCD6	3.78321301987066	7.45617341365556e-05	No	No
O75347	TBCA	4.35366784128721	4.64470475895647e-08	No	No
O75348	ATP6V1G1	7.35874805983512	2.00006519300461e-18	No	No
O75351	VPS4B	8.65214531315896	1.04003698677532e-21	No	No
O75352	MPDU1	8.82210309987747	4.13440479844568e-27	No	No
O75356	ENTPD5	5.93983262622339	1.41146536819792e-08	No	No
O75365	PTP4A3	2.62073469887478	6.55425191149229e-07	No	No
O75368	SH3BGRL	2.56876912833121	8.73357504979324e-06	No	No
O75369	FLNB	4.02811605745201	0.0017119811414651	No	No
O75379	VAMP4	6.01081937567904	2.6024999304687602e-23	No	No
O75380	NDUFS6	5.37184751768427	4.43834279635033e-21	No	No
O75381	PEX14	5.24120787573169	1.06838627577038e-17	No	No
O75382	TRIM3	4.16961438106182	9.650653999273561e-15	No	No
O75390	CS	5.54377710401517	8.74865031221123e-12	No	No
O75396	SEC22B	6.89172420925033	8.70533339226278e-23	No	No
O75410	TACC1	8.88598562924057	1.32116639570458e-22	No	No
O75427	LRCH4	6.63645062021934	2.63380224276873e-16	No	No
O75431	MTX2	5.72044482771655	9.30461090639472e-19	No	No
O75436	VPS26A	6.2898845756936	1.32356192181249e-19	No	No
O75438	NDUFB1	7.33355135748319	7.65562315433056e-27	No	No
O75439	PMPCB	5.25687378101899	5.05672843064306e-12	No	No
O75460	ERN1	2.88082507803895	9.05207823979425e-09	No	No
O75477	ERLIN1	5.94011994011344	1.24245157883633e-14	No	No
O75487	GPC4	5.65221009484401	8.17711237800471e-20	No	No
O75489	NDUFS3	10.3804453889456	7.14528396706555e-28	No	No
O75506	HSBP1	4.23666983778905	1.3676600284119302e-09	No	No
O75521	ECI2	7.65991545932905	1.9656467671873102e-21	No	No
O75531	BANF1	8.73777729908289	1.33460822086537e-28	No	No
O75534	CSDE1	6.39697661248287	4.6384918896573395e-18	No	No
O75558	STX11	7.12651475701694	2.99524757030346e-23	No	No
O75563	SKAP2	6.95800573016073	1.3448255895436e-24	No	No
O75581	LRP6	2.67072778275829	1.3765859141631e-06	No	No
O75592	MYCBP2	8.97565621170057	2.88820671246963e-22	No	No
O75608	LYPLA1	4.99763295289603	1.36019393076708e-12	No	No
O75663	TIPRL	6.22255491173617	2.91943701830008e-20	No	No
O75674	TOM1L1	8.82135167837311	1.2170075733607499e-12	No	No
O75688	PPM1B	7.4032545717301	1.58139131719632e-20	No	No
O75695	RP2	9.91940873304701	2.05175600554004e-32	No	No
O75718	CRTAP	7.52682449983084	5.1150237775366795e-18	No	No
O75746	SLC25A12	6.66050887556504	9.52916487544891e-13	No	No
O75752	B3GALNT1	7.429882542488	1.67776393948463e-23	No	No
O75787	ATP6AP2	8.51519159166233	3.16472800419969e-22	No	No
O75791	GRAP2	9.09949638447085	6.3802615178056e-24	No	No
O75821	EIF3G	8.71223809099507	1.73518378027938e-25	No	No
O75822	EIF3J	9.7110367330776	2.20181758610871e-33	No	No
O75832	PSMD10	6.32376583568822	4.05338384868778e-19	No	No
O75843	AP1G2	4.91454805661268	1.14587445772237e-15	No	No
O75844	ZMPSTE24	6.58010555442883	2.66221107238278e-17	No	No
O75874	IDH1	2.82903907991777	1.77446940260694e-05	No	No
O75880	SCO1	4.14659025564454	2.49376631491124e-12	No	No
O75886	STAM2	8.57610735626035	2.4993024747596504e-15	No	No
O75888	TNFSF13	3.98473577930896	1.27658471605148e-07	No	No
O75891	ALDH1L1	3.79995887562737	4.45185634156518e-06	No	No
