Protein_Group	Genes	SAX_42001_M3_vs_SAX_42001_B_logFC	SAX_42001_M3_vs_SAX_42001_B_pval	Removed?	Contaminant?
Q6UWB1	IL27RA	2.3337770890824	0.0046318450369785	No	No
Q6ZN28	MACC1	1.69023019759376	0.001482572372759	No	No
Q7RTP0	NIPA1	8.36746195617696	2.4422874291668104e-15	No	No
Q7Z5Y7	KCTD20	1.67911754242474	0.0043986516900974	No	No
Q7Z7N9	TMEM179B	2.68849509001197	0.0010767679351656	No	No
Q86SF2	GALNT7	2.47843700856335	0.002299846266697	No	No
Q86Y07	VRK2	2.22446812095384	0.0027226481499794	No	No
Q86Y56	DNAAF5	2.34032582127885	2.51360069971349e-05	No	No
Q8IWU2	LMTK2	8.74603588833253	1.17262120196248e-27	No	No
Q8N131	TMEM123	1.37148224237912	0.0011435984462675	No	No
Q8N4X5	AFAP1L2	7.70639726710419	1.1961848639874e-11	No	No
Q8N6M0	OTUD6B	1.81602533117233	0.0035418916679415	No	No
Q8N9M5	TMEM102	4.5427618182044	0.0001678012344213	No	No
Q8NG08	HELB	2.81556996809857	0.0005113161206188	No	No
Q8NI60	COQ8A	2.0308505583239	0.0008177492559097	No	No
Q8TBE9	NANP	2.34379707665233	2.07005494266457e-07	No	No
Q8TCG2	PI4K2B	1.348961543301	0.0031482449101058	No	No
Q8TDW0	LRRC8C	3.86535786671103	0.0041914228455269	No	No
Q8TEU8	WFIKKN2	3.77055481795884	0.0097054664951938	No	No
Q8WUA8	TSKU	3.12778033708096	1.22780599545878e-07	No	No
Q8WUI4	HDAC7	1.51318552795245	0.0017891012181314	No	No
Q8WXD2	SCG3	1.47946580109037	0.0036221700206893	No	No
Q969S3	ZNF622	1.83387342629656	5.75676234596093e-05	No	No
Q96A54	ADIPOR1	4.05061428344354	2.73318548316473e-07	No	No
Q96AJ9	VTI1A	1.80311798472079	0.0018988470688857	No	No
Q96B26	EXOSC8	1.54142536330026	0.0091283142063809	No	No
Q96KN2	CNDP1	2.46333731373485	6.72784122517856e-08	No	No
Q96MH6	TMEM68	1.40921804221035	0.002612741896213	No	No
Q96PL5	ERMAP	1.65517913707379	0.0011618881447271	No	No
Q9BTE6	AARSD1	1.20794130120835	0.0046716137041487	No	No
Q9BTM9	URM1	1.1182480029148	0.0076316963172878	No	No
Q9BX69	CARD6	2.46543216209212	0.0005491721344161	No	No
Q9BYD1	MRPL13	2.36306866532132	3.13968414721658e-06	No	No
Q9BYE9	CDHR2	1.19005261280148	0.0046960225317697	No	No
Q9H082	RAB33B	5.54070252590338	0.0005683233165951	No	No
Q9H2K0	MTIF3	4.23126158059894	9.36321806107783e-05	No	No
Q9H3M7	TXNIP	5.23428998187596	0.0018400230638366	No	No
Q9NP92	MRPS30	3.74351051961102	9.87142289311966e-05	No	No
Q9NQ84	GPRC5C	5.22296973872992	1.76592817524199e-13	No	No
Q9NRY4	ARHGAP35	4.59552151039584	1.64276896134142e-07	No	No
Q9NYI0	PSD3	1.85345282053665	0.003184926985698	No	No
Q9NZC3	GDE1	2.60599263025292	0.003361796761017	No	No
Q9P2B4	CTTNBP2NL	1.90289705808096	0.0003103798180112	No	No
Q9UFP1	GASK1A	1.8544119440079	0.0076045428734321	No	No
Q9UIM3	FKBPL	4.05988125898155	2.45136232367141e-14	No	No
Q9UKA8	RCAN3	2.7648432026633	0.0022340630407736	No	No
Q9UKR5	ERG28	2.07391288551941	0.0033259421256432	No	No
Q9UQQ2	SH2B3	3.27732944828843	0.0054691228183969	No	No
Q9UQV4	LAMP3	1.09378217690957	0.0078227610765145	No	No
Q9Y2B5	VPS9D1	7.92327284734744	1.40812911217121e-06	No	No
Q9Y5T5	USP16	5.67028425422494	7.50982685640351e-09	No	No
O00425	IGF2BP3	-8.08771031676465	3.4550883336207902e-25	No	No
O00458	IFRD1	-3.81872057056777	6.68111152542654e-14	No	No
O00478	BTN3A3	-1.37325099957648	0.004208877150067	No	No
O14576	DYNC1I1	-3.64241032969299	0.0026669367408047	No	No
O14966	RAB29	-6.55111400661514	4.07569924028272e-11	No	No
O14975	SLC27A2	-2.30217496556564	0.0042084620612827	No	No
O14986	PIP5K1B	-1.68346739473088	0.0039858088861253	No	No
O15066	KIF3B	-5.45299953522989	6.68633137635329e-09	No	No
O15068	MCF2L	-1.81767060358209	0.0088739617240483	No	No
O15347	HMGB3	-2.47696500131926	1.64049584206548e-06	No	No
O43293	DAPK3	-1.31517933820863	0.007772385440752	No	No
O43405	COCH	-3.45454204264384	8.66894290316724e-05	No	No
O43414	ERI3	-4.1084655698755	3.98200695166701e-05	No	No
O60308	CEP104	-2.52377385519844	3.50375748173108e-05	No	No
O60333	KIF1B	-2.47528716304312	8.97685150198802e-05	No	No
O60518	RANBP6	-2.53293165530787	0.0097282549786232	No	No
O60825	PFKFB2	-3.26201197458099	5.33863820076329e-05	No	No
O60869	EDF1	-2.23892458028633	3.09114865559071e-06	No	No
O75015	FCGR3B	-2.61572505774599	7.18757841686408e-05	No	No
O75140	DEPDC5	-3.42250279909893	0.0072825327671805	No	No
O75143	ATG13	-7.74950352303562	3.87793277662233e-17	No	No
O75569	PRKRA	-4.16025115904242	3.47137798724177e-08	No	No
O75995	SASH3	-4.233938262279	3.71762619109754e-07	No	No
O94829	IPO13	-5.40512789390226	1.13449615783771e-05	No	No
O95081	AGFG2	-3.3356949191358	0.0001007024434464	No	No
O95297	MPZL1	-3.75916361275604	1.93438217462461e-08	No	No
O95428	PAPLN	-5.01112847663508	0.0002675730983763	No	No
O95498	VNN2	-4.105493253165	5.17938718402109e-08	No	No
O95999	BCL10	-3.94428191253248	6.31140695433709e-06	No	No
P05783	KRT18	-5.0660766839146	3.47498895545451e-05	No	No
P07311	ACYP1	-3.4921251038051	1.70862075433561e-08	No	No
P08246	ELANE	-4.6504237172724	5.19703593829211e-10	No	No
P08582	MELTF	-2.52587876542757	0.0029206107232312	No	No
P08631	HCK	-5.77509496811714	1.5159603208470898e-11	No	No
P09001	MRPL3	-1.2496195601244	0.0096269694311769	No	No
P09466	PAEP	-2.70152325343712	0.0013276735454675	No	No
P0DJI8	SAA1	-3.33171452996947	1.52014040563672e-08	No	No
P0DJI9	SAA2	-3.94455236904988	6.54568484499447e-09	No	No
P10163	PRB4	-1.75377306973966	0.0026016491581006	No	No
P11678	EPX	-3.30886235674429	1.79832020259743e-10	No	No
P14222	PRF1	-2.57624578738164	0.0043070360919686	No	No
P15104	GLUL	-4.25700039096096	3.26196541521018e-08	No	No
P16581	SELE	-2.02503938400809	0.0035259239927373	No	No
P17081	RHOQ	-1.64229496561126	0.0001445301629275	No	No
P18621	RPL17	-3.77295330508695	0.0001501766784695	No	No
P20160	AZU1	-7.59398481480579	1.0472545166780101e-14	No	No
P20591	MX1	-1.31178173857239	0.0026276742611738	No	No
P21953	BCKDHB	-1.57810466826295	0.0001688499462665	No	No
P26583	HMGB2	-1.44457673756293	0.002345750454771	No	No
P33240	CSTF2	-6.11093430185753	4.87459602565783e-06	No	No
P33241	LSP1	-1.45361539765031	0.0013162731094177	No	No
P35637	FUS	-2.45499885659331	3.27923678240384e-05	No	No
P37198	NUP62	-1.58079792701188	0.0053631773512692	No	No
P42785	PRCP	-4.14349520503192	2.29391382868199e-07	No	No
P50542	PEX5	-4.85938733410536	0.0006405771869838	No	No
P52824	DGKQ	-2.53672317517282	0.0019525924490162	No	No
P52848	NDST1	-1.98079273351015	0.0028030655928644	No	No
P53365	ARFIP2	-2.07637804071566	0.0059269880493852	No	No
P54826	GAS1	-4.1261714812569	7.309979137071809e-11	No	No
P55196	AFDN	-3.84337468391906	8.57260402872817e-06	No	No
P57678	GEMIN4	-7.32633278599419	5.93699373820452e-06	No	No
P60059	SEC61G	-1.12589317575545	0.0065084962907369	No	No
P60763	RAC3	-4.08889750164774	5.3255851620142205e-15	No	No
P61165	TMEM258	-5.45035707356643	2.2550210024806402e-20	No	No
P67775	PPP2CA	-9.234631599457	8.82732611788891e-31	No	No
P78314	SH3BP2	-2.45933419759907	0.0002222065468599	No	No
P78333	GPC5	-5.01969056638823	2.90862314159261e-08	No	No
P78352	DLG4	-1.62932592823717	0.0059789779271946	No	No
P78527	PRKDC	-3.2117606687137	0.0069023838795132	No	No
P80188	LCN2	-4.04693746675698	0.0001747424657924	No	No
P80511	S100A12	-2.01755270223653	0.0013776190829021	No	No
P82932	MRPS6	-1.76218271451771	0.0012100996024368	No	No
Q00526	CDK3	-9.62148324654577	1.11238053414349e-29	No	No
Q01804	OTUD4	-2.73815262437056	0.0055484774479698	No	No
Q02878	RPL6	-3.07704641056051	0.0036484891632301	No	No
Q04118	PRB3	-2.76598300747511	4.24801282396981e-05	No	No
Q08AG7	MZT1	-7.18442851454112	4.94067842866419e-26	No	No
Q12778	FOXO1	-9.51903958607552	1.2085381721275698e-30	No	No
Q12952	FOXL1	-1.44102544026725	0.0006094766296438	No	No
Q12986	NFX1	-1.94377446134429	0.0005149533309828	No	No
Q13017	ARHGAP5	-1.55742913745165	0.0030229891271287	No	No
Q13239	SLA	-2.49199327784024	0.0001179195085924	No	No
Q13287	NMI	-2.80639010833518	0.0006920788395944	No	No
Q13308	PTK7	-6.77948793334318	7.31209617611517e-07	No	No
Q13490	BIRC2	-4.57493176627746	4.0964540542185003e-11	No	No
Q13526	PIN1	-3.49145955785507	7.43215465866999e-05	No	No
Q13835	PKP1	-3.04924726771481	1.32802905366324e-06	No	No
Q13868	EXOSC2	-2.40584503744013	0.0071232268198983	No	No
Q14151	SAFB2	-3.44306689079871	1.60837824207049e-07	No	No
Q14442	PIGH	-3.7775898990998	4.95452968535571e-10	No	No
Q14653	IRF3	-1.37199602977009	0.008426088479503	No	No
Q15485	FCN2	-1.55822057958785	0.0036264557748957	No	No
Q16576	RBBP7	-1.78836938830606	0.0038375941847444	No	No
Q2VPK5	CTU2	-3.21848600138914	1.16295089011171e-05	No	No
Q58A45	PAN3	-1.35169202109786	0.0091461567519784	No	No
Q5H8A4	PIGG	-4.95657825468386	2.41398014378349e-05	No	No
Q5ST30	VARS2	-2.19797538692854	6.68580703023556e-05	No	No
Q5T0D9	TPRG1L	-1.79307195556775	0.001016929814039	No	No
Q5T750	XP32	-9.29626200055828	1.5578391621067e-19	No	No
Q6FHJ7	SFRP4	-3.99493176327742	6.94599480684648e-07	No	No
Q6IQ20	NAPEPLD	-1.36048636090641	0.0046504246941303	No	No
Q6P4F2	FDX2	-3.83985897876661	8.33637151821145e-07	No	No
Q6PCB0	VWA1	-2.89392838758141	0.0008850538617796	No	No
Q6UUV7	CRTC3	-2.08645262426632	0.0011582375988112	No	No
Q6UXK5	LRRN1	-4.83836807756045	0.0001357478244744	No	No
Q6UXN9	WDR82	-3.00668744114051	0.0065350022307406	No	No
Q6ZT12	UBR3	-3.56035456204219	0.0045687999862716	No	No
Q6ZVK8	NUDT18	-1.90782152992276	0.0004659251444543	No	No
Q76I76	SSH2	-2.80889718371265	5.2523164810317e-07	No	No
Q7KZN9	COX15	-7.19897162505315	9.50252655162062e-09	No	No
Q7Z406	MYH14	-15.6476760488274	2.9930516175812598e-40	No	No
Q7Z4G1	COMMD6	-1.19427336276684	0.0058578698922543	No	No
Q7Z5G4	GOLGA7	-1.93338029140429	0.0089382947647735	No	No
Q86UP0	CDH24	-5.24841485839461	4.65927720260214e-09	No	No
Q8IWE5	PLEKHM2	-2.7765222719482	0.0008622872436456	No	No
Q8N0W3	FCSK	-1.99808854215837	0.0045804070716168	No	No
Q8N2U9	SLC66A2	-2.27797594706632	0.0016867429198255	No	No
Q8N465	D2HGDH	-3.78643597931781	1.22636409002388e-07	No	No
Q8N8R5	C2orf69	-1.89452527900552	0.0018876951847821	No	No
Q8N9R8	SCAI	-2.54364623815463	0.0019547870306365	No	No
Q8NB25	FAM184A	-5.89758235314559	1.37423398347933e-18	No	No
Q8NB46	ANKRD52	-1.69332335887039	7.58274607090469e-05	No	No
Q8NCJ5	SPRYD3	-2.02337651560975	0.0002035819908453	No	No
Q8NFP9	NBEA	-3.983510800498	2.82905617208129e-06	No	No
Q8TBC3	SHKBP1	-2.28592584644267	0.0002951863732068	No	No
Q8TBM8	DNAJB14	-4.04824972864589	5.16719973874929e-07	No	No
Q8TBP6	SLC25A40	-3.03326889443387	0.0004029138490275	No	No
Q8WUH2	TGFBRAP1	-1.68587019114653	0.0097013682533752	No	No
Q8WUX2	CHAC2	-4.88540941574339	3.55965207256965e-18	No	No
Q8WV92	MITD1	-2.81079291431563	0.0001726439254532	No	No
Q8WVR3	TRAPPC14	-2.41617746829566	0.0032278944120694	No	No
Q8WZ82	OVCA2	-1.56872279945492	0.0006575173291903	No	No
Q92620	DHX38	-4.16504567690039	4.88234783657737e-06	No	No
Q96A73	KIAA1191	-5.07847108432333	2.8791882228951e-07	No	No
Q96B36	AKT1S1	-3.89702867027752	7.04246907949283e-06	No	No
Q96C11	FGGY	-6.03272174186657	1.32308570484757e-06	No	No
Q96C90	PPP1R14B	-2.60518536997756	0.0006330590034078	No	No
Q96DH6	MSI2	-2.35334933274921	0.0093489412931529	No	No
Q96EK5	KIFBP	-2.31357756205211	0.0077055804594819	No	No
Q96EQ0	SGTB	-4.11487804063196	0.0070681504839748	No	No
Q96EY9	ADAT3	-4.9112566824507	1.58736417118011e-17	No	No
Q96FV2	SCRN2	-3.8004907654655	0.0004030087177533	No	No
Q96HA8	NTAQ1	-2.13037126108994	1.1401968622176e-06	No	No
Q96I36	COX14	-1.63227768690509	0.0016647726288502	No	No
Q96T60	PNKP	-2.6836191986597	1.38466319121047e-08	No	No
Q9BRV8	SIKE1	-2.83118713957754	2.38478963783435e-06	No	No
Q9BTE3	MCMBP	-2.24592915324426	8.93334632196111e-05	No	No
Q9BUN5	CCDC28B	-3.64769528137882	3.96107570920566e-10	No	No
Q9BWS9	CHID1	-2.19727341519888	0.0043679535059988	No	No
Q9BX70	BTBD2	-4.50406689882569	1.4227717267827601e-15	No	No
Q9BXP8	PAPPA2	-1.30057354920905	0.0080339893274593	No	No
Q9BZ29	DOCK9	-4.97555686876046	5.0732319106695e-18	No	No
Q9C0B5	ZDHHC5	-2.50003855320572	0.0038649411287566	No	No
Q9H0V1	TMEM168	-4.36503056966885	2.38450137443859e-06	No	No
Q9H0W9	C11orf54	-2.52931070100349	0.0090699424104749	No	No
Q9H1E3	NUCKS1	-2.25288906872804	1.92345564488866e-05	No	No
Q9H2U1	DHX36	-2.56377050712578	0.0065073340407026	No	No
Q9H6Z4	RANBP3	-8.9900878610956	0.0004496246677085	No	No
Q9H903	MTHFD2L	-9.71384293801539	6.0817580501753096e-30	No	No
Q9HC36	MRM3	-1.91377923240234	0.0017153253207574	No	No
Q9HD89	RETN	-2.46514959816621	7.5236808668799e-07	No	No
Q9NNX6	CD209	-5.27635596351886	8.85868224372916e-07	No	No
Q9NP80	PNPLA8	-2.74283853506115	3.04314728226038e-08	No	No
Q9NPA2	MMP25	-10.5766312362119	1.2294199004922902e-09	No	No
Q9NQH7	XPNPEP3	-7.17215546296992	6.42148743813434e-06	No	No
Q9NR81	ARHGEF3	-4.41653062928994	3.64005723112393e-07	No	No
Q9NRC1	ST7	-1.41709899533147	0.0054646488168037	No	No
Q9NRW3	APOBEC3C	-1.33384369788574	0.0016902179840983	No	No
Q9NS71	GKN1	-3.92963986026415	1.54392638224645e-07	No	No
Q9NU23	LYRM2	-4.69840933981791	1.75487951623325e-17	No	No
Q9NUL3	STAU2	-4.51967555805115	2.01522530728197e-05	No	No
Q9NW81	DMAC2	-2.50031764046807	1.33123341280456e-07	No	No
Q9NXG2	THUMPD1	-2.22324791389571	9.67062101216126e-06	No	No
Q9P0P8	MTRES1	-8.18937582963672	1.07184823549973e-28	No	No
Q9P2E5	CHPF2	-1.61278641258969	0.0083279353914088	No	No
Q9P2G1	ANKIB1	-2.58288291032942	0.0062892721455779	No	No
Q9UBF8	PI4KB	-2.85759509559366	0.0016878818594679	No	No
Q9UDY4	DNAJB4	-1.52877733481708	0.0018777273288149	No	No
Q9UEE5	STK17A	-2.6175706490693	0.0021473618413935	No	No
Q9UFG5	C19orf25	-1.13434105433853	0.0096105898989469	No	No
Q9UGC7	MTRF1L	-3.34617573580583	7.94970872540388e-12	No	No
Q9UHB4	NDOR1	-2.74721545250073	0.0002056326173361	No	No
Q9UJ83	HACL1	-1.26397386613685	0.0072213998678689	No	No
Q9UKI2	CDC42EP3	-3.78087445503049	6.515989722679869e-11	No	No
Q9UKI8	TLK1	-1.31643997173327	0.0040728769416937	No	No
Q9UKJ5	CHIC2	-2.71013162868494	3.59523172648078e-05	No	No
Q9UMF0	ICAM5	-2.652200481804	0.0003543632642494	No	No
Q9UMS4	PRPF19	-2.11185636274701	7.79886744155389e-05	No	No
Q9UNP9	PPIE	-3.70690028984032	4.05418413911432e-08	No	No
Q9UPQ9	TNRC6B	-2.08298928811182	0.0025462986329947	No	No
Q9UPZ3	HPS5	-1.46867530937697	0.0047822965639331	No	No
Q9Y244	POMP	-6.00731481675357	5.853611234882e-17	No	No
Q9Y289	SLC5A6	-2.9981426908524	0.0096880639084658	No	No
Q9Y2D8	SSX2IP	-4.23801366296693	1.0471478203923201e-15	No	No
Q9Y4H2	IRS2	-2.47169493455039	0.0020099240462349	No	No
Q9Y5E9	PCDHB14	-1.41938650937246	0.0050478895677362	No	No
Q9Y5J6	TIMM10B	-4.51283762787025	3.40125813317466e-05	No	No
Q9Y5W7	SNX14	-4.74734031327412	1.90017778862374e-06	No	No
Q9Y6H6	KCNE3	-2.5311128104137	3.86213777935794e-07	No	No
Q9Y6M9	NDUFB9	-1.61872307924078	0.0003660206084412	No	No
