Protein_Group	Genes	RANKL1_vs_EmptyVector_logFC	RANKL1_vs_EmptyVector_pval	Removed?	Contaminant?
Q8TEV9	SMCR8	1.68858809560555	1.87301018205525e-05	No	No
Q8TEW8	PARD3B	2.26830683725238	1.26298061941938e-05	No	No
Q8TF44	C2CD4C	1.68852809755587	0.0039748161136895	No	No
Q8TF61	FBXO41	5.19467621968305	0.0053476083687889	No	No
Q8TF71	SLC16A10	1.48337635950787	1.64738640252405e-05	No	No
Q8TF74	WIPF2	2.10174729588991	0.0079421404820231	No	No
Q8WTR4	GDPD5	3.07998560457244	6.56713017472727e-05	No	No
Q8WTV0	SCARB1	3.14707909368679	1.23817470980982e-07	No	No
Q8WTX9	ZDHHC1	3.00004450305573	1.17431284913859e-07	No	No
Q8WU20	FRS2	2.09017341661592	1.02212910417328e-06	No	No
Q8WUM9	SLC20A1	1.87916082508555	3.3075823786352e-06	No	No
Q8WUW1	BRK1	3.72072988183358	4.45583917464142e-06	No	No
Q8WUY9	DEPDC1B	1.88452736894005	1.73676791830893e-06	No	No
Q8WV83	SLC35F5	1.93605256965402	6.93129140995853e-05	No	No
Q8WVQ1	CANT1	1.80655314759526	0.0002780939903365	No	No
Q8WW59	SPRYD4	1.93614604964487	3.84632921555756e-06	No	No
Q8WWI5	SLC44A1	3.55954563188577	5.76264580547479e-06	No	No
Q8WWL2	SPIRE2	3.49285489454128	0.0010101244207943	No	No
Q8WWZ7	ABCA5	1.5278070597928	0.0002259706101288	No	No
Q8WXD9	CASKIN1	1.6087729471312	0.0006713445745163	No	No
Q8WXE0	CASKIN2	2.60169217649712	9.30553653338878e-08	No	No
Q8WXE9	STON2	1.79570940280322	0.0015162968497565	No	No
Q8WXH2	JPH3	1.73470895924035	1.87566179275447e-05	No	No
Q8WXS5	CACNG8	4.90909789910077	0.0009814063316882	No	No
Q8WY07	SLC7A3	3.03653003800601	7.31937288992448e-08	No	No
Q8WY22	BRI3BP	1.69193275483497	0.0001295943063553	No	No
Q8WZ19	KCTD13	2.88886978737698	1.23770933679015e-06	No	No
Q8WZ64	ARAP2	3.0953396262249	2.88880409697134e-05	No	No
Q8WZ73	RFFL	2.98220184751694	7.42925945081309e-08	No	No
Q8WZA1	POMGNT1	1.60702942237936	5.17340146270609e-05	No	No
Q92535	PIGC	2.15344084568543	0.0044596160180568	No	No
Q92558	WASF1	2.79362215544487	5.27622157421412e-08	No	No
Q92565	RAPGEF5	4.77764190220355	0.0006602861076604	No	No
Q92569	PIK3R3	1.80044948000725	6.93028055038778e-06	No	No
Q92575	UBXN4	1.51603079998277	2.99235432149441e-06	No	No
Q92597	NDRG1	1.40581197902058	0.0001347881322918	No	No
Q92599	SEPTIN8	1.49484185717712	2.70113074532321e-05	No	No
Q92626	PXDN	1.31860476841883	7.30837844456481e-06	No	No
Q92692	NECTIN2	3.04332283208383	1.94027428768096e-07	No	No
Q92729	PTPRU	1.82445238805705	2.34781275567642e-07	No	No
Q92738	USP6NL	1.74745066991073	0.0006005374048928	No	No
Q92796	DLG3	3.17599801986779	4.23438484655442e-05	No	No
Q92838	EDA	2.7508528136871	4.44296012589598e-06	No	No
Q92859	NEO1	2.65784795652041	3.0114801840608e-06	No	No
Q92870	APBB2	2.16276586719979	7.46598303927456e-06	No	No
Q92896	GLG1	2.06547866186243	2.80713546558855e-06	No	No
Q93050	ATP6V0A1	1.50649590589161	4.31894269241485e-06	No	No
Q969F2	NKD2	2.13727922256767	1.70334625371037e-06	No	No
Q969G9	NKD1	4.37018976466737	2.40789854832193e-08	No	No
Q969J3	BORCS5	2.74623156571081	3.5283002152176e-08	No	No
Q969P0	IGSF8	1.9165212536875	0.000535677378996	No	No
Q969R2	OSBP2	2.39520347533673	5.74057791523841e-06	No	No
Q969T9	WBP2	1.69217523649013	0.0019551249187406	No	No
Q969Z4	RELT	2.15769780329856	3.55401294658004e-07	No	No
Q96A22	C11orf52	5.84218731847516	2.79239540782183e-05	No	No
Q96A54	ADIPOR1	1.78293258310451	0.0086547706971292	No	No
Q96A57	TMEM230	2.29628698554745	5.02041780226593e-07	No	No
Q96AC1	FERMT2	2.3203194933341	2.99056330177695e-06	No	No
Q96AG4	LRRC59	1.47695867015462	5.41587847040633e-06	No	No
Q96AJ9	VTI1A	2.2683217312781	1.28636711052774e-05	No	No
Q96AX1	VPS33A	1.52945170972346	1.21436640490319e-05	No	No
Q96B45	BORCS7	2.42431819861057	2.35016549833986e-07	No	No
Q96BD0	SLCO4A1	3.02017358431464	0.000549703597187	No	No
Q96BJ3	AIDA	2.93554938249734	8.76253425492304e-07	No	No
Q96CC6	RHBDF1	2.15613836426658	0.0007831078908057	No	No
Q96CP6	GRAMD1A	1.83818702566074	3.82206889837693e-07	No	No
Q96DX4	RSPRY1	2.20929043386531	1.56070534753085e-06	No	No
Q96EF6	FBXO17	2.99397187019259	1.58825325150951e-07	No	No
Q96EY5	MVB12A	2.04950326132272	1.77694861891962e-06	No	No
Q96F07	CYFIP2	2.70535247363351	5.38995737915885e-07	No	No
Q96F46	IL17RA	2.53379693132369	7.69003544341415e-08	No	No
Q96F81	DISP1	3.33013841112984	4.59939110455968e-06	No	No
Q96FE5	LINGO1	3.62809680237743	4.24897157760729e-06	No	No
Q96FE7	PIK3IP1	4.49925710742115	5.56735405781654e-10	No	No
Q96FG2	ELMOD3	2.65799750770071	2.34848396870666e-07	No	No
Q96FL8	SLC47A1	1.42611769993704	0.0021024768322943	No	No
Q96FT9	IFT43	3.21101353232185	0.0038594714122855	No	No
Q96FZ7	CHMP6	1.87378838061978	2.29464761537986e-05	No	No
Q96GI7	FAM89A	2.33950580300444	5.81099492620816e-06	No	No
Q96GP6	SCARF2	2.12728203655425	2.47978697180774e-06	No	No
Q96GS4	BORCS6	2.51966943870375	2.86669943903889e-07	No	No
Q96GX1	TCTN2	1.90573675591697	0.0005995484812974	No	No
Q96HB5	CCDC120	1.81269351555756	1.15380286488719e-05	No	No
Q96HN2	AHCYL2	3.29442395159321	0.0006156278487395	No	No
Q96HP0	DOCK6	1.45998798811356	1.62184049407688e-05	No	No
Q96I34	PPP1R16A	4.08519675647977	1.34775818548828e-06	No	No
Q96IG2	FBXL20	1.49489219631219	3.15878662935484e-05	No	No
Q96II8	LRCH3	1.34912294065332	7.29032158759126e-06	No	No
Q96J02	ITCH	1.41275111458122	6.87930860485089e-06	No	No
Q96J84	KIRREL1	2.47306263944616	1.50973776359045e-07	No	No
Q96JA1	LRIG1	1.54808808588319	4.27021458603826e-06	No	No
Q96JA3	PLEKHA8	2.08375716504264	9.63111814233308e-06	No	No
Q96JW4	SLC41A2	3.42830776541865	8.57621148242506e-09	No	No
Q96K19	RNF170	1.62784728189754	0.0002048072229181	No	No
Q96K37	SLC35E1	1.44192564373209	6.38484813015663e-06	No	No
Q96K49	TMEM87B	1.66546471311786	2.28125446772357e-06	No	No
Q96KC8	DNAJC1	1.72912462165152	1.04280909958258e-05	No	No
Q96KG7	MEGF10	1.84134536494055	1.54407464794059e-06	No	No
Q96KP1	EXOC2	1.5808740722127	0.000538059853204	No	No
Q96KQ4	PPP1R13B	1.45834858056499	2.09098431090748e-05	No	No
Q96L93	KIF16B	1.54157354992364	1.01694456451393e-05	No	No
Q96LT7	C9orf72	1.57616913684841	2.25598930020157e-05	No	No
Q96MD2	C12orf66	2.24300103779183	0.000295249746913	No	No
Q96MT3	PRICKLE1	1.39040028862158	0.0004724289693458	No	No
Q96N06	SPATA33	3.97343326231499	2.09106305307639e-07	No	No
Q96N19	GPR137	3.55064889382428	5.48966065796484e-05	No	No
Q96N67	DOCK7	1.32126217268951	2.31215238037853e-05	No	No
Q96N96	SPATA13	1.55700604798841	0.000284471139397	No	No
Q96NE9	FRMD6	1.60433146198127	3.4907426849079e-06	No	No
Q96NI6	LRFN5	2.47716034915112	1.70506484432102e-05	No	No
Q96NL0	RUNDC3B	2.98938906241832	4.14308730799969e-06	No	No
Q96NL1	TMEM74	2.17877704191435	9.53095580434875e-06	No	No
Q96NT0	CCDC115	1.58234353364565	1.63403248483543e-05	No	No
Q96NT3	GUCD1	1.46886876997275	0.0094968009780526	No	No
Q96P47	AGAP3	1.34272593484771	1.19403323056874e-05	No	No
Q96P53	WDFY2	1.96202944991919	0.0005194568702616	No	No
Q96PD2	DCBLD2	3.62061390745531	3.35514262617128e-06	No	No
Q96PE1	ADGRA2	1.96419920479303	2.39161087458795e-05	No	No
Q96PL5	ERMAP	4.50006558328159	4.58836682768827e-05	No	No
Q96PY5	FMNL2	2.48131163617353	7.15287404859676e-07	No	No
Q96Q45	TMEM237	3.34506357505899	2.05727456984595e-07	No	No
Q96QD8	SLC38A2	2.74495891991761	2.8972436377906e-08	No	No
Q96QT4	TRPM7	1.30636854194848	3.01658558850997e-05	No	No
Q96RD6	PANX2	1.53995107151464	1.52515383638862e-05	No	No
Q96RD7	PANX1	2.1889821217625	8.84681543982761e-05	No	No
Q96RT1	ERBIN	1.55092748027186	1.00795694379875e-05	No	No
Q96RV3	PCNX1	2.68880493492321	1.1613748797424e-05	No	No
Q96S38	RPS6KC1	2.32671949932135	1.27057629545658e-05	No	No
Q96S66	CLCC1	1.87205363336511	6.67963221398116e-07	No	No
Q96S97	MYADM	1.30666439413137	1.26571589062921e-05	No	No
Q96T49	PPP1R16B	3.44946794971985	5.540160224111e-09	No	No
Q96TA1	NIBAN2	2.24657426884194	1.29316779871469e-05	No	No
Q99418	CYTH2	1.75496609945991	0.0021258515815868	No	No
Q99500	S1PR3	1.53034448901082	7.31950925731503e-05	No	No
Q99569	PKP4	1.7326117301449	7.70905515778321e-07	No	No
Q99618	CDCA3	2.85582085889537	1.45350586905819e-05	No	No
Q99624	SLC38A3	3.3517246346165	1.07689946722266e-07	No	No
Q99640	PKMYT1	1.88048573916176	4.95069136765573e-06	No	No
Q99653	CHP1	1.6628106024194	4.89656148079651e-05	No	No
Q99704	DOK1	1.47728647635836	6.02519018373586e-05	No	No
Q99719	SEPTIN5	1.44181659409625	0.0063086695087425	No	No
Q99726	SLC30A3	1.87212745349488	0.0003895896616478	No	No
Q99758	ABCA3	1.63944228231237	1.59978957260178e-06	No	No
Q99808	SLC29A1	3.35853294650209	2.85043597791931e-08	No	No
Q99835	SMO	2.52924888233667	3.01272454144018e-06	No	No
Q99959	PKP2	1.3055477315126	1.57806167366152e-05	No	No
Q99963	SH3GL3	1.65630830680981	0.0068359360121879	No	No
Q99999	GAL3ST1	1.2960994240565	0.0054464743492466	No	No
Q9BPU9	B9D2	2.0736714497551	7.73243775074659e-05	No	No
Q9BPZ7	MAPKAP1	1.62374307997334	1.6007462047173e-05	No	No
Q9BQD3	KXD1	2.37385306819201	6.66650896991675e-06	No	No
Q9BQE4	SELENOS	1.46518907793817	0.0003242014802504	No	No
Q9BQG1	SYT3	3.33421517085855	4.70372244913734e-07	No	No
Q9BRK3	MXRA8	3.50245461426565	2.40007693641597e-06	No	No
Q9BRQ6	CHCHD6	1.33728018034996	0.0005901846476421	No	No
Q9BSJ8	ESYT1	1.47784846360216	1.59304088320257e-06	No	No
Q9BSQ5	CCM2	2.74306306858188	1.40984443097261e-06	No	No
Q9BSW2	CRACR2A	2.13668099159426	5.92576289745885e-07	No	No
Q9BSW7	SYT17	3.92678793240155	0.0020306713807064	No	No
Q9BT67	NDFIP1	3.10328355145738	1.24726480582111e-06	No	No
Q9BTT6	LRRC1	1.54113644031723	4.16552532443413e-05	No	No
Q9BTU6	PI4K2A	2.14567545074393	2.63785262919123e-06	No	No
Q9BTV7	CABLES2	2.44242628148024	7.34738859675944e-06	No	No
Q9BTX1	NDC1	1.45234391555439	7.31179068321674e-06	No	No
Q9BTX3	TMEM208	1.29454889392764	0.0003201783524774	No	No
Q9BU61	NDUFAF3	1.432712001182	0.0073633576547723	No	No
Q9BV40	VAMP8	2.25943650168193	5.27757564858743e-05	No	No
Q9BVC6	TMEM109	1.64250836324703	1.08390141190172e-05	No	No
Q9BVX2	TMEM106C	1.62556264363648	0.0045292142734647	No	No
Q9BWL3	C1orf43	2.19241057525588	4.37672132028715e-07	No	No
Q9BWT6	MND1	2.59092662131987	3.32741057521634e-07	No	No
Q9BX10	GTPBP2	1.7069337598128	3.99060782497571e-06	No	No
Q9BX67	JAM3	3.3199227286268	1.37724633390886e-07	No	No
Q9BX84	TRPM6	1.48924580455606	9.51745517709868e-05	No	No
Q9BXB1	LGR4	1.92282398841023	3.46856077755478e-07	No	No
Q9BXI6	TBC1D10A	2.33904168542549	6.6098883742053e-08	No	No
Q9BXS4	TMEM59	1.90202104797435	1.73089567849088e-05	No	No
Q9BXS9	SLC26A6	1.73737978310264	1.09048346644749e-05	No	No
Q9BXW6	OSBPL1A	1.46505655534711	0.0001201976041829	No	No
Q9BY67	CADM1	3.47997662223649	2.03159179221983e-08	No	No
Q9BY71	LRRC3	5.7292473291309	1.66386809201716e-10	No	No
Q9BYF1	ACE2	4.80116484343282	0.00028308659456	No	No
Q9BYG4	PARD6G	1.68895481861331	6.23391915251452e-05	No	No
Q9BYG5	PARD6B	2.44244828798834	6.45648773199203e-07	No	No
Q9BYI3	FAM126A	1.52396268231155	2.22077113008319e-06	No	No
Q9BZ29	DOCK9	2.2701906002981	1.18771231280916e-06	No	No
Q9BZ71	PITPNM3	1.90944002344852	0.0003209887087159	No	No
Q9BZC7	ABCA2	2.32695910336362	0.0038389045610041	No	No
Q9BZF1	OSBPL8	1.69417546046924	5.60917176807822e-06	No	No
Q9BZF2	OSBPL7	3.82402196729758	0.0073674657995647	No	No
Q9BZF9	UACA	1.94408843180644	2.54249607992525e-06	No	No
Q9BZQ8	NIBAN1	1.58956750580243	0.0001873813105621	No	No
Q9BZV2	SLC19A3	3.63040925627345	2.43382906640202e-08	No	No
Q9C093	SPEF2	3.80568801126442	0.0054484934297354	No	No
Q9C0B5	ZDHHC5	2.3422278992734	7.29365528035572e-07	No	No
Q9C0C4	SEMA4C	1.99832362655599	4.69483486930778e-06	No	No
Q9C0E8	LNPK	1.78170658605197	1.27072437502862e-06	No	No
Q9C0H2	TTYH3	3.59000159353023	0.008694229238356	No	No
Q9C0H5	ARHGAP39	1.93675887883753	1.30221651336433e-06	No	No
Q9C0H9	SRCIN1	1.51643869771972	7.17090137516269e-06	No	No
Q9C0K7	STRADB	2.4266977098515	4.59723078848512e-08	No	No
Q9GZM5	YIPF3	1.48001522056605	0.0002273533874025	No	No
Q9GZP1	NRSN2	1.85286246644614	8.99144619360128e-07	No	No
Q9GZU7	CTDSP1	2.51305418839247	8.34528858241275e-07	No	No
Q9H082	RAB33B	3.42225005245762	0.0050221524496783	No	No
Q9H093	NUAK2	1.76823246546695	6.21766729100737e-05	No	No
Q9H0C3	TMEM117	2.8582839956844	0.0001316163857541	No	No
Q9H0M0	WWP1	1.37300183772681	7.52282575546999e-05	No	No
Q9H0W5	CCDC8	2.645032574985	5.85167132000424e-08	No	No
Q9H0X4	FAM234A	2.14929878347533	6.07799487081131e-06	No	No
Q9H0X9	OSBPL5	2.72299938561551	2.06267606243317e-07	No	No
Q9H1N7	SLC35B3	1.94069534416191	0.0001850311077938	No	No
Q9H1Z9	TSPAN10	2.63074397498775	3.12191516290335e-06	No	No
Q9H223	EHD4	1.39538722342513	1.53486957883949e-05	No	No
Q9H246	C1orf21	3.71727240889543	9.32522313951037e-06	No	No
Q9H269	VPS16	1.32301230530346	5.21545290404436e-05	No	No
Q9H2D6	TRIOBP	1.79561487628342	6.09158394268676e-07	No	No
Q9H2E6	SEMA6A	2.49555288745596	1.97955475361708e-06	No	No
Q9H2G9	BLZF1	1.72399421345542	3.12226924874295e-05	No	No
Q9H2H9	SLC38A1	2.59672166877115	6.18707895217827e-07	No	No
Q9H2J7	SLC6A15	2.5354549011577	7.6139338846695e-08	No	No
Q9H2K8	TAOK3	3.08134217949344	9.77965831257623e-07	No	No
Q9H2Y9	SLCO5A1	4.40214584687159	0.0005931775457681	No	No
Q9H329	EPB41L4B	1.92605038386812	9.22337956531136e-07	No	No
Q9H3E2	SNX25	1.49016061905905	0.0001201334459748	No	No
Q9H3F6	KCTD10	1.7822775566209	2.99570476801287e-05	No	No
Q9H3N1	TMX1	1.45155726147742	2.18299692003022e-05	No	No
Q9H3P7	ACBD3	1.77363586490043	4.78035064610069e-06	No	No
Q9H3Q1	CDC42EP4	3.23015891137621	1.24134922049008e-07	No	No
Q9H3T3	SEMA6B	5.33909384147947	3.77269474893276e-05	No	No
Q9H425	C1orf198	1.45571894755827	6.97605864726169e-05	No	No
Q9H461	FZD8	2.93012271379241	0.0010879415268615	No	No
Q9H4F8	SMOC1	1.42242552908532	0.0020759617855456	No	No
Q9H4G0	EPB41L1	1.9317591958646	9.84349612927157e-06	No	No
Q9H4G4	GLIPR2	3.65408936912623	1.90690811548219e-08	No	No
Q9H4M9	EHD1	2.00695281251912	3.05853543879688e-06	No	No
Q9H6A9	PCNX3	1.74964654997888	1.24058975870877e-06	No	No
Q9H6L2	TMEM231	2.01945457944954	1.45915618275072e-05	No	No
Q9H6X2	ANTXR1	2.30319832687144	3.40734236597685e-05	No	No
Q9H6X4	TMEM134	4.72222751210126	2.83358283714836e-08	No	No
Q9H706	GAREM1	1.70374302078122	0.0001686428520485	No	No
Q9H792	PEAK1	1.66472026061283	0.0002393395588612	No	No
Q9H7F0	ATP13A3	1.7071535946147	6.30396187818124e-07	No	No
Q9H7F4	TMEM185B	2.18864311028393	0.0073209305380365	No	No
Q9H7P6	MVB12B	1.93980537200024	5.88002746813439e-07	No	No
Q9H7P9	PLEKHG2	1.30553109346274	0.0002224407823708	No	No
Q9H8M5	CNNM2	1.77426654180045	2.59670297363244e-06	No	No
Q9H8M9	EVA1A	5.5575203408452	2.53732363992416e-10	No	No
Q9H902	REEP1	1.55301632460915	3.61499107649344e-05	No	No
Q9H9H4	VPS37B	2.08723295882952	6.05821375367785e-05	No	No
Q9H9H5	MAP6D1	5.96522647933357	1.3499526021407801e-09	No	No
Q9H9S5	FKRP	4.95541814268647	6.31508132669261e-06	No	No
Q9HAC8	UBTD1	2.18576761023082	3.45221390802595e-06	No	No
Q9HAD4	WDR41	1.38162209538644	4.784619841717e-05	No	No
Q9HAR2	ADGRL3	4.26734094584959	1.56348979313092e-08	No	No
Q9HAT8	PELI2	1.73615811993585	0.000475814159147	No	No
Q9HAU0	PLEKHA5	1.42270041391039	3.8430177001318e-06	No	No
Q9HAU4	SMURF2	1.82336690663567	4.20031585347344e-06	No	No
Q9HB09	BCL2L12	2.3016778829295	1.91132965429999e-06	No	No
Q9HB20	PLEKHA3	2.64349797469162	3.9460310215543e-07	No	No
Q9HB21	PLEKHA1	1.61667553875528	1.22014414035045e-05	No	No
Q9HB90	RRAGC	1.79782142612482	4.59150924128064e-07	No	No
Q9HBA0	TRPV4	1.60905100073284	6.02144269950807e-06	No	No
Q9HBM0	VEZT	1.5378288698793	1.34016166179874e-05	No	No
Q9HC56	PCDH9	2.69536500964368	2.0564554018397e-07	No	No
Q9HCC9	ZFYVE28	1.62271149603277	1.33227259484913e-05	No	No
Q9HCD6	TANC2	1.45958549305671	8.92946667445165e-05	No	No
Q9HCE7	SMURF1	3.91696707911959	1.14652676528808e-07	No	No
Q9HCH0	NCKAP5L	1.39139101507733	7.46259710055177e-06	No	No
Q9HCK4	ROBO2	3.36704504521676	1.61689296816528e-08	No	No
Q9HCL0	PCDH18	2.95995044259689	0.0069878475524872	No	No
Q9HCM2	PLXNA4	2.8573398279197	0.0002516333168914	No	No
Q9HCM3	KIAA1549	2.44165052678169	1.60061511478654e-07	No	No
Q9HCM4	EPB41L5	2.1370003560812	4.86274066433745e-07	No	No
Q9HCN3	PGAP6	2.21901911170597	2.7400219456603e-06	No	No
Q9HCU4	CELSR2	2.69433743470675	0.0001076545841657	No	No
Q9HD26	GOPC	1.42381730548837	5.31029892686897e-05	No	No
Q9HDC5	JPH1	2.29090400276178	2.600759812616e-06	No	No
Q9NNW5	WDR6	1.8667367144669	9.01903739302822e-07	No	No
Q9NP78	ABCB9	2.11293471783165	0.0026538892100791	No	No
Q9NP80	PNPLA8	1.50385513613313	7.83095537934557e-06	No	No
Q9NPF0	CD320	4.73242739829793	4.19520070303245e-07	No	No
Q9NPG1	FZD3	2.66525046262979	2.04931759145756e-05	No	No
Q9NPH3	IL1RAP	1.7205766414131	7.21619376028476e-05	No	No
Q9NPI0	TMEM138	2.84282337685178	3.09014795943024e-07	No	No
Q9NPR2	SEMA4B	3.08114686960362	8.77463019718341e-06	No	No
Q9NPR9	GPR108	4.2159278834261	0.0017820146589317	No	No
Q9NQ11	ATP13A2	1.46975314355097	4.74688593233534e-06	No	No
Q9NQ66	PLCB1	3.00742250966385	4.75174904417782e-07	No	No
Q9NQ84	GPRC5C	2.89288884545466	1.91923416128619e-08	No	No
Q9NQQ7	SLC35C2	1.91857990028083	0.0002392539976049	No	No
Q9NQS3	NECTIN3	3.23779288247357	2.13961818174914e-07	No	No
Q9NQX7	ITM2C	1.3903402275545	3.97282882348032e-06	No	No
Q9NR61	DLL4	4.80181697785245	4.37233052497648e-09	No	No
Q9NR82	KCNQ5	1.95031585197086	3.38174756973747e-05	No	No
Q9NRA0	SPHK2	2.29096958421408	6.01273531604263e-06	No	No
Q9NRF2	SH2B1	4.36905523981645	0.0028161568027565	No	No
Q9NRJ4	TULP4	2.27773662526302	0.0001430710917645	No	No
Q9NRM7	LATS2	1.51590406921148	0.0005868264466449	No	No
Q9NRX5	SERINC1	1.29700823077155	0.008452460551614	No	No
Q9NRY6	PLSCR3	3.64678550096899	1.13589510001775e-06	No	No
Q9NS62	THSD1	2.7503788566124	0.0032133591821341	No	No
Q9NS67	GPR27	3.51404636108232	0.0065621502808431	No	No
Q9NS93	TM7SF3	3.26468875783852	0.0097408713436327	No	No
Q9NT99	LRRC4B	3.77685959442301	1.11868639250148e-08	No	No
Q9NTN3	SLC35D1	1.43874121373529	0.0001212215010904	No	No
Q9NUB1	ACSS1	1.49489014576099	0.0030786190970719	No	No
Q9NUE0	ZDHHC18	3.14607687820087	5.13411024756074e-07	No	No
Q9NUM4	TMEM106B	2.01637516119714	2.43357177199002e-07	No	No
Q9NUP9	LIN7C	1.71908627322774	0.0001223385089557	No	No
Q9NV29	TMEM100	6.36146732088066	1.3115009677270499e-11	No	No
Q9NV58	RNF19A	3.57355287001246	6.57785849082764e-05	No	No
Q9NV92	NDFIP2	1.72675137787444	3.01553441471088e-05	No	No
Q9NV96	TMEM30A	1.81380666725883	1.7938036313709e-06	No	No
Q9NVA2	SEPTIN11	1.57875959137169	2.85034106165082e-05	No	No
Q9NVA4	TMEM184C	1.39880176763848	5.54917012730758e-05	No	No
Q9NW97	TMEM51	3.76199694280491	1.12443136461731e-07	No	No
Q9NWQ8	PAG1	2.79160454638793	0.0003114953955247	No	No
Q9NX94	WBP1L	4.78993445695946	2.42843339414087e-05	No	No
Q9NXD2	MTMR10	2.55787424520075	4.2733799248589e-05	No	No
Q9NXF8	ZDHHC7	3.36143832122829	3.21262595864366e-05	No	No
Q9NY35	CLDND1	1.81398521751153	0.0006016891586586	No	No
Q9NYA1	SPHK1	3.94802466748644	2.56403113800254e-08	No	No
Q9NYB9	ABI2	3.14843178746462	1.49384166409804e-07	No	No
Q9NYG2	ZDHHC3	3.09942303060794	2.32963461823218e-05	No	No
Q9NYI0	PSD3	2.20442838958143	6.16135130001062e-07	No	No
Q9NYM9	BET1L	2.23398945173744	2.39203016057416e-07	No	No
Q9NYQ6	CELSR1	1.37829390780976	0.0001719209059689	No	No
Q9NZ53	PODXL2	3.64403399288497	3.06360502950789e-06	No	No
Q9NZ56	FMN2	2.3309674103086	3.19943414904852e-06	No	No
Q9NZC7	WWOX	1.37435945561477	1.50519787870722e-05	No	No
Q9NZD8	SPG21	1.6007400454725	4.6318120266895e-05	No	No
Q9NZH0	GPRC5B	3.84763947360231	6.16481556631031e-08	No	No
Q9NZN3	EHD3	3.57122500585181	0.0002662171106739	No	No
Q9NZN4	EHD2	2.46966083904329	1.28334964798721e-06	No	No
Q9NZR2	LRP1B	2.08940948907604	3.59474957040042e-06	No	No
Q9NZU0	FLRT3	3.26245820741141	2.33207060152884e-06	No	No
Q9NZU1	FLRT1	3.46152786197134	1.36079163258939e-07	No	No
Q9NZW5	MPP6	2.26212498635934	5.37172135653126e-06	No	No
Q9P032	NDUFAF4	2.74547706749783	1.51856142807322e-06	No	No
Q9P0K1	ADAM22	2.23819135605479	0.0004074924644182	No	No
Q9P0K7	RAI14	1.33044170879191	0.000150182961411	No	No
Q9P0L2	MARK1	1.40912881086633	0.0001911725771496	No	No
Q9P0T7	TMEM9	2.30128092798379	0.0002543589972083	No	No
Q9P0V3	SH3BP4	1.66078048225453	1.32713374280921e-06	No	No
Q9P0V9	SEPTIN10	1.63162528785823	5.70279145489638e-06	No	No
Q9P1U1	ACTR3B	1.38775832070264	0.0097434216800274	No	No
Q9P203	BTBD7	1.31526565395003	1.93250966748916e-05	No	No
Q9P206	KIAA1522	2.80496028697995	5.70678734371248e-07	No	No
Q9P241	ATP10D	2.49803949227769	0.0006363078849477	No	No
Q9P244	LRFN1	1.6059133954098	0.0055602618002596	No	No
Q9P246	STIM2	1.43878720235711	8.48555716079059e-05	No	No
Q9P253	VPS18	1.45653679382725	6.63243838940436e-06	No	No
Q9P265	DIP2B	2.12677076860569	3.40190525336592e-07	No	No
Q9P273	TENM3	2.8359429541759	1.87919255421897e-06	No	No
Q9P286	PAK5	2.15227161338512	0.0016167591208216	No	No
Q9P2B2	PTGFRN	3.88633774877643	0.000322985112083	No	No
Q9P2E7	PCDH10	3.2799177320433	0.0027174812217301	No	No
Q9P2F5	STOX2	4.98329684545291	0.002307394117822	No	No
Q9P2F6	ARHGAP20	3.00994956321099	0.0010408046940335	No	No
Q9P2G1	ANKIB1	3.14905489878765	0.0001733082699113	No	No
Q9P2K1	CC2D2A	1.38926022746884	3.71855776857562e-05	No	No
Q9UBG0	MRC2	2.18082861185213	1.02525726518831e-06	No	No
Q9UBH6	XPR1	1.42008142004267	2.65298413060256e-05	No	No
Q9UBI4	STOML1	1.49772878108228	5.57813274890035e-05	No	No
Q9UBI6	GNG12	1.75658889995741	0.001762973521924	No	No
Q9UBP9	GULP1	1.67788222407767	1.31011666935381e-06	No	No
Q9UBS9	SUCO	1.51668634568792	2.37088002784776e-05	No	No
Q9UBT7	CTNNAL1	1.74659451449855	0.0002465784500763	No	No
Q9UET6	FTSJ1	1.9153777099787	1.4170028719002e-06	No	No
Q9UEU0	VTI1B	2.59996160496957	3.23051323400631e-07	No	No
Q9UEY8	ADD3	2.24121127409146	3.04499688554049e-06	No	No
Q9UF56	FBXL17	2.45178216312545	1.03645512229252e-05	No	No
Q9UGC6	RGS17	2.77052417583424	0.0010599660864336	No	No
Q9UGH3	SLC23A2	2.18119961535071	6.21974680765894e-07	No	No
Q9UHA4	LAMTOR3	3.00568602088921	7.77189338972841e-07	No	No
Q9UHE8	STEAP1	2.34185771136503	7.83787010148338e-07	No	No
Q9UHN6	CEMIP2	2.40732035434185	3.77258623155441e-06	No	No
Q9UHQ4	BCAP29	1.47527929917597	0.0021518239516975	No	No
Q9UHR4	BAIAP2L1	2.25604416609318	7.94769005561826e-08	No	No
Q9UHW9	SLC12A6	2.06073432565403	2.3253776972648e-05	No	No
Q9UIJ5	ZDHHC2	3.80134940442131	3.98400420005845e-07	No	No
Q9UIW2	PLXNA1	2.86398805922887	1.08875293758203e-07	No	No
Q9UIX4	KCNG1	1.35917553571227	0.0003590745449756	No	No
Q9UJ14	GGT7	1.47438713197199	1.47369929361211e-05	No	No
Q9UJF2	RASAL2	2.25630873255036	7.61748635677846e-07	No	No
Q9UJV3	MID2	1.68986259201557	0.0001389608998163	No	No
