Protein_Group	Genes	Protein_Names	Ctrl_Piezo1_KO_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_KO_YODA1+_Avg_Peptide_Count	Piezo1_KO_YODA1-_Avg_Peptide_Count	Piezo1_KO_YODA1+_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1+_Avg_Peptide_Count	Piezo1_OE_YODA1-_Avg_Peptide_Count	Piezo1_OE_YODA1+_Avg_Peptide_Count	Species	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR5_TR1	Intensity_Piezo1_KO_YODA1+_BR5_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR5_TR2	Intensity_Piezo1_KO_YODA1+_BR5_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR2	Intensity_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Piezo1_OE_YODA1+_BR4_TR2
Q8N9T8	KRI1	KRI1_HUMAN	30.125	31.375	31.3	31.4	28.625	29.0	30.375	30.5	HUMAN	89044920.0	110549590.0	117168150.0	170332380.0	91430010.0	131740984.0	127143070.0	127775896.0	151071820.0	167888300.0	140615970.0	139165780.0	148334400.0	193676020.0	149445800.0	198083980.0	182476460.0	216193060.0	97850430.0	129159790.0	113846424.0	172137020.0	106501790.0	162430270.0	104676000.0	116448300.0	86083384.0	164131550.0	99255580.0	132648184.0	124593150.0	122715080.0	110650720.0	143697220.0	103877070.0	174199280.0	148360640.0	197679340.0	128972060.0	154500030.0	142735940.0	136096700.0	159012200.0	153333060.0	138916860.0	135112210.0	152394110.0	181890960.0	143398500.0	188951870.0	172434960.0	204397980.0	113577740.0	134875840.0	124946350.0	165810740.0	112178360.0	155893420.0	111256780.0	123268456.0	100257260.0	112904470.0	105635950.0	137485200.0	117516910.0	128509240.0	124944840.0	144918100.0
Q8N9V3	WDSUB1	WSDU1_HUMAN	7.125	7.5	7.3	6.9	7.375	7.625	7.875	7.875	HUMAN	3791028.5	1384524.6	1483156.2	801082.2	655679.06	678754.0	802433.06	2791956.0	605912.9	707562.9	755220.2	615869.4	854158.1	961645.9	2132239.5	667957.75	822578.6	755354.1	3813823.2	1064257.5	2661427.0	799655.8	2976892.5	2527415.5	927425.5	3576881.0	2667026.0	4591709.5	1022574.56	3344194.8	862606.9	940251.25	3841252.8	1653483.5	4021969.8	595207.9	404264.0	1892249.9	2583049.8	2051606.0	637397.25	2005458.2	1512183.2	2104579.5	722743.1	1509584.4	599333.9	3304060.8	2251502.5	601866.75	780955.2	2115887.2	948353.0	3366942.8	996882.06	641773.4	954413.75	758281.8	667732.5	725366.25	2909887.2	2299920.8	2813241.5	812763.94	943424.25	2102746.5	4864838.0	2611269.2
Q8N9Z2	CCDC71L	CC71L_HUMAN	8.625	9.5	9.7	9.9	8.75	9.125	8.875	9.25	HUMAN	2542097.5	3562897.5	599525.7	3367384.2	3039332.5	5775424.0	1727088.8	3399045.8	3453433.8	6608311.5	6625179.0	6992081.0	5714489.0	6942076.0	4596197.0	6546946.0	7762541.0	7577895.0	1896569.5	4564521.0	3559916.5	5993814.5	2569968.5	4151482.5	3349788.5	3723990.0	3144245.2	3279835.5	3716656.5	4282366.0	3355741.5	4529309.5	4049222.5	5558098.0	2707871.0	5304004.5	1888683.0	3271781.0	3422988.8	4971393.0	3298537.8	2994998.2	5610526.0	4765391.0	6596855.5	5128366.5	5845664.0	5576663.5	4637219.0	5654882.0	4837936.0	6584594.0	1544177.2	4165618.5	4632051.0	3185256.0	2771394.8	5122331.0	3566553.5	2710706.0	3356244.8	4308391.5	3184117.2	4858333.5	3277789.0	2157245.0	3090405.0	4537175.5
Q8NA03	FSIP1	FSIP1_HUMAN	2.75	2.0	2.0	2.0	2.5	2.0	0.0	2.0	HUMAN		33180.434			116006.37									151861.88						165100.7	98923.65	51372.91		35434.332	386565.97					137751.11					113029.88				28584.582	38813.46	288826.1	13615.591			44844.008		29251.785	211828.4			79493.18		56196.18		201555.69											49881.33		
Q8NA19	L3MBTL4	LMBL4_HUMAN	4.25	4.75	4.9	4.8	4.25	3.7142857142857144	4.875	4.625	HUMAN	660102.5	978339.8	1328731.5	1695286.2	909667.1	1026214.8	871762.7	600755.9	1111576.9	772475.9	636134.2	1211861.8	1546375.6	2162039.5	425766.06	1738592.2	1455948.8	1391328.8	1313290.1	694480.0	180786.06	1281420.5	864102.8	1038778.44	1067061.1		676976.1	2677750.0	1027619.94	1425569.6	1436533.6	541482.25	1195574.1	1072048.8	270488.38	400350.8	1492241.2	1101267.2	606676.7	1188739.8	1555570.5	1129702.5	1124109.2	1084861.5	1154301.0	1078023.2	1473624.1	2174712.0	1212382.5	778428.3	737928.94	1906361.5	1066516.2	448766.6	760241.9	568643.8	336224.28	797781.4	913259.25	794437.5	1158201.5	920123.56	1183724.8	479921.0	1260522.2	1161014.5	1229544.0	851072.0
Q8NA29	MFSD2A	NLS1_HUMAN	5.875	7.0	6.3	6.4	7.125	7.125	6.5	7.25	HUMAN	5486653.5	5933831.5	3061715.8	5008751.0	8319816.5	9311201.0	8768938.0	7662880.0	6853543.0	8478268.0	5040280.0	5283817.5	3538636.2	6401729.0	5819498.0	8246123.0	6622776.5	8462731.0	10477742.0	8736733.0	8184289.5	8030769.5	8352752.5	8903146.0	9049363.0	6586744.5	5658996.0	13303785.0	6348904.5	9802166.0	11394310.0	8789056.0	11305540.0	8951908.0	5888067.5	11749985.0	4254358.0	6393251.5	11913843.0	11985567.0	9021867.0	8828226.0	6411510.5	6035908.0	5617540.0	5184154.5	4421675.5	7158791.5	5946883.0	7436554.5	6887714.5	8358091.5	10816862.0	9879528.0	9310848.0	9553032.0	10243905.0	9735793.0	8477496.0	7275939.5	4797863.5	7987498.0	6581506.0	9575642.0	11995842.0	7604197.0	11563188.0	8081927.0
Q8NA42	ZNF383	ZN383_HUMAN	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	HUMAN		13046.87				20143.328	18949.184		15463.361								10734.193			21480.61				19046.48													14666.883	16424.668		14199.395			14762.884		11739.555				22732.855					17757.652	15596.158				11847.676	13379.758					19224.363	17103.797		18295.586
Q8NA72	POC5	POC5_HUMAN	19.25	18.375	18.8	17.0	19.875	19.75	21.125	19.75	HUMAN	11448208.0	4049018.8	6658249.0	11361467.0	10770897.0	14268285.0	11668765.0	16919062.0	10741793.0	8347141.5	6879420.5	6387893.5	8493956.0	11354551.0	8205524.0	9959012.0	11609334.0	11665042.0	9802971.0	13737854.0	11498935.0	15252148.0	21919206.0	13787822.0	17596030.0	10869350.0	14153310.0	12857522.0	17869552.0	16499577.0	23420466.0	20234362.0	15676860.0	14196998.0	14307959.0	4551774.5	8058254.0	9332125.0	18213660.0	13719829.0	16060546.0	13904382.0	9574934.0	4570496.0	9914484.0	7167370.5	11471742.0	15554420.0	14422554.0	7390866.5	17906008.0	9286613.0	17700646.0	12406052.0	12277943.0	11707022.0	17081646.0	13000068.0	21281156.0	12732597.0	13862671.0	8417865.0	17197478.0	9190985.0	19341610.0	15677159.0	15115567.0	8596960.0
Q8NA82	MARCHF10	MARHA_HUMAN	2.8333333333333335	2.8333333333333335	3.1666666666666665	3.142857142857143	2.5	2.0	2.75	2.25	HUMAN	50557.168		22126.57	930561.25				1578937.2		37917.027			34046.82	26391.504	38581.4		38249.688	38842.613	27247.846									23682.729	7320.796	9994.364	20967.498	1375167.0			196042.97	42147.016	38339.723	54019.234	752750.4	10807.958	1141366.5	7828.6357	41155.88	1809935.9			42457.566	705932.6	15903.3	21571.49		1083395.0	1023684.9	41958.66			38691.82	21141.256	18093.87						16702.807	16381.154	133087.67	
Q8NAA5	LRRC75A	LR75A_HUMAN	3.2857142857142856	2.625	2.625	2.5714285714285716	2.6666666666666665	2.3333333333333335	2.6	2.5	HUMAN	621972.25	476451.97	352641.03	360444.53	470883.16	429169.84	216234.42	339088.44	662204.9	717996.2			184117.19	478577.16	590713.4	603290.6	711723.75	192336.34			478016.3			437844.06	132134.47	534818.1	424856.4	597942.2		548492.25			564412.6		831422.2	729134.44	463411.97	513513.94	783682.6	473998.94		442520.22	215502.55	501181.22			450136.94		671727.56	664371.7	730069.8	653952.06	108431.38							494131.47	456778.06	122921.484	403508.84	568255.56	477412.4	511761.7		405922.2
Q8NAC3	IL17RC	I17RC_HUMAN	2.5	2.0	2.25	2.3333333333333335	2.0	2.3333333333333335	2.3333333333333335	2.5	HUMAN			1858055.2		10679.213	381584.1	822579.56		488066.88			23061.89	41292.387	780763.9		1726374.9						21170.135			478567.34		821938.25	1880075.0					12029.113		1316226.1				2813166.5		2862478.8					354779.28			423108.1	2555360.5	22617.277	24139.25		672518.9		749404.94						1525471.2	348263.28					
Q8NAF0	ZNF579	ZN579_HUMAN	19.875	19.5	20.7	19.7	20.0	19.875	20.875	20.625	HUMAN	14840127.0	11989546.0	16074943.0	18555550.0	17589136.0	26143248.0	20527836.0	17909436.0	19480890.0	23629880.0	23274294.0	22970796.0	18880260.0	20916406.0	19375756.0	21152556.0	21888938.0	27023030.0	20008190.0	21932366.0	21837404.0	26309526.0	23190612.0	28968516.0	23397840.0	24854312.0	17711654.0	32873536.0	19304798.0	25031966.0	23950440.0	20439920.0	20679058.0	23452726.0	16949532.0	17967186.0	19122056.0	21270544.0	21929296.0	24792084.0	21410866.0	17298910.0	17644248.0	17684520.0	21229950.0	21493904.0	14732552.0	18574542.0	15237552.0	18694868.0	19545904.0	22800248.0	23125500.0	22903040.0	23852776.0	24665308.0	21649528.0	23152552.0	21992742.0	20344290.0	17987832.0	19003842.0	18489056.0	22962092.0	22744900.0	19408474.0	20259754.0	21542070.0
Q8NAN2	MIGA1	MIGA1_HUMAN	17.0	18.5	19.0	18.1	19.5	18.25	18.875	20.375	HUMAN	22404680.0	29726952.0	18070176.0	17281766.0	16303831.0	31477132.0	24656298.0	23370674.0	39830948.0	29028886.0	42868116.0	33225236.0	23374446.0	31179216.0	23126660.0	33401874.0	30801812.0	32370744.0	23318800.0	30448184.0	25465480.0	40172136.0	28801638.0	33569464.0	31927406.0	20391080.0	30607928.0	54792910.0	34650420.0	38644610.0	25637126.0	29453864.0	25171186.0	33525656.0	19659200.0	33877760.0	14875602.0	16931548.0	21602254.0	22883874.0	19719694.0	22758308.0	47169492.0	22047738.0	65181816.0	30920336.0	20216574.0	25400704.0	20449730.0	29675636.0	23208498.0	28124970.0	21074578.0	28232050.0	28005376.0	31970216.0	21668510.0	34283380.0	23523810.0	24015536.0	26720058.0	38982156.0	25886572.0	39106164.0	22605210.0	31370588.0	19923664.0	29569852.0
Q8NAP3	ZBTB38	ZBT38_HUMAN	41.75	48.125	41.2	43.1	40.25	47.75	38.75	50.625	HUMAN	28163554.0	64365996.0	64490796.0	101666050.0	35649724.0	76925120.0	27948090.0	74548360.0	38660492.0	51412864.0	57389930.0	39548852.0	39566176.0	34207900.0	26879218.0	36995476.0	49172604.0	73942920.0	42724012.0	54955820.0	33202980.0	104865980.0	24703602.0	99025330.0	43938200.0	45898148.0	35047050.0	160226080.0	33425496.0	137478100.0	29246076.0	84638856.0	20153532.0	86561470.0	29982720.0	75867850.0	68147940.0	106514700.0	44125680.0	75667060.0	49669296.0	75770270.0	53085730.0	22223172.0	30961618.0	51623348.0	36824124.0	54345890.0	26188888.0	34457776.0	24196508.0	53403000.0	56967440.0	52585780.0	26828566.0	99944890.0	53721630.0	65296452.0	28291644.0	61993680.0	48355336.0	109055000.0	46427884.0	152400300.0	44924236.0	84360870.0	35083840.0	89242170.0
Q8NAT1	POMGNT2	PMGT2_HUMAN	26.125	25.625	26.4	28.0	26.625	25.75	26.125	26.0	HUMAN	13240562.0	14432352.0	21664148.0	24533968.0	14678310.0	18866886.0	19602108.0	20128750.0	18318256.0	23075190.0	27057292.0	27739684.0	23396592.0	28695692.0	22467984.0	19784430.0	27301454.0	32292940.0	19719680.0	19679776.0	22124208.0	25803924.0	19562148.0	23265192.0	20190552.0	18851662.0	24994850.0	40021172.0	29430014.0	29069060.0	19355204.0	14744222.0	20923888.0	17057964.0	15633488.0	19509488.0	29080032.0	26086204.0	18791922.0	22172154.0	24002718.0	17622990.0	19721974.0	17695392.0	29640818.0	27400732.0	27111840.0	27721432.0	20726096.0	24780606.0	24908946.0	30177900.0	22360160.0	19120600.0	23245402.0	23953374.0	19392118.0	20813088.0	23505732.0	22254728.0	23456030.0	25878884.0	26020198.0	31443370.0	20356300.0	17805200.0	19633070.0	18761290.0
Q8NAV1	PRPF38A	PR38A_HUMAN	20.0	20.125	20.5	20.3	20.875	20.5	20.625	20.125	HUMAN	338144600.0	255389740.0	233613300.0	317023680.0	274363330.0	365042400.0	322086940.0	316037300.0	345607040.0	365046880.0	348233570.0	336275140.0	285925500.0	324771940.0	353800320.0	351007580.0	332280640.0	370891800.0	293118100.0	342880960.0	346601180.0	396871300.0	372846820.0	452813250.0	392539300.0	388535200.0	258221470.0	438061340.0	284969440.0	332939230.0	390294180.0	340719040.0	328325730.0	408923330.0	315108770.0	375882200.0	264582780.0	307509220.0	301559840.0	338710980.0	321936500.0	295780200.0	313924580.0	288453020.0	300734080.0	298259260.0	276900350.0	273878200.0	272487940.0	310038500.0	288313470.0	321389820.0	319191740.0	334493220.0	351473340.0	354722800.0	271076770.0	372616320.0	311469800.0	282386530.0	244177340.0	279525820.0	256328020.0	315720220.0	352620830.0	321238720.0	317021660.0	343285200.0
Q8NB14	USP38	UBP38_HUMAN	11.125	10.0	10.5	11.5	12.875	12.25	11.125	12.625	HUMAN	2627271.5	512424.06	1234656.1	2489116.8	442163.2	777981.3	1586894.2	2001086.2	1828333.8	4310503.5	2287652.8	1084210.5	1470964.6	4076207.2	3079469.5	3612501.0	4362134.0	3149805.0	6240087.5	3775777.0	3272399.5	2589417.0	1834358.0	619372.5	2644943.5	4954527.5	3360749.8	1648219.6	3168508.2	2238920.5	1005042.06	3350442.2	2843102.5	1101367.6	4475762.5	746752.56	3072607.0	2040646.0	1337680.5	1553897.1	1193412.5	359805.28	418116.84	2871452.5	488228.78	1996053.9	3002813.2	3098035.5	1044820.1	629850.06	2669823.0	2838184.5	3485226.5	6111226.0	3309134.2	3401749.8	2987911.0	1879200.2	3567514.0	2610621.5	960251.9	1962182.5	984925.25	4262827.0	2563484.0	5426145.0	3186235.5	4331172.0
Q8NB15	ZNF511	ZN511_HUMAN	3.25	3.0	2.7777777777777777	2.888888888888889	3.375	2.8333333333333335	2.7142857142857144	2.5	HUMAN	73385.82		34782.547	109689.82	62355.82	117983.586	108007.016	146734.0	50167.74	98909.51	117614.516	77227.94	146622.2	126370.016	92285.89	169824.16	123345.65	143262.28	137969.27	57899.723	22414.348	28438.59	168159.25	136626.94	137339.64	30617.719	104654.445	25920.576	123421.92	16560.248	112276.39	106458.234	137134.05	138656.0	92080.64	65715.484	98326.06	51894.06	57193.58	111652.586	102908.01	122709.836	141471.77	14532.535		12166.936	67125.01	88000.42	58719.46	71789.79	59431.07		118256.94	130487.79	15674.47		120604.125	107217.555	117381.77		13645.766	13434.209		108999.87	172337.94	93678.82	128133.33	44759.227
Q8NB16	MLKL	MLKL_HUMAN	22.875	22.5	22.3	21.7	23.25	22.125	22.125	22.5	HUMAN	13687283.0	5140233.0	7890224.5	19030522.0	9392152.0	10619398.0	14142497.0	12591638.0	10207259.0	10590271.0	20314574.0	13312071.0	10584900.0	19658534.0	13030211.0	10335833.0	14209136.0	10667705.0	16531598.0	19336076.0	16573860.0	13593259.0	20864988.0	14400041.0	16644546.0	16576045.0	14405421.0	21846256.0	12589675.0	18438620.0	15775193.0	15776120.0	18225308.0	12000437.0	15839170.0	8008564.0	9629277.0	10074847.0	12018463.0	10826419.0	13899974.0	14235252.0	9171053.0	8493965.0	17210224.0	12786881.0	12387993.0	14804932.0	12615477.0	11671006.0	12256008.0	9182208.0	15904254.0	17800840.0	13632555.0	11576724.0	25295336.0	10631501.0	17044026.0	16954520.0	15064966.0	16454225.0	12484865.0	17058306.0	15885765.0	16068083.0	16795198.0	11083456.0
Q8NB25	FAM184A	F184A_HUMAN	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	HUMAN							32806964.0	31839468.0								35453428.0				26177752.0					34472904.0	35225076.0					32220948.0							22108072.0						25956506.0			22175166.0			23749412.0					23829640.0				21365728.0					27452632.0	24931116.0			
Q8NB37	GATD1	GALD1_HUMAN	6.5	6.375	6.1	6.5	6.625	6.625	6.25	6.375	HUMAN	12007365.0	10443968.0	13617605.0	8440838.0	8636614.0	7404838.5	16395502.0	13828546.0	5400757.5	16581314.0	3836372.5	4896261.5	20252502.0	20736768.0	7130251.0	23861048.0	8846962.0	8668646.0	11498298.0	12830233.0	11938533.0	16456125.0	11162653.0	8166503.0	9981912.0	8280128.0	7749079.5	27968216.0	15963313.0	10846229.0	10260284.0	9222201.0	10532270.0	7453187.0	10586250.0	5336094.0	10625868.0	8933529.0	9155619.0	7045377.0	11073092.0	23615046.0	16435194.0	7779992.0	5455942.5	5084214.0	8507145.0	23157120.0	5939115.0	28500506.0	8771834.0	7908717.5	32256016.0	29971078.0	35836348.0	15309971.0	23445754.0	13504117.0	30896532.0	8998711.0	17895596.0	8625118.0	7299448.0	44574736.0	10667620.0	9550231.0	23720748.0	6804250.5
Q8NB46	ANKRD52	ANR52_HUMAN	44.875	41.375	42.9	42.4	47.375	45.0	46.75	44.875	HUMAN	60237144.0	21201304.0	33712350.0	28956972.0	30912182.0	33921856.0	46577450.0	47611800.0	42795480.0	46038180.0	36706090.0	24873452.0	35097100.0	48889212.0	34095296.0	32546956.0	52447030.0	47399630.0	62717604.0	66228380.0	61241980.0	44176256.0	64927132.0	37323630.0	55584500.0	36017264.0	47184244.0	56793668.0	51317416.0	50804196.0	50514184.0	46917624.0	67317380.0	39083970.0	62366270.0	33401224.0	41074892.0	30300714.0	39870544.0	28330598.0	49997490.0	43040684.0	40332910.0	43594824.0	36021444.0	27112524.0	28733292.0	36426050.0	30510444.0	31529120.0	48904588.0	41062740.0	70989560.0	59315650.0	60843984.0	42034410.0	71841736.0	34268024.0	51200652.0	43289612.0	45545680.0	44728972.0	47850580.0	47836704.0	73534210.0	36707010.0	57939450.0	37701580.0
Q8NB49	ATP11C	AT11C_HUMAN	35.125	35.0	36.3	36.0	33.75	34.0	32.875	33.875	HUMAN	74977120.0	88142616.0	70470920.0	95131880.0	53639500.0	81785820.0	89272970.0	85233750.0	126862810.0	145814720.0	89073680.0	87719050.0	106378400.0	124571176.0	102044810.0	127222540.0	120599630.0	146975090.0	72659130.0	91464130.0	84781784.0	113208390.0	79940590.0	98846850.0	79034340.0	78907640.0	82333550.0	133814750.0	101526700.0	110717340.0	76496696.0	76748580.0	72180700.0	82016536.0	76686744.0	102824450.0	95333040.0	95530080.0	70694210.0	84852950.0	93634240.0	88585890.0	119853896.0	128625610.0	89566770.0	86783820.0	112185976.0	114644350.0	104669630.0	124104340.0	106713560.0	121800660.0	74471990.0	80656360.0	82459690.0	91971710.0	75354640.0	90124720.0	73605110.0	80113850.0	78275416.0	83610940.0	82051530.0	97457630.0	68322750.0	76581020.0	66145380.0	78280080.0
Q8NB50	ZFP62	ZFP62_HUMAN	15.125	14.625	14.6	16.4	16.375	15.75	16.0	16.625	HUMAN	543815.9	786583.9	1263442.5	2566274.8	2650034.5	3321661.2	2311294.2	2281496.5	2674505.0	2837956.2	2734051.0	4104428.8	1823185.0	2735578.5	2219475.8	3220300.0	3863101.0	3761879.8	2017636.1	2304547.0	3473278.5	5008185.0	3215353.5	4936698.0	3432928.8	3242811.2	2774704.5	4662813.5	3092701.0	3728918.0	2104830.8	3601294.8	1996481.0	3180790.2	1935031.9	2448589.0	2224448.5	3090777.2	4434588.0	3252037.8	3307361.2	2311835.8	2861986.5	3213896.8	2436685.0	2679318.0	2441615.5	2016485.1	1977649.1	2714245.5	2176019.0	3456485.5	2962465.8	2076924.8	3382002.0	4595326.0	3916814.5	3672994.2	3118843.0	3318508.0	2266544.8	2780103.5	2965549.5	3434346.5	2026166.9	2038150.0	1647923.8	3927062.8
Q8NB59	SYT14	SYT14_HUMAN	0.0	2.0	2.6666666666666665	2.5	2.0	2.0	2.0	2.0	HUMAN										349249.53	1986332.5	1228948.8		331845.3												545428.94							8529.544	426528.16		482136.25							928421.06		1994551.6	1987143.5									755528.4									396164.78				
Q8NB78	KDM1B	KDM1B_HUMAN	32.375	30.875	34.3	34.3	34.625	32.625	34.375	34.125	HUMAN	22047888.0	23949568.0	29242688.0	35055172.0	27001440.0	38134892.0	33958990.0	33669372.0	33058590.0	36603332.0	42405970.0	42127930.0	37716884.0	38428916.0	38092588.0	44016876.0	42683960.0	46713732.0	31949136.0	36449484.0	34178756.0	39882428.0	31084760.0	39622220.0	35758892.0	33730308.0	29796764.0	49425790.0	31362204.0	38418150.0	34868810.0	32565712.0	34852376.0	32805068.0	24678908.0	32707980.0	31827334.0	35519760.0	30766532.0	35088868.0	37715020.0	30519584.0	34089404.0	33919456.0	39102824.0	38604820.0	36497956.0	33197284.0	35583636.0	43218004.0	36713704.0	37549360.0	34278028.0	32249058.0	36481104.0	39539296.0	32689628.0	37001870.0	33150442.0	26547044.0	30032926.0	32200940.0	29182898.0	35562444.0	33864156.0	32432810.0	31450140.0	30851808.0
Q8NB90	SPATA5	AFG2H_HUMAN	51.75	49.125	50.5	50.3	53.0	51.25	51.5	51.5	HUMAN	115362264.0	61380450.0	88502860.0	96978610.0	56443350.0	69127430.0	112068770.0	112589704.0	95161496.0	98356430.0	83395760.0	77794370.0	98175860.0	122334030.0	99831640.0	98531464.0	131503970.0	101929440.0	139463000.0	162993280.0	125901130.0	112153030.0	141185980.0	108819816.0	110722390.0	133298210.0	86985440.0	173536060.0	113724580.0	132120870.0	124155700.0	114143850.0	126023176.0	90782504.0	126872360.0	93225390.0	103695810.0	102180030.0	77945160.0	68135870.0	116502590.0	103377890.0	108083790.0	100901430.0	78756580.0	76948930.0	107708910.0	131307100.0	99706530.0	92299784.0	129627590.0	99591760.0	139524980.0	152099020.0	137885870.0	121158960.0	142819860.0	102006260.0	120171770.0	124478504.0	108252700.0	115383330.0	98953480.0	129185140.0	109535110.0	116197624.0	131008760.0	101505610.0
Q8NB91	FANCB	FANCB_HUMAN	18.25	17.75	19.4	18.9	19.5	20.75	19.0	19.75	HUMAN	3349512.8	2040548.0	4200938.5	4994016.0	4221376.0	8895000.0	10356207.0	5365470.5	6920922.5	10197908.0	4754414.5	3174645.8	5923746.0	6412854.0	5417760.5	9330283.0	6523577.0	6852739.5	5400944.0	11640501.0	5579118.0	7116813.0	5386063.0	10620981.0	10422681.0	4872321.0	4161808.8	5699922.0	4039282.0	4374281.0	6623297.5	5181206.0	5703894.0	10311637.0	2641847.0	3812910.5	6601680.5	5043645.5	7949293.5	4525531.0	10295120.0	3932955.5	8328136.0	6251117.5	4157759.5	3279373.0	9674125.0	10695945.0	8176540.5	6862447.0	5763976.0	6580336.5	5613454.0	8948641.0	5092269.5	7978647.5	4717057.5	6567359.5	9953912.0	9148999.0	4843269.5	3508052.5	3022078.2	5222237.0	10717383.0	10212815.0	5801272.5	12118541.0
