Protein_Group	Genes	Protein_Names	Ctrl_Piezo1_KO_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_KO_YODA1+_Avg_Peptide_Count	Piezo1_KO_YODA1-_Avg_Peptide_Count	Piezo1_KO_YODA1+_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1+_Avg_Peptide_Count	Piezo1_OE_YODA1-_Avg_Peptide_Count	Piezo1_OE_YODA1+_Avg_Peptide_Count	Species	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR5_TR1	Intensity_Piezo1_KO_YODA1+_BR5_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR5_TR2	Intensity_Piezo1_KO_YODA1+_BR5_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR2	Intensity_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Piezo1_OE_YODA1+_BR4_TR2
Q8N8R5	C2orf69	CB069_HUMAN	20.0	20.25	20.3	20.2	19.0	19.0	18.375	18.75	HUMAN	18643708.0	12359124.0	17380650.0	21085454.0	11068746.0	22661864.0	25101804.0	23618286.0	19852282.0	19864304.0	17024900.0	11485351.0	25808886.0	27483646.0	24322882.0	22363650.0	22962672.0	23551382.0	14456915.0	22626922.0	21707108.0	26127882.0	22648378.0	24289694.0	19437764.0	18784294.0	17365586.0	31456840.0	21712400.0	18756400.0	20751336.0	18942792.0	17259120.0	15261034.0	19664560.0	13843208.0	21309346.0	19957408.0	16997020.0	19023122.0	24789722.0	23363268.0	21437220.0	14846620.0	16734287.0	17205386.0	21943582.0	24401180.0	22359686.0	25964606.0	27403036.0	23031870.0	25743898.0	23579042.0	25666432.0	21763714.0	22426526.0	23375982.0	16469244.0	14934845.0	15558163.0	23669884.0	18602520.0	12850395.0	24545918.0	21537926.0	13239237.0	10825313.0
Q8N8R7	ARL14EP	AL14E_HUMAN	10.375	10.375	10.6	10.6	10.75	10.125	10.75	10.625	HUMAN	12987316.0	7324079.0	12230603.0	12083591.0	10836074.0	13695273.0	16474254.0	14786822.0	12061736.0	15786304.0	12453470.0	12084615.0	15323671.0	18333282.0	9573607.0	17422378.0	15793506.0	15260107.0	13824354.0	15931430.0	15783068.0	12301370.0	16821794.0	11781069.0	15843551.0	13143847.0	9849565.0	20948546.0	11500313.0	15116265.0	16705194.0	13203593.0	15752062.0	12315326.0	13662185.0	12169342.0	15543156.0	15136565.0	14733254.0	13927890.0	16491802.0	15708528.0	12321430.0	14175164.0	9942168.0	11821552.0	15470364.0	17397640.0	12067292.0	16286951.0	12302135.0	11824019.0	15641258.0	13522709.0	12734929.0	10576866.0	13864797.0	10436983.0	15176871.0	12761789.0	9690403.0	12210899.0	10382734.0	14461531.0	15288190.0	14436805.0	15744075.0	12094729.0
Q8N8S7	ENAH	ENAH_HUMAN	52.75	51.5	51.7	51.4	55.0	51.625	53.875	53.0	HUMAN	609715000.0	304472740.0	440725300.0	514331360.0	698188200.0	747689300.0	744818300.0	781143230.0	586975900.0	762137100.0	491786750.0	474870750.0	648349200.0	864330050.0	651780600.0	663675460.0	818329340.0	759289800.0	881424060.0	918910850.0	763841340.0	737421500.0	1002526700.0	756105000.0	838539260.0	880608000.0	421495520.0	764432000.0	491260030.0	630310850.0	948600000.0	787265500.0	976522500.0	810837950.0	611905900.0	462569380.0	498825660.0	501834000.0	820102140.0	739428540.0	738776100.0	736570800.0	506026800.0	630686700.0	434947600.0	404818530.0	625237800.0	762007700.0	578459200.0	595871700.0	720536400.0	642648300.0	961212100.0	892625200.0	791795400.0	681436100.0	891395840.0	671456400.0	805473340.0	771277950.0	444945100.0	496591700.0	488245570.0	632819900.0	859158140.0	792541440.0	904091140.0	752985860.0
Q8N8Y2	ATP6V0D2	VA0D2_HUMAN	3.0	0.0	2.25	2.2	2.3333333333333335	2.0	2.0	3.0	HUMAN							649666.7				607750.1				279215.72	390369.56		648652.25						993102.9			678906.25	1380588.2																		739621.8	650045.75			594213.0	682858.75	441088.62	875334.5	551946.1	668333.7	479676.97	899518.0	452051.1			337395.56		287949.5	759140.0	763827.9			530358.8
Q8N8Z6	DCBLD1	DCBD1_HUMAN	20.125	19.75	21.7	22.0	22.625	21.875	21.25	20.75	HUMAN	7679505.5	6411414.0	22282474.0	19169066.0	7861609.5	8844375.0	10088626.0	33065268.0	14934515.0	41576416.0	47025936.0	58076972.0	13332103.0	36434976.0	12330253.0	17210452.0	19101026.0	40395260.0	37375350.0	37955396.0	20509114.0	21835352.0	52090080.0	22426482.0	19002826.0	36321384.0	18263716.0	28229432.0	38233484.0	17979272.0	35178700.0	13900649.0	19292944.0	14734095.0	9029092.0	14467404.0	12146698.0	12745223.0	7920147.5	9644845.0	11489485.0	9974893.0	34190320.0	29104776.0	48451244.0	57994704.0	10580109.0	15282940.0	22040498.0	33222020.0	33416976.0	34265264.0	44007828.0	20336960.0	39993160.0	20807598.0	31973856.0	22469198.0	34599044.0	16820688.0	43245620.0	16396530.0	25420488.0	20903512.0	37669316.0	26046796.0	13181197.0	13970776.0
Q8N945	PRELID2	PRLD2_HUMAN	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	HUMAN					101580.57		178627.64			174450.28	97253.16	150765.53	144072.61	170682.89	218745.42	122311.59	226380.1	186093.66		171887.88			140033.12	116999.53	119632.766		81462.71	140750.73	101191.87		59578.652	93908.09					168655.78		117188.26		153193.5	123758.555		128661.555			176631.9							106539.94		186880.05	135526.06	93903.08				129912.586		150765.53		115494.58		
Q8N954	GPATCH11	GPT11_HUMAN	6.875	6.75	6.6	6.5	7.0	6.75	6.625	6.75	HUMAN	9553676.0	5162698.0	5060715.5	9001206.0	5244627.0	6790040.0	8585006.0	8858269.0	5377732.5	8457170.0	6687918.0	6812037.0	6503347.5	9620845.0	6761332.0	8366953.5	7664865.0	6874214.5	10808856.0	12741748.0	9000842.0	8019288.0	9921146.0	7562914.5	8703573.0	8909350.0	6990438.5	10750103.0	6293230.0	8601438.0	8292401.5	8808985.0	8778104.0	7762320.5	10088036.0	8522897.0	7824397.0	9101727.0	6801230.0	6070936.5	9651624.0	9821198.0	6062028.0	8495585.0	5896792.5	6853174.5	6454885.0	8530473.0	7180104.0	7601291.5	8328069.0	7227256.0	10418358.0	10144238.0	9057680.0	7566042.5	10050122.0	7929528.5	9240237.0	8960019.0	7228116.5	7526486.5	7115064.0	7919286.5	8622395.0	8199950.5	9697256.0	8215017.5
Q8N960	CEP120	CE120_HUMAN	15.0	16.5	15.8	16.5	18.625	20.0	17.0	19.75	HUMAN	1197844.0	2136417.8	2012927.6	692037.06	4752893.5	3638573.2	2977525.8	3210000.8	1849011.0	3113796.5	4089218.5	1180991.2	1485471.1	3121153.5	2083062.0	798795.25	1745146.1	2862085.5	3159711.2	5033708.0	2309130.0	2891219.0	5340357.5	5406360.0	1648866.0	2890297.2	3987887.5	7349960.0	1121840.4	5024797.5	2026736.4	4365182.5	3843601.8	5059706.5	630458.44	2410333.5	1435556.8	895235.06	4969662.5	4217873.0	1808018.4	4028784.0	1562294.0	3441621.5	2088041.6	3224573.5	1079145.1	777650.8	1970122.8	3500898.0	826388.94	2344971.0	3597225.0	2642211.5	1431937.9	3272228.8	1353165.2	2732389.0	940824.5	1452383.6	1054482.2	3528747.8	1278296.9	3665738.5	2188618.5	1274739.8	1442818.5	2617163.8
Q8N961	ABTB2	ABTB2_HUMAN	4.25	5.0	4.777777777777778	5.1	4.875	5.875	5.0	5.375	HUMAN	68511.66	42899.277	125938.19	407037.7	29013.074	71365.22	135802.34	747360.7	104825.45	131614.25	210334.06	469378.06		104266.44	531213.25	86933.53	107572.555	197729.72	383555.03	827458.2	99740.54	443110.12	180456.34	440004.22	131223.03	903180.6	333955.8	871543.94	101478.3	883977.2	463076.12	360989.06	114522.77	148834.4	237469.6	216808.58	151903.88	150852.31	35934.12	80126.39	103835.5	271082.34	214213.02	45835.555	469262.97	370167.88	79992.695	85461.86	131305.19	84796.18	113947.51	106192.59	270026.0	270923.0	74724.05	78416.22	63201.5	92127.516	128275.35	224911.9	45764.227	237283.88	289857.62	618854.75	49840.348	129611.53	56140.8	107557.695
Q8N972	ZNF709	ZN709_HUMAN	3.7142857142857144	3.75	3.6	4.0	3.4285714285714284	3.25	3.2	2.5	HUMAN	413732.53	536623.8	465041.6	642858.4	786189.56	842817.06	749148.6	805334.7	773181.9	923223.5	718484.9	156410.89	654896.1	729963.9	800036.1	616519.0	935835.94	720978.8	517151.5	450138.9	781624.6	590020.44	634802.8	522477.12	429372.94	663963.75	678291.8			175990.55	616551.1	805351.5	756252.6	641986.56		516128.47	341274.22	484593.6	458235.38	598914.2	266439.22	521942.53	575598.56	560189.3	540045.2		562633.2	599341.3	771464.56	815450.2	872665.2	685401.75	703056.6	382056.72	702881.3	650004.56		573724.0	493936.88	501528.88		376000.84			160027.27	422339.28	730016.0	452601.5
Q8N983	MRPL43	RM43_HUMAN	17.25	17.5	18.2	18.6	18.375	18.5	17.375	17.75	HUMAN	158313820.0	121644370.0	196386030.0	229923630.0	172228260.0	221254370.0	220780030.0	215423360.0	192976560.0	212481520.0	237766940.0	223574800.0	243009250.0	269266880.0	222773540.0	271279700.0	234889820.0	289692740.0	170350340.0	199892420.0	188824320.0	251318290.0	184057580.0	252922580.0	201693650.0	200005060.0	153004980.0	301353540.0	162601860.0	212415260.0	196681730.0	168304900.0	163408180.0	175657780.0	148562720.0	189111310.0	201321250.0	225031220.0	187287100.0	213292290.0	202898780.0	190275440.0	173390860.0	172902420.0	199375500.0	192046050.0	210521580.0	235104030.0	183214080.0	234734750.0	210988180.0	246064380.0	190851980.0	197880260.0	198004260.0	234584300.0	178625330.0	222186800.0	172924690.0	183625300.0	173673260.0	190222610.0	162310480.0	208328240.0	179626300.0	163668600.0	149970690.0	160880700.0
Q8N988	ZNF557	ZN557_HUMAN	8.375	8.875	8.7	8.8	7.75	8.75	9.25	8.5	HUMAN	293590.75	2401494.0	948420.8	1869123.2	2040538.1	5146683.5	2550305.0	2337717.5	1372862.9	2241444.0	3053877.5	2988512.2	1364477.0	2653162.5	2719518.0	4382694.0	2422290.5	3159476.0	2054236.0	1727581.8	3290862.5	2165059.5	2065220.2	2980044.8	3043969.2	3444675.5	4077717.8	2173904.8	3808805.0	2857856.0	4104533.0	1653580.8	3414345.0	1844850.0	1410362.8	1723128.5	1835263.5	2298073.2	3450692.0	2561697.2	4379170.5	1963078.5	1743210.4	1622339.2	3178251.8	2323177.8	2809564.5	1807182.5	1972337.8	1656484.8	2006062.5	2566646.5	1884768.8	1461659.8	1082664.1	2060457.5	2271476.0	2365444.0	1871645.5	1778737.6	3900968.5	1433262.0	3623818.5	3285280.5	2149874.2	2259618.5	1988502.4	1827782.1
Q8N999	C12orf29	CL029_HUMAN	6.5	6.5	6.6	6.0	6.375	6.875	7.25	6.5	HUMAN	47833564.0	19473440.0	16633003.0	8952518.0	16583298.0	11996360.0	20263874.0	25407062.0	21689914.0	17640570.0	21827980.0	3179861.0	15839208.0	58556740.0	21850940.0	17650164.0	23771060.0	19963348.0	49949764.0	48994864.0	45017944.0	38213364.0	55775390.0	49725788.0	28603000.0	26149972.0	54047970.0	33769840.0	18901048.0	29491350.0	75582090.0	28014802.0	24637590.0	51231310.0	57280616.0	15581217.0	16642510.0	25122878.0	12554995.0	14531174.0	50773716.0	29973322.0	21044328.0	15575399.0	22824494.0	3429928.2	15831285.0	23222078.0	14137253.0	12919286.0	54115030.0	19337436.0	34425080.0	54803756.0	25763688.0	24640602.0	44401956.0	18707692.0	24865320.0	26692516.0	19714236.0	18988714.0	22627514.0	31460428.0	23653946.0	38802150.0	48104124.0	14929106.0
Q8N9A8	CNEP1R1	NEPR1_HUMAN	4.75	4.75	4.6	4.2	4.25	4.25	4.5	4.375	HUMAN	4712796.0	3553653.5	6516655.0	6529893.0	4817161.0	7310379.0	7565686.0	5348809.5	6943389.5	8064194.0	9501094.0	7671396.0	6503744.5	6677039.0	6910455.0	8662696.0	7469182.0	9196262.0	4198153.5	6822911.0	5657115.0	6722674.0	6424134.0	8645984.0	6559192.5	8153680.5	5792221.0	11641934.0	4411644.0	7948582.0	7987719.0	5233533.5	3874292.0	5396042.5	4454125.0	4892078.0	7471608.0	7733931.5	5736206.0	7260094.0	5305689.0	6470395.0	7226056.5	5968312.0	6112910.0	5222784.5	5548074.0	5660506.0	5224051.0	7545714.5	6796905.0	8744938.0	7102632.0	7442682.0	6462062.5	7951859.0	5942509.5	8455341.0	5921254.0	6434753.0	5963207.0	5555600.0	6172863.0	8478050.0	5772031.0	4691408.0	4990262.0	4997741.5
Q8N9B5	JMY	JMY_HUMAN	17.25	16.875	16.0	16.1	16.375	16.125	14.875	15.0	HUMAN	4644097.5	3501517.8	2802436.2	4032668.0	5119086.0	5343001.0	4249106.5	5170855.5	2268541.2	2883215.2	2887963.8	1671847.6	7938246.5	10766190.0	5488074.5	4461911.5	4834329.5	4646495.0	3592411.5	4114071.5	5987564.0	4462035.0	4993584.0	2819772.2	2857383.2	4422613.0	1702064.8	5061793.5	3876695.0	2767133.5	2511377.2	2954745.0	3586726.8	1749547.4	4333843.5	4878280.0	3837591.8	5634890.0	3819601.5	3487744.8	5483752.5	4778673.5	3187997.2	2990411.2	3127803.2	1058231.8	5076325.5	5073592.5	2997018.0	2490544.8	3928430.8	4575837.5	2804093.0	4411301.5	3383641.0	2806692.2	3092545.0	2907077.5	1278931.2	3008670.5	1679336.1	2031190.6	4881923.0	3134299.2	3217291.5	3503712.2	2379032.8	1778149.8
Q8N9E0	FAM133A	F133A_HUMAN	0.0	0.0	2.3333333333333335	2.6666666666666665	0.0	0.0	0.0	2.0	HUMAN													1865526.5	1627232.2	920429.56	1418487.4	831704.5	943584.4																													1757000.1	1671827.6	816162.44	1328664.5	759331.8	1269759.8																351868.88
Q8N9F0	NAT8L	NAT8L_HUMAN	5.5	4.75	5.5	5.3	2.8333333333333335	2.857142857142857	3.4285714285714284	3.25	HUMAN		87580.52	388497.34	1320647.9	87224.78	243311.08	89627.89	357947.4	288942.2	291772.5	252926.22	420874.28	507216.28	817341.5	574777.06	1418978.5	452853.84	479558.0	64248.06		106311.86	182224.56	146369.55	125033.83	208687.06	222352.66	164703.67	96487.266	127449.914	293394.44	139574.9	170335.45	1173411.8	171558.69		75678.75	540020.44	648302.44	250673.77	255138.0	292936.47	285472.72	240780.33	153278.66	201478.34	265086.25	579257.75	633795.5	411140.03	1354008.1	398758.1	604743.3	168779.56	146917.97		238834.89	220514.6	228146.81		67561.734	775514.25	292444.94	185700.56	197622.27		280961.3	41540.594	101533.266
Q8N9F7	GDPD1	GDPD1_HUMAN	15.375	15.875	14.7	15.6	15.75	16.0	14.375	15.0	HUMAN	9242321.0	7999982.0	11809044.0	16208020.0	6190916.5	10943610.0	9354424.0	10447142.0	11381846.0	12853180.0	8708125.0	9406246.0	12269168.0	11320254.0	9344778.0	9948956.0	12130214.0	13609867.0	9933629.0	11729896.0	9490778.0	12921544.0	9712256.0	12124624.0	9188298.0	10315143.0	7804819.5	12630870.0	8488394.0	9717801.0	9297766.0	8921660.0	10621356.0	11962034.0	8276241.5	12740876.0	14748359.0	16746308.0	8986348.0	10419878.0	11075856.0	10848500.0	11297784.0	10316025.0	8396572.0	8419726.0	10932439.0	11418360.0	8778907.0	10991620.0	11448243.0	15142874.0	10580083.0	10350183.0	10714478.0	13030999.0	10022668.0	11855974.0	8399954.0	10038108.0	6333685.0	9272664.0	8484476.0	9181714.0	9829600.0	9617302.0	8978408.0	10892810.0
Q8N9I9	DTX3	DTX3_HUMAN	3.875	3.75	3.7	3.8	4.0	4.0	3.875	3.5	HUMAN	5630600.0	11902044.0	2118475.2	3361405.5	3304707.2	3908263.8	26642236.0	4669293.5	5841959.0	5875713.5	4059439.0	514942.03	3907455.5	24559702.0	4843640.0	4903233.5	5931418.5	5656328.0	6434447.0	20458892.0	21591310.0	4484872.5	5610784.5	2625995.5	4581222.5	6619863.5	3101803.0	4766273.0	743772.2	3402274.2	7620308.0	4141968.5	6843808.5	4696029.0	13163807.0	3417126.8	5993529.0	2750011.2	3935919.5	3563804.8	4636476.5	3945342.2	4804284.0	4904282.0	2611688.5	12463845.0	3724621.0	3849868.8	3672952.8	2856098.2	4369966.5	2959192.5	5908835.5	4976363.0	5375218.5	6405245.0	5311461.0	4007621.0	4124650.0	11297561.0	3685263.8	3204369.8	3292922.5	4917450.0	13148999.0	4187068.5	5036845.0	2970892.2
Q8N9M1	C19orf47	CS047_HUMAN	16.75	16.75	16.9	17.4	15.625	17.0	17.0	17.125	HUMAN	20479498.0	23238038.0	23002664.0	27973722.0	19785466.0	24760824.0	26791948.0	25645496.0	28362520.0	34206984.0	25442816.0	25884302.0	30446608.0	32496620.0	28223550.0	37682200.0	31737140.0	36266850.0	25414154.0	29114528.0	26021458.0	30110580.0	28037482.0	31555776.0	24063204.0	27985282.0	22959616.0	32635962.0	25011088.0	28933550.0	24725588.0	23919014.0	28994390.0	29356060.0	21200152.0	34259732.0	24654606.0	29468900.0	24529180.0	27866978.0	28642068.0	22248468.0	28763712.0	31092380.0	22907984.0	25124496.0	29786882.0	30515694.0	29111386.0	33928600.0	31558962.0	31445320.0	27191040.0	25419728.0	26760266.0	32571652.0	22999900.0	34651868.0	23263476.0	22649634.0	22210564.0	24696342.0	22396328.0	27469410.0	25414806.0	24742864.0	25444438.0	26274798.0
Q8N9M5	TMEM102	TM102_HUMAN	10.75	10.0	9.6	8.7	11.125	10.75	10.875	9.125	HUMAN	1387495.1	593566.5	465733.6	1000124.06	232963.5	833902.56	1448949.1	1677702.4	1120979.5	1367944.5	118199.62	70697.97	1483078.4	1217854.5	980065.0	1146976.0	1637589.1	1249651.8	2003447.9	1456525.9	669041.44	1269469.2	2364181.2	1292652.9	1298787.8	1267383.8	935312.25	1471083.8	1273769.8	900402.06	2212381.5	1472398.4	2276566.0	1028119.5	1714161.5	1041829.7	1359881.1	1460081.6	1321126.1	1471836.9	1693832.6	1468670.9	1157089.8	1264175.8	342162.44	65943.3	1140192.0	1221876.2	1154412.0	984557.06	1322598.1	1076133.5	1640464.0	1338783.4	1772746.0	1275522.6	1603051.2	1059188.1	1294435.6	1167658.2	1107025.5	1018608.2	860259.94	260660.1	1747389.5	718876.94	1736261.1	983515.75
Q8N9N2	ASCC1	ASCC1_HUMAN	16.75	17.125	16.6	16.5	17.375	16.5	17.0	16.625	HUMAN	30530404.0	22851508.0	32097940.0	34951604.0	28282186.0	30185756.0	45028844.0	40965240.0	30113722.0	36921504.0	29271946.0	29424160.0	45785890.0	49176984.0	38782570.0	33860536.0	49166836.0	42286710.0	50718692.0	51993108.0	43129932.0	45735424.0	52299228.0	38611172.0	45725384.0	42380770.0	31856838.0	64643532.0	38223744.0	60772576.0	47512024.0	44584436.0	43573360.0	35843690.0	38288136.0	31803952.0	44080796.0	41431696.0	32367748.0	33297000.0	50433624.0	44099570.0	30856652.0	31137332.0	35929736.0	30362330.0	52435344.0	54321010.0	36850620.0	34279336.0	43548240.0	38985470.0	55311216.0	49870176.0	51203470.0	43386844.0	53554036.0	43304120.0	48195696.0	44503450.0	36740452.0	49432816.0	37546330.0	49560812.0	52122396.0	40303692.0	48562430.0	41370876.0
Q8N9N5	BANP	BANP_HUMAN	14.75	15.25	14.6	14.6	14.25	15.25	14.5	14.5	HUMAN	19613718.0	19235308.0	20689488.0	24435146.0	16525017.0	27276118.0	22526312.0	23734994.0	25686654.0	30249870.0	25823548.0	23320168.0	22492026.0	25825256.0	21362342.0	30326362.0	30536948.0	34335348.0	23535536.0	28413460.0	21397774.0	32232416.0	27374698.0	29783762.0	23018492.0	25634188.0	23788642.0	33275162.0	26765730.0	22858558.0	27716346.0	27298006.0	28078564.0	26790470.0	22287066.0	29441532.0	23046098.0	30772796.0	24003916.0	28053692.0	25025870.0	25172842.0	24826950.0	27092078.0	26182124.0	25450906.0	23308346.0	19061256.0	22354974.0	27778658.0	28961664.0	26987316.0	21987102.0	27789932.0	25553202.0	29067380.0	22091604.0	33914850.0	23217620.0	22244184.0	23833304.0	24806908.0	23161194.0	19773146.0	28256112.0	23825428.0	20098484.0	22999848.0
Q8N9N7	LRRC57	LRC57_HUMAN	14.5	14.75	13.7	13.3	15.125	15.125	14.5	14.0	HUMAN	29575866.0	17610628.0	11997407.0	14859390.0	21773496.0	23331640.0	28126144.0	25624162.0	21816814.0	26873386.0	24218424.0	21483808.0	16819438.0	18661364.0	18443992.0	17691688.0	23270702.0	21130122.0	26912246.0	29817284.0	25495718.0	25788278.0	31942218.0	30220856.0	29404662.0	28767602.0	20486116.0	31507588.0	22276836.0	26243690.0	32214626.0	26587638.0	35951744.0	27871378.0	27475710.0	25411904.0	10014750.0	13788497.0	23601300.0	21363000.0	24190630.0	22320924.0	18450020.0	12899894.0	19108444.0	17987300.0	15603644.0	17118420.0	14783966.0	14391765.0	19975230.0	18139582.0	29543762.0	27462248.0	24706604.0	23281948.0	26341252.0	23139466.0	24614524.0	25175296.0	19902138.0	21966076.0	22693430.0	25379630.0	26050856.0	24134678.0	28352258.0	20925896.0
Q8N9N8	EIF1AD	EIF1A_HUMAN	8.0	8.0	8.1	7.9	8.25	8.25	8.375	8.25	HUMAN	18194728.0	6359957.5	6854781.0	11040476.0	5657427.5	8775540.0	12548928.0	14911661.0	9069649.0	11991542.0	8892534.0	7565917.5	11301760.0	17923058.0	9879369.0	7657718.0	10729408.0	11325748.0	17919864.0	20118832.0	17531038.0	17141216.0	21452928.0	13019367.0	15979393.0	16894328.0	10280620.0	19417190.0	11151773.0	15332929.0	18599000.0	19021866.0	19638948.0	13041798.0	20536744.0	10149189.0	8776218.0	13012389.0	9009510.0	8622674.0	14808840.0	16306827.0	10576355.0	11018558.0	9468965.0	6727918.0	10797921.0	13482129.0	7644598.0	8241809.0	11944649.0	9530860.0	21438674.0	21755278.0	19269540.0	16944922.0	22859502.0	12877719.0	13580996.0	17027432.0	13403519.0	12837658.0	11547603.0	15049798.0	19572230.0	18662916.0	22145380.0	14436668.0
Q8N9Q2	SREK1IP1	SR1IP_HUMAN	3.0	3.0	3.0	3.1	3.125	3.0	3.125	3.125	HUMAN	7900388.5	5547511.0	5903671.0	7896463.0	6581369.0	8647112.0	7857327.0	8911006.0	6687337.0	11113038.0	8465326.0	8159528.0	6702879.5	8637126.0	7089084.5	8498282.0	8969526.0	8194060.5	8722276.0	8832544.0	9628938.0	10508802.0	8110310.0	9282683.0	8584579.0	9119468.0	5954377.0	13806312.0	9652161.0	10777687.0	8639584.0	10692541.0	9352254.0	7733047.5	9322936.0	7945273.0	6707784.0	8611850.0	8462031.0	9230220.0	9882014.0	9067724.0	7915337.5	8820487.0	9135937.0	8566214.0	7048072.0	7019731.0	5916924.0	9936320.0	8655268.0	12518109.0	9712024.0	9379322.0	13031603.0	10782295.0	9690886.0	10326032.0	9140966.0	10433178.0	7066553.5	9578790.0	6762282.0	12042014.0	9704196.0	10703488.0	9033272.0	11649698.0
Q8N9R8	SCAI	SCAI_HUMAN	33.25	34.5	32.6	31.7	31.125	32.25	31.5	32.25	HUMAN	15214359.0	10344129.0	13073253.0	18734806.0	11855539.0	16512302.0	17140768.0	16570009.0	10589895.0	12690923.0	14527806.0	9211141.0	16831498.0	13575962.0	16402422.0	13161306.0	12893708.0	13297216.0	15622621.0	17426866.0	17551700.0	12852515.0	15872392.0	13391310.0	14943694.0	11059381.0	18118440.0	25849352.0	15945198.0	21226454.0	20351068.0	16549796.0	9887173.0	15167501.0	16649443.0	10938000.0	11772882.0	16033845.0	15936768.0	14080345.0	16205137.0	16678057.0	16367136.0	8973298.0	8942148.0	9404822.0	11290944.0	19189096.0	10544981.0	15017876.0	17166180.0	16964286.0	14499390.0	14629383.0	14439748.0	15890588.0	11440860.0	17140910.0	10231711.0	10437771.0	11726992.0	15067535.0	17311196.0	16350020.0	11082219.0	9808995.0	9075489.0	13872710.0
