,parent,parentTerm,term,ES,NES,fdr,Gene %,Genes,description
142,GO:0051094,positive regulation of developmental process,GO:0051094,0.3560933838295548,1.2096737787357248,0.763687163052903,16.75%,FST;APOE;BNIP3;BICRAL;KDR;NCOA1;CEBPB;PLD6;VEGFA;COBL;SLC6A6;WNT5A;MIEF2;BMP1;FBXO5;SIRT1;AGO2;ING2;B4GALT5;NCOA3;DDHD1;GJA1;ING1;PAXIP1;KRT10;SINHCAF;XBP1;ACVR1;SMURF2;AGR2;BRMS1L;RALA;DPF1,GO_Biological_Process_2023__Positive Regulation Of Developmental Process (GO:0051094)
143,GO:0007616,long-term memory,GO:0007616,0.5939346983479288,1.206037721608339,0.7655661412567548,5.20%,SGK1;LDLR,GO_Biological_Process_2023__Long-Term Memory (GO:0007616)
144,GO:0032786,"positive regulation of DNA-templated transcription, elongation",GO:0032786,0.4158051511912999,1.2035550412117897,0.7660037973643712,36.76%,PWWP2B;MED7;ELL2;ERCC6;MED14;MED19;ELL;CDK9;PWWP2A;MED8;MED6;CDK12;MED30;CCNT2;MED11;LEO1;MED16;CCNK;CDC73;TCERG1;MED23;SCAF8;MED17;MED21;MED4;CDK13;MED18;EAPP;SUPT5H;MED1;SUPT6H;DDX39B;CCNT1,"GO_Biological_Process_2023__Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)"
145,GO:0051291,protein heterooligomerization,GO:0051291,0.5364574847095003,1.200506092330148,0.7665136812943228,23.49%,ZNF777;PKD1;TMEM120A;KRT10;PKD2;ZNF746,GO_Biological_Process_2023__Protein Heterooligomerization (GO:0051291)
146,GO:0009746,response to hexose,GO:0009746,0.5409652668719801,1.2186267672052062,0.766765417841202,11.91%,APOA2;IRS2;SELENOS;TCF7L2;SELENOT,GO_Biological_Process_2023__Response To Hexose (GO:0009746)
147,GO:0007064,mitotic sister chromatid cohesion,GO:0007064,0.5001712879111511,1.1949927638043158,0.7668487711027706,13.57%,NPC1;SGO1;DSCC1;CDCA5,GO_Biological_Process_2023__Mitotic Sister Chromatid Cohesion (GO:0007064)
148,GO:0001889,liver development,GO:0001889,0.5012718992219823,1.2013650800142723,0.7674386968423272,5.97%,E2F7;CEBPB;PCSK9;COBL;PROX1,GO_Biological_Process_2023__Liver Development (GO:0001889)
149,GO:0043112,receptor metabolic process,GO:0043112,0.5297639393079564,1.1908748110678178,0.7741811252574069,13.76%,SNX25;LMTK2;EHD3;PLEKHA3;SMURF1,GO_Biological_Process_2023__Receptor Metabolic Process (GO:0043112)
150,GO:1902116,negative regulation of organelle assembly,GO:1902116,-0.676330938859817,-1.7684606758593997,0.774265514244666,1.94%,MDM1;EVI5L;KIF24;MPHOSPH9;FEZ1,GO_Biological_Process_2023__Negative Regulation Of Organelle Assembly (GO:1902116)
151,GO:0030194,positive regulation of blood coagulation,GO:0030194,-0.716883271217256,-1.6582086292279676,0.7759149067548756,4.03%,NRG1;CNTN1;EMILIN2;SERPINF2;PLG;VTN;THBS1,GO_Biological_Process_2023__Positive Regulation Of Blood Coagulation (GO:0030194)
152,GO:0008156,negative regulation of DNA replication,GO:0008156,0.5481514710896849,1.1879323589098607,0.7761262481108512,29.31%,TSPYL2;GMNN;CDC6;S100A11;SLFN11;WAPL;PDS5A;RAD17,GO_Biological_Process_2023__Negative Regulation Of DNA Replication (GO:0008156)
153,GO:0006836,neurotransmitter transport,GO:0006836,0.5176594766192608,1.187951162601338,0.7778842799618804,14.75%,SLC38A2;SYT1;SLC1A1;SNAP25;SLC38A1;STXBP3;STXBP1,GO_Biological_Process_2023__Neurotransmitter Transport (GO:0006836)
154,GO:0006308,DNA catabolic process,GO:0006308,0.5371530667355544,1.1882825224020943,0.7786149782472298,6.66%,DICER1;ISG20;FOXL2,GO_Biological_Process_2023__DNA Catabolic Process (GO:0006308)
155,GO:0046822,regulation of nucleocytoplasmic transport,GO:0046822,0.5618113228946313,1.1679450240176878,0.7816729384389172,29.04%,UHMK1;SIRT7;PTPN14;GSK3B;TMEM53,GO_Biological_Process_2023__Regulation Of Nucleocytoplasmic Transport (GO:0046822)
156,GO:0006473,protein acetylation,GO:0006473,0.4698146015306349,1.169667208751895,0.7832546917377682,15.30%,SPHK1;NAA35;SIRT1;DSCC1;CLOCK;KAT5,GO_Biological_Process_2023__Protein Acetylation (GO:0006473)
157,GO:0051092,positive regulation of NF-kappaB transcription factor activity,GO:0051092,0.373000083741921,1.1667065656712885,0.7837655196481405,5.49%,ROR1;IRAK2;TLR4;S100A8;TRIM14;LTF;S100A9;TRAF1;TRIM62;SPHK1;LGALS9;WNT5A,GO_Biological_Process_2023__Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)
158,GO:0048278,vesicle docking,GO:0048278,0.5151138895320023,1.1566813588331029,0.7857466078371884,38.37%,STX3;STX1A;USO1;STX7;STX4;STX8;STX5;STX2;STX17;CLN3,GO_Biological_Process_2023__Vesicle Docking (GO:0048278)
159,GO:0060627,regulation of vesicle-mediated transport,GO:0060627,0.3818391142871115,1.1526975798375585,0.7878342887587861,18.95%,RAB26;SPHK1;RAB33B;SYT1;SEPTIN4;RAB11A;TPCN2;RAB3D;STON1;RAB3B;CDH13;PTPN1;RALA;RAB8A;USP7;ZFYVE16;ATP9A,GO_Biological_Process_2023__Regulation Of Vesicle-Mediated Transport (GO:0060627)
160,GO:0035088,establishment or maintenance of apical/basal cell polarity,GO:0035088,0.5090633975879807,1.148930617527345,0.7907830898501068,7.69%,DLG3;PARD6A,GO_Biological_Process_2023__Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088)
161,GO:0005979,regulation of glycogen biosynthetic process,GO:0005979,0.5023406328674045,1.1367671637085102,0.8044952966881569,7.09%,IRS2;DYRK2;SELENOS;SORBS1,GO_Biological_Process_2023__Regulation Of Glycogen Biosynthetic Process (GO:0005979)
162,GO:0051241,negative regulation of multicellular organismal process,GO:0051241,0.3428138347268614,1.1368117155060515,0.8059578921309627,8.91%,GATA3;ADM;SPRY2;APOC3;APOA2;TLR4;NKX3-1;STC1;RAB11FIP3;SPRED2;SPRED1;EVL;GDF15;HMGCR;WWC3;FOXA1;TFE3;ATP2B1;IFNGR1;MEF2C;TIMP1;KLF7;LRPAP1;ATP2B4,GO_Biological_Process_2023__Negative Regulation Of Multicellular Organismal Process (GO:0051241)
163,GO:0060541,respiratory system development,GO:0060541,0.4670522744816514,1.1229240840163563,0.811494861973093,6.57%,WNT7B;FGFR2;DISP1;VEGFA;PROX1;STRA6,GO_Biological_Process_2023__Respiratory System Development (GO:0060541)
164,GO:0071902,positive regulation of protein serine/threonine kinase activity,GO:0071902,0.3735829470269083,1.122406209472919,0.8115090070006946,9.75%,CEMIP;DIRAS1;MAP2K5;TLR4;KIT;LTF;CCND1;VEGFA;PDGFA;WNT5A;HMGA2;PROX1;MEF2C;ATP2B4;RALB;TENM1;CIB1,GO_Biological_Process_2023__Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)
165,GO:1903055,positive regulation of extracellular matrix organization,GO:1903055,0.5299988429458223,1.126081874008608,0.8129896452473014,11.53%,SMAD3;DDR2;RUNX1,GO_Biological_Process_2023__Positive Regulation Of Extracellular Matrix Organization (GO:1903055)
166,GO:0045869,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,GO:0045869,0.5408047934705121,1.100837677272419,0.8160176110593116,12.20%,HMGA2;APOBEC3G;APOBEC3F,GO_Biological_Process_2023__Negative Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045869)
167,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,0.4196392332506351,1.1048389914014198,0.817641020522094,3.71%,FBXO27;FBXL20;FBXO6;FBXL3,GO_Biological_Process_2023__SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146)
168,GO:0048565,digestive tract development,GO:0048565,0.4647852285684956,1.1124728417689822,0.8178129372522798,8.76%,FGFR2;KIT;RARB;COBL;CLMP;STRA6;GATA6,GO_Biological_Process_2023__Digestive Tract Development (GO:0048565)
169,GO:0045840,positive regulation of mitotic nuclear division,GO:0045840,-0.727269229149403,-1.704169047251655,0.8228983849909033,12.44%,EGF;LRP5;UBE2C;DLGAP5,GO_Biological_Process_2023__Positive Regulation Of Mitotic Nuclear Division (GO:0045840)
170,GO:0006968,cellular defense response,GO:0006968,0.5112717931126299,1.0934624501741657,0.8285119037698334,16.07%,FOSL1;LY96;RAB23,GO_Biological_Process_2023__Cellular Defense Response (GO:0006968)
171,GO:0009048,dosage compensation by inactivation of X chromosome,GO:0009048,0.5117486072310606,1.0898283945096436,0.8289963506558623,31.62%,PCGF3;PCGF5;LRIF1;RLIM;SMCHD1;METTL3,GO_Biological_Process_2023__Dosage Compensation By Inactivation Of X Chromosome (GO:0009048)
172,GO:0071229,cellular response to acid chemical,GO:0071229,0.4527738370983923,1.0746974155918885,0.8403312560577261,15.32%,KLF2;VEGFA;CPEB4;SESN2;XBP1,GO_Biological_Process_2023__Cellular Response To Acid Chemical (GO:0071229)
173,GO:1902075,cellular response to salt,GO:1902075,0.3764479646520942,1.0815018159783931,0.8433135700069763,9.19%,EGR1;ITPKB;MEF2A;P2RX4;WNT5A;SYT1;FYN;MEF2C;ATP2B4;ITPKA;CPNE3,GO_Biological_Process_2023__Cellular Response To Salt (GO:1902075)
174,GO:0080090,regulation of primary metabolic process,GO:0080090,0.4304231054733755,1.067638037238815,0.8452417597515572,9.89%,APOE;IRS2;SERPINA3;LDLR;OPA3;NR1D2,GO_Biological_Process_2023__Regulation Of Primary Metabolic Process (GO:0080090)
175,GO:2000209,regulation of anoikis,GO:2000209,0.4603510568558899,1.0679065533031804,0.8458819132976891,18.52%,SNAI2;ITGA5;TLE1;MCL1;PTRH2;BRMS1;PTK2,GO_Biological_Process_2023__Regulation Of Anoikis (GO:2000209)
176,GO:0007010,cytoskeleton organization,GO:0007010,0.3331309479213917,1.0469990212580589,0.8536839176470233,3.48%,MAST4;APOE;SIPA1L3;SYNE3;TNFAIP3;KLHL20;CCL2;KRT13;KRT16,GO_Biological_Process_2023__Cytoskeleton Organization (GO:0007010)
177,GO:0043923,positive regulation by host of viral transcription,GO:0043923,0.471727640538801,1.040175663758342,0.8569649022275376,25.51%,TAF11;JUN;CTDP1;CDK9;EP300;CHD1,GO_Biological_Process_2023__Positive Regulation By Host Of Viral Transcription (GO:0043923)
178,GO:0051128,regulation of cellular component organization,GO:0051128,0.3217920256744248,1.0499836161749614,0.8571087110669662,6.01%,SGK1;SLITRK4;APOE;ZNF469;MARK4;LSM11;SPHK1;RAB33B;SPOCK1;WNT5A;METTL4,GO_Biological_Process_2023__Regulation Of Cellular Component Organization (GO:0051128)
179,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",GO:0030330,0.3955241383011567,1.0200060886754585,0.8573933618319133,20.47%,E2F7;MDM2;PLK2;BCL3;NDRG1;RPS27L;SESN2;FOXM1;PAXIP1;KAT5;HIPK2;ATM;USP10;SP100,"GO_Biological_Process_2023__DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)"
180,GO:0031929,TOR signaling,GO:0031929,0.4151521526197086,1.0553061352982724,0.8582473942950966,0.25%,GATA3,GO_Biological_Process_2023__TOR Signaling (GO:0031929)
181,GO:0032780,negative regulation of ATP-dependent activity,GO:0032780,0.4848061515993971,1.0200389031554131,0.8585263204657,17.96%,LTF;SIRT1;VCPKMT;PPIF,GO_Biological_Process_2023__Negative Regulation Of ATP-dependent Activity (GO:0032780)
182,GO:0043588,skin development,GO:0043588,0.3799011307306717,1.0509024878016855,0.8585540829429708,6.80%,TGM1;CSTA;S100A7;KRT16;UGCG;PDGFA;WNT5A;ERRFI1;TGM3,GO_Biological_Process_2023__Skin Development (GO:0043588)
183,GO:0034063,stress granule assembly,GO:0034063,0.4360475291205289,1.0554688608864682,0.8591182721613363,41.06%,G3BP1;ATXN2L;BICD1;YTHDF1;YTHDF3;UBAP2L;RPS23;LSM14A;G3BP2;PRRC2C;DDX6;EIF2S1;DDX3X;CSDE1;FMR1,GO_Biological_Process_2023__Stress Granule Assembly (GO:0034063)
184,GO:0032102,negative regulation of response to external stimulus,GO:0032102,0.3306040099538578,1.0244624210004944,0.8600167107987475,8.45%,GATA3;METRNL;APOE;SLC39A8;TNFAIP3;LTF;SELENOS;CEP63;DHX58;MAPKBP1;ARNT,GO_Biological_Process_2023__Negative Regulation Of Response To External Stimulus (GO:0032102)
185,GO:1900744,regulation of p38MAPK cascade,GO:1900744,0.4096264876109612,0.9925627724332348,0.8600826011356656,4.34%,VEGFA;SPHK1;PHLPP1;LGALS9,GO_Biological_Process_2023__Regulation Of p38MAPK Cascade (GO:1900744)
186,GO:0006356,regulation of transcription by RNA polymerase I,GO:0006356,0.3911631915676192,0.989523046770962,0.8600909872767695,23.85%,EIF2AK3;PHF8;SIRT7;ERCC6;DHX33;LYAR;DEK,GO_Biological_Process_2023__Regulation Of Transcription By RNA Polymerase I (GO:0006356)
187,GO:0042744,hydrogen peroxide catabolic process,GO:0042744,0.4928240876911473,1.0213295235444324,0.8611150277684153,1.36%,GPX3,GO_Biological_Process_2023__Hydrogen Peroxide Catabolic Process (GO:0042744)
188,GO:1901888,regulation of cell junction assembly,GO:1901888,0.4269826401196079,0.9936607889821552,0.8615775493996204,20.64%,SNAI2;MEF2C;RAP1B;PRKCH;MYO1C;SETD5,GO_Biological_Process_2023__Regulation Of Cell Junction Assembly (GO:1901888)
189,GO:0006303,double-strand break repair via nonhomologous end joining,GO:0006303,0.3710334336546687,1.0091021643547806,0.861727515108998,22.38%,POLM;CYREN;LIG4;DCLRE1C;RNF8;DCLRE1B;ERCC6;RNF168;ATM;XRCC5;XRCC4;ZBTB7A;XRCC6,GO_Biological_Process_2023__Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)
190,GO:0070613,regulation of protein processing,GO:0070613,0.459639753486974,1.0115027699645138,0.8623995418296997,11.53%,PLAUR;PLAU;RHBDD1;RUNX1,GO_Biological_Process_2023__Regulation Of Protein Processing (GO:0070613)
191,GO:0048146,positive regulation of fibroblast proliferation,GO:0048146,0.4268705864142134,0.9976871473231036,0.8635687844520868,11.31%,SPHK1;PDGFA;WNT5A;MYC;FN1;LIG4;DDR2,GO_Biological_Process_2023__Positive Regulation Of Fibroblast Proliferation (GO:0048146)
192,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,GO:0002495,0.4658389918837505,0.995786087093404,0.8650907776044163,5.57%,MARCHF8;GNAO1,GO_Biological_Process_2023__Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)
193,GO:1902414,protein localization to cell junction,GO:1902414,-0.7037294833514495,-1.6133405641955456,0.8681500775384895,6.37%,NLGN2;CGNL1;NECTIN1;HEG1;NLGN1,GO_Biological_Process_2023__Protein Localization To Cell Junction (GO:1902414)
194,GO:0010826,negative regulation of centrosome duplication,GO:0010826,-0.7932082026842602,-1.617908134519271,0.8751119330195782,0.07%,MDM1,GO_Biological_Process_2023__Negative Regulation Of Centrosome Duplication (GO:0010826)
195,GO:0072348,sulfur compound transport,GO:0072348,0.4474018858399081,0.9670935540051964,0.8753313090956885,19.59%,SLC19A2;SLC26A2;SLC5A6;SLC27A1,GO_Biological_Process_2023__Sulfur Compound Transport (GO:0072348)
196,GO:0045927,positive regulation of growth,GO:0045927,0.3235854701470397,0.9640470816730882,0.876833192506407,13.28%,TGFBR1;S100A8;S100A9;SPHK1;RFTN1;MMP14;CIB1;TEAD1;SDCBP,GO_Biological_Process_2023__Positive Regulation Of Growth (GO:0045927)
197,GO:0045861,negative regulation of proteolysis,GO:0045861,0.3713742197828306,0.9482915946730828,0.8796155815349819,8.90%,SERPINB3;CSTA;TIMP4;PLAT;TIMP1;F2;TIMP2,GO_Biological_Process_2023__Negative Regulation Of Proteolysis (GO:0045861)
198,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,GO:0034315,-0.6087882587808567,-1.4645400402957849,0.8807546673882088,21.63%,FCHSD2;WASF3;CARMIL1;ARF1;ARFIP1;BRK1;ARFIP2;PICK1;WASHC3;WASF2;GMFB;WASF1,GO_Biological_Process_2023__Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315)
199,GO:0050688,regulation of defense response to virus,GO:0050688,0.4112130142329528,0.9353463638675268,0.8840391473993499,1.88%,TNFAIP3,GO_Biological_Process_2023__Regulation Of Defense Response To Virus (GO:0050688)
200,GO:0001890,placenta development,GO:0001890,0.4402926139899642,0.9345346074937008,0.8849703768726092,23.74%,E2F7;TFEB;PKD1;ITGB8;PTK2;PKD2;PHLDA2,GO_Biological_Process_2023__Placenta Development (GO:0001890)
201,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,GO:0007156,-0.6136401344730131,-1.5435548542575133,0.8864449164887007,11.94%,ROBO1;PLXNB3;NECTIN1;DSG2;HMCN1;CADM4;CELSR2;PALLD;PTK7;CDH2;NECTIN3,GO_Biological_Process_2023__Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)
202,GO:0010743,regulation of macrophage derived foam cell differentiation,GO:0010743,0.4094398922660789,0.9275104168568832,0.8899797697896833,2.71%,ABCA5;ITGB3;CSF1,GO_Biological_Process_2023__Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743)
203,GO:0071526,semaphorin-plexin signaling pathway,GO:0071526,-0.6161568469386547,-1.5215882806268406,0.892842595990909,6.88%,SEMA6B;SEMA3B;PLXNB3;SEMA4C;SEMA3C;SEMA4D,GO_Biological_Process_2023__Semaphorin-Plexin Signaling Pathway (GO:0071526)
204,GO:0070301,cellular response to hydrogen peroxide,GO:0070301,0.3657829687059474,0.919597039829278,0.9002286818297638,19.14%,TNFAIP3;OSER1;FYN;NFE2L2;ANKZF1;PLEKHA1;SIRT1;SETX;ECT2;CLU;ZNF580;PPIF;MAPK7,GO_Biological_Process_2023__Cellular Response To Hydrogen Peroxide (GO:0070301)
205,GO:0043666,regulation of phosphoprotein phosphatase activity,GO:0043666,-0.5674400540475827,-1.445352121763896,0.9026901047967186,27.07%,CRY2;NUAK1;HTT;FKBP1A;BOD1;PTPA;PPP1R15B;TIPRL;PPP1R2;PPP6R2;PPP1R11;HSP90AB1;PPP6R3,GO_Biological_Process_2023__Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666)
206,GO:0031326,regulation of cellular biosynthetic process,GO:0031326,0.3118881753700923,0.9077489599366771,0.9100808334482952,11.11%,STC2;MITF;PDGFA;NOS1AP;MFSD12;CD47;SIRT1,GO_Biological_Process_2023__Regulation Of Cellular Biosynthetic Process (GO:0031326)
207,GO:0006353,DNA-templated transcription termination,GO:0006353,-0.7288952175112215,-1.5937442559540418,0.9137860450740348,1.56%,NKX2-1;MTERF2,GO_Biological_Process_2023__DNA-templated Transcription Termination (GO:0006353)
208,GO:0002082,regulation of oxidative phosphorylation,GO:0002082,0.4280118087043654,0.9044787568044956,0.9139061905339833,29.44%,AK4;PPIF;COX7A2L;SLC25A33;MACROH2A1,GO_Biological_Process_2023__Regulation Of Oxidative Phosphorylation (GO:0002082)
209,GO:0071466,cellular response to xenobiotic stimulus,GO:0071466,-0.6663501638388288,-1.4697710646108535,0.9149189937454312,1.54%,PPM1E;PDE4B;ADIPOQ,GO_Biological_Process_2023__Cellular Response To Xenobiotic Stimulus (GO:0071466)
210,GO:0015695,organic cation transport,GO:0015695,0.3978033797500775,0.8924660099351839,0.9181730808912208,5.84%,SLC29A3;SLC19A2;SLC44A5,GO_Biological_Process_2023__Organic Cation Transport (GO:0015695)
211,GO:0030032,lamellipodium assembly,GO:0030032,0.3622341477120848,0.8675581413940072,0.9280912152265648,15.04%,KIT;ARHGEF4;WHAMM;CDH13,GO_Biological_Process_2023__Lamellipodium Assembly (GO:0030032)
212,GO:0006304,DNA modification,GO:0006304,-0.6389253095447986,-1.427953094935466,0.930878858362706,8.76%,MUTYH;NTHL1;SMUG1,GO_Biological_Process_2023__DNA Modification (GO:0006304)
213,GO:1901264,carbohydrate derivative transport,GO:1901264,0.4095874641259839,0.8564487681245649,0.9353428215226984,10.47%,SLC29A3;SLC15A4,GO_Biological_Process_2023__Carbohydrate Derivative Transport (GO:1901264)
214,GO:0006895,Golgi to endosome transport,GO:0006895,0.3880317771832862,0.8532906283951123,0.9365060621140092,11.26%,KLHL20;WIPI1;DOP1B,GO_Biological_Process_2023__Golgi To Endosome Transport (GO:0006895)
215,GO:0090305,nucleic acid phosphodiester bond hydrolysis,GO:0090305,0.3722853339074879,0.8521383244575692,0.9370442680708856,26.39%,DICER1;DCP1A;DXO;EDC4;SETMAR;RAD50;MRE11;DDX1,GO_Biological_Process_2023__Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305)
216,GO:0034498,early endosome to Golgi transport,GO:0034498,0.3884934933383976,0.8449819996493048,0.9419611621169196,38.57%,EHD3;TRAPPC10;RBSN;STX5;RAB6A;TMED9;LMAN1,GO_Biological_Process_2023__Early Endosome To Golgi Transport (GO:0034498)
217,GO:0090110,COPII-coated vesicle cargo loading,GO:0090110,0.4058426621488954,0.8451250438633663,0.942580869401025,38.94%,SEC24D;SEC24B;TBC1D20;SEC23A;RAB1A;SEC23B;SEC24A;MIA3,GO_Biological_Process_2023__COPII-coated Vesicle Cargo Loading (GO:0090110)
218,GO:0071243,cellular response to arsenic-containing substance,GO:0071243,-0.7006249954757534,-1.4804611162973145,0.9501977565408574,6.81%,HNRNPA1;ZC3H12A;ZFAND1,GO_Biological_Process_2023__Cellular Response To Arsenic-Containing Substance (GO:0071243)
219,GO:0070269,pyroptosis,GO:0070269,0.3872567420553358,0.8090902795583887,0.9608332950319202,2.61%,GSDMA,GO_Biological_Process_2023__Pyroptosis (GO:0070269)
220,GO:0006312,mitotic recombination,GO:0006312,-0.6295394976451648,-1.3657494932517849,0.9711080834083036,0.45%,RAD51D,GO_Biological_Process_2023__Mitotic Recombination (GO:0006312)
221,GO:0035329,hippo signaling,GO:0035329,0.3388176659583553,0.7656391525559427,0.985010693154396,12.30%,AMOTL1;LATS2;STK3;TEAD1,GO_Biological_Process_2023__Hippo Signaling (GO:0035329)
222,GO:0006999,nuclear pore organization,GO:0006999,0.3528880866425994,0.7605126917487373,0.9850798106768096,64.76%,RTN4;FXR1;NUP153;NUP54;TPR;NUP35;NUP205;SEH1L;NDC1;NUP133;NUP98;NUP107;NUP93,GO_Biological_Process_2023__Nuclear Pore Organization (GO:0006999)
223,GO:1900034,regulation of cellular response to heat,GO:1900034,0.3477213656836456,0.7566571399733051,0.9857805722918432,23.68%,DNAJB6;SIRT1;ATR;GSK3B;EP300,GO_Biological_Process_2023__Regulation Of Cellular Response To Heat (GO:1900034)
224,GO:2000773,negative regulation of cellular senescence,GO:2000773,0.3475568892778033,0.7535756145070153,0.988569941141275,14.86%,TBX2;HMGA2;FBXO5;SIRT1;RBL1,GO_Biological_Process_2023__Negative Regulation Of Cellular Senescence (GO:2000773)
225,GO:0045747,positive regulation of Notch signaling pathway,GO:0045747,-0.4129682947047085,-0.978183042935196,0.9915039463741876,7.97%,ROBO1;JAG1;DLL1,GO_Biological_Process_2023__Positive Regulation Of Notch Signaling Pathway (GO:0045747)
226,GO:0016226,iron-sulfur cluster assembly,GO:0016226,-0.3944170712984891,-0.9731018224317854,0.99180141753926,39.18%,CIAO3;CIAPIN1;NDOR1;ISCA2;NFU1;NUBP2;GLRX3;GLRX5;FXN;NUBP1;CIAO2B;BOLA3;CIAO2A;ISCA1,GO_Biological_Process_2023__Iron-Sulfur Cluster Assembly (GO:0016226)
