Protein_Group,Genes,Protein_Names,Species,TaggedPOI_Treatment1_Avg_Peptide_Count,TaggedPOI_Treatment2_Avg_Peptide_Count,WT_Treatment1_Avg_Peptide_Count,WT_Treatment2_Avg_Peptide_Count,TaggedPOI_Treatment1_quantified_samples,TaggedPOI_Treatment2_quantified_samples,Intensity_Run1,Intensity_Run2,Intensity_Run3,Intensity_Run4,Intensity_Run5,Intensity_Run6,Intensity_Run7,Intensity_Run8,Intensity_Run1_log_transformed,Intensity_Run2_log_transformed,Intensity_Run3_log_transformed,Intensity_Run4_log_transformed,Intensity_Run5_log_transformed,Intensity_Run6_log_transformed,Intensity_Run7_log_transformed,Intensity_Run8_log_transformed,Intensity_Run1_normed,Intensity_Run2_normed,Intensity_Run3_normed,Intensity_Run4_normed,Intensity_Run5_normed,Intensity_Run6_normed,Intensity_Run7_normed,Intensity_Run8_normed,Intensity_Run1_with_imputed,Intensity_Run2_with_imputed,Intensity_Run3_with_imputed,Intensity_Run4_with_imputed,Intensity_Run5_with_imputed,Intensity_Run6_with_imputed,Intensity_Run7_with_imputed,Intensity_Run8_with_imputed,TaggedPOI_Treatment1_vs_TaggedPOI_Treatment2_logFC,TaggedPOI_Treatment1_vs_TaggedPOI_Treatment2_pval
Q06236,SHH4,SHH4_YEAST,YEAST,2.25,10.25,1.0,6.5,4,4,51120.96484375,690311.1875,120023.203125,951544.640625,39413053.4023438,23807732.734375,35570963.4394531,36337104.3554688,15.641627445141,19.3968873398876,16.8729538119159,19.8599118149063,25.2321701862774,24.5049269001654,25.084196714532,25.1149401223512,15.5787092754684,19.2174939220527,16.7789500765669,19.6445848545203,25.3978133670574,24.6042969637353,25.2870828722271,25.3334514501206,15.5787092754684,19.2174939220527,16.7789500765669,19.6445848545203,25.3978133670574,24.6042969637353,25.2870828722271,25.3334514501206,-7.350726631133,2.17783426301515e-05
Q06244,PUS5,PUS5_YEAST,YEAST,11.0,6.25,6.5,7.0,4,4,3117633.78369141,4925591.66113281,2489309.45349121,5869660.67236328,270396.041015625,810544.590820312,483277.451171875,658121.632324219,21.5720200395401,22.2318656005559,21.24731415652,22.4848456722423,18.0447145030949,19.6285320299338,18.8824921573021,19.3279947181758,21.4852469705747,22.0262526955035,21.1289396905485,22.2410584128388,18.1631737511299,19.7081277979009,19.0352176491766,19.4961570059779,21.4852469705747,22.0262526955035,21.1289396905485,22.2410584128388,18.1631737511299,19.7081277979009,19.0352176491766,19.4961570059779,2.61970539132002,0.0001442659780205
Q07629,YDL218W,YD218_YEAST,YEAST,0.25,9.25,0.0,2.5,1,4,0.0,0.0,0.0,185061.203125,17891870.6230469,10958566.3095703,16570887.8261719,10282361.6425781,,,,17.4976429497326,24.0928008955091,23.3855557295384,23.9821475647855,23.2936683235617,,,,17.3079283978554,24.2509643885724,23.4803866249305,24.1761201216136,23.4963337637023,16.777139346333,16.8205787841349,16.3688058069934,17.3079283978554,24.2509643885724,23.4803866249305,24.1761201216136,23.4963337637023,-7.03233814087555,5.621485074096891e-09
Q08490,SGO1,SGO1_YEAST,YEAST,12.0,0.5,2.0,0.5,4,2,2216864.08886719,2726982.82348633,2156864.85058594,1354836.66601562,0.0,25522.357421875,6514.8271484375,0.0,21.0800888937343,21.3788741824673,21.0405043492078,20.3696875055286,,14.6394739721229,12.6695111863411,,20.9952946090998,21.1811502259453,20.9232820759473,20.1488334083173,,14.698838583377,12.7719848064345,,20.9952946090998,21.1811502259453,20.9232820759473,20.1488334083173,13.8507020970255,14.698838583377,12.7719848064345,12.3046539458211,7.40559522166292,4.32007232849579e-07
Q08964,YPL216W,YP216_YEAST,YEAST,12.0,3.0,4.75,3.0,4,4,2576421.03417969,5826104.3605957,3662824.03442383,4071002.52294922,927178.748046875,1057326.68701172,584154.6875,1209842.3125,21.2969369447209,22.474100113433,21.8045249635833,21.9569526848933,19.8224879730086,20.0119897709387,19.155990928026,20.2063875921966,21.2112703926378,22.2662468861876,21.683046127279,21.7188889953341,19.9526178799719,20.093140500496,19.3109285343787,20.3821922949227,21.2112703926378,22.2662468861876,21.683046127279,21.7188889953341,19.9526178799719,20.093140500496,19.3109285343787,20.3821922949227,1.78514329791729,0.0003800639178861
Q12110,YLR049C,YL049_YEAST,YEAST,5.0,0.0,1.5,1.0,4,0,594113.298339844,1409040.97314453,1518492.3046875,1941269.60546875,0.0,0.0,0.0,0.0,19.1803785559115,20.4262821333443,20.5342081666558,20.8885690642238,,,,,19.103225822502,20.2373682884913,20.4198066047469,20.6620891017078,,,,,19.103225822502,20.2373682884913,20.4198066047469,20.6620891017078,13.8190592998156,14.4413577923025,13.9950762949916,13.7775967707178,6.09734991490511,9.98365093570992e-08
Q12167,RRG1,RRG1_YEAST,YEAST,16.75,9.0,7.5,8.0,4,4,8217040.02929688,7531716.09765625,6023974.828125,9460397.50390625,884549.6484375,1328077.45507812,1304778.80175781,1778113.53515625,22.9701873641922,22.8445471890024,22.5222843108787,23.1734693728535,19.7545835959216,20.3409078581766,20.3153738177624,20.7619160146265,22.8777901918992,22.6332678570502,22.3968066454138,22.9222158543002,19.8842677268408,20.4233923852747,20.4796887520987,20.9425540656548,22.8777901918992,22.6332678570502,22.3968066454138,22.9222158543002,19.8842677268408,20.4233923852747,20.4796887520987,20.9425540656548,2.27504440469864,2.14026024848467e-05
Q12248,DAD1,DAD1_YEAST,YEAST,2.5,2.0,1.75,2.0,4,4,15247.0439453125,465284.018554688,395337.479003906,376446.961914062,14939.9528808594,13718.8359375,10019.9311523438,10132.3662109375,13.8962419436135,18.8277521090973,18.5927252072568,18.5220870905328,13.8668879775656,13.7438704515527,13.2905849752569,13.3066835055297,13.8403445562422,18.6536223767432,18.4891401658181,18.3212652162778,13.9579207906438,13.7996032960549,13.3980819682775,13.4224576649278,13.8403445562422,18.6536223767432,18.4891401658181,18.3212652162778,13.9579207906438,13.7996032960549,13.3980819682775,13.4224576649278,3.68157714879431,0.0061915293659061
Q12276,HER1,HER1_YEAST,YEAST,76.25,90.0,49.5,55.75,4,4,135224215.354736,184282643.162109,153223279.60791,247212509.748779,279313425.944824,513347158.761719,229658884.074707,366444247.711182,27.0107782853046,27.457344954847,27.1910602653918,27.8811765092015,28.0573096813687,28.9353595592665,27.7749173526408,28.4490184767785,26.9021279075159,27.203403852349,27.0395716012527,27.5788806558431,28.2414992292926,29.052695494629,27.999566613931,28.6965377928037,26.9021279075159,27.203403852349,27.0395716012527,27.5788806558431,28.2414992292926,29.052695494629,27.999566613931,28.6965377928037,-1.31657877842388,0.0015581792070243
Q12443,RTN2,RTN2_YEAST,YEAST,39.75,45.75,35.75,35.5,4,4,472177866.0625,466494771.65625,351932732.740234,585514221.195312,1941303700.3418,1378163608.10449,1524903541.57031,1560531392.77539,28.8147551740871,28.7972856709415,28.3907244623478,29.1251289709847,30.8543786869802,30.3601000211213,30.5060708412523,30.5393902338296,28.6988483311786,28.5309520365623,28.2325521483312,28.8093458219647,31.0569303259779,30.4832134293505,30.7528102353734,30.8050967287188,28.6988483311786,28.5309520365623,28.2325521483312,28.8093458219647,31.0569303259779,30.4832134293505,30.7528102353734,30.8050967287188,-2.20658809534595,5.86057050510035e-06
Q12507,SFG1,SFG1_YEAST,YEAST,7.75,0.0,2.25,2.25,4,0,1409757.98999023,608383.885742188,932180.181884766,1863860.00415039,0.0,0.0,0.0,0.0,20.427016088964,19.2146224153564,19.830249315998,20.8298620715358,,,,,20.3448487781328,19.0369146869412,19.7197696969944,20.6040186273693,,,,,20.3448487781328,19.0369146869412,19.7197696969944,20.6040186273693,13.8190592998156,14.4413577923025,13.9950762949916,13.7775967707178,5.91811540790253,1.36262694919828e-07
Q12512,ZPS1,ZPS1_YEAST,YEAST,2.25,0.25,0.75,0.5,4,1,1291265.28125,1282175.40625,453809.182983398,2751135.14648438,0.0,0.0,0.0,189504.921875,20.3003539918342,20.290162210701,18.791726277168,21.3915955815242,,,,17.5318757934002,20.2186961770478,20.1025072801124,18.6870325475815,21.1596616586898,,,,17.6844110349433,20.2186961770478,20.1025072801124,18.6870325475815,21.1596616586898,17.8805547146057,18.3206669341123,18.0716667084222,17.6844110349433,2.05264956783704,0.0024036472688525
Q12748,CTF3,CENPI_YEAST,YEAST,6.0,3.5,3.5,3.5,4,4,476409.581054688,1107358.52539062,117982.358886719,1318382.82470703,47317.9647216797,96751.287109375,7545.68090820312,33129.9147949219,18.8618429019149,20.0786909631339,16.8482116336062,20.3303379223043,15.5301004002033,16.5619932335089,12.881435377404,15.015846872582,18.7859714725382,19.892991838609,16.7543457435454,20.1099104647592,15.6320518062509,16.6291538631718,12.9856230840729,15.1464915255943,18.7859714725382,19.892991838609,16.7543457435454,20.1099104647592,15.6320518062509,16.6291538631718,12.9856230840729,15.1464915255943,3.78747481009048,0.0035019375907089
Q2V2P2,YKL065W-A,YK065_YEAST,YEAST,1.0,1.25,1.0,1.25,4,4,1241079.25,507606.96875,1005265.0625,979782.4375,34263936.0,34168348.0,23525677.84375,39233784.0,20.2431638120539,18.9533523499832,19.9391445224048,19.9021019061283,25.0301875518132,25.0261571610328,24.487732956038,25.2255931506529,20.161736043754,18.7780609953492,19.8280582191016,19.6863175084593,25.1945047647597,25.1276408682943,24.6857947918087,25.4450672097694,20.161736043754,18.7780609953492,19.8280582191016,19.6863175084593,25.1945047647597,25.1276408682943,24.6857947918087,25.4450672097694,-5.49970871699199,1.09405675575319e-07
Q8TGU7,YBR126W-A,YB126_YEAST,YEAST,3.0,2.0,2.25,2.75,4,4,35267799.125,33719267.375,30559032.375,35122158.25,1349353.03125,1604852.4375,1085800.78125,1636839.625,25.0718482118918,25.0070698551197,24.8650955266333,25.0658781651469,20.3638364193165,20.6140092202705,20.0503279963452,20.6424815450449,24.9709971460207,24.7757902867676,24.7265654337184,24.7941065981325,20.4975201497478,20.6976012022011,20.212499185401,20.8220804622188,24.9709971460207,24.7757902867676,24.7265654337184,24.7941065981325,20.4975201497478,20.6976012022011,20.212499185401,20.8220804622188,4.25943961626764,1.69259231292974e-08
Q99248,YOR019W,YO019_YEAST,YEAST,17.75,38.5,10.75,15.75,4,4,2093078.94628906,2988010.90917969,1835666.3203125,4664079.77539062,29424561.4851074,22136141.5966797,21327631.2900391,25027379.9228516,20.9971952971967,21.5107539847173,20.8078724048836,22.1531610342297,24.8105175791193,24.3999004416861,24.3462204087988,24.577003929662,20.9127344505878,21.3118103289697,20.6919461863609,21.9129699964799,24.9733927110743,24.4988446118877,24.5431376618946,24.7908349694774,20.9127344505878,21.3118103289697,20.6919461863609,21.9129699964799,24.9733927110743,24.4988446118877,24.5431376618946,24.7908349694774,-3.49418724798396,1.74459106027531e-06
Q99299,AIM44,AIM44_YEAST,YEAST,10.5,0.0,5.0,1.5,4,0,1997584.15356445,1917518.81982422,1292400.23217773,1199625.75402832,0.0,0.0,0.0,0.0,20.9298248511371,20.870809306705,20.3016214842181,20.1941529693094,,,,,20.8456350009556,20.6777842223756,20.1885157248809,19.9752020687729,,,,,20.8456350009556,20.6777842223756,20.1885157248809,19.9752020687729,13.8190592998156,14.4413577923025,13.9950762949916,13.7775967707178,6.41351171478937,6.4256748096999604e-09
