,parent,parentTerm,term,ES,NES,fdr,Gene %,Genes,description
189,GO:2000377,regulation of reactive oxygen species metabolic process,GO:2000377,0.4262864452776749,1.0824406582617598,0.8204578017049822,11.88%,CDKN1A;COQ7;F2;MPV17;TGFBR2;RAC2;SLC25A33;PID1;RNF41,GO_Biological_Process_2023__Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)
190,GO:0001656,metanephros development,GO:0001656,0.5270768950218642,1.0724100421610532,0.821416698659219,11.41%,GDF6;WNT7B;SIX1,GO_Biological_Process_2023__Metanephros Development (GO:0001656)
191,GO:0044804,nucleophagy,GO:0044804,-0.656287913892712,-1.4920313030933583,0.8218975873167289,32.92%,ATG7;WIPI1;ATG2A;SNX33;ULK3;ATG3;SNX7;WIPI2;ATG9A;ATG5;WDR45;ATG2B;WDR45B,GO_Biological_Process_2023__Autophagy Of Nucleus (GO:0044804)
192,GO:0010828,positive regulation of glucose transmembrane transport,GO:0010828,-0.6382529679389561,-1.502695527839347,0.8253130072220064,22.16%,APPL1;IRS1;BRAF;ERFE;CLTCL1;C3;CAPN10;AKT1;C2CD5;AKT2;PTPN11;PIK3R1,GO_Biological_Process_2023__Positive Regulation Of Glucose Transmembrane Transport (GO:0010828)
193,GO:0071229,cellular response to acid chemical,GO:0071229,0.4626083084474741,1.06318023832773,0.8284327472240226,4.06%,KLF2;CPEB4,GO_Biological_Process_2023__Cellular Response To Acid Chemical (GO:0071229)
194,GO:0051260,protein homooligomerization,GO:0051260,0.3591122331214112,1.0636031149981142,0.8285100525839931,17.99%,AMH;KCNJ2;RNF135;POLQ;ZNF746;EHD3;CLYBL;ECT2;JMJD6;BLM;SAMHD1;FOXM1;APLP2;SLC1A5;FUS;PRMT1;MCOLN1,GO_Biological_Process_2023__Protein Homooligomerization (GO:0051260)
195,GO:0070167,regulation of biomineral tissue development,GO:0070167,0.4669882072408512,1.061327827653915,0.8296415259432525,18.19%,NBR1;SGMS2;FBXO5;ANKH;NOTCH1;GAS6;CEBPB,GO_Biological_Process_2023__Regulation Of Biomineral Tissue Development (GO:0070167)
196,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,GO:1904707,0.5002630186853364,1.0497550837209328,0.8318274371975383,22.27%,JUN;FOXJ2;GJA1;MEF2D;BMPR1A;MFN2;FGF2;DNMT1,GO_Biological_Process_2023__Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)
197,GO:2000036,regulation of stem cell population maintenance,GO:2000036,0.3848268736397078,1.047920311080553,0.8354567948623215,20.43%,MYC;SIRT6;SIN3A;NCOA3;BCL7A;SINHCAF;REST;SS18;RBBP7;TAF5L;BICRAL,GO_Biological_Process_2023__Regulation Of Stem Cell Population Maintenance (GO:2000036)
198,GO:0006936,muscle contraction,GO:0006936,0.4134966048631531,1.0413916551325877,0.8383937260921677,22.61%,TPM3;SMTN;GJC1;TPM4;TMOD1;APBB2;TPM2;DTNA;TMOD3;TPM1;ARHGEF11;SNTB1;TPCN2;MYL6,GO_Biological_Process_2023__Muscle Contraction (GO:0006936)
199,GO:0071705,nitrogen compound transport,GO:0071705,0.3436698903791952,1.045012421765438,0.839619301882917,19.47%,HBB;SLC26A11;SLC22A4;TCN2;SLC7A2;CD320;ARRDC3;CALCRL;SLC36A1;CENPF;CEP290;ABCC4;SLC38A2;SLC7A1;SLC6A6;SLC22A5;SLC29A1;TMEM30A;SLC1A5;SLC3A2;SLC1A4;SLC7A5,GO_Biological_Process_2023__Nitrogen Compound Transport (GO:0071705)
200,GO:0030838,positive regulation of actin filament polymerization,GO:0030838,0.4337849356696727,1.0369795294796904,0.841583341793525,13.77%,PRKCE;PFN1;CDC42EP2;CCL26;TENM1;CDC42EP1;CDC42EP3;CRACD,GO_Biological_Process_2023__Positive Regulation Of Actin Filament Polymerization (GO:0030838)
201,GO:0071359,cellular response to dsRNA,GO:0071359,-0.7187333565950584,-1.5711572031457968,0.8427564600498696,7.43%,IFIT1;IFIH1;RIOK3;STING1,GO_Biological_Process_2023__Cellular Response To dsRNA (GO:0071359)
202,GO:0008286,insulin receptor signaling pathway,GO:0008286,-0.5966516573010081,-1.5815480581853203,0.8460069365245128,24.74%,APPL1;IRS1;PIK3CA;SOGA1;FER;PDK2;BCAR1;GSK3A;PIK3R3;C2CD5;AKT2;PIK3C2A;PIK3R1;IGF1R;PHIP;GSK3B;IDE,GO_Biological_Process_2023__Insulin Receptor Signaling Pathway (GO:0008286)
203,GO:0047496,vesicle transport along microtubule,GO:0047496,-0.6832130777789375,-1.5736481969502722,0.8510473476512123,17.61%,TRAK1;DYNC1I1;TRAK2;KIF1C;KIF5A;CDR2L;KIF3A;KIF13A;KIFAP3;HTT;KIF5B,GO_Biological_Process_2023__Vesicle Transport Along Microtubule (GO:0047496)
204,GO:0072384,organelle transport along microtubule,GO:0072384,-0.5602371848459778,-1.460820208344884,0.8513761722354332,28.00%,TRAK1;DYNC1I1;TRAK2;CDR2L;BORCS8;HTT;BORCS7;KIF5B;COPG2;BORCS6;PAFAH1B1;BLOC1S1;COPG1;MAP1S,GO_Biological_Process_2023__Organelle Transport Along Microtubule (GO:0072384)
205,GO:0007423,sensory organ development,GO:0007423,0.4112787198061873,1.024033781797132,0.8518855359978991,14.24%,AHI1;SHROOM2;SIPA1L3;FOXC1;PBX3;CHD7;SOX3;STRA6;MEIS1;ZDHHC16;TGFB2;POLR2D,GO_Biological_Process_2023__Sensory Organ Development (GO:0007423)
206,GO:0010526,retrotransposon silencing,GO:0010526,0.4979058412384617,1.0163729440125753,0.855536135744654,18.17%,SIRT6;SIRT7;SMYD5;UBR2;APOBEC3G,GO_Biological_Process_2023__Retrotransposon Silencing (GO:0010526)
207,GO:1904263,positive regulation of TORC1 signaling,GO:1904263,-0.640803016155913,-1.5489647209376716,0.8578622371591896,7.78%,CASTOR1;RRAGD;GPR137B;KLHL22;SIK3,GO_Biological_Process_2023__Positive Regulation Of TORC1 Signaling (GO:1904263)
208,GO:0051568,histone H3-K4 methylation,GO:0051568,0.4280266669880217,1.0176349158330091,0.8580567657792086,38.01%,NFYA;PAXIP1;KMT2C;NFYC;NFYB;DPY30;PAGR1;BOD1;HCFC1;NCOA6;KDM6A;CXXC1;SETD1B;KMT2B;BOD1L1,GO_Biological_Process_2023__Histone H3-K4 Methylation (GO:0051568)
209,GO:0002702,positive regulation of production of molecular mediator of immune response,GO:0002702,-0.6751052705712326,-1.5096387955140458,0.8587587677167566,4.11%,XBP1;WNT5A;IRF5,GO_Biological_Process_2023__Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)
210,GO:0072595,maintenance of protein localization in organelle,GO:0072595,0.4595530469628774,1.0047549004029113,0.8612711904433376,2.45%,BBS4,GO_Biological_Process_2023__Maintenance Of Protein Localization In Organelle (GO:0072595)
211,GO:0061384,heart trabecula morphogenesis,GO:0061384,0.4640774130171621,0.9913397761396736,0.8808624286021558,14.24%,TGFBR1;BMPR1A;NOTCH1;TGFB2;POLR2D,GO_Biological_Process_2023__Heart Trabecula Morphogenesis (GO:0061384)
212,GO:0001845,phagolysosome assembly,GO:0001845,-0.6930038220287543,-1.4442912492244624,0.9044630042929818,12.95%,RAB39A;SRPX;VIPAS39;PIKFYVE,GO_Biological_Process_2023__Phagolysosome Assembly (GO:0001845)
213,GO:0005977,glycogen metabolic process,GO:0005977,0.4610452475313106,0.9652306420958932,0.9081983267639095,1.09%,PER2,GO_Biological_Process_2023__Glycogen Metabolic Process (GO:0005977)
214,GO:0015695,organic cation transport,GO:0015695,0.4372976476313111,0.965293929878401,0.9091753869789562,19.29%,SLC22A4;SLC44A5;SLC22A5;SLC7A6;SLC44A2,GO_Biological_Process_2023__Organic Cation Transport (GO:0015695)
215,GO:0072091,regulation of stem cell proliferation,GO:0072091,0.4692203755297187,0.9614617164213296,0.9134251928498304,13.07%,YAP1;GJA1;ZFP36L1;SOX11,GO_Biological_Process_2023__Regulation Of Stem Cell Proliferation (GO:0072091)
216,GO:0043062,extracellular structure organization,GO:0043062,-0.4931081695416105,-1.3466875978133566,0.9181797844344016,7.35%,COL9A3;COL4A5;THSD4;ADAMTS4;COL4A6;MMP17;ADAMTS15;MMP15;MMP1;COL14A1;COL19A1;TGFBI;ADAMTS1;COL1A2;MATN2;COL5A2;COL11A1,GO_Biological_Process_2023__Extracellular Structure Organization (GO:0043062)
217,GO:0071027,nuclear RNA surveillance,GO:0071027,0.4773428975671624,0.9507572371611746,0.9205579228426608,34.84%,ZC3H4;EXOSC6;EXOSC4;EXOSC7;EXOSC8;EXOSC5;EXOSC10;EXOSC9,GO_Biological_Process_2023__Nuclear RNA Surveillance (GO:0071027)
218,GO:0046496,nicotinamide nucleotide metabolic process,GO:0046496,-0.689722044252402,-1.4281516191412211,0.9238889564002688,23.60%,NMRK1;KRT17;G6PD;MDH1;IDH1;TP53I3;GPD1L,GO_Biological_Process_2023__Nicotinamide Nucleotide Metabolic Process (GO:0046496)
219,GO:0015919,peroxisomal membrane transport,GO:0015919,-0.5952192029552545,-1.337674361968488,0.925338572576443,13.31%,PEX2;PEX1;RAB8B;PEX7,GO_Biological_Process_2023__Peroxisomal Membrane Transport (GO:0015919)
220,GO:0042476,odontogenesis,GO:0042476,0.4196410216816921,0.9372395315370782,0.9267044256932676,5.35%,FGFR2;TGFB3;FOXC1,GO_Biological_Process_2023__Odontogenesis (GO:0042476)
221,GO:0098773,skin epidermis development,GO:0098773,0.4452977529562182,0.9347362194141698,0.927498392376516,11.69%,DLL1;UGCG;GATA6;FGFR1,GO_Biological_Process_2023__Skin Epidermis Development (GO:0098773)
222,GO:0048705,skeletal system morphogenesis,GO:0048705,0.3920217993910755,0.9419639888567544,0.9280940786947186,13.07%,FGFR2;FGFR3;DYNC2I1;HOXB9;HOXB3;TGFBR1;SIX1;FGFR1;SOX11,GO_Biological_Process_2023__Skeletal System Morphogenesis (GO:0048705)
223,GO:0033363,secretory granule organization,GO:0033363,-0.5535321436785003,-1.3407259878742437,0.9296262922408708,32.51%,HPS1;AP1S3;LYST;HPS3;DTNBP1;AP3B1;AP3M1;F2R;AP1S1;BLOC1S3;AP3D1;HPS6;VPS33B;BLOC1S1;AP1S2;AP1M1;AP1G1;AP3S1,GO_Biological_Process_2023__Secretory Granule Organization (GO:0033363)
224,GO:0046831,regulation of RNA export from nucleus,GO:0046831,0.4341797578015092,0.9090062734168464,0.9320949151522806,35.12%,NSUN2;KHDRBS1;NUP153;CPSF6;TPR;SUPT6H,GO_Biological_Process_2023__Regulation Of RNA Export From Nucleus (GO:0046831)
225,GO:0008053,mitochondrial fusion,GO:0008053,0.4104834599361456,0.9192587113275972,0.9345574263399604,22.21%,MCL1;PLD6;MFN2;MFN1;MFF,GO_Biological_Process_2023__Mitochondrial Fusion (GO:0008053)
226,GO:0006775,fat-soluble vitamin metabolic process,GO:0006775,0.4300900032486592,0.8916500188032438,0.9352797422139586,14.01%,LRAT;PIAS4;UBIAD1,GO_Biological_Process_2023__Fat-Soluble Vitamin Metabolic Process (GO:0006775)
227,GO:0034204,lipid translocation,GO:0034204,0.408892811959248,0.9062814844792207,0.9366237524010724,3.13%,ABCA7;ATP8B1;ATP10D,GO_Biological_Process_2023__Lipid Translocation (GO:0034204)
228,GO:1903651,positive regulation of cytoplasmic transport,GO:1903651,-0.5362251468061031,-1.0970582548045844,0.9382825440458612,30.99%,SORL1;VPS11;PTPN23;EIPR1;MTMR2,GO_Biological_Process_2023__Positive Regulation Of Cytoplasmic Transport (GO:1903651)
229,GO:0060173,limb development,GO:0060173,-0.6071270173783756,-1.3507361345658568,0.93871711196248,16.41%,COMP;IQCE;DKK1;GLI3;IFT122;KAT2B;NOG;LRP4;MEGF8,GO_Biological_Process_2023__Limb Development (GO:0060173)
230,GO:0032703,negative regulation of interleukin-2 production,GO:0032703,0.4452817351619087,0.896525478629189,0.9389273107724062,1.40%,TNFAIP3,GO_Biological_Process_2023__Negative Regulation Of Interleukin-2 Production (GO:0032703)
231,GO:0022604,regulation of cell morphogenesis,GO:0022604,-0.4174868915866834,-1.0520206786880726,0.942592759996546,29.01%,EFNA5;ZRANB1;CAMSAP1;SH3D19;ZMYM3;FERMT2;PHIP;MYO9A;MOV10;SPARC,GO_Biological_Process_2023__Regulation Of Cell Morphogenesis (GO:0022604)
232,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,GO:0002460,-0.4976055354070967,-1.052265351605022,0.9437556450424652,18.34%,BTN3A2;C4BPA;STAT3;IL18,GO_Biological_Process_2023__Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)
233,GO:0006103,2-oxoglutarate metabolic process,GO:0006103,-0.5114334126593464,-1.0839767788431107,0.9446814831427244,21.45%,PHYH;GOT1;IDH1,GO_Biological_Process_2023__2-Oxoglutarate Metabolic Process (GO:0006103)
234,GO:0002478,antigen processing and presentation of exogenous peptide antigen,GO:0002478,-0.5034283737004275,-1.1177837680744145,0.945141408635495,15.04%,CTSF;CTSV;PIKFYVE;DNM2;CTSL,GO_Biological_Process_2023__Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)
235,GO:0071985,multivesicular body sorting pathway,GO:0071985,-0.435399062745809,-1.04681635573905,0.9452444957224316,6.45%,EXPH5;UVRAG;RILP;SORT1,GO_Biological_Process_2023__Multivesicular Body Sorting Pathway (GO:0071985)
236,GO:0032528,microvillus organization,GO:0032528,-0.5160801506367395,-1.1113833890620048,0.9454220268585016,19.42%,RAPGEF2;RAPGEF6;MINK1;TNIK;RAP2A,GO_Biological_Process_2023__Microvillus Organization (GO:0032528)
237,GO:0008535,respiratory chain complex IV assembly,GO:0008535,-0.4451585426251733,-1.0547680890354187,0.9456981916840812,43.72%,COA8;COX20;COX15;PET117;COX19;COX18;TMEM223;COA3;COA6;FASTKD3;COX17;TIMM21;SMIM20,GO_Biological_Process_2023__Respiratory Chain Complex IV Assembly (GO:0008535)
238,GO:0097306,cellular response to alcohol,GO:0097306,-0.4380494169855284,-1.1035976883925551,0.946088722645372,5.61%,GRAMD1C;ADCY7;SFRP1,GO_Biological_Process_2023__Cellular Response To Alcohol (GO:0097306)
239,GO:0018342,protein prenylation,GO:0018342,-0.6719143566715929,-1.3984000758334474,0.9461407868112108,28.23%,CHML;RABGGTA;FNTA;FNTB;PGGT1B;CHM;PTAR1,GO_Biological_Process_2023__Protein Prenylation (GO:0018342)
240,GO:0032088,negative regulation of NF-kappaB transcription factor activity,GO:0032088,-0.3844196890655075,-1.077185017209372,0.947135813739706,4.99%,CARD8;MAP2K5;ZC3H12A;IRAK2;NLRP2;ARRB1,GO_Biological_Process_2023__Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)
241,GO:0048841,regulation of axon extension involved in axon guidance,GO:0048841,-0.504886294131827,-1.078433046544809,0.9474856861173436,16.41%,SEMA3F;SEMA6B;SEMA4F;SEMA3B;SEMA3C;MEGF8,GO_Biological_Process_2023__Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841)
242,GO:0032801,receptor catabolic process,GO:0032801,0.417020749418199,0.8652125147095369,0.9486093235362022,3.90%,PCSK9;ZNRF3,GO_Biological_Process_2023__Receptor Catabolic Process (GO:0032801)
243,GO:0031669,cellular response to nutrient levels,GO:0031669,-0.4400511004994946,-1.2835755988868784,0.9488706392736456,10.85%,XBP1;SREBF1;RRAGD;CD68;SFRP1;TSC1;JMY;ATG7;PDK2;ALB;WIPI1;FADS1;MAPKAP1,GO_Biological_Process_2023__Cellular Response To Nutrient Levels (GO:0031669)
244,GO:0006895,Golgi to endosome transport,GO:0006895,-0.487734853996856,-1.0689094042209366,0.9494762946400088,9.28%,KLHL20;SORT1;WIPI1,GO_Biological_Process_2023__Golgi To Endosome Transport (GO:0006895)
245,GO:0072348,sulfur compound transport,GO:0072348,0.4090912410360375,0.8637727436634189,0.950728021367219,2.87%,SLC26A11,GO_Biological_Process_2023__Sulfur Compound Transport (GO:0072348)
246,GO:0098927,vesicle-mediated transport between endosomal compartments,GO:0098927,-0.5497950715394427,-1.2842283275235162,0.9508765025622924,6.33%,HOOK2;RILP,GO_Biological_Process_2023__Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927)
247,GO:0032402,melanosome transport,GO:0032402,-0.5103814496968838,-1.0585938738405474,0.9514594793972284,10.18%,BBS5;BLOC1S6;BLOC1S5;BBS7,GO_Biological_Process_2023__Melanosome Transport (GO:0032402)
248,GO:0090110,COPII-coated vesicle cargo loading,GO:0090110,-0.5334822980884039,-1.129324784543937,0.9525772064895917,35.58%,SEC24D;SEC31A;SEC24C;SEC23A;SEC23B;SAR1A;SEC24A,GO_Biological_Process_2023__COPII-coated Vesicle Cargo Loading (GO:0090110)
249,GO:0006836,neurotransmitter transport,GO:0006836,0.3829071117978886,0.8609891711206097,0.9531927435662564,19.17%,SNAP25;SLC38A2;SLC29A1;SYT1;LIN7C;SLC1A3,GO_Biological_Process_2023__Neurotransmitter Transport (GO:0006836)
250,GO:0031529,ruffle organization,GO:0031529,0.4089038910862189,0.8589680061350903,0.9538556334836978,28.06%,AIF1L;LIMA1;TPM1;PLEKHA1;PIP5K1A;ARF6,GO_Biological_Process_2023__Ruffle Organization (GO:0031529)
251,GO:0046485,ether lipid metabolic process,GO:0046485,0.414173908420482,0.859618247394572,0.9543341117390832,3.18%,LIPE,GO_Biological_Process_2023__Ether Lipid Metabolic Process (GO:0046485)
252,GO:0046653,tetrahydrofolate metabolic process,GO:0046653,-0.5621804791815,-1.12952573168225,0.9544803730660918,24.73%,MTHFR;MTR;TYMS;MTHFD1;SHMT1;MTHFS,GO_Biological_Process_2023__Tetrahydrofolate Metabolic Process (GO:0046653)
253,GO:1900103,positive regulation of endoplasmic reticulum unfolded protein response,GO:1900103,-0.6169873120814864,-1.3035974880100791,0.954908060544264,7.36%,XBP1;BOK,GO_Biological_Process_2023__Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)
254,GO:0032780,negative regulation of ATP-dependent activity,GO:0032780,-0.5522071952787939,-1.1306860691428,0.9555302143549936,7.73%,IFIT1;TSC1;THADA,GO_Biological_Process_2023__Negative Regulation Of ATP-dependent Activity (GO:0032780)
255,GO:0032965,regulation of collagen biosynthetic process,GO:0032965,0.4231227002030129,0.8488688436974631,0.9576045827246528,9.59%,F2;TGFB3;RUNX1,GO_Biological_Process_2023__Regulation Of Collagen Biosynthetic Process (GO:0032965)
256,GO:0048015,phosphatidylinositol-mediated signaling,GO:0048015,-0.3779724729038871,-1.0291137906637715,0.9647730777937154,13.64%,PLCE1;IRS1;PDGFRA;PIK3CA;GATA3;PIK3CB;GAB2;EXOC7;PI4KB;PIK3CD;STAT3,GO_Biological_Process_2023__Phosphatidylinositol-Mediated Signaling (GO:0048015)
257,GO:1903140,regulation of establishment of endothelial barrier,GO:1903140,-0.5657305664314307,-1.155949218975999,0.9664383788385034,30.04%,S1PR2;ROCK1;ROCK2;F11R;ZDHHC21;VCL;IKBKB,GO_Biological_Process_2023__Regulation Of Establishment Of Endothelial Barrier (GO:1903140)
258,GO:0000096,sulfur amino acid metabolic process,GO:0000096,-0.5317400989000042,-1.1390817512707536,0.9687139895957784,21.86%,MTHFR;MTR;MTRR;MTHFD1;SMS,GO_Biological_Process_2023__Sulfur Amino Acid Metabolic Process (GO:0000096)
259,GO:0010453,regulation of cell fate commitment,GO:0010453,0.3982916747885319,0.8315153522796019,0.9688112955384848,32.79%,GATAD2A;RBBP7;GATAD2B;HDAC2;RBBP4;MTA2;MBD3,GO_Biological_Process_2023__Regulation Of Cell Fate Commitment (GO:0010453)
260,GO:0046931,pore complex assembly,GO:0046931,0.3660760383042561,0.8082726226639902,0.9701711313144006,33.90%,PLEKHA7;BAD;NUP153;TPR;PDZD11;RTN4,GO_Biological_Process_2023__Pore Complex Assembly (GO:0046931)
261,GO:0006968,cellular defense response,GO:0006968,0.4017547167939657,0.8075227254296478,0.9707122664782776,2.88%,FOSL1,GO_Biological_Process_2023__Cellular Defense Response (GO:0006968)
262,GO:0060544,regulation of necroptotic process,GO:0060544,-0.4567379102942734,-0.9937589685236822,0.984018435460296,24.75%,SPATA2;RIPK1;CASP8;CYLD,GO_Biological_Process_2023__Regulation Of Necroptotic Process (GO:0060544)
263,GO:1902075,cellular response to salt,GO:1902075,-0.3396899583071827,-0.9874168451144048,0.9873332506565408,9.64%,ADCY7;ADGRV1;CDKN1B;ZC3H12A;WNT5A;NLGN1;CPNE4;ADD1;BRAF;HNRNPA1,GO_Biological_Process_2023__Cellular Response To Salt (GO:1902075)
264,GO:0018126,protein hydroxylation,GO:0018126,-0.4457890021729961,-0.9334388245955448,0.994717876220838,26.19%,JMJD7;VIPAS39;PLOD2;VPS33B;P3H3,GO_Biological_Process_2023__Protein Hydroxylation (GO:0018126)
265,GO:0071526,semaphorin-plexin signaling pathway,GO:0071526,-0.3966124739172946,-0.965614660633608,0.9957474307484308,13.77%,SEMA3F;SEMA6B;SEMA4F;SEMA3B;PLXNB3;SEMA3C,GO_Biological_Process_2023__Semaphorin-Plexin Signaling Pathway (GO:0071526)
266,GO:0010743,regulation of macrophage derived foam cell differentiation,GO:0010743,-0.5497129675373011,-1.1964217521190086,0.9991020179377796,8.83%,ADIPOQ;MAPK9;NR1H2;AGT;NFKBIA,GO_Biological_Process_2023__Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743)
