Protein_Group,Genes,ETP-56035_6hr,ETP-56328_6hr,ETP-56168_6hr
Q8N0U8,VKORC1L1,No,No,No
Q8N0V3,RBFA,No,No,No
Q8N0W3,FCSK,No,No,No
Q8N0W5,IQCK,No,No,No
Q8N0X4,CLYBL,No,No,No
Q8N0X7,SPART,No,No,No
Q8N0Y2,ZNF444,No,No,No
Q8N0Z3,SPICE1,No,No,No
Q8N0Z6,TTC5,No,No,No
Q8N0Z8,PUSL1,No,No,No
Q8N0Z9,VSIG10,No,No,No
Q8N108,MIER1,No,No,No
Q8N122,RPTOR,No,No,No
Q8N128,FAM177A1,No,No,No
Q8N129,CNPY4,No,No,No
Q8N131,TMEM123,No,No,No
Q8N137,CNTROB,No,No,No
Q8N141,ZFP82,No,No,No
Q8N142,ADSS1,No,No,No
Q8N157,AHI1,No,No,No
Q8N163,CCAR2,No,No,No
Q8N165,PDIK1L,No,No,No
Q8N183,NDUFAF2,No,No,No
Q8N184,ZNF567,No,No,No
Q8N196,SIX5,No,No,No
Q8N1A6,C4orf33,No,No,No
Q8N1B3,CCNQ,No,No,No
Q8N1B4,VPS52,No,No,No
Q8N1E6,FBXL14,No,No,No
Q8N1F7,NUP93,No,No,No
Q8N1F8,STK11IP,No,No,No
Q8N1G0,ZNF687,No,No,No
Q8N1G1,REXO1,No,No,No
Q8N1G2,CMTR1,No,No,No
Q8N1G4,LRRC47,No,No,No
Q8N1I0,DOCK4,No,No,No
CON__Q8N1N4,KRT78,No,No,No
Q8N1P7,CRYBG2,No,No,No
Q8N1Q1,CA13,No,No,No
Q8N1S5,SLC39A11,No,No,No
Q8N1W1,ARHGEF28,No,No,No
Q8N201,INTS1,No,No,No
Q8N205,SYNE4,No,No,No
Q8N257,H2BU1,No,No,No
Q8N2A8,PLD6,No,No,No
Q8N2E2,VWDE,No,No,No
Q8N2F6,ARMC10,No,No,No
Q8N2G6,ZCCHC24,No,No,No
Q8N2G8,GHDC,No,No,No
Q8N2H3,PYROXD2,No,No,No
Q8N2H9,PELI3,No,No,No
Q8N2I9,STK40,No,No,No
Q8N2K0,ABHD12,No,No,No
Q8N2K1,UBE2J2,No,No,No
Q8N2M8,CLASRP,No,No,No
Q8N2Q7,NLGN1,No,No,No
Q8N2R8,FAM43A,No,No,No
Q8N2S1,LTBP4,No,No,No
Q8N2U0,TMEM256,No,No,No
Q8N2U9,SLC66A2,No,No,No
Q8N2W9,PIAS4,No,No,No
Q8N2Y8,RUSC2,No,No,No
Q8N2Z9,CENPS,No,No,No
Q8N300,SVBP,No,No,No
Q8N302,AGGF1,No,No,No
Q8N328,PGBD3,No,No,No
Q8N335,GPD1L,No,No,No
Q8N344,MIER2,No,No,No
Q8N357,SLC35F6,No,No,No
Q8N371,KDM8,No,No,No
Q8N392,ARHGAP18,No,No,No
Q8N394,TMTC2,No,No,No
Q8N3A8,PARP8,No,No,No
Q8N3C0,ASCC3,No,No,No
Q8N3C7,CLIP4,No,No,No
Q8N3D4,EHBP1L1,No,No,No
Q8N3E9,PLCD3,No,No,No
Q8N3F8,MICALL1,No,No,No
Q8N3I7,BBS5,No,No,No
Q8N3J2,METTL4,No,No,No
Q8N3J3,HROB,No,No,No
Q8N3J9,ZNF664,No,No,No
Q8N3P4,VPS8,No,No,No
Q8N3R3,TCAIM,No,No,No
Q8N3R9,MPP5,No,No,No
Q8N3S3,PHTF2,No,No,No
Q8N3U4,STAG2,No,No,No
Q8N3V7,SYNPO,No,No,No
Q8N3X1,FNBP4,No,No,No
Q8N3X6,LCORL,No,No,No
Q8N3Y1,FBXW8,No,No,No
Q8N3Y3,LARGE2,No,No,No
Q8N3Y7,SDR16C5,No,No,No
Q8N3Z3,GTPBP8,No,No,No
Q8N3Z6,ZCCHC7,No,No,No
Q8N428,GALNT16,No,No,No
Q8N441,FGFRL1,No,No,No
Q8N442,GUF1,No,No,No
Q8N448,LNX2,No,No,No
Q8N465,D2HGDH,No,No,No
Q8N474,SFRP1,No,No,No
Q8N488,RYBP,No,No,No
Q8N490,PNKD,No,No,No
Q8N4A0,GALNT4,No,No,No
Q8N4B1,PHETA1,No,No,No
Q8N4C6,NIN,No,No,No
Q8N4C8,MINK1,No,No,No
Q8N4H5,TOMM5,No,No,No
Q8N4J0,CARNMT1,No,No,No
Q8N4L2,PIP4P2,No,No,No
Q8N4N3,KLHL36,No,No,No
Q8N4P2,TTC30B,No,No,No
Q8N4P3,HDDC3,No,No,No
Q8N4Q0,ZADH2,No,No,No
Q8N4Q1,CHCHD4,No,No,No
Q8N4S0,CCDC82,No,No,No
Q8N4S7,PAQR4,No,No,No
Q8N4S9,MARVELD2,No,No,No
Q8N4T4,ARHGEF39,No,No,No
Q8N4T8,CBR4,No,No,No
Q8N4V1,MMGT1,No,No,No
Q8N511,TMEM199,No,No,No
Q8N531,FBXL6,No,No,No
Q8N543,OGFOD1,No,No,No
Q8N554,ZNF276,No,No,No
Q8N556,AFAP1,No,No,No
Q8N565,MREG,No,No,No
Q8N567,ZCCHC9,No,No,No
Q8N568,DCLK2,No,No,No
Q8N573,OXR1,No,No,No
Q8N584,TTC39C,No,No,No
Q8N587,ZNF561,No,No,No
Q8N594,MPND,No,No,No
Q8N5A5,ZGPAT,No,No,No
Q8N5B7,CERS5,No,No,No
Q8N5C6,SRBD1,No,No,No
Q8N5C7,DTWD1,No,No,No
Q8N5C8,TAB3,No,No,No
Q8N5D0,WDTC1,No,No,No
Q8N5F7,NKAP,No,No,No
Q8N5G0,SMIM20,No,No,No
Q8N5G2,MACO1,No,No,No
Q8N5H3,FAM89B,No,No,No
Q8N5I2,ARRDC1,No,No,No
Q8N5I4,DHRSX,No,No,No
Q8N5I9,C12orf45,No,No,No
Q8N5K1,CISD2,No,No,No
Q8N5L8,RPP25L,No,No,No
Q8N5M1,ATPAF2,No,No,No
Q8N5M4,TTC9C,No,No,No
Q8N5M9,JAGN1,No,No,No
Q8N5N7,MRPL50,No,No,No
Q8N5P1,ZC3H8,No,No,No
Q8N5S9,CAMKK1,No,No,No
Q8N5T2,TBC1D19,No,No,No
Q8N5U6,RNF10,No,No,No
Q8N5V2,NGEF,No,No,No
Q8N5W9,RFLNB,No,No,No
Q8N5X7,EIF4E3,No,No,No
Q8N5Y2,MSL3,No,No,No
Q8N5Y8,PARP16,No,No,No
Q8N5Z0,AADAT,No,No,No
Q8N5Z5,KCTD17,No,No,No
Q8N608,DPP10,No,No,No
Q8N612,FAM160A2,No,No,No
Q8N653,LZTR1,No,No,No
Q8N668,COMMD1,No,No,No
Q8N680,ZBTB2,No,No,No
Q8N684,CPSF7,No,No,No
Q8N697,SLC15A4,No,No,No
Q8N6C5,IGSF1,No,No,No
Q8N6G5,CSGALNACT2,No,No,No
Q8N6H7,ARFGAP2,No,No,No
Q8N6I1,EID2,No,No,No
Q8N6L1,KRTCAP2,No,No,No
Q8N6M0,OTUD6B,No,No,No
Q8N6M3,FITM2,No,No,No
Q8N6N3,C1orf52,No,No,No
Q8N6N7,ACBD7,No,No,No
Q8N6Q8,METTL25,No,No,No
Q8N6R0,EEF1AKNMT,No,No,No
Q8N6S4,ANKRD13C,No,No,No
Q8N6S5,ARL6IP6,No,No,No
Q8N6T0,TOP6BL,No,No,No
Q8N6T3,ARFGAP1,No,No,No
Q8N6T7,SIRT6,No,No,No
Q8N6V9,TEX9,No,No,No
Q8N720,ZNF655,No,No,No
Q8N755,SLC66A3,No,No,No
Q8N766,EMC1,No,No,No
Q8N7B6,PACRGL,No,No,No
Q8N7H5,PAF1,No,No,No
Q8N7R7,CCNYL1,No,No,No
Q8N7W2,BEND7,No,No,No
Q8N7X0,ADGB,No,No,No
Q8N806,UBR7,No,No,No
Q8N823,ZNF611,No,No,No
Q8N884,CGAS,No,No,No
Q8N8A2,ANKRD44,No,No,No
Q8N8A6,DDX51,No,No,No
Q8N8D1,PDCD7,No,No,No
Q8N8E3,CEP112,No,No,No
Q8N8I0,SAMD12,No,No,No
Q8N8J6,ZNF615,No,No,No
Q8N8J7,FAM241A,No,No,No
Q8N8K9,KIAA1958,No,No,No
Q8N8L6,ARL10,No,No,No
Q8N8N7,PTGR2,No,No,No
Q8N8Q3,ENDOV,ETP-56035_6hr,No,No
Q8N8Q8,COX18,No,No,No
Q8N8Q9,NIPA2,No,No,No
Q8N8R3,SLC25A29,No,No,No
Q8N8R5,C2orf69,No,No,No
Q8N8R7,ARL14EP,No,No,No
Q8N8S7,ENAH,No,No,No
Q8N8U2,CDYL2,No,No,No
Q8N8Y2,ATP6V0D2,No,No,No
Q8N8Z6,DCBLD1,No,No,No
Q8N945,PRELID2,No,No,No
Q8N954,GPATCH11,No,No,No
Q8N960,CEP120,No,No,No
Q8N961,ABTB2,No,No,No
Q8N983,MRPL43,No,No,No
Q8N988,ZNF557,No,No,No
Q8N999,C12orf29,No,No,No
Q8N9A8,CNEP1R1,No,No,No
Q8N9B5,JMY,No,No,No
Q8N9F0,NAT8L,No,No,No
Q8N9F7,GDPD1,No,No,No
Q8N9I9,DTX3,No,No,No
Q8N9L9,ACOT4,No,No,No
Q8N9M1,C19orf47,No,No,No
Q8N9M5,TMEM102,No,No,No
Q8N9N2,ASCC1,No,No,No
Q8N9N5,BANP,No,No,No
Q8N9N7,LRRC57,No,No,No
Q8N9N8,EIF1AD,No,No,No
Q8N9R8,SCAI,No,No,No
Q8N9T8,KRI1,No,No,No
Q8N9U0,TC2N,No,No,No
Q8N9V3,WDSUB1,No,No,No
Q8N9W5,DNAAF3,No,No,No
Q8N9Z2,CCDC71L,No,No,No
Q8NA03,FSIP1,No,No,No
Q8NA19,L3MBTL4,No,No,No
Q8NA29,MFSD2A,No,No,No
Q8NA72,POC5,No,No,No
Q8NAB2,KBTBD3,No,No,No
Q8NAC3,IL17RC,No,No,No
Q8NAF0,ZNF579,No,No,No
Q8NAN2,MIGA1,No,No,No
Q8NAP3,ZBTB38,No,No,No
Q8NAT1,POMGNT2,No,No,No
Q8NAV1,PRPF38A,No,No,No
Q8NAV2,C8orf58,No,No,No
Q8NAX2,KDF1,No,No,No
Q8NB14,USP38,No,No,No
Q8NB15,ZNF511,No,No,No
Q8NB16,MLKL,No,No,No
Q8NB25,FAM184A,No,No,No
Q8NB37,GATD1,No,No,No
Q8NB46,ANKRD52,No,No,No
Q8NB49,ATP11C,No,No,No
Q8NB50,ZFP62,No,No,No
Q8NB78,KDM1B,No,No,No
Q8NB90,SPATA5,No,No,No
Q8NB91,FANCB,No,No,No
Q8NBA8,DTWD2,No,No,No
Q8NBE8,KLHL23,No,No,No
Q8NBF1,GLIS1,No,No,No
Q8NBF2,NHLRC2,No,No,No
Q8NBF6,AVL9,No,No,No
Q8NBI6,XXYLT1,No,No,No
Q8NBJ4,GOLM1,No,No,No
Q8NBJ5,COLGALT1,No,No,No
Q8NBJ7,SUMF2,No,No,No
Q8NBJ9,SIDT2,No,No,No
Q8NBK3,SUMF1,No,No,No
Q8NBL1,POGLUT1,No,No,No
Q8NBM4,UBAC2,No,No,No
Q8NBM8,PCYOX1L,No,No,No
Q8NBN3,TMEM87A,No,No,No
Q8NBN7,RDH13,No,No,No
Q8NBP0,TTC13,No,No,No
Q8NBP5,MFSD9,No,No,No
Q8NBP7,PCSK9,No,No,No
Q8NBQ5,HSD17B11,No,No,No
Q8NBR0,TP53I13,No,No,No
Q8NBR6,MINDY2,No,No,No
Q8NBS3,SLC4A11,No,No,No
Q8NBS9,TXNDC5,No,No,No
Q8NBT0,POC1A,No,No,No
Q8NBT2,SPC24,No,No,No
Q8NBU5,ATAD1,No,No,No
Q8NBW4,SLC38A9,No,No,No
Q8NBX0,SCCPDH,No,No,No
Q8NBZ0,INO80E,No,No,No
Q8NBZ7,UXS1,No,No,No
Q8NC06,ACBD4,No,No,No
Q8NC26,ZNF114,No,No,No
Q8NC42,RNF149,No,No,No
Q8NC44,RETREG2,No,No,No
Q8NC51,SERBP1,No,No,No
Q8NC54,KCT2,No,No,No
Q8NC56,LEMD2,No,No,No
Q8NC60,NOA1,No,No,No
Q8NC67,NETO2,No,No,No
Q8NC69,KCTD6,ETP-56035_6hr,No,No
Q8NC96,NECAP1,No,No,No
Q8NCA5,FAM98A,No,No,No
Q8NCA9,ZNF784,No,No,No
Q8NCC3,PLA2G15,No,No,No
Q8NCC5,SLC37A3,No,No,No
Q8NCD3,HJURP,No,No,No
Q8NCE0,TSEN2,No,No,No
Q8NCE2,MTMR14,No,No,No
Q8NCF5,NFATC2IP,No,No,No
Q8NCG7,DAGLB,No,No,No
Q8NCH0,CHST14,No,No,No
Q8NCJ5,SPRYD3,No,No,No
Q8NCK3,ZNF485,No,No,No
Q8NCL4,GALNT6,No,No,No
Q8NCM2,KCNH5,No,No,No
Q8NCM8,DYNC2H1,No,No,No
Q8NCN2,ZBTB34,No,No,No
Q8NCN4,RNF169,No,No,No
Q8NCN5,PDPR,No,No,No
Q8NCP5,ZBTB44,No,No,No
Q8NCR0,B3GALNT2,No,No,No
Q8NCS4,TMEM35B,No,No,No
Q8NCW0,KREMEN2,No,No,No
Q8NCW5,NAXE,No,No,No
Q8NCW6,GALNT11,No,No,No
Q8NCY6,MSANTD4,No,No,No
Q8ND04,SMG8,No,No,No
Q8ND24,RNF214,No,No,No
Q8ND25,ZNRF1,No,No,No
Q8ND30,PPFIBP2,No,No,No
Q8ND56,LSM14A,No,No,No
Q8ND76,CCNY,No,No,No
Q8ND82,ZNF280C,No,No,No
Q8ND83,SLAIN1,No,No,No
Q8ND90,PNMA1,No,No,No
Q8NDA8,MROH1,No,No,No
Q8NDB6,FAM156B,No,No,No
Q8NDC0,MAPK1IP1L,No,No,No
Q8NDD1,C1orf131,No,No,No
Q8NDF8,TENT4B,No,No,No
Q8NDH3,NPEPL1,No,No,No
Q8NDH6,ICA1L,No,No,No
Q8NDI1,EHBP1,No,No,No
Q8NDN9,RCBTB1,No,No,No
Q8NDT2,RBM15B,No,No,No
Q8NDV1,ST6GALNAC3,No,No,No
Q8NDV3,SMC1B,No,No,No
Q8NDV7,TNRC6A,No,No,No
Q8NDX5,PHC3,No,No,No
Q8NDX6,ZNF740,No,No,No
Q8NDZ2,SIMC1,No,No,No
Q8NDZ4,DIPK2A,No,No,No
Q8NDZ6,TMEM161B,No,No,No
Q8NE00,TMEM104,No,No,No
Q8NE01,CNNM3,No,No,No
Q8NE22,SETD9,No,No,No
Q8NE62,CHDH,No,No,No
Q8NE65,ZNF738,No,No,No
Q8NE71,ABCF1,No,No,No
Q8NE86,MCU,No,No,No
Q8NEA4,FBXO36,No,ETP-56328_6hr,No
Q8NEB5,PLPP5,No,No,No
Q8NEB7,ACRBP,No,No,No
Q8NEB9,PIK3C3,No,No,No
Q8NEC7,GSTCD,No,No,No
Q8NEF3,CCDC112,No,No,No
Q8NEF9,SRFBP1,No,No,No
Q8NEJ9,NGDN,No,No,No
Q8NEL9,DDHD1,No,No,No
Q8NEM0,MCPH1,No,No,No
Q8NEM1,ZNF680,No,No,No
Q8NEM2,SHCBP1,No,No,No
Q8NEM7,SUPT20H,No,No,No
Q8NEN0,ARMC2,No,No,No
Q8NEN9,PDZD8,No,No,No
Q8NEP7,KLHDC9,No,No,No
Q8NEU8,APPL2,No,No,No
Q8NEV4,MYO3A,No,No,No
Q8NEV8,EXPH5,No,No,No
Q8NEW0,SLC30A7,No,No,No
Q8NEX9,SDR9C7,No,No,No
Q8NEY1,NAV1,No,No,No
Q8NEY8,PPHLN1,No,No,No
Q8NEZ2,VPS37A,No,No,No
Q8NEZ3,WDR19,No,No,No
Q8NEZ5,FBXO22,No,No,No
Q8NF37,LPCAT1,No,No,No
Q8NF64,ZMIZ2,No,No,No
Q8NF91,SYNE1,No,No,No
Q8NF99,ZNF397,No,No,No
Q8NFA0,USP32,No,No,No
Q8NFC6,BOD1L1,No,No,No
Q8NFD5,ARID1B,No,No,No
Q8NFF5,FLAD1,No,No,No
Q8NFG4,FLCN,No,No,No
Q8NFH3,NUP43,No,No,No
Q8NFH4,NUP37,No,No,No
Q8NFH5,NUP35,No,No,No
Q8NFH8,REPS2,No,No,No
Q8NFI3,ENGASE,No,No,No
Q8NFJ5,GPRC5A,No,No,No
Q8NFJ9,BBS1,No,No,No
Q8NFP4,MDGA1,No,No,No
Q8NFP7,NUDT10,No,No,No
Q8NFP9,NBEA,No,No,No
Q8NFQ8,TOR1AIP2,No,No,No
Q8NFT2,STEAP2,No,No,No
Q8NFU3,TSTD1,No,No,No
Q8NFU5,IPMK,DMSO_6hr,No,No
Q8NFV4,ABHD11,No,No,No
Q8NFW8,CMAS,No,No,No
Q8NFX7,STXBP6,No,No,No
Q8NFY9,KBTBD8,No,No,No
Q8NFZ0,FBH1,No,No,No
Q8NFZ3,NLGN4Y,No,No,No
Q8NFZ4,NLGN2,No,No,No
Q8NFZ5,TNIP2,No,No,No
Q8NFZ8,CADM4,No,No,No
Q8NG06,TRIM58,No,No,No
Q8NG08,HELB,No,No,No
Q8NG11,TSPAN14,No,No,No
Q8NG27,PJA1,No,No,No
Q8NG31,KNL1,No,No,No
Q8NG66,NEK11,No,No,No
Q8NG68,TTL,No,No,No
Q8NHG7,SVIP,No,No,No
Q8NHG8,ZNRF2,No,No,No
Q8NHH9,ATL2,No,No,No
Q8NHM5,KDM2B,No,No,No
Q8NHP6,MOSPD2,No,No,No
Q8NHP8,PLBD2,No,No,No
Q8NHQ1,CEP70,No,No,No
Q8NHQ8,RASSF8,No,No,No
Q8NHQ9,DDX55,No,No,No
Q8NHS3,MFSD8,No,No,No
Q8NHU3,SGMS2,No,No,No
Q8NHU6,TDRD7,No,No,No
Q8NHV4,NEDD1,No,No,No
Q8NHX9,TPCN2,No,No,No
Q8NHY2,COP1,No,No,No
Q8NHZ8,CDC26,No,No,No
Q8NI08,NCOA7,No,No,No
Q8NI22,MCFD2,No,No,No
Q8NI27,THOC2,No,No,No
Q8NI29,FBXO27,No,No,No
Q8NI35,PATJ,No,No,No
Q8NI36,WDR36,No,No,No
Q8NI37,PPTC7,No,No,No
Q8NI60,COQ8A,No,No,No
Q8NI77,KIF18A,No,No,No
Q8TA86,RP9,No,No,No
Q8TAA5,GRPEL2,No,No,No
Q8TAA9,VANGL1,No,No,No
Q8TAB3,PCDH19,No,No,No
Q8TAB5,C1orf216,No,No,No
Q8TAC2,JOSD2,No,No,No
Q8TAC9,SCAMP5,No,No,No
Q8TAD4,SLC30A5,No,No,No
Q8TAD7,OCC1,No,No,No
Q8TAD8,SNIP1,No,No,No
Q8TAE6,PPP1R14C,No,No,No
Q8TAE8,GADD45GIP1,No,No,No
Q8TAF3,WDR48,No,No,No
Q8TAG9,EXOC6,No,No,No
Q8TAK5,GABPB2,No,No,No
Q8TAM1,BBS10,No,No,No
Q8TAM2,TTC8,No,No,No
Q8TAP6,CEP76,No,No,No
Q8TAP8,PPP1R35,No,No,No
Q8TAP9,MPLKIP,No,No,No
Q8TAQ2,SMARCC2,No,No,No
Q8TAQ5,ZNF420,No,No,No
Q8TAS1,UHMK1,No,No,No
Q8TAT2,FGFBP3,No,No,No
Q8TAT5,NEIL3,No,No,No
Q8TAT6,NPLOC4,No,No,No
Q8TAU3,ZNF417,No,No,No
Q8TAV0,FAM76A,No,No,No
Q8TB03,CXorf38,No,No,No
Q8TB05,UBALD1,No,No,No
Q8TB22,SPATA20,No,No,No
Q8TB24,RIN3,No,No,No
Q8TB36,GDAP1,No,No,No
Q8TB37,NUBPL,No,No,No
Q8TB40,ABHD4,No,No,No
Q8TB45,DEPTOR,No,No,No
Q8TB52,FBXO30,No,No,No
Q8TB61,SLC35B2,No,No,No
Q8TB72,PUM2,No,No,No
Q8TB96,ITFG1,No,No,No
Q8TBA6,GOLGA5,No,No,No
Q8TBB0,THAP6,No,No,No
Q8TBB5,KLHDC4,No,No,No
Q8TBC3,SHKBP1,No,No,No
Q8TBC4,UBA3,No,No,No
Q8TBE0,BAHD1,No,No,No
Q8TBE9,NANP,No,No,No
Q8TBF2,PRXL2B,No,No,No
Q8TBF4,ZCRB1,No,No,No
Q8TBF5,PIGX,No,No,No
Q8TBK2,SETD6,No,No,No
Q8TBK6,ZCCHC10,No,No,No
Q8TBM7,TMEM254,No,No,No
Q8TBM8,DNAJB14,No,No,No
Q8TBN0,RAB3IL1,No,No,No
Q8TBP0,TBC1D16,No,No,No
Q8TBP5,FAM174A,No,No,No
Q8TBP6,SLC25A40,No,No,No
Q8TBQ9,TMEM167A,No,No,No
Q8TBR7,TLCD3A,No,No,No
Q8TBX8,PIP4K2C,No,No,No
Q8TBZ3,WDR20,No,No,No
Q8TBZ6,TRMT10A,No,No,No
Q8TBZ8,ZNF564,No,No,No
Q8TC05,MDM1,No,No,No
Q8TC07,TBC1D15,No,No,No
Q8TC12,RDH11,No,No,No
Q8TC26,TMEM163,No,No,No
Q8TC44,POC1B,No,No,No
Q8TC57,M1AP,No,No,No
Q8TC76,FAM110B,No,No,No
Q8TCA0,LRRC20,No,No,No
Q8TCB7,METTL6,No,No,No
Q8TCC3,MRPL30,No,No,No
Q8TCD1,C18orf32,No,No,No
Q8TCD5,NT5C,No,No,No
Q8TCD6,PHOSPHO2,No,No,No
Q8TCE6,DENND10,No,No,No
Q8TCF1,ZFAND1,No,No,No
Q8TCG1,CIP2A,No,No,No
Q8TCG2,PI4K2B,No,No,No
Q8TCJ2,STT3B,No,No,No
Q8TCN5,ZNF507,No,No,No
Q8TCP9,FAM200A,No,No,No
Q8TCS8,PNPT1,No,No,No
Q8TCT1,PHOSPHO1,No,No,No
Q8TCT6,SPPL3,No,No,No
Q8TCT7,SPPL2B,No,No,No
Q8TCT8,SPPL2A,No,No,No
Q8TCT9,HM13,No,No,No
Q8TCU4,ALMS1,No,No,No
Q8TCU6,PREX1,No,No,No
Q8TCX1,DYNC2LI1,No,No,No
Q8TCX5,RHPN1,No,No,No
Q8TCY9,URGCP,No,No,No
Q8TCZ2,CD99L2,No,No,No
Q8TD10,MIPOL1,No,No,No
Q8TD16,BICD2,No,No,No
Q8TD17,ZNF398,No,No,No
Q8TD19,NEK9,No,No,No
Q8TD22,SFXN5,No,No,No
Q8TD26,CHD6,No,No,No
Q8TD30,GPT2,No,No,No
Q8TD31,CCHCR1,No,No,No
Q8TD43,TRPM4,No,No,No
Q8TD55,PLEKHO2,No,No,No
Q8TD84,DSCAML1,No,No,No
Q8TDB6,DTX3L,No,No,No
Q8TDD1,DDX54,No,No,No
Q8TDG4,HELQ,No,No,No
Q8TDH9,BLOC1S5,No,No,No
Q8TDJ6,DMXL2,No,No,No
Q8TDM0,BCAS4,No,No,No
Q8TDM6,DLG5,No,No,No
Q8TDN4,CABLES1,No,No,No
Q8TDN6,BRIX1,No,No,No
Q8TDP1,RNASEH2C,No,No,No
Q8TDQ7,GNPDA2,No,No,No
Q8TDR0,TRAF3IP1,No,No,No
Q8TDR2,STK35,No,No,No
Q8TDW0,LRRC8C,No,No,No
Q8TDX6,CSGALNACT1,No,No,No
Q8TDX7,NEK7,No,No,No
Q8TDY2,RB1CC1,No,No,No
Q8TDY4,ASAP3,ETP-56035_6hr,No,No
Q8TDZ2,MICAL1,No,No,No
Q8TE02,ELP5,No,No,No
Q8TE04,PANK1,No,No,No
Q8TE58,ADAMTS15,No,No,No
Q8TE68,EPS8L1,No,No,No
Q8TE69;Q96DE9,EOLA1;EOLA2,No,No,No
Q8TE76,MORC4,No,No,No
Q8TE77,SSH3,No,No,No
Q8TE82,SH3TC1,No,No,No
Q8TE99,PXYLP1,No,No,No
Q8TEA1,NSUN6,No,No,No
Q8TEA7,TBCK,No,No,No
Q8TEA8,DTD1,No,No,No
Q8TEB1,DCAF11,No,No,No
Q8TEB9,RHBDD1,No,No,No
Q8TEC5,SH3RF2,No,No,No
Q8TED0,UTP15,No,No,No
Q8TED1,GPX8,No,No,No
Q8TED9,AFAP1L1,No,No,No
Q8TEH3,DENND1A,No,No,No
Q8TEJ3,SH3RF3,No,No,No
Q8TEK3,DOT1L,No,No,No
Q8TEL6,TRPC4AP,No,No,No
Q8TEM1,NUP210,No,No,No
Q8TEP8,CEP192,No,No,No
Q8TEQ0,SNX29,No,No,No
Q8TEQ6,GEMIN5,No,No,No
Q8TEQ8,PIGO,No,No,No
Q8TER5,ARHGEF40,No,No,No
Q8TET4,GANC,No,No,No
Q8TEU7,RAPGEF6,No,No,No
Q8TEV9,SMCR8,No,No,No
Q8TEW0,PARD3,No,No,No
Q8TEW6,DOK4,No,No,No
Q8TEW8,PARD3B,No,No,No
Q8TEX9,IPO4,No,No,No
Q8TEY7,USP33,No,No,No
Q8TF01,PNISR,No,No,No
Q8TF05,PPP4R1,No,No,No
Q8TF20,ZNF721,No,No,No
Q8TF30,WHAMM,No,No,No
Q8TF32,ZNF431,No,No,No
Q8TF39,ZNF483,No,No,No
Q8TF40,FNIP1,No,No,No
Q8TF42,UBASH3B,No,No,No
Q8TF46,DIS3L,No,No,No
Q8TF47,ZFP90,No,No,No
Q8TF50,ZNF526,No,No,No
Q8TF65,GIPC2,No,No,No
Q8TF68,ZNF384,No,No,No
Q8TF71,SLC16A10,No,No,No
Q8TF72,SHROOM3,No,No,No
Q8TF74,WIPF2,No,No,No
Q8TF76,HASPIN,No,No,No
Q8WTR2,DUSP19,No,No,No
Q8WTS1,ABHD5,No,No,No
Q8WTS6,SETD7,No,No,No
Q8WTT2,NOC3L,No,No,No
Q8WTU0,DDI1,No,No,No
Q8WTV0,SCARB1,No,No,No
Q8WTV1,THAP3,No,No,No
Q8WTW3,COG1,No,No,No
Q8WTW4,NPRL2,No,No,No
Q8WTX7,CASTOR1,No,No,No
Q8WU08,STK32A,No,No,No
Q8WU10,PYROXD1,No,No,No
Q8WU17,RNF139,No,No,No
Q8WU20,FRS2,No,No,No
Q8WU43,C2orf15,No,No,No
Q8WU58,FAM222B,No,No,No
Q8WU67,ABHD3,No,No,No
Q8WU68,U2AF1L4,No,No,No
Q8WU76,SCFD2,No,No,No
Q8WU79,SMAP2,No,No,No
Q8WU90,ZC3H15,No,No,No
Q8WUA2,PPIL4,No,No,No
Q8WUA4,GTF3C2,No,No,No
Q8WUA7,TBC1D22A,No,No,No
Q8WUA8,TSKU,No,No,No
Q8WUB2,FAM216A,No,No,No
Q8WUB8,PHF10,No,No,No
Q8WUD1,RAB2B,No,No,No
Q8WUD4,CCDC12,No,No,No
Q8WUD6,CHPT1,No,No,No
Q8WUF5,PPP1R13L,No,No,No
Q8WUF8,FAM172A,No,No,No
Q8WUH1,CHURC1,No,No,No
Q8WUH2,TGFBRAP1,No,No,No
Q8WUH6,TMEM263,No,No,No
Q8WUI4,HDAC7,No,No,No
Q8WUJ0,STYX,No,No,No
Q8WUJ1,CYB5D2,No,No,No
Q8WUK0,PTPMT1,No,No,No
Q8WUM0,NUP133,No,No,No
Q8WUM4,PDCD6IP,No,No,No
Q8WUM9,SLC20A1,No,No,No
Q8WUN7,UBTD2,No,No,No
Q8WUP2,FBLIM1,No,No,No
Q8WUQ7,CACTIN,No,No,No
Q8WUR7,C15orf40,No,No,No
Q8WUT4,LRRN4,No,No,No
Q8WUT9,SLC25A43,No,No,No
Q8WUU5,GATAD1,No,No,No
Q8WUW1,BRK1,No,No,No
Q8WUX2,CHAC2,No,No,No
Q8WUX9,CHMP7,No,No,No
Q8WUY1,THEM6,No,No,No
Q8WUY3,PRUNE2,No,No,No
Q8WUY8,NAT14,No,No,No
Q8WUY9,DEPDC1B,No,No,No
Q8WUZ0,BCL7C,No,No,No
Q8WV07,LTO1,No,No,No
Q8WV16,DCAF4,No,No,No
Q8WV22,NSMCE1,No,No,No
Q8WV24,PHLDA1,No,No,No
Q8WV37,ZNF480,No,No,No
Q8WV41,SNX33,No,No,No
Q8WV44,TRIM41,No,No,No
Q8WV48,CCDC107,No,No,No
Q8WV60,PTCD2,No,No,No
