Protein_Group	Genes	SK-Mel-147_vs_FMC29_logFC	SK-Mel-147_vs_FMC29_pval	Removed?	Contaminant?
P43155	CRAT	-11.1859378857645	1.74820678233823e-23	No	No
P43234	CTSO	-3.90076288794753	3.1341914038808996e-12	No	No
P43235	CTSK	-5.51242182472444	1.24382784058095e-12	No	No
P43304	GPD2	-4.1070723466686	7.070974542084591e-17	No	No
P43657	LPAR6	-6.73083888338361	5.43016707890744e-22	No	No
P45381	ASPA	-11.3539658480239	1.01654579355246e-30	No	No
P45954	ACADSB	-3.51443742992142	8.99349527685454e-06	No	No
P46100	ATRX	-5.45337862489451	7.07015654388074e-09	No	No
P46939	UTRN	-3.25322762561638	3.7819446412381004e-24	No	No
P46977	STT3A	-5.30490160083798	3.1438192909513602e-09	No	No
P47712	PLA2G4A	-3.05345827236994	4.10298091870765e-20	No	No
P47736	RAP1GAP	-4.04425886822555	1.22452531040742e-06	No	No
P47972	NPTX2	-8.40206333877978	7.68366653039045e-13	No	No
P48163	ME1	-3.16336066559115	7.463155051040951e-17	No	No
P48549	KCNJ3	-8.48708515858907	6.03611672104965e-13	No	No
P48745	CCN3	-7.16797022202173	1.88292788678687e-09	No	No
P48751	SLC4A3	-3.94939661767904	0.0005597343596828	No	No
P49069	CAMLG	-8.67500479051081	5.2982497497366505e-21	No	No
P49257	LMAN1	-3.69736599101731	6.60533859865248e-18	No	No
P49407	ARRB1	-3.26802407802138	6.85802657459945e-18	No	No
P49454	CENPF	-7.87987950888135	1.72140954777343e-13	No	No
P49788	RARRES1	-6.84397446370396	7.465723816131719e-26	No	No
P49821	NDUFV1	-3.3459046224594	9.77973818037359e-07	No	No
P50135	HNMT	-3.52154136217266	3.99804940848744e-15	No	No
P50213	IDH3A	-4.61022868482086	2.8335701713171902e-15	No	No
P50607	TUB	-5.12067383010196	7.83555065681844e-18	No	No
P50749	RASSF2	-3.19454202511806	1.27744675521813e-07	No	No
P51178	PLCD1	-3.77441070561039	1.27840375628687e-17	No	No
P51606	RENBP	-5.14513121734133	6.264446567058511e-17	No	No
P51608	MECP2	-4.31950164641293	1.61430772367959e-05	No	No
P51648	ALDH3A2	-3.08832910394224	1.08308921997884e-11	No	No
P51649	ALDH5A1	-11.2830618678974	6.1684999205349e-31	No	No
P51687	SUOX	-6.15726493626745	3.05159860037744e-14	No	No
P51693	APLP1	-5.6924357648915	1.12761350619797e-19	No	No
P51798	CLCN7	-4.44651181497719	2.80902151516167e-16	No	No
P51810	GPR143	-9.67253314849764	1.91562073393644e-22	No	No
P51888	PRELP	-9.27934297615647	1.21084605162781e-15	No	No
P51956	NEK3	-6.60926332054229	1.51423599949463e-11	No	No
P52198	RND2	-5.012316600182	4.24543456816762e-07	No	No
P52429	DGKE	-4.66472761137953	1.54836397648403e-07	No	No
P52824	DGKQ	-5.61369991991293	3.2978290959720997e-13	No	No
P53355	DAPK1	-5.0944711550722	5.381163035241919e-16	No	No
P53779	MAPK10	-8.05951746673478	1.99188591115022e-21	No	No
P54098	POLG	-6.61344045929238	2.98867621283999e-07	No	No
P54802	NAGLU	-7.0097820372388	1.0919509575806501e-15	No	No
P54803	GALC	-10.137700840355	1.39281337966198e-24	No	No
P54886	ALDH18A1	-5.71928820671361	4.8312140801875e-16	No	No
P55061	TMBIM6	-3.47928918984652	8.17366532900599e-10	No	No
P55259	GP2	-3.17266251152472	1.86558017455292e-10	No	No
P55774	CCL18	-5.48596310305907	1.23771467704623e-23	No	No
P55809	OXCT1	-7.58302108613836	6.12167914780877e-20	No	No
P55899	FCGRT	-6.8318138174595	4.33023636479693e-26	No	No
P56385	ATP5ME	-5.68697465634624	3.3018055846278102e-15	No	No
P56524	HDAC4	-3.44923294349393	2.26322149112578e-16	No	No
P56748	CLDN8	-3.8724192731213	2.84729479706829e-10	No	No
P56975	NRG3	-7.56437727664052	8.11521742235168e-27	No	No
P57078	RIPK4	-3.5567009724499	1.4425336097736e-05	No	No
P57103	SLC8A3	-3.91939852056086	0.0030560980928088	No	No
P57729	RAB38	-3.02835340125716	1.7404808379168701e-09	No	No
P57768	SNX16	-4.4803807097481	9.614672436121571e-09	No	No
P58005	SESN3	-4.77974316263389	1.27559904455474e-10	No	No
P60484	PTEN	-7.47804237895851	2.556197688647e-16	No	No
P68543	UBXN2A	-3.9185131092875	5.99560027051778e-07	No	No
P78347	GTF2I	-4.39954191615155	1.83946063658945e-14	No	No
P78357	CNTNAP1	-4.43182054472929	6.85859495373312e-08	No	No
P78423	CX3CL1	-3.14179187612434	4.7921737182445e-14	No	No
P78559	MAP1A	-9.30221745855239	4.00550295048895e-20	No	No
P80303	NUCB2	-3.96862404070143	9.01879082167021e-19	No	No
P80404	ABAT	-12.7466059252051	1.65119148245698e-30	No	No
P82094	TMF1	-5.61906432134395	5.09289292775171e-07	No	No
P82673	MRPS35	-5.15721326687567	3.06123679375998e-14	No	No
P82912	MRPS11	-3.10523357914091	3.95264468454664e-05	No	No
P83111	LACTB	-3.48429303658641	4.703085025470041e-09	No	No
P85037	FOXK1	-3.07438160702771	2.2986701600678302e-09	No	No
P85299	PRR5	-11.4254040620031	3.51355182119772e-18	No	No
P98161	PKD1	-3.49476235543394	3.51523313491996e-05	No	No
Q01082	SPTBN1	-4.0195922196015	4.4906498719941e-22	No	No
Q01167	FOXK2	-4.18508268106998	1.06799340983287e-08	No	No
Q01432	AMPD3	-7.73298056969053	1.55551541929333e-08	No	No
Q01726	MC1R	-5.91631403835713	2.65953555314143e-23	No	No
Q02224	CENPE	-5.13630872034673	1.78034239887671e-11	No	No
Q02252	ALDH6A1	-9.22713217641431	2.20691700419444e-20	No	No
Q02318	CYP27A1	-5.08689916865955	4.61464180133948e-17	No	No
Q02978	SLC25A11	-4.19392342223269	6.451814354100101e-16	No	No
Q03013	GSTM4	-4.17218989032254	1.2443377935980499e-18	No	No
Q03111	MLLT1	-4.3310234111142	4.94962347536177e-05	No	No
Q03167	TGFBR3	-4.39860518294418	1.08485198352243e-12	No	No
Q04671	OCA2	-9.7321359251697	2.18645393560234e-26	No	No
Q04727	TLE4	-4.34863027883332	3.67941677736285e-16	No	No
Q04912	MST1R	-4.9034809238111	0.0051110070626296	No	No
Q05084	ICA1	-4.37797732841471	9.75074672877596e-13	No	No
Q05469	LIPE	-4.82087780261819	3.99747629928348e-15	No	No
Q05513	PRKCZ	-3.13046256015232	8.929293326800141e-15	No	No
Q05707	COL14A1	-5.79670365981918	1.16106787132026e-20	No	No
Q05823	RNASEL	-5.19953300751325	2.05657000849509e-14	No	No
Q07864	POLE	-3.15923562022802	0.0092217933840561	No	No
Q07890	SOS2	-3.69830267652514	3.4509124475140803e-09	No	No
Q08116	RGS1	-3.91240436037394	5.791473592997161e-15	No	No
Q08397	LOXL1	-4.48083040085484	3.86277920195083e-08	No	No
Q08462	ADCY2	-9.09948643810823	1.38521140408052e-17	No	No
Q08499	PDE4D	-5.49222918806329	6.45192362707999e-13	No	No
Q09472	EP300	-3.32471557368581	7.99535198244053e-08	No	No
Q10589	BST2	-3.74042672526146	2.89466790899659e-07	No	No
Q12756	KIF1A	-3.29669424490244	1.02254194447647e-17	No	No
Q12857	NFIA	-5.11645628474145	8.30527108222208e-24	No	No
Q12866	MERTK	-3.79286851836914	9.52330131204535e-10	No	No
Q12884	FAP	-3.03235948466135	1.42462755660441e-17	No	No
Q12888	TP53BP1	-3.40306811437756	7.91042968485218e-11	No	No
Q12923	PTPN13	-4.35677151121268	7.991760126464389e-18	No	No
Q12967	RALGDS	-3.99728982379294	0.0003669405455627	No	No
Q12968	NFATC3	-3.11557847778127	0.0017681606746953	No	No
Q12972	PPP1R8	-3.67523412482664	5.50921695247558e-08	No	No
Q12981	BNIP1	-5.72852930204232	1.53221213212297e-13	No	No
Q13003	GRIK3	-4.8300078584613	4.73137907938902e-08	No	No
Q13009	TIAM1	-3.9372743039659	2.01394568349973e-10	No	No
Q13011	ECH1	-3.27604008075364	4.10604053673434e-12	No	No
Q13099	IFT88	-7.05526488557025	3.80791084074142e-15	No	No
Q13145	BAMBI	-3.90703238040949	7.86698208203824e-05	No	No
Q13217	DNAJC3	-5.37857143784772	1.56901792435551e-16	No	No
Q13228	SELENBP1	-4.24362583690499	2.8073473420189e-17	No	No
Q13233	MAP3K1	-3.58624591810561	0.0001851374026288	No	No
Q13237	PRKG2	-6.09967807615005	4.62614792028468e-06	No	No
Q13303	KCNAB2	-7.46318340690269	6.833094623977861e-23	No	No
Q13315	ATM	-5.93266364398677	1.1827158211705099e-11	No	No
Q13330	MTA1	-3.75544839462518	2.5560780690857497e-12	No	No
Q13363	CTBP1	-3.37718290391431	1.0714357493864099e-16	No	No
Q13368	MPP3	-3.13864841893802	0.000444792361349	No	No
Q13409	DYNC1I2	-4.81365464633611	2.68585535930814e-18	No	No
Q13424	SNTA1	-5.62578574358695	6.32041630573624e-16	No	No
Q13439	GOLGA4	-4.19821122691024	4.16486321371086e-09	No	No
Q13445	TMED1	-3.08349318808369	1.85637914759156e-15	No	No
Q13469	NFATC2	-4.64891813668363	3.72342203406639e-14	No	No
Q13470	TNK1	-3.95427220987025	1.7966920872983399e-12	No	No
Q13510	ASAH1	-5.06388683890741	6.34708817280456e-18	No	No
Q13523	PRP4K	-4.45126353991048	4.2265690769041203e-19	No	No
Q13554	CAMK2B	-5.91080242836731	4.6099298226869e-20	No	No
Q13563	PKD2	-9.00195812871769	1.96659541190564e-11	No	No
Q13591	SEMA5A	-6.48889939958798	6.09070447546385e-20	No	No
Q13615	MTMR3	-3.32855927120102	3.67577729225699e-05	No	No
Q13620	CUL4B	-3.8213850490338	2.0228561137431998e-19	No	No
Q13635	PTCH1	-5.31249900145443	2.4561185253169398e-18	No	No
Q13797	ITGA9	-3.05091714138058	4.3280628584466703e-10	No	No
Q13813	SPTAN1	-4.00676813585432	5.144837986467529e-22	No	No
Q13822	ENPP2	-4.49671447922191	9.10737004019622e-13	No	No
Q13825	AUH	-7.49899974215657	2.3162406727828497e-22	No	No
Q13936	CACNA1C	-5.95256710720279	4.6401516581175704e-14	No	No
Q14005	IL16	-7.15668704387383	1.41352929359747e-16	No	No
Q14088	RAB33A	-4.03833875331528	4.2099666987798e-17	No	No
Q14149	MORC3	-3.88420363319703	0.0001044774482448	No	No
Q14194	CRMP1	-4.85539490613131	7.830531401995701e-22	No	No
Q14195	DPYSL3	-3.37506250350347	7.97168577845663e-18	No	No
Q14244	MAP7	-4.82268552094296	5.06450159767921e-09	No	No
Q14524	SCN5A	-3.27079737212335	2.22480436433462e-05	No	No
Q14542	SLC29A2	-3.93912945843563	7.03699091518397e-14	No	No
Q14562	DHX8	-4.41797898046717	9.47048197389863e-13	No	No
Q14573	ITPR3	-5.7998786285511	1.08607091531023e-07	No	No
Q14643	ITPR1	-5.71753930981368	2.14009400545823e-20	No	No
Q14676	MDC1	-4.18191911452353	1.69179407606677e-17	No	No
Q14696	MESD	-3.05989616100488	6.41467806261459e-09	No	No
Q14714	SSPN	-10.9560306008331	2.37650098997485e-28	No	No
Q14802	FXYD3	-8.26590625349944	9.58627827095644e-26	No	No
Q14839	CHD4	-3.15860185270217	7.06915503388417e-11	No	No
Q14894	CRYM	-5.6274143220035	4.935413755277731e-15	No	No
Q14934	NFATC4	-8.52615472334693	1.90078404212497e-24	No	No
Q14956	GPNMB	-6.81507061395951	4.63205359583671e-27	No	No
Q14966	ZNF638	-5.02838716363397	2.59855449349319e-06	No	No
Q14BN4	SLMAP	-4.30814763673089	3.2615380938844e-05	No	No
Q14C87	TMEM132D	-3.07980332249616	9.428954979883381e-17	No	No
Q15005	SPCS2	-4.13708025455597	5.42020556000278e-13	No	No
Q15007	WTAP	-3.25916899116062	2.64314284381176e-08	No	No
Q15020	SART3	-6.16195384143705	3.77669804650256e-15	No	No
Q15031	LARS2	-4.77184877831059	3.88448554060771e-11	No	No
Q15047	SETDB1	-3.35768168954722	2.32758058670549e-05	No	No
Q15048	LRRC14	-6.71815753663732	0.0003006435780607	No	No
Q15111	PLCL1	-7.48201509590804	6.683283794278469e-11	No	No
Q15118	PDK1	-10.0345741453839	3.17074654711939e-27	No	No
Q15119	PDK2	-8.6377834208226	1.21200586006347e-28	No	No
Q15120	PDK3	-12.860944193214	2.8998923162804797e-34	No	No
Q15155	NOMO1	-3.24403207046857	1.7118317903975601e-09	No	No
Q15166	PON3	-3.73948684793465	3.8940284895590006e-11	No	No
Q15172	PPP2R5A	-3.58302386892743	2.7156901094262702e-21	No	No
Q15198	PDGFRL	-3.44888435151208	4.7070848605094604e-17	No	No
Q15274	QPRT	-9.33566563368107	1.48577308771979e-32	No	No
Q15306	IRF4	-9.37232689748248	3.96842854474768e-34	No	No
Q15424	SAFB	-3.66426041090584	2.12763260667464e-16	No	No
Q15542	TAF5	-3.90062807537812	4.05199179281706e-11	No	No
Q15596	NCOA2	-4.91476865957923	4.72527639839319e-16	No	No
Q15629	TRAM1	-4.90901132034784	1.29789274239594e-10	No	No
Q15742	NAB2	-4.46984904892341	1.4627271006646e-13	No	No
Q15777	MPPED2	-6.75283336636176	6.51859850307596e-16	No	No
Q15788	NCOA1	-7.02228284364087	1.0129186392646e-08	No	No
Q15800	MSMO1	-5.51850088623629	8.342696729693479e-26	No	No
Q15818	NPTX1	-3.98203072819907	2.49103920857898e-05	No	No
Q15858	SCN9A	-4.84476444895806	1.86190135953339e-05	No	No
Q15884	ENTREP1	-8.32436786295107	3.5137269762207797e-12	No	No
Q15904	ATP6AP1	-4.12887743073449	1.45137091827905e-13	No	No
Q16082	HSPB2	-5.28448017100083	3.70208462169665e-07	No	No
Q16143	SNCB	-4.37670700931637	1.4804959992289e-12	No	No
Q16270	IGFBP7	-7.62345881090298	1.34798920195604e-22	No	No
Q16526	CRY1	-5.974375996594	9.32717139160426e-06	No	No
Q16540	MRPL23	-4.15080152697659	3.07785635151664e-16	No	No
Q16585	SGCB	-9.32890083893683	3.21247650989631e-27	No	No
Q16602	CALCRL	-4.17025238406756	1.08631781563522e-08	No	No
Q16655	MLANA	-15.1483489611474	8.095857771429251e-24	No	No
Q16740	CLPP	-6.23556566688292	4.69552637294837e-10	No	No
Q16762	TST	-3.13855175452017	1.45331140703608e-06	No	No
Q16787	LAMA3	-5.12124709639765	2.5697049241718097e-11	No	No
Q16798	ME3	-5.7031347593387	4.53255878572874e-14	No	No
Q16799	RTN1	-6.25841868765866	5.361653047309621e-15	No	No
Q16822	PCK2	-5.70404261076025	3.77813351847139e-15	No	No
Q16825	PTPN21	-5.09684705568413	1.73699567757681e-06	No	No
Q16827	PTPRO	-5.625226330874	2.2537582901282802e-14	No	No
Q16836	HADH	-3.72315283337081	8.8447451684741e-17	No	No
Q16854	DGUOK	-3.99225279787896	9.31507855512258e-06	No	No
Q16890	TPD52L1	-4.18350753059888	3.3003904876847597e-16	No	No
Q16891	IMMT	-3.11271217156851	8.48702798286851e-07	No	No
Q17R89	ARHGAP44	-3.60193860929853	2.55694262975253e-06	No	No
Q2M3G4	SHROOM1	-3.31039336731852	0.002160546665558	No	No
Q2MV58	TCTN1	-3.2322340058656	2.88582000264175e-13	No	No
Q2NKQ1	SGSM1	-3.5377900094882	6.544057574228221e-09	No	No
Q2PZI1	DPY19L1	-5.72817544037601	5.87614045767835e-23	No	No
Q2TAA2	IAH1	-4.49902459445536	1.16383937708514e-10	No	No
Q2TAA5	ALG11	-4.31868043280858	7.24779038146355e-07	No	No
Q2TBE0	CWF19L2	-4.36314378199557	9.26115187221475e-13	No	No
Q32M88	PGGHG	-4.73002052754565	0.0022400401125968	No	No
Q3I5F7	ACOT6	-6.53782789396453	8.485375960739349e-26	No	No
Q3MII6	TBC1D25	-5.95714981371211	1.42258523490489e-06	No	No
Q3SYG4	BBS9	-4.23585613347793	7.42232120953725e-09	No	No
Q3V6T2	CCDC88A	-4.52444768672918	1.23347985403073e-12	No	No
Q4G0N4	NADK2	-3.84383767288804	3.18021062492074e-10	No	No
Q4G0W2	DUSP28	-8.16439439709021	9.81762894266169e-28	No	No
Q4G176	ACSF3	-4.15130800393157	6.5415169288396e-06	No	No
Q4KMQ1	TPRN	-3.37616067915463	4.568869220615041e-15	No	No
Q4LE39	ARID4B	-4.5799754369723	1.29470865810101e-06	No	No
Q4ZHG4	FNDC1	-6.57605672894283	9.703629532637691e-15	No	No
Q52LD8	RFTN2	-4.48253278455183	2.31136006610753e-13	No	No
Q53G44	IFI44L	-3.15244340160832	3.65461275599526e-14	No	No
Q53GS9	USP39	-3.65815861173003	4.92374566141897e-13	No	No
Q53GT1	KLHL22	-5.88222529552207	9.691962588307149e-12	No	No
Q53HC0	CCDC92	-3.51537659584288	0.0001853655380393	No	No
Q562E7	WDR81	-3.20856221693119	2.59714153690859e-15	No	No
Q58DX5	NAALADL2	-4.52781639436287	2.10032456644145e-08	No	No
Q58WW2	DCAF6	-6.785632048691	3.3806846589768297e-18	No	No
Q5BKY9	FAM133B	-4.60375148114235	1.6907859057618501e-19	No	No
Q5BKZ1	ZNF326	-4.00454098322996	5.92834952508229e-13	No	No
Q5DX21	IGSF11	-8.41126085037866	8.48011164540478e-25	No	No
Q5EG05	CARD16	-4.94933780628568	2.1799946263092902e-25	No	No
Q5FWE3	PRRT3	-8.20464410355515	2.35662117802684e-31	No	No
Q5FYB1	ARSI	-5.75185867704265	4.39199394544239e-19	No	No
Q5GFL6	VWA2	-7.51748427041141	2.16830017338876e-25	No	No
Q5H8A4	PIGG	-4.55926728154579	2.60812622446395e-07	No	No
Q5H8C1	FREM1	-5.54797952417186	3.4802929752767198e-12	No	No
Q5IJ48	CRB2	-5.77376863358275	5.68569022346696e-06	No	No
Q5JRX3	PITRM1	-4.99396017359149	1.0397413859985799e-18	No	No
Q5JTB6	PLAC9	-3.74135414416101	1.40848944809155e-17	No	No
Q5JTY5;Q5RIA9	ZNG1C;ZNG1E	-3.82915581426913	2.86108730992825e-13	No	No
Q5JTZ9	AARS2	-3.97575780914762	0.000272849219759	No	No
Q5JU85	IQSEC2	-4.39855668709242	1.76133113691937e-06	No	No
Q5JVS0	HABP4	-3.56321619405369	3.21442740568125e-12	No	No
Q5JYT7	KIAA1755	-5.1355145654633	1.1958717588082199e-12	No	No
Q5K4L6	SLC27A3	-6.57802652876615	4.0144724041596003e-25	No	No
Q5KU26	COLEC12	-5.26452657572174	1.0897117419738e-15	No	No
Q5MIZ7	PPP4R3B	-5.28252990068037	1.57550488144385e-10	No	No
Q5QP82	DCAF10	-3.41226274048377	1.9088580297692e-06	No	No
Q5ST30	VARS2	-5.47563435831704	5.321790134314001e-11	No	No
Q5T0B9	ZNF362	-3.27424493563975	0.0002431501544863	No	No
Q5T200	ZC3H13	-4.44884133862448	3.37907267940625e-14	No	No
Q5T2D3	OTUD3	-3.91570927723048	4.32065778949636e-05	No	No
Q5T440	IBA57	-8.65778773058414	3.0997096828472e-20	No	No
Q5T5U3	ARHGAP21	-4.26571901761568	8.860877026167e-16	No	No
Q5T6V5	QNG1	-9.59408107940542	1.8180036971542701e-35	No	No
Q5T848	GPR158	-7.59595428251722	7.39557944214945e-14	No	No
Q5TC12	ATPAF1	-7.33264470022436	7.270800980928339e-13	No	No
Q5TC63	GRTP1	-4.41606496010263	5.95430661544641e-08	No	No
Q5TEJ8	THEMIS2	-7.46208612548966	1.16753734447747e-18	No	No
Q5TF21	MTCL3	-5.13664132007556	1.58322137951723e-09	No	No
Q5TIE3	VWA5B1	-6.60310443952613	8.02636832615695e-06	No	No
Q5TKA1	LIN9	-5.23703644052543	1.88443197859384e-06	No	No
Q5TZA2	CROCC	-5.33845314176379	0.0002809161835997	No	No
Q5U5X0	LYRM7	-4.0167381569509	3.46097953979447e-06	No	No
Q5VT52	RPRD2	-3.30894648097038	1.87637694063579e-06	No	No
Q5VTL8	PRPF38B	-3.13422487925102	2.6405286410785603e-09	No	No
Q5VV43	KIAA0319	-6.13134436636197	4.71976333196993e-19	No	No
Q5VV63	ATRNL1	-3.51889025398644	1.04425467507087e-08	No	No
Q5VVW2	GARNL3	-3.23683796039734	4.36171733677076e-06	No	No
Q5VWP3	MLIP	-6.89183695212882	4.61828312136825e-24	No	No
Q629K1	TRIQK	-5.96333045719824	9.94402212438467e-10	No	No
Q63HM9	PLCXD3	-5.24474182511591	3.28205879702335e-13	No	No
Q66PJ3	ARL6IP4	-3.71326818146218	6.328687163534159e-11	No	No
Q674X7	KAZN	-4.70617298657652	7.336302628195621e-17	No	No
Q68BL7	OLFML2A	-3.42306823263226	3.9310298869675994e-12	No	No
Q68CP4	HGSNAT	-3.43323226463992	4.58010478214761e-13	No	No
Q68DA7	FMN1	-5.33999760710788	4.76475734423211e-26	No	No
Q68DK2	ZFYVE26	-5.50212979427541	2.73377114771528e-14	No	No
Q68E01	INTS3	-6.03276553894552	3.6842580057582696e-12	No	No
Q69YN4	VIRMA	-4.11494959806703	2.59432961295408e-06	No	No
Q69YQ0	SPECC1L	-3.97020348025496	3.57948732276304e-10	No	No
Q69YZ2	TMEM200B	-5.76476332726655	1.97995972207889e-22	No	No
Q6AWC2	WWC2	-6.35992555331501	3.29980220910507e-06	No	No
Q6AZY7	SCARA3	-4.03613639840866	5.24198918279294e-10	No	No
Q6DD87	ZNF787	-3.87263991136666	2.8839787457196e-08	No	No
Q6DKJ4	NXN	-3.57653027739409	7.17730618115013e-14	No	No
Q6DT37	CDC42BPG	-5.62811569536814	3.63821872206351e-10	No	No
Q6GYQ0	RALGAPA1	-3.04387593272802	1.15443631074137e-06	No	No
Q6IA69	NADSYN1	-3.47562097196903	5.09305685525243e-07	No	No
Q6IC98	GRAMD4	-4.17201293516811	6.00954551320456e-17	No	No
Q6ICB4	PHETA2	-5.29761845064658	8.160173523753941e-19	No	No
Q6ICG6	KIAA0930	-5.33203876123678	1.87663901467939e-21	No	No
Q6ICL3	TANGO2	-3.41256374922754	2.90323077071346e-17	No	No
Q6IN85	PPP4R3A	-3.86683075551272	1.9461849299009602e-14	No	No
Q6IQ23	PLEKHA7	-5.13389735486485	2.79128440918139e-05	No	No
Q6IS24	GALNT17	-6.7878574461402	7.91151753156251e-09	No	No
Q6JQN1	ACAD10	-5.27389545388295	1.87035962869562e-16	No	No
Q6L9W6	B4GALNT3	-3.41904206170883	1.14329161428115e-08	No	No
Q6N063	OGFOD2	-3.58120525170209	1.17209223425851e-17	No	No
Q6NT16	SLC18B1	-4.65580351675279	5.2633118765985105e-17	No	No
Q6NUI6	CHADL	-4.67343246766796	8.259199220455621e-09	No	No
Q6NUM9	RETSAT	-4.61529088703605	5.62078090852441e-10	No	No
Q6NUT3	MFSD12	-4.99490936044713	1.50702904747196e-17	No	No
Q6NWY9	PRPF40B	-4.60114296618641	2.62088771093295e-12	No	No
Q6NXG1	ESRP1	-4.49756151069742	4.85491047593845e-10	No	No
Q6NXT1	ANKRD54	-3.08470393166346	0.000167307938538	No	No
Q6NXT4	SLC30A6	-5.10282819576765	1.2604870631275498e-22	No	No
Q6NYC1	JMJD6	-4.55285180507229	1.48513988904199e-10	No	No
Q6NZY4	ZCCHC8	-3.57071066160812	1.41778229573965e-06	No	No
Q6P0Q8	MAST2	-6.40425702989716	3.5472172258566e-06	No	No
Q6P1K1	SLC48A1	-3.46469230177168	2.83047264872666e-13	No	No
Q6P1L5	FAM117B	-3.31890360050769	0.0002664018565544	No	No
Q6P2P2	PRMT9	-3.8857201382395	6.4836613549412305e-15	No	No
Q6PCB0	VWA1	-4.19914758323906	3.01708841884613e-10	No	No
Q6PCB7	SLC27A1	-3.36372695487795	1.18938196139724e-08	No	No
Q6PD62	CTR9	-4.46187575037258	0.0002196550064479	No	No
Q6PID6	TTC33	-7.78880379544647	1.01894794516116e-08	No	No
Q6PIJ6	FBXO38	-3.11158629901411	8.91359782246963e-06	No	No
Q6PK18	OGFOD3	-5.33558097410554	1.7671657306256002e-10	No	No
Q6UB28	METAP1D	-4.1105220213418	6.36062259192816e-21	No	No
Q6UVK1	CSPG4	-7.8294749611347	1.90203871264172e-23	No	No
Q6UVM3	KCNT2	-5.51622997869523	1.7967431069661e-13	No	No
Q6UWY5	OLFML1	-5.3018985460985	8.74947065779816e-20	No	No
Q6UX04	CWC27	-4.05623990337189	1.46306640277391e-06	No	No
Q6UXG2	ELAPOR1	-14.0684680605331	4.0701134251157304e-20	No	No
Q6UXY1	BAIAP2L2	-3.57923184246379	1.16914316400984e-07	No	No
Q6VUC0	TFAP2E	-4.46752226983862	1.76407583472349e-17	No	No
Q6WCQ1	MPRIP	-3.6981815584833	1.68222786488686e-19	No	No
Q6XUX3	DSTYK	-3.10836375382129	1.72201128368962e-19	No	No
Q6Y288	B3GLCT	-4.58752992148932	3.98597581215544e-20	No	No
Q6ZMJ2	SCARA5	-3.62639869035151	1.24191632045143e-09	No	No
Q6ZNC4	ZNF704	-8.29796379867258	3.903297789719741e-09	No	No
Q6ZPD9	DPY19L3	-9.13918964552151	1.78648137989202e-20	No	No
Q6ZT12	UBR3	-4.60859866378847	2.21737975736161e-08	No	No
Q6ZU35	CRACD	-5.14094166530142	2.71275179377912e-15	No	No
Q6ZUK4	TMEM26	-8.67948510232091	1.1706036079496901e-23	No	No
Q6ZVF9	GPRIN3	-4.95923653292792	2.61649667825329e-14	No	No
Q6ZVK8	NUDT18	-3.08101584391074	1.07313624570597e-17	No	No
Q6ZXV5	TMTC3	-5.74638613583967	1.8845821383994397e-11	No	No
Q709F0	ACAD11	-8.03071669046154	6.78737689035268e-11	No	No
Q70CQ2	USP34	-3.24547221603757	1.0130916146318e-07	No	No
Q70UQ0	IKBIP	-4.30451322502512	1.8484382507026402e-09	No	No
Q71RS6	SLC24A5	-9.7215227826661	4.65938250324521e-29	No	No
Q75T13	PGAP1	-5.53764541991648	6.5428986837891496e-18	No	No
Q75V66	ANO5	-7.67596906253039	2.26867663961739e-16	No	No
Q765P7	MTSS2	-3.20277109413883	9.71679072556455e-16	No	No
Q76I76	SSH2	-6.81355018418723	1.2728284492663e-12	No	No
Q76M96	CCDC80	-3.79956971327709	2.19210701768554e-06	No	No
Q7KZ85	SUPT6H	-3.59844988864846	3.13387740230651e-12	No	No
Q7L099	RUFY3	-3.67615338850738	8.78249457723197e-19	No	No
Q7L1I2	SV2B	-3.1364635432799	4.42202847472828e-06	No	No
Q7L266	ASRGL1	-5.68724847873519	4.35495053893784e-16	No	No
Q7L3T8	PARS2	-4.79999004381115	8.37606818083781e-23	No	No
Q7L513	FCRLA	-3.76915823500925	8.49784433142426e-18	No	No
Q7L5Y6	DET1	-3.26322812750347	9.565627076744e-12	No	No
Q7L775	EPM2AIP1	-3.42459251561422	6.94266159544543e-11	No	No
Q7L804	RAB11FIP2	-3.48217460386224	0.0010880898763037	No	No
Q7L8C5	SYT13	-4.2921099857958	9.65265916934427e-07	No	No
Q7L985	LINGO2	-4.92660112018843	1.87458651130435e-08	No	No
Q7LBC6	KDM3B	-6.77251239489747	1.5466839495661902e-09	No	No
Q7Z2D5	PLPPR4	-6.46389700692555	1.7048148490260501e-15	No	No
Q7Z2X4	PID1	-6.30284207663553	7.006805077263199e-12	No	No
Q7Z333	SETX	-4.15568355670155	0.0006325877103726	No	No
Q7Z3E2	CCDC186	-8.37160972999013	4.80225116942111e-08	No	No
Q7Z3E5	ARMC9	-5.76491092918556	1.51091278684122e-23	No	No
Q7Z3J2	VPS35L	-3.55935165856592	1.25247487067868e-17	No	No
Q7Z449	CYP2U1	-4.04089511760758	1.23048602114815e-12	No	No
Q7Z4H8	POGLUT3	-5.03043289360391	1.1449017701684998e-19	No	No
Q7Z4N2	TRPM1	-7.68696490717729	1.6922037847152902e-20	No	No
Q7Z4S6	KIF21A	-4.60678924106955	5.9507023332278094e-18	No	No
Q7Z5L7	PODN	-3.53908661943178	1.56837310956239e-06	No	No
