Protein_Group	Genes	SK-Mel-147_vs_WM793_logFC	SK-Mel-147_vs_WM793_pval	Removed?	Contaminant?
B4DS77	SHISA9	-8.45352536387697	6.730887878609061e-31	No	No
F2Z333	FNDC10	-6.53179728040421	6.76511658287148e-27	No	No
F5H4A9	C3orf80	-2.67296407412837	2.01701789585504e-07	No	No
O00115	DNASE2	-4.02745015463574	1.5206627321716801e-09	No	No
O00141	SGK1	-4.69545801915614	1.44674992152502e-08	No	No
O00144	FZD9	-7.48840129490392	4.79671901751357e-16	No	No
O00221	NFKBIE	-2.52808293581061	0.000112976288687	No	No
O00254	F2RL2	-2.40379905895422	7.38189267308631e-15	No	No
O00291	HIP1	-5.73735232870111	1.5328816359587e-15	No	No
O00300	TNFRSF11B	-2.48359357797424	1.7610189671746e-05	No	No
O00463	TRAF5	-5.70486095639588	2.63342954701373e-24	No	No
O00469	PLOD2	-3.67200201409201	6.17306503417881e-10	No	No
O00625	PIR	-2.55096569101526	1.19027118278657e-18	No	No
O00754	MAN2B1	-2.82056679871219	2.7133508147772902e-14	No	No
O00767	SCD	-2.78351067532349	9.11934346884696e-10	No	No
O14578	CIT	-2.36572748967792	3.34082378056441e-16	No	No
O14654	IRS4	-4.33802706935035	1.27144973129004e-12	No	No
O14678	ABCD4	-3.93766851616164	2.28358253100066e-15	No	No
O14734	ACOT8	-4.95393266898407	2.73100867529656e-06	No	No
O14773	TPP1	-2.83184420752552	4.5236451915724e-06	No	No
O14863	SLC30A4	-7.9252537290427	5.82102941440824e-13	No	No
O15013	ARHGEF10	-2.76688518279764	2.40753245869668e-20	No	No
O15020	SPTBN2	-4.57101318539224	2.71401828455771e-10	No	No
O15047	SETD1A	-5.00604884544065	2.02789912382196e-05	No	No
O15061	SYNM	-10.6175269841807	1.24011706449292e-20	No	No
O15068	MCF2L	-6.21657863926961	3.70860285815308e-16	No	No
O15072	ADAMTS3	-3.09303706745266	2.86758719494592e-05	No	No
O15085	ARHGEF11	-2.60145591282302	3.17912407741927e-08	No	No
O15091	PRORP	-2.37634105946276	4.42414393147251e-06	No	No
O15105	SMAD7	-6.77307373731721	1.50967429324526e-13	No	No
O15118	NPC1	-3.19780300517062	5.88572673263908e-16	No	No
O15120	AGPAT2	-2.62597293682363	0.0002687144260101	No	No
O15164	TRIM24	-3.76931164215006	6.50941400951618e-06	No	No
O15165	LDLRAD4	-2.46334849869826	1.31381974249094e-07	No	No
O15230	LAMA5	-3.70632687234642	2.74342880203465e-10	No	No
O15240	VGF	-7.68438343334298	5.3564806418764e-17	No	No
O15259	NPHP1	-4.42707728454485	3.62845457704319e-08	No	No
O15269	SPTLC1	-2.75610353027666	2.00517220121336e-13	No	No
O15270	SPTLC2	-4.16319477577073	2.19755543613803e-05	No	No
O15354	GPR37	-8.12179346715109	3.1370135457384e-22	No	No
O15375	SLC16A5	-3.09117698868118	7.34936104653543e-05	No	No
O15394	NCAM2	-4.21417773917585	3.1485896314698804e-15	No	No
O15403	SLC16A6	-8.63213933632872	1.01863157289365e-16	No	No
O15466	ST8SIA5	-5.38415807593382	7.500316986376419e-11	No	No
O15492	RGS16	-5.12955444752243	1.6558428664304001e-10	No	No
O15523	DDX3Y	-4.99020780562381	1.3220784398822498e-11	No	No
O15533	TAPBP	-3.65446289464997	6.86715392924801e-06	No	No
O15540	FABP7	-2.67919639427245	2.7298114656728097e-11	No	No
O43148	RNMT	-4.10128626512628	4.40955039692901e-09	No	No
O43236	SEPTIN4	-3.14771327938073	2.60614198514122e-05	No	No
O43293	DAPK3	-2.94038842329605	3.6737085017120803e-09	No	No
O43301	HSPA12A	-2.71422570303531	8.58073980360452e-08	No	No
O43303	CCP110	-4.98437859190619	0.0011578963527358	No	No
O43424	GRID2	-8.24017793590108	2.70118513147615e-08	No	No
O43541	SMAD6	-3.66359133370734	0.0034247377896734	No	No
O43567	RNF13	-2.60469684704382	2.01971837220999e-11	No	No
O43586	PSTPIP1	-2.64946996442385	0.0036020266747248	No	No
O43609	SPRY1	-2.52943294532227	3.70187649015999e-13	No	No
O43663	PRC1	-2.31536274109397	1.28637609790424e-07	No	No
O43731	KDELR3	-7.57871416037462	3.942685805369e-11	No	No
O43734	TRAF3IP2	-3.32605910051161	4.70932100044798e-06	No	No
O43822	CFAP410	-4.44697501043082	1.49580501145493e-13	No	No
O43825	B3GALT2	-2.29815665509826	0.0061571001976847	No	No
O43852	CALU	-4.60534349002075	2.44536372454592e-24	No	No
O43861	ATP9B	-2.94297990709103	5.8813759545643e-06	No	No
O43865	AHCYL1	-2.54040262435294	1.50208655352049e-21	No	No
O43900	PRICKLE3	-3.95737225659146	2.60088650760102e-12	No	No
O43903	GAS2	-2.35508917551839	1.37470460686899e-07	No	No
O43934	MFSD11	-8.51463920788754	8.64231272169529e-27	No	No
O60231	DHX16	-2.52878729616613	0.0001580709972924	No	No
O60241	ADGRB2	-2.43083284799032	0.0036300921942564	No	No
O60245	PCDH7	-5.76936436085843	9.72098416779766e-18	No	No
O60262	GNG7	-2.38815745244184	1.47643734274729e-05	No	No
O60313	OPA1	-4.44098149736622	5.88837112513904e-19	No	No
O60318	MCM3AP	-5.23486534876678	2.70289913826648e-05	No	No
O60343	TBC1D4	-4.01847505707282	2.3856449467660597e-22	No	No
O60427	FADS1	-2.57122789297503	1.65668133397823e-12	No	No
O60447	EVI5	-3.32898183896081	6.42973256288519e-17	No	No
O60478	GPR137B	-4.69682665892202	1.53346852869634e-16	No	No
O60503	ADCY9	-2.84278847615836	4.32743579306157e-17	No	No
O60507	TPST1	-2.64099836361622	0.0001688041959459	No	No
O60568	PLOD3	-3.08536857135232	5.3403780212701005e-15	No	No
O60637	TSPAN3	-2.7934754219371	5.21167298329278e-15	No	No
O60641	SNAP91	-3.96901466999087	3.20523814786829e-10	No	No
O60725	ICMT	-3.41992085143329	7.48890770669825e-19	No	No
O60825	PFKFB2	-6.83419079638433	4.4246502000619e-19	No	No
O60858	TRIM13	-4.99749972160811	2.4471126516097098e-11	No	No
O60921	HUS1	-5.6722365595094	1.86035269037479e-06	No	No
O60931	CTNS	-4.25374089186818	1.5663454114937601e-15	No	No
O75056	SDC3	-2.77368944777245	3.0106917743480604e-17	No	No
O75063	FAM20B	-3.60598495030408	7.62272717142362e-14	No	No
O75077	ADAM23	-2.88353159158167	2.48094641447707e-11	No	No
O75078	ADAM11	-7.85987640908763	1.57663269479854e-12	No	No
O75084	FZD7	-3.18682703387823	7.60575989110786e-19	No	No
O75110	ATP9A	-3.38598596461637	3.84926682331842e-18	No	No
O75121	MFAP3L	-4.4803581341418	8.72226374942289e-19	No	No
O75145	PPFIA3	-2.76444572363858	0.0011646454156091	No	No
O75330	HMMR	-6.02352399229658	7.71740255880581e-06	No	No
O75348	ATP6V1G1	-2.35482880055827	4.02546798827774e-13	No	No
O75354	ENTPD6	-4.39543745826497	4.81489722970488e-08	No	No
O75365	PTP4A3	-6.94882723032937	1.38065306737439e-23	No	No
O75410	TACC1	-2.65412765014093	1.89350676154048e-11	No	No
O75427	LRCH4	-2.38432455084556	4.38362379431519e-07	No	No
O75448	MED24	-4.68830519319541	8.46005014671343e-11	No	No
O75509	TNFRSF21	-3.84677291411704	2.54273878689087e-11	No	No
O75529	TAF5L	-4.19609249747675	0.0015759970893322	No	No
O75530	EED	-7.55019058955331	7.07301006536661e-13	No	No
O75746	SLC25A12	-2.58607017528148	1.59974318539023e-08	No	No
O75787	ATP6AP2	-2.46913383448711	4.64137917959158e-06	No	No
O75844	ZMPSTE24	-3.19911650489462	1.19771748314407e-12	No	No
O75899	GABBR2	-9.12993262833643	1.286568019002e-21	No	No
O75911	DHRS3	-2.83593196948141	0.002059682469019	No	No
O75923	DYSF	-4.2937347412687	2.66409904745239e-10	No	No
O75973	C1QL1	-6.00044115309009	9.12939782455695e-10	No	No
O75976	CPD	-2.34497307501495	1.8624151941902897e-11	No	No
O76024	WFS1	-4.53583466810081	2.8410554306792203e-19	No	No
O76082	SLC22A5	-3.59417194164665	8.421845758018651e-09	No	No
O76095	JTB	-2.563831812924	6.14965024868092e-11	No	No
O94768	STK17B	-3.0721505770581	0.0005064014376211	No	No
O94808	GFPT2	-3.85646761866358	0.0001850667913596	No	No
O94823	ATP10B	-3.41729847207258	0.0003397793743741	No	No
O94874	UFL1	-3.28809111381288	1.1470851580570899e-12	No	No
O94886	TMEM63A	-4.24782043799739	4.8268883502735e-18	No	No
O94898	LRIG2	-2.63402487686291	1.15875447699399e-05	No	No
O94919	ENDOD1	-3.74806822744202	1.1692306644309401e-20	No	No
O94923	GLCE	-3.14150937884211	3.87897908612898e-10	No	No
O94964	MTCL2	-3.34987612047856	2.19672957942597e-17	No	No
O94991	SLITRK5	-3.22295231528666	2.7133015921979603e-09	No	No
O95057	DIRAS1	-6.26048512879246	1.61099266281785e-17	No	No
O95136	S1PR2	-3.45162618378259	2.27185662462073e-17	No	No
O95185	UNC5C	-8.96784288179111	5.2606833902374e-22	No	No
O95196	CSPG5	-5.62743980331691	1.22943527501247e-13	No	No
O95259	KCNH1	-4.09565888529576	2.7363791703271e-14	No	No
O95279	KCNK5	-7.5788746803998	6.8992954672205e-23	No	No
O95302	FKBP9	-5.45183977716301	1.03772158588438e-11	No	No
O95415	BRI3	-4.86479436651845	6.70163909840067e-17	No	No
O95470	SGPL1	-3.76644316188483	9.86541694144038e-07	No	No
O95477	ABCA1	-7.90843818577304	1.38603934552924e-27	No	No
O95479	H6PD	-3.108665353688	2.02158003894649e-05	No	No
O95528	SLC2A10	-9.96932549976431	3.0373472349559e-25	No	No
O95544	NADK	-2.59912518119189	2.1098100978988e-09	No	No
O95568	METTL18	-6.7919188028636	2.92071774417343e-24	No	No
O95573	ACSL3	-2.6194051606299	9.722180224799181e-14	No	No
O95602	POLR1A	-3.84536315238906	1.16477584688878e-08	No	No
O95644	NFATC1	-3.47748403124135	3.07894617944534e-12	No	No
O95749	GGPS1	-2.84167494297391	1.7650607513737e-13	No	No
O95772	STARD3NL	-4.70149423317139	4.889639925954991e-19	No	No
O95831	AIFM1	-2.6763676519663	1.59636716673108e-07	No	No
O95857	TSPAN13	-2.96221297972532	2.31138524269151e-11	No	No
O95881	TXNDC12	-2.9226253588173	4.01102919842601e-05	No	No
O96005	CLPTM1	-2.86534630809861	1.23757908213228e-08	No	No
O96011	PEX11B	-6.61546578577057	3.20182119161395e-21	No	No
P00973	OAS1	-5.79167399868673	1.64723336605083e-09	No	No
P01011	SERPINA3	-2.83043380164617	0.0034904202893994	No	No
P01023	A2M	-7.70666173029112	1.7306212342924302e-17	No	No
P02545	LMNA	-2.71341903159907	6.5836281547837e-10	No	No
P02654	APOC1	-9.19380622017027	6.293450349138521e-23	No	No
P02792	FTL	-2.29273466032777	3.29836112651621e-10	No	No
P02794	FTH1	-2.50655166265685	2.35681068020273e-08	No	No
P03956	MMP1	-10.5364501018886	5.65116536595553e-14	No	No
P04062	GBA1	-2.95149164279335	6.921375557055631e-10	No	No
P04216	THY1	-5.05454537856049	1.7162147129003498e-16	No	No
P04271	S100B	-6.40311559047569	1.6816798266742698e-22	No	No
P04637	TP53	-4.25052242486828	8.55874066682851e-17	No	No
P04920	SLC4A2	-3.79941714983503	2.97591178164637e-23	No	No
P05026	ATP1B1	-2.42738151109712	6.03238464256754e-18	No	No
P05362	ICAM1	-6.41362161577998	3.08954137662633e-24	No	No
P06858	LPL	-2.54729732907425	2.06412665903098e-08	No	No
P06865	HEXA	-2.53226481364268	1.91514762863284e-08	No	No
P07204	THBD	-4.59643885790375	1.09225327889894e-18	No	No
P07237	P4HB	-3.48696116533601	2.48445179292231e-15	No	No
P07339	CTSD	-2.31103105918696	1.15315165611975e-07	No	No
P07942	LAMB1	-2.59202966630912	1.01293457929935e-07	No	No
P08195	SLC3A2	-2.58091841367156	1.0765080047709e-22	No	No
P08247	SYP	-3.53148101871671	4.56524942907152e-20	No	No
P08913	ADRA2A	-3.19060272743484	1.66013399272063e-10	No	No
P08949	NMB	-4.33450223240572	3.10999016951085e-07	No	No
P09131	SLC10A3	-5.29297072596752	2.5458717420457102e-09	No	No
P09493	TPM1	-2.57974021292889	3.78510114605378e-18	No	No
P09619	PDGFRB	-3.87343278119443	1.36712669101127e-17	No	No
P09622	DLD	-2.39192498341538	1.0524705965347e-05	No	No
P09884	POLA1	-3.5357117963804	3.88203501102158e-06	No	No
P0C7U0	ELFN1	-2.66723637124511	0.0001745327524158	No	No
P0CG29;P0CG30	GSTT2;GSTT2B	-7.02465644927704	4.41378747476231e-16	No	No
P0DMU9	CT45A10	-3.81184401455872	4.78848662332518e-17	No	No
P0DP58	LYNX1	-5.28780810081495	5.2869410774645504e-20	No	No
P10109	FDX1	-2.38729957528136	6.6680585465387e-11	No	No
P10124	SRGN	-2.77233919761631	1.75357077073221e-07	No	No
P10253	GAA	-4.60815176622689	1.8596970064630101e-10	No	No
P10515	DLAT	-4.09882102188652	6.526993388332999e-13	No	No
P10619	CTSA	-2.29380134908038	7.146616742356069e-11	No	No
P10915	HAPLN1	-2.94718787481295	3.68096017258677e-05	No	No
P11047	LAMC1	-2.44166662550461	4.63170529249722e-07	No	No
P11117	ACP2	-3.63931548221954	3.2352336962238e-18	No	No
P11279	LAMP1	-2.96109975613746	6.56530345561252e-17	No	No
P11801	PSKH1	-5.66569150212397	1.72932914290169e-08	No	No
P12270	TPR	-3.37087002941681	3.43140880488031e-06	No	No
P12821	ACE	-4.36256385132551	0.0008974017591666	No	No
P13284	IFI30	-9.38098620177767	1.2502238338374e-22	No	No
P13473	LAMP2	-3.92800393718176	9.67170130102038e-20	No	No
P13667	PDIA4	-4.86549038580766	2.67029399962893e-20	No	No
P13688	CEACAM1	-7.16501925182999	2.10225204119068e-21	No	No
P13804	ETFA	-2.81485109029291	2.17964402380654e-11	No	No
P14314	PRKCSH	-3.13293885786118	1.04046290361688e-16	No	No
P14384	CPM	-7.50129093737187	9.53412202623646e-17	No	No
P14625	HSP90B1	-2.8907741083376	5.3988516859538103e-17	No	No
P14778	IL1R1	-4.70106461983718	2.38067017619036e-13	No	No
P15018	LIF	-3.24926760489758	2.6454765718085902e-14	No	No
P15260	IFNGR1	-2.85387801597977	7.3365900812932e-21	No	No
P15289	ARSA	-5.56174101676331	1.32708639021014e-13	No	No
P15291	B4GALT1	-3.13428718209516	7.31098305389023e-16	No	No
P15848	ARSB	-2.46322913888785	3.14182842235042e-08	No	No
P15907	ST6GAL1	-3.02623664763884	1.53634235743962e-05	No	No
P16112	ACAN	-7.619218043602	3.8775097204461e-21	No	No
P16234	PDGFRA	-3.67149656770032	4.9024447478759e-11	No	No
P16435	POR	-4.59101153949918	8.666205766785601e-16	No	No
P16615	ATP2A2	-3.13695065145178	6.24239261458335e-14	No	No
P17028	ZNF24	-6.09950190200782	1.82487792066335e-16	No	No
P17050	NAGA	-3.70179229059257	1.20536140043288e-06	No	No
P17936	IGFBP3	-7.2418663939051	5.214044474578161e-19	No	No
P17948	FLT1	-3.50814999988196	5.52774052869761e-19	No	No
P18031	PTPN1	-2.29400126760529	3.66477377864834e-08	No	No
P19021	PAM	-3.34914981707326	3.78237320278261e-11	No	No
P19634	SLC9A1	-2.54179577135156	7.31170519097806e-16	No	No
P20309	CHRM3	-6.17978664195789	1.77039627108949e-15	No	No
P20333	TNFRSF1B	-4.07652096513967	2.38556339329547e-10	No	No
P20337	RAB3B	-3.58583333825541	3.53832156511763e-12	No	No
P20366	TAC1	-8.4844080551953	1.33139812160652e-16	No	No
P20591	MX1	-5.07180168163606	1.41376699676583e-15	No	No
P20711	DDC	-10.336663098897	1.59995352506266e-29	No	No
P20810	CAST	-3.11510623350235	4.21661572244325e-12	No	No
P20933	AGA	-2.30539964313877	9.65306898080433e-07	No	No
P21127	CDK11B	-2.64873700344655	3.25861338513318e-05	No	No
P21266	GSTM3	-2.96831815331447	1.58829290359693e-20	No	No
P21580	TNFAIP3	-2.55535137726425	9.154973338618699e-11	No	No
P21860	ERBB3	-8.66829901315874	1.30172559598334e-26	No	No
P22004	BMP6	-3.62108959715436	1.1595352893789099e-18	No	No
P22303	ACHE	-3.63215941005866	3.33407426448981e-12	No	No
P22670	RFX1	-2.43889732897753	7.84589452298165e-05	No	No
P23471	PTPRZ1	-7.44044850179427	2.49943066218547e-16	No	No
P24530	EDNRB	-3.43735007617053	1.54355984379894e-22	No	No
P25021	HRH2	-7.84327729106662	7.48750014442938e-27	No	No
P25189	MPZ	-9.50116006279814	9.28136196795472e-20	No	No
P25774	CTSS	-4.65986226426357	1.18443738913993e-08	No	No
P26045	PTPN3	-7.07081608427278	5.982922649033089e-30	No	No
P26447	S100A4	-8.74360914328488	2.8492428868451e-20	No	No
P27449	ATP6V0C	-3.23012270572604	2.72043913740694e-10	No	No
P27540	ARNT	-2.33393671783189	0.0086606045559917	No	No
P27658	COL8A1	-3.29108276309832	1.95095856956419e-08	No	No
P27797	CALR	-2.64979879188216	3.08840076186988e-15	No	No
P27824	CANX	-2.46044002534093	7.86675579303414e-12	No	No
P28067	HLA-DMA	-2.89591028077938	4.58728771420092e-10	No	No
P28068	HLA-DMB	-3.84070735569408	1.62900808366861e-14	No	No
P28288	ABCD3	-3.01989884926549	1.27802704682587e-13	No	No
P28290	ITPRID2	-5.24291896201672	1.78888999452928e-06	No	No
P28799	GRN	-3.121769870631	7.13435133630265e-08	No	No
P29074	PTPN4	-3.10028872664051	0.0001588776155938	No	No
P29122	PCSK6	-3.87777017451928	2.19475486028231e-07	No	No
P29466	CASP1	-4.5640198008181	1.3345464085723301e-20	No	No
P29728	OAS2	-3.35989244136974	1.87491381364406e-05	No	No
P30040	ERP29	-2.43925666397634	5.5570104913006e-14	No	No
P30101	PDIA3	-2.734155818676	5.95365357092282e-17	No	No
P30411	BDKRB2	-5.58569428939328	1.48981813930598e-22	No	No
P30519	HMOX2	-3.688144747044	6.14008795721079e-14	No	No
P30533	LRPAP1	-3.79357405558726	2.3567944770266e-08	No	No
P30559	OXTR	-3.63119499335838	3.72690750357439e-12	No	No
P31937	HIBADH	-2.65748798019848	2.79815577602004e-10	No	No
P32241	VIPR1	-8.58037350547761	2.3909958193313098e-33	No	No
P32456	GBP2	-4.37936947894094	1.5737211593802e-08	No	No
P32780	GTF2H1	-3.82061956104151	1.566706252183e-07	No	No
P32970	CD70	-12.1655486010527	3.2749866174368703e-44	No	No
P33032	MC5R	-3.07613862720002	6.23225080794601e-18	No	No
P33764	S100A3	-11.0042897700617	3.3617957976637403e-25	No	No
P34059	GALNS	-2.49731052544722	6.27447260880044e-07	No	No
P35354	PTGS2	-6.82404743934416	5.85093571394763e-11	No	No
P35555	FBN1	-4.17603859351395	1.2399811328022902e-15	No	No
P35580	MYH10	-2.36568614574752	3.34710177166496e-11	No	No
P35711	SOX5	-5.57089056026286	0.0037064591381736	No	No
P35869	AHR	-3.76838948071994	5.35653478460709e-12	No	No
P35914	HMGCL	-5.14799155084289	2.88778567726776e-20	No	No
P36956	SREBF1	-7.66308635470485	1.1387262598713e-11	No	No
P38484	IFNGR2	-4.28951517156343	6.108223306727949e-18	No	No
P38571	LIPA	-3.67574332550158	8.28269954932114e-14	No	No
P39059	COL15A1	-8.80502471561091	1.5758218999589798e-11	No	No
P39656	DDOST	-2.70060727895478	2.6017384310682504e-09	No	No
P39880	CUX1	-2.9970279715083	3.43452700392106e-05	No	No
P40189	IL6ST	-2.36708963271968	1.81978506501311e-15	No	No
P40200	CD96	-4.49278968440004	1.4767282032128e-15	No	No
P40238	MPL	-4.23300263187864	9.29024868316586e-07	No	No
P40926	MDH2	-2.95437407968743	1.05946203482561e-08	No	No
P41143	OPRD1	-2.47170566712894	4.36443980605e-08	No	No
P41220	RGS2	-4.54011403922901	0.00219766045995	No	No
P41250	GARS1	-2.3211685770418	7.130572070780601e-20	No	No
P41273	TNFSF9	-2.54040273536997	1.17017606753391e-07	No	No
P42658	DPP6	-6.38217839709387	1.82192093555918e-15	No	No
P42695	NCAPD3	-3.57736999118327	1.63694910428963e-06	No	No
P42702	LIFR	-6.14970997432432	6.87501382541006e-13	No	No
P43005	SLC1A1	-9.10147116003584	1.07400000194894e-28	No	No
P43007	SLC1A4	-3.50403389643028	2.5430515785311298e-26	No	No
P43155	CRAT	-4.55610360414392	7.28177765883835e-13	No	No
P43235	CTSK	-3.55048265144716	2.31919148001751e-08	No	No
P43251	BTD	-3.43173532382624	0.0002991815265547	No	No
P43304	GPD2	-2.75999222918106	2.0449205618471898e-12	No	No
P43403	ZAP70	-2.64338225549844	0.0034729881953034	No	No
P43657	LPAR6	-4.10603015486555	4.82784983517545e-16	No	No
P45954	ACADSB	-2.45651859082999	0.0007897837925637	No	No
P46939	UTRN	-2.57966156364932	2.8915970288211802e-21	No	No
P46977	STT3A	-2.75812353493707	0.0001627323205762	No	No
P47712	PLA2G4A	-3.84318574304723	5.96851712881622e-23	No	No
P48449	LSS	-3.3316823613794	2.06902592703919e-21	No	No
P48681	NES	-3.07372799581993	1.9352756196395398e-12	No	No
P48735	IDH2	-2.49325389702771	7.13848168371484e-07	No	No
P49069	CAMLG	-5.74517464557338	4.58219809849225e-16	No	No
P49257	LMAN1	-2.90273271171488	4.38024908835224e-15	No	No
P49447	CYB561	-4.09191669759955	4.02844303802983e-15	No	No
P49454	CENPF	-3.51211342591711	3.98723259808476e-06	No	No
P49641	MAN2A2	-4.57342965572878	8.78641888234081e-10	No	No
P49790	NUP153	-3.17071934152914	8.40341149674002e-05	No	No
P49810	PSEN2	-3.12638826679837	7.85124478391167e-17	No	No
P49913	CAMP	-4.26598650918513	1.26461440065424e-09	No	No
P49916	LIG3	-3.54809936976394	3.45191587633626e-07	No	No
P50150	GNG4	-7.71488395292758	2.63476976343424e-23	No	No
P50443	SLC26A2	-3.91013784727626	1.08366258627518e-20	No	No
P50454	SERPINH1	-2.60510932085876	9.73737989608482e-16	No	No
P50607	TUB	-6.19225144098285	4.00347972208996e-20	No	No
P50876	RNF144A	-2.96177475634937	0.000359412057	No	No
P51580	TPMT	-2.44396664490319	1.52368009879778e-13	No	No
P51636	CAV2	-2.50023767346319	5.63644424621779e-13	No	No
P51688	SGSH	-2.91129661948849	1.68504636695439e-08	No	No
P51693	APLP1	-4.45944755643653	9.32357842223224e-17	No	No
P51788	CLCN2	-3.15053536407996	8.84613456733107e-05	No	No
P51795	CLCN5	-2.55439018762108	8.53098776287453e-11	No	No
P51797	CLCN6	-3.28223965088204	5.041207894282481e-15	No	No
P51798	CLCN7	-4.50063428556935	2.03083798020839e-16	No	No
P51888	PRELP	-2.50941797455744	0.000261466567412	No	No
P51956	NEK3	-3.90262362243454	7.9016163501326e-07	No	No
P52824	DGKQ	-3.50675654219643	1.46704994090266e-08	No	No
P54278	PMS2	-4.07443566528424	5.71498583480244e-06	No	No
P54753	EPHB3	-4.92381903051704	1.26741253209839e-24	No	No
P54760	EPHB4	-2.39192927324056	4.7173909641139404e-21	No	No
P54802	NAGLU	-7.17163041651038	5.95455329101258e-16	No	No
P54803	GALC	-8.50582704868459	2.16319924766747e-22	No	No
P55085	F2RL1	-4.9499961280988	4.06621564843785e-15	No	No
P56199	ITGA1	-3.39837369233902	2.6396167230936903e-25	No	No
P56817	BACE1	-3.46443788222701	5.821410394843471e-17	No	No
P56962	STX17	-3.94772211983687	1.32562969785397e-10	No	No
P57078	RIPK4	-3.48016791738253	1.97339681808866e-05	No	No
P57768	SNX16	-5.21410114779982	3.8109445403893004e-10	No	No
P58215	LOXL3	-4.95314153208546	8.85630688743304e-10	No	No
P61916	NPC2	-3.70220603551126	6.35435271578371e-13	No	No
P61952	GNG11	-3.39719052214569	2.3185391484318902e-15	No	No
P78347	GTF2I	-4.48712058737823	1.10408961442015e-14	No	No
P78357	CNTNAP1	-5.80900332086068	2.47954661583469e-10	No	No
P78536	ADAM17	-2.32493162632928	1.54075162043713e-16	No	No
P78559	MAP1A	-6.33340630420875	1.4767999387236101e-15	No	No
P80303	NUCB2	-3.34023896300686	1.00869663583235e-16	No	No
P80404	ABAT	-4.99828403700872	8.372528196816131e-19	No	No
P82094	TMF1	-4.30935953543079	3.24086121055636e-05	No	No
P85037	FOXK1	-4.07138257128503	3.8495289048910004e-12	No	No
P85299	PRR5	-8.55413950681461	8.301531754752161e-15	No	No
P98173	FAM3A	-4.00793876551455	4.56101858721681e-06	No	No
P98198	ATP8B2	-2.50710433111659	6.52697142388494e-16	No	No
P99999	CYCS	-3.0924647814472	9.89028274272158e-15	No	No
Q00266	MAT1A	-2.34040649463183	1.52480328657659e-08	No	No
Q00722	PLCB2	-4.98489207470908	3.02063085359615e-05	No	No
Q01082	SPTBN1	-3.0870145899288	7.59682336558035e-19	No	No
Q01151	CD83	-2.56980791469633	7.073851556830951e-09	No	No
Q01201	RELB	-5.1427066862796	0.000930191522383	No	No
Q01628	IFITM3	-2.65371219242692	5.8002896845067895e-12	No	No
Q01650	SLC7A5	-3.21789950840097	3.1640197626073e-23	No	No
Q01974	ROR2	-4.33440985979233	5.61117505992921e-12	No	No
Q02218	OGDH	-4.10300824470267	1.1217707181083e-09	No	No
Q02224	CENPE	-6.22943853824851	1.59733380062361e-13	No	No
Q03013	GSTM4	-2.522094411535	7.33422802217396e-13	No	No
Q03111	MLLT1	-4.34380502528029	4.75918706567442e-05	No	No
Q03135	CAV1	-2.95022836533831	1.04291141478666e-20	No	No
Q04727	TLE4	-2.40011180654522	8.06348494122746e-10	No	No
Q04759	PRKCQ	-2.69704154579093	0.0064991778088612	No	No
Q05084	ICA1	-4.52855324681408	4.21693557955673e-13	No	No
Q05823	RNASEL	-5.95863211982297	5.76218995119647e-16	No	No
Q07065	CKAP4	-2.30745114404099	1.03409083537117e-08	No	No
Q07864	POLE	-3.62049261327424	0.0033304802003813	No	No
Q08379	GOLGA2	-4.06932365495071	1.10868082039429e-08	No	No
Q08629	SPOCK1	-4.14759558978808	1.12279577071402e-12	No	No
Q08828	ADCY1	-3.35053369463044	2.33303158258655e-08	No	No
Q09328	MGAT5	-2.97904260053605	1.34744631637463e-07	No	No
Q0VGL1	LAMTOR4	-2.81169446525047	1.36047863068938e-08	No	No
Q10589	BST2	-6.29907803740047	4.43376936321179e-12	No	No
Q11206	ST3GAL4	-4.98497489070935	1.10122607506618e-12	No	No
Q12765	SCRN1	-3.35776139656306	2.1045571946862399e-22	No	No
Q12789	GTF3C1	-3.68195124109942	0.0002564155894035	No	No
Q12809	KCNH2	-2.58255772579412	0.0031289452779047	No	No
Q12836	ZP4	-9.04448704620697	2.30821901952087e-21	No	No
Q12884	FAP	-4.4153006018975	3.86121091871875e-22	No	No
Q12923	PTPN13	-3.76097897740308	4.27653639939831e-16	No	No
Q12981	BNIP1	-3.79039028863891	2.38181243653585e-09	No	No
Q12983	BNIP3	-3.56303213150832	2.63013744898435e-12	No	No
Q13002	GRIK2	-6.21218936964909	8.75680247306925e-12	No	No
Q13009	TIAM1	-3.49303282442489	2.7413848017836204e-09	No	No
Q13094	LCP2	-4.68050046453472	3.83798903497907e-07	No	No
Q13099	IFT88	-5.69545422752344	8.92759856930789e-13	No	No
Q13145	BAMBI	-6.04517095288755	7.57829536343056e-08	No	No
Q13217	DNAJC3	-3.74690410092043	1.74760101888261e-12	No	No
Q13227	GPS2	-2.32106528070149	0.0065653735947479	No	No
Q13237	PRKG2	-4.73646242218479	0.000153051451015	No	No
Q13286	CLN3	-3.94841116197028	1.40800477587951e-13	No	No
Q13315	ATM	-3.35000200368914	1.41208976431006e-06	No	No
Q13395	TARBP1	-2.65610797017664	9.229229446161701e-16	No	No
Q13424	SNTA1	-4.5557162431254	1.5131307693282299e-13	No	No
Q13428	TCOF1	-3.15838226441969	5.503167070427831e-09	No	No
Q13439	GOLGA4	-3.50127125648776	1.48986155485829e-07	No	No
