Protein_Group	Genes	SK-Mel-147_vs_WM793_logFC	SK-Mel-147_vs_WM793_pval	Removed?	Contaminant?
Q8TED9	AFAP1L1	-5.44329546136144	7.85239355431617e-10	No	No
Q8TEV9	SMCR8	-3.01755544049153	6.56905753976098e-08	No	No
Q8TF64	GIPC3	-5.6228004139636	1.22651424349634e-24	No	No
Q8WTX9	ZDHHC1	-3.72066234528534	1.45993935186931e-16	No	No
Q8WU76	SCFD2	-2.79714573998072	2.70072107817808e-06	No	No
Q8WUA4	GTF3C2	-3.28582243760777	0.0001714284524078	No	No
Q8WUD6	CHPT1	-2.36762908080618	7.8878578368149e-08	No	No
Q8WUJ3	CEMIP	-7.30297080553245	1.85472688876938e-12	No	No
Q8WUM0	NUP133	-4.23842662419044	3.29891951808454e-08	No	No
Q8WUY1	THEM6	-3.49421336597268	8.518879584916e-07	No	No
Q8WV15	TMEM255B	-5.69663991265156	8.079222475291661e-23	No	No
Q8WV83	SLC35F5	-8.74565740766139	8.03485292448207e-29	No	No
Q8WVC0	LEO1	-4.12960153622336	1.69987082049625e-12	No	No
Q8WVE6	TMEM171	-5.152676285511	3.22022014767443e-10	No	No
Q8WVF1	OSCP1	-3.85092105712557	3.41817493646065e-07	No	No
Q8WVN6	SECTM1	-6.16361460561751	6.750275669981e-17	No	No
Q8WVS4	DYNC2I1	-3.08106748473433	2.69969722048594e-05	No	No
Q8WVX9	FAR1	-3.52110811308559	2.11410882974634e-07	No	No
Q8WWB7	GLMP	-5.08186528729055	1.89893782777575e-18	No	No
Q8WWG9	KCNE4	-10.6224361825097	7.51386848303436e-32	No	No
Q8WWI1	LMO7	-2.58332066935795	3.1133658825210396e-11	No	No
Q8WWM9	CYGB	-3.8566946083981	2.66014500014869e-19	No	No
Q8WXF7	ATL1	-2.87894862915062	1.32666657353987e-15	No	No
Q8WXH0	SYNE2	-6.29471706928491	8.1703373603839e-14	No	No
Q8WXS3	BAALC	-9.00325020262586	2.79744912980624e-25	No	No
Q8WY54	PPM1E	-5.70238806707033	1.44841943452849e-22	No	No
Q8WYA0	IFT81	-4.3582240610042	1.74823468819435e-11	No	No
Q8WYA6	CTNNBL1	-3.00378777578976	7.71338160650845e-05	No	No
Q8WZ74	CTTNBP2	-8.10431108811489	1.7845009474672697e-18	No	No
Q8WZA1	POMGNT1	-3.62817644306161	8.51613600244392e-06	No	No
Q92185	ST8SIA1	-5.14429747807445	6.63175060545693e-06	No	No
Q92520	FAM3C	-2.76247080439475	1.83430493480735e-15	No	No
Q92543	SNX19	-2.68902527128386	0.0081465293494149	No	No
Q92544	TM9SF4	-3.2223112442707	8.15357179365668e-11	No	No
Q92599	SEPTIN8	-4.94151419358201	6.05704148095541e-10	No	No
Q92614	MYO18A	-2.57195154695347	1.16751273743827e-16	No	No
Q92629	SGCD	-5.465437696734	2.64801494754804e-21	No	No
Q92633	LPAR1	-4.68259548522007	3.84332572932323e-06	No	No
Q92643	PIGK	-2.93863355381633	5.14526205118727e-08	No	No
Q92673	SORL1	-2.57926746553852	9.871552951443471e-09	No	No
Q92733	PRCC	-4.20284916089985	1.15621676470279e-05	No	No
Q92805	GOLGA1	-2.80323373846272	0.0055509252086145	No	No
Q92823	NRCAM	-8.89576397571492	1.1127461219866e-23	No	No
Q92824	PCSK5	-3.56787192934815	4.70786870989776e-06	No	No
Q92878	RAD50	-4.86967353857669	2.33152866629428e-14	No	No
Q92887	ABCC2	-6.90243346992509	1.01286616153483e-29	No	No
Q92889	ERCC4	-3.16150995678301	6.56382995191132e-06	No	No
Q92917	GPKOW	-4.44934109964423	6.8466011175638e-07	No	No
Q92947	GCDH	-2.74901174889638	2.36512863972084e-05	No	No
Q92985	IRF7	-3.24535189125464	9.707101259269451e-09	No	No
Q969E8	TSR2	-3.55144007085	8.43071317729803e-18	No	No
Q969F2	NKD2	-5.34434000459374	2.88473233591909e-12	No	No
Q969G3	SMARCE1	-2.75361121253237	1.20492169760447e-06	No	No
Q969H8	MYDGF	-2.76868708913515	4.51923849555278e-13	No	No
Q969I6	SLC38A4	-4.24599460955935	1.56475007165706e-08	No	No
Q969J3	BORCS5	-2.34177700231479	6.10099994069788e-05	No	No
Q969N2	PIGT	-2.85127018959444	3.32341668890877e-08	No	No
Q969R8	ITFG2	-3.24357669910057	3.00625897860162e-08	No	No
Q969V3	NCLN	-3.43501432970615	5.374553893621131e-09	No	No
Q969V6	MRTFA	-2.65654533879825	2.5538783018745403e-09	No	No
Q969Z0	TBRG4	-3.48321134998854	2.44779551734765e-08	No	No
Q96A25	TMEM106A	-5.90637589759606	2.36644698371546e-12	No	No
Q96A29	SLC35C1	-3.38460669606571	1.55140625747115e-06	No	No
Q96A33	CCDC47	-4.89602353915105	3.38570006032871e-13	No	No
Q96AA3	RFT1	-3.01302960402466	6.04040118251171e-08	No	No
Q96AD5	PNPLA2	-2.40012003694486	0.0075883578670418	No	No
Q96AE7	TTC17	-6.04671327474843	4.64387918873035e-10	No	No
Q96AH8	RAB7B	-6.4917778705615	4.98621094706504e-16	No	No
Q96AJ1	CLUAP1	-4.20141873343068	9.862234773879739e-13	No	No
Q96AQ6	PBXIP1	-2.39092649927143	0.0001277592645158	No	No
Q96AX9	MIB2	-4.35235346903262	1.67982773592054e-07	No	No
Q96AY3	FKBP10	-4.29000410688531	3.7637461848504597e-16	No	No
Q96B23	ARK2N	-2.35343908311483	6.86608602892438e-07	No	No
Q96B33	CLDN23	-6.8029678909146	3.1518863449135096e-26	No	No
Q96BM9	ARL8A	-2.58166818032756	4.16443452346244e-17	No	No
Q96BR1	SGK3	-3.11051460194532	1.0935593163786298e-11	No	No
Q96BY9	SARAF	-4.56088175401193	6.14942695739672e-12	No	No
Q96C10	DHX58	-7.64129370386283	3.75780871570571e-12	No	No
Q96C74	ROPN1L	-5.68479858686905	1.28999592430612e-08	No	No
Q96C86	DCPS	-2.80883305554183	2.13875081868306e-08	No	No
Q96CC6	RHBDF1	-2.88827540712991	1.7988054238155602e-17	No	No
Q96CD2	PPCDC	-2.94164845888561	2.30440116657728e-06	No	No
Q96CG8	CTHRC1	-4.81735038459244	3.3587442630418904e-09	No	No
Q96CH1	GPR146	-3.65962753037751	2.56215817062482e-07	No	No
Q96CN4	EVI5L	-3.90329613150496	7.15689354417913e-05	No	No
Q96CN9	GCC1	-5.76915622135303	1.10259887273608e-06	No	No
Q96CP2	FLYWCH2	-2.93185813349269	1.00192636768052e-11	No	No
Q96CW9	NTNG2	-2.83035094561248	3.2892376197498504e-15	No	No
Q96D15	RCN3	-3.55164258793321	3.40285520959244e-18	No	No
Q96D21	RASD2	-3.54882960367242	6.12880635235292e-09	No	No
Q96D96	HVCN1	-6.44519418656782	4.3500240207675e-22	No	No
Q96DB5	RMDN1	-2.30153879220009	7.48476265647628e-08	No	No
Q96DZ1	ERLEC1	-3.04082392955902	0.0001913402435546	No	No
Q96DZ5	CLIP3	-3.94188917265675	7.387862476046231e-15	No	No
Q96E22	NUS1	-2.34444437209934	4.78965536026745e-05	No	No
Q96EN8	MOCOS	-3.56912005378181	1.70042717565249e-10	No	No
Q96EU7	C1GALT1C1	-2.58416321061313	0.0018058759216491	No	No
Q96EY9	ADAT3	-4.86504821942178	2.97044703803964e-06	No	No
Q96F05	C11orf24	-3.94799622633518	5.9602260594387406e-15	No	No
Q96FH0	BORCS8	-3.93428537738009	7.329646954806339e-18	No	No
Q96FL8	SLC47A1	-6.7009835754046	5.75743017722072e-32	No	No
Q96FZ2	HMCES	-2.86560133052129	1.90670472604351e-06	No	No
Q96G23	CERS2	-3.41839432473152	4.95390243981516e-16	No	No
Q96G27	WBP1	-2.30746892727181	0.0015243124693742	No	No
Q96G30	MRAP2	-4.31020151261314	4.93210038509393e-13	No	No
Q96GI7	FAM89A	-3.97858659908546	2.37010468467143e-10	No	No
Q96GP6	SCARF2	-3.02115843065923	8.38542048123761e-19	No	No
Q96GQ5	RUSF1	-4.64552412224414	3.19800376466488e-05	No	No
Q96GR4	ZDHHC12	-2.95570871083737	3.6141943021884195e-11	No	No
Q96GU1	PAGE5	-4.66306674640014	3.6742949513066897e-28	No	No
Q96GX5	MASTL	-2.58749873409088	0.0007950127791467	No	No
Q96HE7	ERO1A	-2.95346366185874	1.59492237300463e-10	No	No
Q96HH4	TMEM169	-2.96160690827742	0.0004898409164725	No	No
Q96HN2	AHCYL2	-3.62289155003339	4.3116784005661205e-20	No	No
Q96HR9	REEP6	-3.12908904147106	3.13651643789411e-11	No	No
Q96IR7	HPDL	-2.41286062477973	7.63399671230863e-06	No	No
Q96J92	WNK4	-8.96168714520347	1.39270101301575e-32	No	No
Q96JA1	LRIG1	-2.31667804772677	8.949357539524909e-12	No	No
Q96JB8	MPP4	-4.25100030930473	4.35304227834333e-05	No	No
Q96JI7	SPG11	-4.19120313368981	4.18431954268767e-13	No	No
Q96JP5	ZFP91	-6.65848157136839	0.0016336655148681	No	No
Q96JQ0	DCHS1	-4.41266770678206	1.30935270497571e-09	No	No
Q96JQ2	CLMN	-7.02974553710009	1.53475936961768e-18	No	No
Q96JT2	SLC45A3	-4.13595002399925	2.5084408171259697e-22	No	No
Q96JW4	SLC41A2	-3.34333765319786	3.67207602712077e-11	No	No
Q96K12	FAR2	-4.63504446964408	5.01304995035924e-07	No	No
Q96K49	TMEM87B	-2.8688623793278	4.63090383965153e-16	No	No
Q96KN1	LRATD2	-2.82313071519151	3.3076007512590703e-15	No	No
Q96KQ4	PPP1R13B	-3.46733938325914	2.40658142897977e-06	No	No
Q96L58	B3GALT6	-2.79953657724914	2.28015465826667e-07	No	No
Q96LB3	IFT74	-4.22710012825984	8.64486903221001e-10	No	No
Q96LD4	TRIM47	-3.12112738579539	5.7071266568552794e-11	No	No
Q96LT7	C9orf72	-3.73338878667547	2.18769272623848e-05	No	No
Q96M96	FGD4	-2.79086414042795	9.598501518275719e-12	No	No
Q96MC5	BMERB1	-3.39093834843722	1.8101029778038598e-11	No	No
Q96MC6	MFSD14A	-3.1731715607113	2.3550747234732502e-15	No	No
Q96ME1	FBXL18	-2.3686023221359	6.38520693408018e-18	No	No
Q96MP8	KCTD7	-3.19487310627796	8.79588840174782e-11	No	No
Q96N19	GPR137	-6.52792471067299	3.39180259035864e-07	No	No
Q96P50	ACAP3	-5.88027555687708	8.92671208112223e-06	No	No
Q96PB1	CASD1	-4.90918321279696	3.4325722360949e-17	No	No
Q96PX1	RNF157	-5.8764216745621	2.0419965420866604e-09	No	No
Q96PY6	NEK1	-2.99128791856835	3.98479453138126e-05	No	No
Q96PZ0	PUS7	-4.73727745056627	1.00812637996872e-12	No	No
Q96Q07	BTBD9	-4.09192117053791	0.0040683203054157	No	No
Q96Q89	KIF20B	-4.55530173835451	1.1759945774023502e-19	No	No
Q96QT4	TRPM7	-4.99862445435826	7.910095362793891e-14	No	No
Q96R06	SPAG5	-3.62259454926961	7.44137524347042e-06	No	No
Q96RP9	GFM1	-3.87076958106198	1.87310895245458e-13	No	No
Q96RQ1	ERGIC2	-2.83000795823079	8.31812679335976e-06	No	No
Q96RW7	HMCN1	-6.58067564533688	2.66469612316737e-11	No	No
Q96RY7	IFT140	-3.68987116554981	3.21365994479691e-16	No	No
Q96S38	RPS6KC1	-6.74741177552171	8.504288507523389e-12	No	No
Q96S52	PIGS	-4.46374500753752	1.9668959642597e-14	No	No
Q96S66	CLCC1	-4.1814946521448	6.266698867535131e-10	No	No
Q96SJ8	TSPAN18	-3.54414386004069	1.34614520161731e-15	No	No
Q96SL1	SLC49A4	-3.49722587787004	1.22075921967972e-12	No	No
Q96T37	RBM15	-3.0017941482331	0.0006384239713975	No	No
Q96T83	SLC9A7	-2.37060400758211	2.71957613996733e-13	No	No
Q96TC7	RMDN3	-3.6842798132454	9.79181210832511e-12	No	No
Q99496	RNF2	-2.53542815281648	0.0003848595810851	No	No
Q99500	S1PR3	-6.7770445282177	2.41811237070145e-25	No	No
Q99519	NEU1	-3.37818885188043	2.21254450449481e-10	No	No
Q99611	SEPHS2	-2.91956816337668	3.86747767146755e-06	No	No
Q99674	CGREF1	-4.00760681558715	6.8317198378002406e-15	No	No
Q99698	LYST	-3.56264826820104	3.9385097064887205e-09	No	No
Q99719	SEPTIN5	-4.92617048619222	1.78084352357063e-16	No	No
Q99726	SLC30A3	-8.34015021171919	3.84392413584613e-35	No	No
Q99750	MDFI	-7.86824404033145	2.9276012259960597e-34	No	No
Q99788	CMKLR1	-4.87757695950568	1.30784745720492e-14	No	No
Q9BQA9	CYBC1	-6.19179995095022	2.00703768457349e-05	No	No
Q9BQG1	SYT3	-3.87175453094071	2.30908482370176e-10	No	No
Q9BQP7	MGME1	-4.73392351360944	2.2155238140296402e-15	No	No
Q9BR61	ACBD6	-2.66041460433757	2.02370265906144e-07	No	No
Q9BRJ6	CHLSN	-3.02101942722203	2.00677080177943e-06	No	No
Q9BRK5	SDF4	-2.57585277351979	3.42366666213537e-12	No	No
Q9BRU9	UTP23	-3.71254911669312	1.33765260581366e-08	No	No
Q9BRX5	GINS3	-2.60726810413775	2.48775318456871e-05	No	No
Q9BRX8	PRXL2A	-4.27450360121861	6.54899242412337e-13	No	No
Q9BRY0	SLC39A3	-3.2630966080871	6.0910609710195e-12	No	No
Q9BS26	ERP44	-2.31413389036586	2.82642647531483e-08	No	No
Q9BS91	SLC35A5	-4.67166738869084	5.48411345297662e-19	No	No
Q9BSA9	TMEM175	-5.34494913244264	2.1833854260938799e-13	No	No
Q9BSE2	TMEM79	-3.25993681901743	0.0043131692189375	No	No
Q9BT22	ALG1	-6.49082449434658	8.13392896139889e-11	No	No
Q9BT67	NDFIP1	-3.86003219476846	8.7554511091376e-17	No	No
Q9BTC0	DIDO1	-5.28073680155582	2.88009627160447e-05	No	No
Q9BTD3	TMEM121	-9.09401785592086	7.830362118977791e-25	No	No
Q9BTE7	DCUN1D5	-2.5821750002246	2.14562766694029e-05	No	No
Q9BTX1	NDC1	-3.15844076448908	1.32197311541774e-05	No	No
Q9BU23	LMF2	-2.82094154475889	0.0012107074196092	No	No
Q9BUL9	RPP25	-2.94705153919596	3.18015936013638e-08	No	No
Q9BVG3	TRIM62	-5.38653711559783	1.04313775633606e-06	No	No
Q9BVJ6	UTP14A	-3.84478675327648	4.18966725249089e-07	No	No
Q9BVL4	SELENOO	-3.50531269362481	7.50319892172193e-09	No	No
Q9BVX2	TMEM106C	-5.85265025441615	1.30954364202644e-16	No	No
Q9BW19	KIFC1	-3.62908626966986	5.62732271316888e-05	No	No
Q9BW83	IFT27	-4.05565090452195	3.96671869941711e-15	No	No
Q9BWE0	REPIN1	-2.96837892391024	0.0002787266994173	No	No
Q9BWH2	FUNDC2	-2.43362422555853	7.22971519682519e-11	No	No
Q9BWM7	SFXN3	-4.18856506890044	4.52221284662052e-11	No	No
Q9BX79	STRA6	-7.7945502182477	2.4234035788647602e-21	No	No
Q9BXC9	BBS2	-4.11041565379604	0.000447060968561	No	No
Q9BXD5	NPL	-3.98098014967528	1.40421326548885e-17	No	No
Q9BXI6	TBC1D10A	-2.73505623705712	5.0616767865749905e-20	No	No
Q9BXJ1	C1QTNF1	-6.06369264872482	8.139703572841291e-21	No	No
Q9BXJ8	TMEM120A	-6.15073709808426	3.53500531061127e-22	No	No
Q9BXP2	SLC12A9	-4.74620417270843	2.6682416872634e-18	No	No
Q9BXS4	TMEM59	-2.83759455204756	6.686668258795639e-18	No	No
Q9BXS9	SLC26A6	-3.75523013483692	7.4577419944454e-24	No	No
Q9BXW9	FANCD2	-3.45916819034145	2.85357998988119e-05	No	No
Q9BYB4	GNB1L	-2.64884294170736	2.91868358147948e-05	No	No
Q9BYJ0	FGFBP2	-5.75914979153164	8.679343024698641e-17	No	No
Q9BYW1	SLC2A11	-8.06472412664759	1.4611491536866299e-28	No	No
Q9BYX4	IFIH1	-5.06208450434261	8.13803414741918e-08	No	No
Q9BZ72	PITPNM2	-4.53438848689102	0.0002270878168383	No	No
Q9BZ76	CNTNAP3	-4.61919349902689	1.00416202037192e-06	No	No
Q9BZC7	ABCA2	-4.58490497144391	1.0115726319385501e-14	No	No
Q9BZF1	OSBPL8	-2.73740621871987	1.15494101037461e-12	No	No
Q9BZF9	UACA	-2.70651287264004	9.01400834310515e-11	No	No
Q9BZQ6	EDEM3	-4.42282706333166	5.2892573930115296e-12	No	No
Q9C004	SPRY4	-4.74899245346996	3.06588020357456e-26	No	No
Q9C026	TRIM9	-3.54944637276468	1.70525999988309e-16	No	No
Q9C040	TRIM2	-3.06448774177192	8.33906817970314e-15	No	No
Q9C0D0	PHACTR1	-10.9844740629431	2.84672079385868e-32	No	No
Q9C0D3	ZYG11B	-2.36807980091173	2.5576823210886e-07	No	No
Q9C0H9	SRCIN1	-3.80233699484551	2.68865846543605e-06	No	No
Q9GZM7	TINAGL1	-5.81338611372288	3.78232588514665e-15	No	No
Q9GZP9	DERL2	-4.82371354865874	1.88222788482473e-11	No	No
Q9GZS3	SKIC8	-2.78214454267897	1.5967679231069302e-09	No	No
Q9GZU1	MCOLN1	-6.39366264663185	9.96900999031687e-23	No	No
Q9GZX3	CHST6	-4.97358208061672	7.11757778337351e-07	No	No
Q9GZY8	MFF	-2.95419965702174	5.05916874462495e-06	No	No
Q9H008	LHPP	-4.4832442490424	1.43862097946788e-16	No	No
Q9H098	FAM107B	-2.46787602135866	3.78840005422582e-05	No	No
Q9H0A9	SPATC1L	-5.12865143657952	4.36075252856239e-17	No	No
Q9H0T7	RAB17	-7.66730788714609	1.2472340076496101e-23	No	No
Q9H0V1	TMEM168	-3.76514311509643	2.355822926039e-12	No	No
Q9H173	SIL1	-5.28008408881238	1.69163239718906e-11	No	No
Q9H1B5	XYLT2	-2.90638829045345	0.0003149731441677	No	No
Q9H1B7	IRF2BPL	-4.80463791840564	8.04952238836533e-08	No	No
Q9H1Y3	OPN3	-3.29303716578952	3.4523590430969402e-15	No	No
Q9H204	MED28	-2.68399117438664	6.95017387882422e-11	No	No
Q9H228	S1PR5	-7.12962236761535	3.22867646854154e-26	No	No
Q9H237	PORCN	-2.85770486692694	2.45407411525559e-12	No	No
Q9H2I8	LRMDA	-2.94103799737565	5.7304435752300494e-11	No	No
Q9H2L5	RASSF4	-3.07669896208976	4.36315694690983e-10	No	No
Q9H2V7	SPNS1	-4.80577270614569	1.21428615532302e-16	No	No
Q9H320;Q9H321;Q9H322;Q9NNX9	VCX;VCX2;VCX3A;VCX3B	-5.87274889486628	4.17854637704482e-31	No	No
Q9H329	EPB41L4B	-2.65547251166608	1.23979865373028e-06	No	No
Q9H3G5	CPVL	-5.65585507285752	1.66539365042055e-19	No	No
Q9H3T2	SEMA6C	-7.64951223081861	3.81016989519706e-05	No	No
Q9H3U5	MFSD1	-4.55964777565052	4.1531944101264e-17	No	No
Q9H488	POFUT1	-4.50726459077499	2.95473656314993e-14	No	No
Q9H490	PIGU	-5.3719834473114	0.00019747466149	No	No
Q9H4M7	PLEKHA4	-4.74396101714935	2.1800687877958302e-20	No	No
Q9H5I5	PIEZO2	-4.24407645750939	1.49113467329333e-24	No	No
Q9H5K3	POMK	-2.65327858072233	0.0001176378238626	No	No
Q9H5Q4	TFB2M	-3.62499787223478	8.16450597020285e-08	No	No
Q9H5Y7	SLITRK6	-2.87461875327488	4.283203377975011e-09	No	No
Q9H6L5	RETREG1	-5.74840954902149	9.64615966069653e-16	No	No
Q9H6Y7	RNF167	-2.43310656443633	2.7274530652830298e-11	No	No
Q9H7F4	TMEM185B	-2.29913567336314	1.47151056123551e-07	No	No
Q9H7P9	PLEKHG2	-3.42794034786627	5.57402800349983e-05	No	No
Q9H7X7	IFT22	-2.95421273761688	4.55041246670088e-06	No	No
Q9H9K5	ERVMER34-1	-5.10920997457825	1.00238147628285e-06	No	No
Q9H9S5	FKRP	-2.58736114002459	8.95383909124469e-05	No	No
Q9H9V9	JMJD4	-4.69090234671354	2.34934339266977e-06	No	No
Q9HAN9	NMNAT1	-2.57592508967718	5.38516515861958e-05	No	No
Q9HAT8	PELI2	-2.87655705627724	1.8651672084355899e-13	No	No
Q9HAU0	PLEKHA5	-3.00743109768655	4.40133557979202e-23	No	No
Q9HAV4	XPO5	-2.41275982922945	1.14549757623307e-10	No	No
Q9HB90	RRAGC	-2.64748412803451	3.71512204881434e-17	No	No
Q9HBA0	TRPV4	-4.40418098263024	1.4619415550142998e-12	No	No
Q9HBG6	IFT122	-2.81431558708015	4.79198109238743e-10	No	No
Q9HBR0	SLC38A10	-4.83501625805528	1.26659657335949e-06	No	No
Q9HBW0	LPAR2	-4.18600470874062	1.45968000596129e-13	No	No
Q9HBW1	LRRC4	-4.45983775883609	4.09533456492229e-19	No	No
Q9HC07	TMEM165	-2.54454458644573	4.02299227427674e-10	No	No
Q9HC77	CPAP	-3.80500660030795	0.0073246750585881	No	No
Q9HCD5	NCOA5	-3.24185529260722	5.659745993713489e-11	No	No
Q9HCE0	EPG5	-3.53394503619352	4.12443115567222e-16	No	No
Q9HCM3	KIAA1549	-3.23906391042775	2.2576751365634402e-14	No	No
Q9HCU5	PREB	-2.3391954648116	4.85728701833663e-09	No	No
Q9HD20	ATP13A1	-3.71835360002081	3.05317010879816e-12	No	No
Q9HDC5	JPH1	-4.79340948664132	5.3226283865720495e-11	No	No
Q9NP58	ABCB6	-3.42514998443041	2.8985972232185397e-18	No	No
Q9NP87	POLM	-4.88369434324414	0.0004840389325938	No	No
Q9NPA0	EMC7	-2.85820934031278	1.75089875883628e-13	No	No
Q9NPA2	MMP25	-4.62468534159279	1.5773815880792e-12	No	No
Q9NPF2	CHST11	-3.31100060844672	1.1430359672585e-11	No	No
Q9NPH0	ACP6	-6.61289787028453	1.54457816715621e-14	No	No
Q9NPJ3	ACOT13	-2.39288946178583	5.14313159922496e-07	No	No
Q9NQ11	ATP13A2	-6.44153372832546	7.39611589217648e-16	No	No
Q9NQ84	GPRC5C	-3.77564107680146	5.18204492319983e-07	No	No
Q9NQG5	RPRD1B	-2.67633600552064	1.62928947758067e-08	No	No
Q9NQQ7	SLC35C2	-5.28061006149004	1.2228880295592201e-17	No	No
Q9NQW6	ANLN	-2.85737562891689	8.610412065558959e-18	No	No
Q9NQX7	ITM2C	-4.10437168585885	8.64668090429477e-24	No	No
Q9NRA2	SLC17A5	-3.72487792260426	8.82693037958982e-18	No	No
Q9NRD1	FBXO6	-3.24026764304633	0.0005650721753948	No	No
Q9NRR1	CYTL1	-6.53397035855819	1.70310608580271e-09	No	No
Q9NS00	C1GALT1	-2.38335025796846	0.0006416622735445	No	No
Q9NS15	LTBP3	-2.99904820177396	0.0039207273576648	No	No
Q9NS23	RASSF1	-4.20414524868836	4.5200026276448203e-10	No	No
Q9NS68	TNFRSF19	-9.09258033304856	7.10010923431957e-28	No	No
Q9NS93	TM7SF3	-3.29471490409815	5.82754118033744e-14	No	No
Q9NSE4	IARS2	-3.47706092288055	1.03487085548735e-08	No	No
Q9NSG2	FIRRM	-3.20748216642865	1.82077225935679e-13	No	No
Q9NT99	LRRC4B	-10.1619347719449	2.7182155515817003e-15	No	No
Q9NTI5	PDS5B	-2.94816703157091	2.25129968077183e-05	No	No
Q9NTJ5	SACM1L	-2.32199836571225	1.00917620414414e-13	No	No
Q9NTN9	SEMA4G	-2.80042648231029	1.21726942178938e-05	No	No
Q9NU53	GINM1	-2.32488453641068	5.91758222884628e-10	No	No
Q9NUB1	ACSS1	-4.39639373815611	2.52804735827442e-13	No	No
Q9NUG4	CCM2L	-5.70318383971882	3.44544741039552e-05	No	No
Q9NUM4	TMEM106B	-5.46723296054676	6.58631807927371e-23	No	No
Q9NUN5	LMBRD1	-2.4447971421505	3.36783603002168e-05	No	No
Q9NUS5	AP5S1	-3.30269123184854	1.44495899188544e-06	No	No
Q9NV29	TMEM100	-6.74859418581574	6.632580328651539e-28	No	No
Q9NV66	TYW1	-3.52555756791108	9.889580120620372e-09	No	No
Q9NV92	NDFIP2	-3.79201487668391	2.9151108950168703e-17	No	No
Q9NVA4	TMEM184C	-2.4056200449934	7.25569425403654e-09	No	No
Q9NVC3	SLC38A7	-3.99000468543038	1.4755351495932702e-14	No	No
Q9NVH1	DNAJC11	-5.29026977055849	0.0001110237804665	No	No
Q9NVH2	INTS7	-3.17001107044624	3.33218766605062e-07	No	No
Q9NVR2	INTS10	-2.66496817004707	1.30672532091774e-06	No	No
Q9NW13	RBM28	-4.33883983465848	2.46033889989713e-05	No	No
Q9NW15	ANO10	-2.36250794840497	9.66989546706978e-08	No	No
Q9NW75	GPATCH2	-2.95524974735314	0.0003458050381429	No	No
Q9NWB7	IFT57	-4.666064192956	2.6778688318953e-14	No	No
Q9NWC5	TMEM45A	-8.37701045784506	5.50268538801039e-34	No	No
Q9NWD8	TMEM248	-3.58640502102839	2.96863250685238e-17	No	No
Q9NWH9	SLTM	-4.78761125536856	0.0009850035249769	No	No
Q9NWM8	FKBP14	-5.12235407275479	1.2480952578936199e-11	No	No
Q9NXV6	CDKN2AIP	-3.85336955619631	1.27625376094531e-06	No	No
Q9NXZ2	DDX43	-4.01939515254442	1.68833799149568e-11	No	No
Q9NY26	SLC39A1	-4.66240325812317	3.6137856034304304e-19	No	No
Q9NY93	DDX56	-2.80161219320953	1.78461285649264e-07	No	No
Q9NY97	B3GNT2	-2.68191628175089	2.99695879095763e-06	No	No
Q9NYL4	FKBP11	-3.02300161787259	1.78751718992375e-11	No	No
Q9NYQ6	CELSR1	-4.85579227979454	4.78573492265584e-08	No	No
Q9NYQ7	CELSR3	-7.86986461431934	5.9887125039462e-05	No	No
Q9NYU1	UGGT2	-4.31140865630342	6.36792302875527e-09	No	No
Q9NYV4	CDK12	-3.41720881272859	4.28597975862329e-10	No	No
Q9NYZ3	GTSE1	-2.37045364596717	1.56098446713262e-05	No	No
Q9NZ01	TECR	-2.45471580800167	1.23746512064744e-06	No	No
Q9NZ43	USE1	-2.99208981681667	2.39490691206952e-16	No	No
Q9NZ56	FMN2	-4.24792784725271	1.72744889939158e-09	No	No
Q9NZL6	RGL1	-4.1574705817285	2.38762180943982e-13	No	No
Q9NZM1	MYOF	-2.54614467283431	3.16156717024513e-17	No	No
Q9P035	HACD3	-2.71482415701433	0.0002059426522691	No	No
Q9P0S9	TMEM14C	-3.69826773751252	7.49018262357901e-16	No	No
Q9P0V9	SEPTIN10	-2.47867125656467	1.19154717675522e-20	No	No
Q9P1T7	MDFIC	-4.86634124964012	1.00318799499631e-10	No	No
Q9P206	NHSL3	-2.59120371548106	9.77675024984775e-17	No	No
Q9P241	ATP10D	-2.57811562331212	1.32760966333512e-05	No	No
Q9P2E5	CHPF2	-4.64455709599089	1.7084203983423e-08	No	No
Q9P2E7	PCDH10	-5.74661809411338	5.966396714404441e-09	No	No
Q9P2E9	RRBP1	-2.93598992649924	6.22384624712157e-12	No	No
Q9P2F8	SIPA1L2	-5.46383528976232	5.46100788427353e-13	No	No
Q9P2H3	IFT80	-3.97061694691538	0.000182988434834	No	No
Q9P2L0	WDR35	-2.71558492712126	3.75961661141691e-08	No	No
Q9P2M7	CGN	-5.01616486667575	0.0001008415033139	No	No
Q9P2N7	KLHL13	-4.71193266456276	5.403741362815311e-25	No	No
Q9P2Y5	UVRAG	-2.31610774576063	5.41033657275205e-08	No	No
Q9UBI4	STOML1	-8.15361359802261	3.16591587807894e-05	No	No
Q9UBL3	ASH2L	-2.33723299074841	2.90584594634805e-08	No	No
Q9UBM7	DHCR7	-2.72947471474048	3.04587446795893e-08	No	No
Q9UBR2	CTSZ	-4.84024094747165	5.1575838632129e-18	No	No
Q9UBS4	DNAJB11	-2.42152050754656	2.38350878600211e-06	No	No
Q9UBV2	SEL1L	-3.29972341184784	7.07896844422097e-14	No	No
Q9UBV7	B4GALT7	-2.60802718011795	4.99099024865157e-07	No	No
