Protein_Group,Genes,Protein_Names,Species,TaggedPOI_Treatment1_Avg_Peptide_Count,TaggedPOI_Treatment2_Avg_Peptide_Count,WT_Treatment1_Avg_Peptide_Count,WT_Treatment2_Avg_Peptide_Count,TaggedPOI_Treatment1_quantified_samples,TaggedPOI_Treatment2_quantified_samples,WT_Treatment1_quantified_samples,WT_Treatment2_quantified_samples,Intensity_Run1,Intensity_Run2,Intensity_Run3,Intensity_Run4,Intensity_Run5,Intensity_Run6,Intensity_Run7,Intensity_Run8,Intensity_Run10,Intensity_Run11,Intensity_Run12,Intensity_Run9,Intensity_Run13,Intensity_Run14,Intensity_Run15,Intensity_Run16,Intensity_Run1_log_transformed,Intensity_Run2_log_transformed,Intensity_Run3_log_transformed,Intensity_Run4_log_transformed,Intensity_Run5_log_transformed,Intensity_Run6_log_transformed,Intensity_Run7_log_transformed,Intensity_Run8_log_transformed,Intensity_Run10_log_transformed,Intensity_Run11_log_transformed,Intensity_Run12_log_transformed,Intensity_Run9_log_transformed,Intensity_Run13_log_transformed,Intensity_Run14_log_transformed,Intensity_Run15_log_transformed,Intensity_Run16_log_transformed,Intensity_Run1_normed,Intensity_Run2_normed,Intensity_Run3_normed,Intensity_Run4_normed,Intensity_Run5_normed,Intensity_Run6_normed,Intensity_Run7_normed,Intensity_Run8_normed,Intensity_Run10_normed,Intensity_Run11_normed,Intensity_Run12_normed,Intensity_Run9_normed,Intensity_Run13_normed,Intensity_Run14_normed,Intensity_Run15_normed,Intensity_Run16_normed,Intensity_Run1_with_imputed,Intensity_Run2_with_imputed,Intensity_Run3_with_imputed,Intensity_Run4_with_imputed,Intensity_Run5_with_imputed,Intensity_Run6_with_imputed,Intensity_Run7_with_imputed,Intensity_Run8_with_imputed,Intensity_Run10_with_imputed,Intensity_Run11_with_imputed,Intensity_Run12_with_imputed,Intensity_Run9_with_imputed,Intensity_Run13_with_imputed,Intensity_Run14_with_imputed,Intensity_Run15_with_imputed,Intensity_Run16_with_imputed,TaggedPOI_Treatment1_vs_WT_Treatment1_logFC,TaggedPOI_Treatment1_vs_WT_Treatment1_pval,TaggedPOI_Treatment2_vs_WT_Treatment2_logFC,TaggedPOI_Treatment2_vs_WT_Treatment2_pval
P32383,PLC1,PLC1_YEAST,YEAST,24.0,8.75,10.75,6.0,4,4,4,4,8602559.1953125,11229158.3359375,10546815.5859375,14154907.8935547,1224191.8671875,1005850.921875,833673.03125,1474912.76953125,1876317.79296875,3014602.59765625,618015.110351562,784980.427734375,412307.029907227,496056.006103516,936082.581054688,16629.5390625,23.0363344836901,23.420746461044,23.3303041340574,23.7547990258223,20.2233982581937,19.9399850671028,19.6691221402576,20.4921982012996,20.8394727679192,21.5235363995826,19.2372825866162,19.5822971575333,18.6533595340762,18.9201434885296,19.8362762841843,14.0214605601132,23.456750520823,23.1260200412759,23.5898369110907,23.0696756313727,20.3317909423469,19.6648004789345,19.5701748871512,20.5013872342771,20.3765451112685,21.3320081354154,19.608155882105,19.7079024666107,18.927871261388,18.3783754147397,19.3422575260278,14.5129707618739,23.456750520823,23.1260200412759,23.5898369110907,23.0696756313727,20.3317909423469,19.6648004789345,19.5701748871512,20.5013872342771,20.3765451112685,21.3320081354154,19.608155882105,19.7079024666107,18.927871261388,18.3783754147397,19.3422575260278,14.5129707618739,3.05441787729065,0.0018267400734353,2.22666964467011,0.0143353234027123
P32385,RNP1,RNP1_YEAST,YEAST,0.5,1.75,0.0,0.5,2,3,0,2,26505.021484375,35052.42578125,0.0,0.0,206074.311523438,0.0,242971.30859375,58990.669921875,0.0,0.0,0.0,0.0,0.0,0.0,15743.9072265625,17152.455078125,14.6939780895768,15.0972266680501,,,17.6528051493888,,17.8904264368548,15.8481991726366,,,,,,,13.942506004058,14.0661274676409,15.193566240622,14.666146405799,,,17.7820219476092,,17.7031707913984,15.9983321601777,,,,,,,13.4876639783543,14.5127914807722,15.193566240622,14.666146405799,14.9703621559855,15.1202676002461,17.7820219476092,16.9432032276345,17.7031707913984,15.9983321601777,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,14.2274345355477,14.156650627952,13.4876639783543,14.5127914807722,0.0502197160694653,1.0,3.01054687604838,3.30086801367914e-07
P32448,ASF2,ASF2_YEAST,YEAST,19.75,9.75,12.0,10.25,4,4,4,4,34227797.5341797,42949902.1699219,29329052.3457031,45224027.7333984,833422.734863281,8358030.35107422,6162529.0880127,4132202.24023438,1806108.67041016,4009510.99755859,4565719.62207031,10875868.4676514,2542319.2734375,12491292.2528076,2026194.92895508,4510265.95947266,25.0286651260379,25.3561515094489,24.8058271209783,25.430586151043,19.6686889301614,22.9947315669489,22.5550911205563,21.9784794343314,20.7844532692001,21.9349948647535,22.1224108366247,23.3746272728922,21.2777137897854,23.574419398986,20.9503415438131,22.1047810775497,25.4056254270879,25.096263546862,25.064586942878,24.8181926983415,19.7534985265279,22.7570176769123,22.5503565417224,21.9355283045172,20.382577032544,21.7880849226291,22.4828469431008,23.5235178175149,21.5052371335836,23.1300631539257,20.5633869386294,22.5793039094401,25.4056254270879,25.096263546862,25.064586942878,24.8181926983415,19.7534985265279,22.7570176769123,22.5503565417224,21.9355283045172,20.382577032544,21.7880849226291,22.4828469431008,23.5235178175149,21.5052371335836,23.1300631539257,20.5633869386294,22.5793039094401,3.05191047484514,0.0009998793535515,-0.195397521474753,0.79479866852008
P32526,KAR9,KAR9_YEAST,YEAST,10.75,6.25,3.0,3.75,4,4,4,4,3072332.19360352,531944.862792969,878052.595550537,4853399.14709473,654667.5703125,256889.183349609,166618.254394531,236240.876464844,22149.9904785156,247415.473632812,7582.03515625,313169.9921875,62836.337890625,272652.233642578,23545.4514160156,341854.771484375,21.5509027841313,19.0209171895287,19.7439478345474,22.2105640826005,19.320402989627,17.970786619419,17.346186942858,17.8498990884982,14.4350184581672,17.9165762052896,12.8883694306497,18.2565864552767,15.93931148219,18.0567024488996,14.523160761962,18.3830240365136,21.986581497209,18.6282503814116,20.0091769775787,21.3781378186136,19.4411426773487,17.665538460312,17.1763074364857,17.9671308260675,13.9728983573139,17.5704003250531,13.3610093359543,18.241874622463,16.206540235973,17.516564823926,14.0354884367541,18.8629126226688,21.986581497209,18.6282503814116,20.0091769775787,21.3781378186136,19.4411426773487,17.665538460312,17.1763074364857,17.9671308260675,13.9728983573139,17.5704003250531,13.3610093359543,18.241874622463,16.206540235973,17.516564823926,14.0354884367541,18.8629126226688,4.71399100850713,0.0015989204448701,1.40715332022301,0.263703545546737
P32781,AGA2,AGA2_YEAST,YEAST,0.75,0.0,0.0,0.0,3,0,0,0,5081212.0,1697774.5,0.0,6223994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.276741227313,20.6952134208324,,22.5694092388748,,,,,,,,,,,,,22.7253637403752,20.3371656176735,,21.7809304397359,,,,,,,,,,,,,22.7253637403752,20.3371656176735,21.6917524420951,21.7809304397359,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,6.69643717537625,2.35381800668534e-11,-0.716483772402869,1.0
P32791,FRE1,FRE1_YEAST,YEAST,23.5,1.0,10.5,18.75,4,3,4,4,20651847.1264648,24426903.2128906,20141083.0266113,30306531.9008789,0.0,145755.25,548894.75,166551.875,3428013.953125,4218720.609375,1647457.546875,1384502.17578125,8205870.25,20445803.496582,32039688.9287109,2706971.04296875,24.2997674880361,24.5419676378209,24.2636379262609,24.8531254323459,,17.1531883236434,19.0661700149058,17.345612070046,21.7089415510217,22.0083741155645,20.6518098584106,20.4009358902637,22.9682249120555,24.2853014244471,24.9333568049923,21.3682480241512,24.690373677177,24.2738542001212,24.5248850715262,24.2142417638703,,16.8447835712538,18.8911032871589,17.4734616193971,21.2757546307378,21.8423982421411,21.0083327514023,20.5519436537153,23.153533751008,23.9124779372455,24.6153537214791,21.8373267265481,24.690373677177,24.2738542001212,24.5248850715262,24.2142417638703,18.3489961215706,16.8447835712538,18.8911032871589,17.4734616193971,21.2757546307378,21.8423982421411,21.0083327514023,20.5519436537153,23.153533751008,23.9124779372455,24.6153537214791,21.8373267265481,3.25623135867452,2.75452888727458e-05,-5.49008688422508,6.62513494385896e-08
P33304,AFR1,AFR1_YEAST,YEAST,11.75,39.75,3.75,37.5,4,4,4,4,1608113.3046875,3569747.7578125,1176000.0390625,5507116.67578125,69666216.6889648,91860968.8308105,76997922.3998718,90663856.0720215,40074.5234375,170915.09375,153718.09375,1661337.40625,19908570.4912109,67949638.2701416,59873848.5060425,62989018.6743164,20.616937629045,21.7673907048083,20.1654566774196,22.3928657435998,26.053955882272,26.4529486635339,26.1983161829562,26.4340241867599,15.2903977436362,17.3829202834855,17.2299274652757,20.6639136738647,24.2468862981639,26.0179625350385,25.8354226694136,25.9085969994112,21.0608325862387,21.3919800829247,20.4251608951786,21.5808721700906,26.1066714531289,26.3276211906831,26.1947699703771,26.3766743304055,14.8080894531087,17.0996365739721,17.6491769050272,20.6842890512173,24.3869753944656,25.7142935320413,25.548777387539,26.3601829155043,21.0608325862387,21.3919800829247,20.4251608951786,21.5808721700906,26.1066714531289,26.3276211906831,26.1947699703771,26.3766743304055,14.8080894531087,17.0996365739721,17.6491769050272,20.6842890512173,24.3869753944656,25.7142935320413,25.548777387539,26.3601829155043,3.55441343777681,0.0010022576970959,0.748876928761103,0.397859180340596
P34251,YKL107W,YKK7_YEAST,YEAST,2.75,20.5,5.75,11.0,4,4,4,4,69549.31640625,443576.036132812,274453.3671875,277124.59375,34336458.074707,19576081.168457,31572053.7553711,30391587.2514648,404500.33984375,1014409.50390625,834420.609375,1154800.91455078,1479704.07421875,4127955.01171875,2641662.00976562,3439544.60742188,16.0857487142715,18.7588219015094,18.0662015138583,18.0801752246163,25.0332378922062,24.2225886526115,24.91214477492,24.8571686882004,18.6257813891828,19.9522087364502,19.6704152658946,20.1392127245612,20.4968772496749,21.9769958170418,21.3330144605766,21.7137861353839,16.5399590621778,18.3265286286721,18.3441867830657,17.2500800292555,25.1039659277197,24.0592649313713,24.9273143370083,24.8054058214414,18.1505890289983,19.7361339439589,20.0539242835751,20.2378694472389,20.7306175865704,21.5060881741278,20.9166180320015,22.1906565083479,16.5399590621778,18.3265286286721,18.3441867830657,17.2500800292555,25.1039659277197,24.0592649313713,24.9273143370083,24.8054058214414,18.1505890289983,19.7361339439589,20.0539242835751,20.2378694472389,20.7306175865704,21.5060881741278,20.9166180320015,22.1906565083479,-1.92944055015002,0.001961700112744,3.38799267912327,1.06513480095035e-05
P35209,SPT21,SPT21_YEAST,YEAST,4.0,0.0,2.25,0.25,4,0,4,1,92352.6938476562,108574.590820312,143925.453125,1505343.62548828,0.0,0.0,0.0,0.0,63466.8745117188,33286.1201171875,27526.1953125,7273.60986328125,0.0,50885.99609375,0.0,0.0,16.4948664235289,16.7283269902254,17.1349622287803,20.5216614185692,,,,,15.9537161769918,15.0226330970115,14.7485175930747,12.8284558302791,,15.6349810585254,,,16.9495946872813,16.2959806388527,17.4130045192,19.6921024378007,,,,,15.5086324966706,14.6358010581209,15.2589040238155,12.7870922629116,,15.1038033673273,,,16.9495946872813,16.2959806388527,17.4130045192,19.6921024378007,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,15.5086324966706,14.6358010581209,15.2589040238155,12.7870922629116,15.1217047043969,15.1038033673273,15.4337550575098,15.3986730219142,3.04006311040404,0.0003124146970345,-1.43562647980306,1.0
P35736,YKL050C,YKF0_YEAST,YEAST,0.25,37.25,0.0,9.5,1,4,0,4,8148.3408203125,0.0,0.0,0.0,22728538.0395508,20998556.9455566,18425975.7634277,21292868.7734375,0.0,0.0,0.0,0.0,1502493.47753906,525836.405151367,412655.043701172,2830450.14331055,12.9922906097734,,,,24.4380015533421,24.3237868511971,24.1352376847142,24.3438670003988,,,,,20.5189272974037,19.0042545017355,18.654576748347,21.4326000809957,13.5205414041112,,,,24.5131334053521,24.1502401085652,24.1521798260886,24.2931736257026,,,,,20.7628983983546,18.4886430982347,18.1841366352985,21.9139134881242,13.5205414041112,14.0066586564359,14.4611420885073,13.9151691100776,24.5131334053521,24.1502401085652,24.1521798260886,24.2931736257026,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,20.7628983983546,18.4886430982347,18.1841366352985,21.9139134881242,-0.961488069810684,1.0,4.43978383642416,4.40741703327739e-06
P36025,YOR062C,YO062_YEAST,YEAST,8.25,0.0,4.0,0.5,4,0,4,2,3595392.05664062,5814650.34277344,2969144.93652344,5529769.21875,0.0,0.0,0.0,0.0,443283.537109375,1858561.92333984,72228.4399414062,208861.668945312,0.0,3312.88256835938,43021.0546875,0.0,21.7777176660893,22.4712610088449,21.501616088415,22.3987878411201,,,,,18.7578702583889,20.8257553258623,16.1402793895644,17.6721882224827,,11.6938713498232,15.3927552732963,,22.2286380820669,22.1221092157471,21.7593921620955,21.62225595516,,,,,18.2738592088634,20.56745742235,16.5441667358997,17.7157496776681,,11.1864749793349,14.9450391211251,,22.2286380820669,22.1221092157471,21.7593921620955,21.62225595516,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,18.2738592088634,20.56745742235,16.5441667358997,17.7157496776681,14.1195463992747,11.1864749793349,14.9450391211251,14.0853781467043,3.65779059257208,0.000370155669749,0.244747896374273,1.0
P36093,PHD1,PHD1_YEAST,YEAST,3.0,0.0,0.75,0.0,4,0,2,0,27193.3420410156,1445197.265625,8653.77111816406,1474826.72265625,0.0,0.0,0.0,0.0,2136.80249023438,10121.1270751953,0.0,0.0,0.0,0.0,0.0,0.0,14.7309658479296,20.4628349995691,13.0791132483782,20.4921140315618,,,,,11.0612378470687,13.3050823351208,,,,,,,15.1952843889252,20.0300653236579,13.3582437404946,19.6735948084023,,,,,10.654292789225,12.8328824734344,,,,,,,15.1952843889252,20.0300653236579,13.3582437404946,19.6735948084023,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,10.654292789225,12.8328824734344,13.8863020508302,12.2600113180818,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,4.65592490747716,0.0014435237778288,-0.716483772402871,1.0
P36155,YKR075C,YK55_YEAST,YEAST,5.75,0.25,1.5,1.25,4,1,4,3,2052026.84375,5140390.4375,2273793.953125,2082557.78515625,56967.61328125,0.0,0.0,0.0,324845.0703125,442256.46875,131577.671875,160773.640625,0.0,253344.5234375,140250.078125,200314.7109375,20.9686181731208,22.2934465125668,21.1166700952021,20.9899250962244,15.7978543437809,,,,18.3093922861636,18.7545237193656,17.0055551655751,17.2946713656746,,17.9507411168163,17.0976420489109,17.6119088497424,21.4139756971431,21.9212705193349,21.3759018408027,20.1821238379687,15.9376396597782,,,,17.8259947894472,18.4785220106227,17.4198338768976,17.3206020788825,,17.4066978110535,16.6040082108302,18.1002443594441,21.4139756971431,21.9212705193349,21.3759018408027,20.1821238379687,15.9376396597782,16.6781988779259,15.8497823037816,16.4607866836519,17.8259947894472,18.4785220106227,17.4198338768976,17.3206020788825,17.587017965614,17.4066978110535,16.6040082108302,18.1002443594441,3.46207978484986,4.52488326960401e-07,-1.19289020545107,0.0090474226118536
P36168,ESL2,ESL2_YEAST,YEAST,75.5,57.0,32.5,28.25,4,4,4,4,421327460.904541,403884381.837402,453718489.285644,588709597.771729,189559103.996826,176353521.881836,183280478.976562,172738935.599731,16937441.1282959,14237942.0996094,10670855.1347656,13776372.65625,10350568.9609375,14709525.1933594,16372153.1640625,10082402.9824219,28.650366708751,28.5893671173672,28.7572222106262,29.1329809072945,27.4980725059038,27.3938951466052,27.4494778931302,27.364018064117,24.0137125961208,23.7632373036874,23.3471724588604,23.7156927380499,23.3032067376909,23.8102473430109,23.9647407328068,23.2653361877384,29.055028074616,28.3369670970589,29.0408086053356,28.5517057376544,27.5332364689007,27.3026480531687,27.4278009922536,27.3005098558421,23.6416220893246,23.616048511322,23.7280161428228,23.8551466095946,23.4798229444011,23.4463385127466,23.6535064919976,23.7359992144476,29.055028074616,28.3369670970589,29.0408086053356,28.5517057376544,27.5332364689007,27.3026480531687,27.4278009922536,27.3005098558421,23.6416220893246,23.616048511322,23.7280161428228,23.8551466095946,23.4798229444011,23.4463385127466,23.6535064919976,23.7359992144476,5.03591904040018,3.34040848570084e-14,3.81213205164306,1.53172054823297e-12
P38204,RRN10,RRN10_YEAST,YEAST,5.5,2.0,2.5,2.25,4,4,4,4,21649702.078125,18714649.3203125,7384705.32373047,20043280.328125,215614.453125,2222023.828125,157970.34765625,1442008.609375,1794174.46875,172125.64453125,223315.265625,1608755.296875,1004072.95214844,2142937.0,2100921.25,904803.3828125,24.367843836352,24.1576646791293,22.8161089227483,24.2566153067681,17.7180943628838,21.0834428570383,17.2692942524339,20.4596483474019,20.7748887566616,17.3931025310355,17.7687223502667,20.6175134678946,19.9374326631938,21.0311580063085,21.0025906550078,19.787244797617,24.7729232552509,23.8778298545217,23.0769191649211,23.5973558553421,17.8317824080288,20.7924606379776,17.1294710660802,20.5244294826486,20.2958211885783,17.1613508611553,18.1594244280816,20.6952168206099,20.1772703075846,20.5293811600637,20.5474804121247,20.2631152101004,24.7729232552509,23.8778298545217,23.0769191649211,23.5973558553421,17.8317824080288,20.7924606379776,17.1294710660802,20.5244294826486,20.2958211885783,17.1613508611553,18.1594244280816,20.6952168206099,20.1772703075846,20.5293811600637,20.5474804121247,20.2631152101004,4.7533037079027,7.72828650511881e-05,-1.30977587378457,0.151415509943162
P38280,YSW1,YSW1_YEAST,YEAST,4.75,0.0,1.5,0.75,4,0,3,2,520909.303710938,680931.15625,267992.106201172,219661.453125,0.0,0.0,0.0,0.0,89959.8994140625,7535.22998046875,0.0,62487.4482421875,0.0,0.0,24887.28515625,116961.55078125,18.9906726790389,19.3771494201671,18.0318309806716,17.7449221977959,,,,,16.4569944275603,12.8794358292149,,15.9312788064869,,,14.603121241237,16.8356748195127,19.4302610439452,18.9479682893643,18.3090768861929,16.9019030198138,,,,,16.0059476954707,12.5046227303369,,15.8984811176717,,,14.1270629970585,17.3031701421412,19.4302610439452,18.9479682893643,18.3090768861929,16.9019030198138,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,16.0059476954707,12.5046227303369,16.1563885894103,15.8984811176717,16.6011003858419,16.9857561978394,14.1270629970585,17.3031701421412,3.25594227660662,0.0016029887838951,-2.42541487273626,1.0
P38287,CSH1,CSH1_YEAST,YEAST,8.0,1.25,6.0,1.5,4,3,4,4,1658856.51220703,2034923.83789062,1661074.72167969,2907320.51171875,472179.299316406,0.0,278400.062988281,399399.875,2277485.0859375,4075947.00585938,1154978.50976562,1471142.99609375,7483.2734375,7145.0048828125,351448.924316406,6374.93408203125,20.6617576707596,20.9565433683593,20.6636855421862,21.4712586965871,18.8489752685908,,18.0868000120346,18.6074743556991,21.1190101759247,21.958703863497,20.1394345775517,20.4885060536659,12.8694537765652,12.8027192819044,18.4229555136932,12.6381947089837,21.1014910284876,20.5723433351046,20.9254805271642,20.6484683735602,18.9665406247606,,17.9268905185596,18.7056146402924,20.6762944572054,21.7867359238148,20.4981682808315,20.6342995769675,13.1050205423965,12.2904820040065,17.9660096463817,13.0865703146403,21.1014910284876,20.5723433351046,20.9254805271642,20.6484683735602,18.9665406247606,18.408847236116,17.9268905185596,18.7056146402924,20.6762944572054,21.7867359238148,20.4981682808315,20.6342995769675,13.1050205423965,12.2904820040065,17.9660096463817,13.0865703146403,-0.0869287436256378,0.923834275642874,4.3899526280759,0.0002274782669166
P38324,SLX1,SLX1_YEAST,YEAST,4.5,0.5,2.5,1.0,4,2,4,1,323273.806396484,341763.581542969,217417.044433594,582219.812011719,33748.73046875,63287.41796875,0.0,0.0,154285.16796875,1412.17431640625,1694.80114746094,193138.496337891,0.0,240000.57421875,0.0,0.0,18.3023970907384,18.3826391455099,17.7301055194751,19.1512044073443,15.0425456126496,15.9496310887078,,,17.235239851145,10.4637024680961,10.72690029525,17.5592762251596,,17.8726783320271,,,18.7444302566336,17.9525402416789,18.0074015990564,18.3102802855074,15.1858165974542,15.6229981460233,,,16.799195741275,10.0558941418422,11.2565370350442,17.5027689135693,,17.3251351915878,,,18.7444302566336,17.9525402416789,18.0074015990564,18.3102802855074,15.1858165974542,15.6229981460233,15.6997556020104,15.0817372279141,16.799195741275,10.0558941418422,11.2565370350442,17.5027689135693,17.5757511936111,17.3251351915878,17.100712284244,16.707597612947,4.35006413778638,0.0038960618528775,-1.77972217724698,1.0
P38740,YHL026C,YHC6_YEAST,YEAST,2.5,0.25,0.25,0.0,4,1,1,0,829741.4140625,2849115.828125,408697.53125,3301849.0,0.0,0.0,0.0,91478.953125,76480.234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6623022702034,21.4420828435885,18.640674003178,21.6548427138236,,,,16.4811522353514,16.2227993240388,,,,,,,,20.0949463199333,21.0421700459753,18.9096169858009,20.8153254859571,,,,16.6513793230254,15.7565365682563,,,,,,,,20.0949463199333,21.0421700459753,18.9096169858009,20.8153254859571,16.7247899123997,17.8363509492718,17.3755888276391,16.6513793230254,15.7565365682563,16.4564586226275,16.8338645377315,16.7643898340924,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,3.76270231873971,3.48096141880465e-07,2.60168592269714,1.0
P38742,NPR3,NPR3_YEAST,YEAST,107.5,104.5,33.5,31.25,4,4,4,4,24694095819.3769,30295622460.519,25331255454.2808,33518120140.0796,20948239769.5337,22797003506.5004,18609445729.2788,19473467068.1333,44260172.6875,47735719.734375,36386157.03125,58597970.5234375,48920237.125,38219885.09375,44210032.296875,24523687.875,34.5234470939098,34.8183902966725,34.5601995297843,34.9642221867941,34.2861099716787,34.4081251543858,34.1153160351396,34.1807907141184,25.3995057442459,25.5085658759008,25.116886351425,25.8043473635609,25.5439280610906,25.18782010514,25.3978704524398,24.5476726122005,34.8906329253789,34.6145266565438,34.7942053099737,34.5228891393867,34.2911193044989,34.3830826442672,34.0580307566809,34.1133575795681,25.0400681181242,25.3575059714893,25.5002339061642,25.935953012509,25.6833786338312,24.877305542632,25.1103437094494,25.0075355546682,34.8906329253789,34.6145266565438,34.7942053099737,34.5228891393867,34.2911193044989,34.3830826442672,34.0580307566809,34.1133575795681,25.0400681181242,25.3575059714893,25.5002339061642,25.935953012509,25.6833786338312,24.877305542632,25.1103437094494,25.0075355546682,9.24712325574912,1.61211552963836e-16,9.04175671110859,2.20313010771709e-16
P38835,YHR131C,YHT1_YEAST,YEAST,22.5,8.5,11.75,3.0,4,4,4,4,10031533.3330078,20634067.7148438,20525839.3056641,32619407.4189453,471326.36328125,2988921.51416016,900268.453125,853188.892578125,9638908.10229492,906172.309570312,1863442.34765625,2505256.24609375,169201.91796875,46059.591796875,456703.696777344,10435.2978515625,23.258038804843,24.2985249204118,24.2909378795088,24.9592272377538,18.8463668540956,21.5111935832293,19.7799957405925,19.7025056582039,23.2004382962125,19.7894258806976,20.8295387540807,21.2565267440268,17.36838639649,15.4912140048523,18.8008989420615,13.3491841590448,23.6553072872549,24.0252617860418,24.5523440554531,24.3106751738872,18.9558844689207,21.2341130120643,19.6750164207968,19.7184742417243,22.7700867334235,19.6251423899934,21.1857784029895,21.4083749829544,17.6288282208807,14.9555005817172,18.3184952224438,13.8229907452649,23.6553072872549,24.0252617860418,24.5523440554531,24.3106751738872,18.9558844689207,21.2341130120643,19.6750164207968,19.7184742417243,22.7700867334235,19.6251423899934,21.1857784029895,21.4083749829544,17.6288282208807,14.9555005817172,18.3184952224438,13.8229907452649,2.88855144831907,0.0058447360619282,3.71441834329988,0.0009337383987545
P38994,MSS4,MSS4_YEAST,YEAST,64.75,43.0,40.5,25.75,4,4,4,4,150091332.490234,186718412.332031,156131422.151367,199709111.988281,23865672.1855469,30389507.1064453,19552796.5244141,29512587.4091797,21956324.765625,23635035.6669922,18435678.453125,13776659.4873047,7991701.390625,13374249.9238281,8459071.19335938,4027654.19140625,27.1612654253686,27.4762889580629,27.2181856745054,27.5733249182223,24.5084336352171,24.8570699398992,24.2208716269039,24.8148270735872,24.3881332483293,24.4944237060418,24.1359971743752,23.7157227753785,22.9300712472602,23.672954646453,23.0120678333435,21.9415083902657,27.5416510488424,27.2169078887976,27.4867355062064,27.0045570111969,24.5806951771275,24.6902836412834,24.236785816332,24.7634350217065,24.0189372898471,24.3440622489219,24.5197151404469,23.8543430385338,23.1374990078407,23.2751939871064,22.6719961551361,22.4081666204782,27.5416510488424,27.2169078887976,27.4867355062064,27.0045570111969,24.5806951771275,24.6902836412834,24.236785816332,24.7634350217065,24.0189372898471,24.3440622489219,24.5197151404469,23.8543430385338,23.1374990078407,23.2751939871064,22.6719961551361,22.4081666204782,3.12819843432339,1.04792545283012e-09,1.69458597147202,2.15378258694428e-06
P39923,NPR2,NPR2_YEAST,YEAST,78.5,78.25,30.75,28.25,4,4,4,4,18221730469.6133,21924760283.4785,19059074131.7534,25029159897.4508,16043668172.9714,16591259710.3965,13964679934.1123,13843096096.4434,42883234.265625,38976571.6875,36510270.90625,47800729.1953125,38390685.765625,32248867.8828125,31485670.4765625,21345641.1328125,34.0849409234571,34.3518420177818,34.1497589853318,34.5428908167228,33.9012849815598,33.9497043775994,33.7010634567729,33.6884475958542,25.3539103825776,25.2161038634026,25.1217990378228,25.5105292907531,25.1942529952177,24.9427451789018,24.9081920535863,24.3474381599073,34.4572866362615,34.143622797675,34.3890144994854,34.0890671308387,33.9072508866265,33.9224297308102,33.6449267803447,33.6206805482065,24.9940291401602,25.0638361032832,25.5052529943113,25.6440065760252,25.3358371519859,24.6238207591801,24.6188601746789,24.8140275783203,34.4572866362615,34.143622797675,34.3890144994854,34.0890671308387,33.9072508866265,33.9224297308102,33.6449267803447,33.6206805482065,24.9940291401602,25.0638361032832,25.5052529943113,25.6440065760252,25.3358371519859,24.6238207591801,24.6188601746789,24.8140275783203,8.96796656262019,1.2027085595322799e-16,8.92568557045569,1.28443929156619e-16
P39997,NPP2,NPP2_YEAST,YEAST,2.75,0.0,0.75,0.25,4,0,2,1,1195584.7265625,1815159.265625,1055804.0390625,233402.03515625,0.0,0.0,0.0,0.0,64136.41015625,0.0,0.0,55030.30859375,0.0,23068.181640625,0.0,0.0,20.1892849413313,20.7916647079842,20.0099106596008,17.8324576151609,,,,,15.9688559850485,,,15.747938798448,,14.4936166669928,,,20.6192081817572,20.3769716134302,20.2850707515723,16.9830788219608,,,,,15.5071771521652,,,15.7318318963366,,13.9754283878094,,,20.6192081817572,20.3769716134302,20.2850707515723,16.9830788219608,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,15.5071771521652,15.4727804037363,15.7466852531564,15.7318318963366,13.9405210185415,13.9754283878094,14.1980627054561,15.2150162144523,3.95146366583152,1.45320664702726e-05,-0.503399523580804,1.0
P40077,DSE1,DSE1_YEAST,YEAST,5.5,0.25,1.75,0.5,4,1,3,2,912740.492919922,449626.916259766,183368.723754883,638210.718261719,0.0,0.0,32587.48828125,0.0,0.0,62274.0712890625,47718.984375,32094.0215454102,0.0,71276.0,14135.8671875,0.0,19.799845211103,18.7783688774159,17.484388061398,19.2836733122192,,,14.9920305385044,,,15.9263439808545,15.54227571737,14.97001695758,,16.1211287548199,13.7870727698802,,20.2350871149971,18.3516621852134,17.7615670400326,18.4369426263614,,,14.7644189947283,,,15.5689648336809,16.0254598663729,14.9483217595074,,15.5978138427329,13.3215193996437,,20.2350871149971,18.3516621852134,17.7615670400326,18.4369426263614,16.4918782930546,15.3797644478303,14.7644189947283,15.389205679629,15.2688653609749,15.5689648336809,16.0254598663729,14.9483217595074,14.9636812411777,15.5978138427329,13.3215193996437,15.8431791838521,3.24341178651709,7.76967103132734e-05,0.57476843695898,1.0
