Protein_Group,Genes,Protein_Names,Species,TaggedPOI_Treatment1_Avg_Peptide_Count,TaggedPOI_Treatment2_Avg_Peptide_Count,WT_Treatment1_Avg_Peptide_Count,WT_Treatment2_Avg_Peptide_Count,TaggedPOI_Treatment1_quantified_samples,TaggedPOI_Treatment2_quantified_samples,WT_Treatment1_quantified_samples,WT_Treatment2_quantified_samples,Intensity_Run1,Intensity_Run2,Intensity_Run3,Intensity_Run4,Intensity_Run5,Intensity_Run6,Intensity_Run7,Intensity_Run8,Intensity_Run10,Intensity_Run11,Intensity_Run12,Intensity_Run9,Intensity_Run13,Intensity_Run14,Intensity_Run15,Intensity_Run16,Intensity_Run1_log_transformed,Intensity_Run2_log_transformed,Intensity_Run3_log_transformed,Intensity_Run4_log_transformed,Intensity_Run5_log_transformed,Intensity_Run6_log_transformed,Intensity_Run7_log_transformed,Intensity_Run8_log_transformed,Intensity_Run10_log_transformed,Intensity_Run11_log_transformed,Intensity_Run12_log_transformed,Intensity_Run9_log_transformed,Intensity_Run13_log_transformed,Intensity_Run14_log_transformed,Intensity_Run15_log_transformed,Intensity_Run16_log_transformed,Intensity_Run1_normed,Intensity_Run2_normed,Intensity_Run3_normed,Intensity_Run4_normed,Intensity_Run5_normed,Intensity_Run6_normed,Intensity_Run7_normed,Intensity_Run8_normed,Intensity_Run10_normed,Intensity_Run11_normed,Intensity_Run12_normed,Intensity_Run9_normed,Intensity_Run13_normed,Intensity_Run14_normed,Intensity_Run15_normed,Intensity_Run16_normed,Intensity_Run1_with_imputed,Intensity_Run2_with_imputed,Intensity_Run3_with_imputed,Intensity_Run4_with_imputed,Intensity_Run5_with_imputed,Intensity_Run6_with_imputed,Intensity_Run7_with_imputed,Intensity_Run8_with_imputed,Intensity_Run10_with_imputed,Intensity_Run11_with_imputed,Intensity_Run12_with_imputed,Intensity_Run9_with_imputed,Intensity_Run13_with_imputed,Intensity_Run14_with_imputed,Intensity_Run15_with_imputed,Intensity_Run16_with_imputed,TaggedPOI_Treatment1_vs_WT_Treatment1_logFC,TaggedPOI_Treatment1_vs_WT_Treatment1_pval,TaggedPOI_Treatment2_vs_WT_Treatment2_logFC,TaggedPOI_Treatment2_vs_WT_Treatment2_pval
Q04383,PLM2,PLM2_YEAST,YEAST,2.25,0.0,0.5,0.25,4,0,2,1,99784.41796875,106653.111328125,7246.82763671875,518966.00390625,0.0,0.0,0.0,0.0,1904.92919921875,23678.12890625,0.0,0.0,0.0,0.0,755.655883789062,0.0,16.6065269258301,16.7025665276182,12.8231338653918,18.9852805089694,,,,,10.8955216625202,14.5312674603335,,,,,9.56158558854186,,17.0858746530527,16.2703237235382,13.1038647417257,18.1893469394214,,,,,10.4796090737403,14.0765906642255,,,,,9.1820910180799,,17.0858746530527,16.2703237235382,13.1038647417257,18.1893469394214,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,10.4796090737403,14.0765906642255,14.4168442054949,11.5560342555458,10.5115612089581,11.4486487864699,9.1820910180799,11.1921791423841,3.53008296468287,0.0036734876552739,3.24523751901099,1.0
Q04487,SHH3,SHH3_YEAST,YEAST,1.0,12.0,1.75,2.75,3,4,3,4,0.0,290596.4375,270417.0390625,95768.2578125,45063664.8339844,15082629.6953125,38154486.1708984,34371356.6138916,0.0,376912.62109375,375685.5,354896.9765625,176919.68359375,458929.921875,552816.390625,1854356.90625,,18.1486574911289,18.0448265335883,16.5472599365039,25.4254613107368,23.8463846523429,25.1853493620576,25.0347034592301,,18.5238705795598,18.5191659090702,18.4370407582838,17.4327350416473,18.8079143468514,19.0764408657108,20.8224875141085,,17.7159953219988,18.3226618125107,15.7225524603994,25.4950495670938,23.6856180907488,25.1996780951647,24.9826482730089,,18.2725186938661,18.9201887910419,18.4894647270574,17.6898042767385,18.2768253359385,18.5910382791708,21.3147267320056,18.527580652002,17.7159953219988,18.3226618125107,15.7225524603994,25.4950495670938,23.6856180907488,25.1996780951647,24.9826482730089,18.6074060892371,18.2725186938661,18.9201887910419,18.4894647270574,17.6898042767385,18.2768253359385,18.5910382791708,21.3147267320056,-1.00019701357294,0.194094839146256,5.87264985054067,1.35230624552198e-06
Q04491,SEC13,SEC13_YEAST,YEAST,30.75,30.5,22.0,21.25,4,4,4,4,14292984877.2031,18716691376.332,15071311311.832,18713691157.8516,12648870076.9688,14515160376.332,11135132473.9414,12223687818.1504,269674486.34375,209439160.34375,130121136.875,177072682.3125,130517660.4375,192180790.4375,160570664.421875,98298963.953125,33.7345881821623,34.1236063754171,33.8110858960531,34.1233750980408,33.5582894636619,33.7568414610973,33.3743996707498,33.5089605527135,28.0066437950718,27.6419559776409,26.9552800915457,27.399766418212,26.9596697911949,27.5178888968465,27.2586331017742,26.550672875207,34.110539440742,33.9120570496584,34.0541165707122,33.6604362034659,33.564885146501,33.7280619193045,33.3190561400766,33.4410552788918,27.6195154420118,27.4800088079345,27.3508872868063,27.5625375659176,27.1153366596077,27.2334656262396,26.9616434001818,26.9713765876317,34.110539440742,33.9120570496584,34.0541165707122,33.6604362034659,33.564885146501,33.7280619193045,33.3190561400766,33.4410552788918,27.6195154420118,27.4800088079345,27.3508872868063,27.5625375659176,27.1153366596077,27.2334656262396,26.9616434001818,26.9713765876317,6.43105004047709,1.15354228116494e-16,6.44280905277824,1.1245924955089399e-16
Q05164,HPF1,HPF1_YEAST,YEAST,1.0,0.0,0.25,0.0,3,0,1,0,0.0,1139015.25,519652.875,729277.53515625,0.0,0.0,0.0,0.0,0.0,0.0,12503.857421875,0.0,0.0,0.0,0.0,0.0,,20.1193556323949,18.9871887078001,19.4761084280778,,,,,,,13.6100856124297,,,,,,,19.7001930804844,19.2624510670148,18.6259044198491,,,,,,,14.1441014643429,,,,,,19.5375219993845,19.7001930804844,19.2624510670148,18.6259044198491,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,15.4230164405552,16.2642897363263,14.1441014643429,15.485017763058,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,3.95241129061257,2.44653202901908e-08,-0.716483772402869,1.0
Q06098,ISR1,ISR1_YEAST,YEAST,16.0,0.5,5.5,1.75,4,1,4,3,3435817.38427734,4080591.78564453,3282771.89086914,4718181.13183594,0.0,0.0,0.0,26729.5610351562,516370.208984375,786530.399169922,207677.219726562,426242.693969727,181803.823242188,81475.5635681152,38633.5259094238,0.0,21.712221927745,21.9603469627717,21.6464830745365,22.169799374291,,,,14.7061485247397,18.9780462438846,19.5851430008968,17.663983448973,18.7013155802124,17.4720230134328,16.3140798056985,15.2375657314633,,22.1628693297726,21.6051441202799,21.9044868813757,21.3850702037892,,,,14.9403016655214,18.4958335512806,19.3396007760137,18.0612257532665,18.7607829638961,17.7316108949511,15.7763384143225,14.7545245754452,,22.1628693297726,21.6051441202799,21.9044868813757,21.3850702037892,15.3559212495253,17.0288245073901,15.974811829698,14.9403016655214,18.4958335512806,19.3396007760137,18.0612257532665,18.7607829638961,17.7316108949511,15.7763384143225,14.7545245754452,15.4430079154067,3.10003187269011,7.47817479111619e-05,-0.101405636997667,0.859163593444872
Q06163,EST2,TERT_YEAST,YEAST,16.75,0.75,0.75,0.25,4,2,3,1,2224469.2890625,3747930.06005859,3925881.82373047,3830065.73046875,42347.984375,39855.1689453125,0.0,0.0,591931.5,115260.609375,0.0,2521.486328125,0.0,0.0,24614.193359375,0.0,21.0850297501831,21.8376626005101,21.9045853150055,21.8689377207975,15.3700056831944,15.2824792236692,,,19.1750707071691,16.8145400267247,,11.3000586874708,,,14.5872028408164,,21.534322390298,21.4758627647876,22.1629097638442,21.0750641380827,15.5144192986572,14.9545476637125,,,18.714745767186,16.4619562851893,,11.2817710064205,,,14.126126058017,,21.534322390298,21.4758627647876,22.1629097638442,21.0750641380827,15.5144192986572,14.9545476637125,16.6613118102961,15.3176315804252,18.714745767186,16.4619562851893,17.5114053782328,11.2817710064205,14.4023324378818,13.7889593691096,14.126126058017,14.2834054720948,5.569570154996,0.0001966563013549,1.46177175399693,1.0
Q06164,MMS22,MMS22_YEAST,YEAST,4.25,0.0,0.5,0.5,4,0,2,2,33504.8894042969,193206.464111328,333799.098632812,803845.415039062,0.0,0.0,0.0,0.0,5420.60498046875,0.0,0.0,2736.50341796875,0.0,145509.671875,1229.90075683594,0.0,15.0320840245113,17.5597838376858,18.3486205333922,19.6165585624092,,,,,12.4042381608934,,,11.4181179431748,,17.150755525181,10.2643261909607,,15.4883165383317,17.1272833234484,18.6268284379037,18.7885569791275,,,,,12.0015171241302,,,11.3128695038919,,16.6414678495491,9.81442395944092,,15.4883165383317,17.1272833234484,18.6268284379037,18.7885569791275,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,12.0015171241302,11.9064540487657,12.3616804585309,11.3128695038919,15.6522876880116,16.6414678495491,9.81442395944092,15.6265015692072,5.61211603587315,0.000246040054952,-0.604812708568195,1.0
Q06236,SHH4,SHH4_YEAST,YEAST,2.25,10.25,1.0,6.5,4,4,3,4,51120.96484375,690311.1875,120023.203125,951544.640625,39413053.4023438,23807732.734375,35570963.4394531,36337104.3554688,0.0,240897.953125,174262.734375,454845.25,4583835.09375,2104050.890625,2754827.90625,10972118.1953125,15.641627445141,19.3968873398876,16.8729538119159,19.8599118149063,25.2321701862774,24.5049269001654,25.084196714532,25.1149401223512,,17.8780626096946,17.4109045603634,18.7950162614357,22.1281237125227,21.0047381688044,21.3935307659593,23.3873387327857,16.0921213095233,18.9650234921597,17.150627630688,19.0263146073558,25.3006633021876,24.3466086138497,25.0976591203377,25.0625528701303,,17.6109449939342,17.820367991304,18.8292963091192,22.3556298809485,20.5604600167406,21.0066597204124,23.8618489946633,16.0921213095233,18.9650234921597,17.150627630688,19.0263146073558,25.3006633021876,24.3466086138497,25.0976591203377,25.0625528701303,18.1367427751741,17.6109449939342,17.820367991304,18.8292963091192,22.3556298809485,20.5604600167406,21.0066597204124,23.8618489946633,-0.290816257451162,0.691811078247996,3.00572132343515,0.0009208706167941
Q06244,PUS5,PUS5_YEAST,YEAST,11.0,6.25,6.5,7.0,4,4,4,4,3117633.78369141,4925591.66113281,2489309.45349121,5869660.67236328,270396.041015625,810544.590820312,483277.451171875,658121.632324219,671121.259765625,501059.412597656,250785.63671875,538124.186279297,3134795.90673828,667058.965881348,221142.361328125,278277.7734375,21.5720200395401,22.2318656005559,21.24731415652,22.4848456722423,18.0447145030949,19.6285320299338,18.8824921573021,19.3279947181758,19.3562139339431,18.934622154061,17.9360951972657,19.0375796253868,21.5799400876557,19.3474547711159,17.7546158841418,18.0861661569761,22.0226961248644,21.8770555749539,21.5053016614414,21.7007021239462,18.1593604029566,19.334790141769,18.7367580646512,19.4023378854556,18.8746432321218,18.6918892860514,18.331919093294,19.1007020341549,21.8341586228295,18.8186477325388,17.2715756360716,18.5768123437676,22.0226961248644,21.8770555749539,21.5053016614414,21.7007021239462,18.1593604029566,19.334790141769,18.7367580646512,19.4023378854556,18.8746432321218,18.6918892860514,18.331919093294,19.1007020341549,21.8341586228295,18.8186477325388,17.2715756360716,18.5768123437676,3.02665045989595,0.000539683837871,-0.216986960093795,0.753918269995725
Q07629,YDL218W,YD218_YEAST,YEAST,0.25,9.25,0.0,2.5,1,4,0,3,0.0,0.0,0.0,185061.203125,17891870.6230469,10958566.3095703,16570887.8261719,10282361.6425781,0.0,0.0,0.0,0.0,0.0,651067.59375,144184.609375,2030837.65625,,,,17.4976429497326,24.0928008955091,23.3855557295384,23.9821475647855,23.2936683235617,,,,,,19.3124478060084,17.1375576503652,20.9536434855293,,,,16.6809923621997,24.172678646871,23.1960222620999,23.9992080885515,23.2463650697819,,,,,,18.7810562835042,16.6525405015039,21.445157898446,17.178567961268,16.3579830383208,16.844742965392,16.6809923621997,24.172678646871,23.1960222620999,23.9992080885515,23.2463650697819,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,20.4717405057434,18.7810562835042,16.6525405015039,21.445157898446,1.82820569720148,1.0,4.3159447195267,3.49039218432008e-05
Q08281,RTC1,RTC1_YEAST,YEAST,130.25,127.75,44.0,44.75,4,4,4,4,38488698169.0386,46484538003.6396,38070333487.9648,44851563674.3628,34326864290.3203,36862870639.2783,33581055067.9014,35511179327.269,61873540.828125,53999823.9375,39987751.40625,61187474.90625,64236334.5195312,42580266.796875,46293350.3535156,35457652.609375,35.1637158235341,35.436031866062,35.1479481565286,35.3844392320321,34.9986190240708,35.1014493718713,34.9669285072402,35.0475542219712,25.8828192614249,25.686451367693,25.2530548219222,25.8667330272607,25.9368862357503,25.3436816535819,25.4643016416932,25.0795936933722,35.5232529280778,35.2379572375488,35.37441321103,34.9606877252828,35.0022545065207,35.0793601588013,34.9082400143089,34.9810952732709,25.5233286763247,25.5372811975714,25.6366518650208,25.9960256615911,26.0768220027438,25.0392500036037,25.1776061280717,25.5323494184753,35.5232529280778,35.2379572375488,35.37441321103,34.9606877252828,35.0022545065207,35.0793601588013,34.9082400143089,34.9810952732709,25.5233286763247,25.5372811975714,25.6366518650208,25.9960256615911,26.0768220027438,25.0392500036037,25.1776061280717,25.5323494184753,9.60075592535783,1.12750739422638e-16,9.53623060000184,1.23841283237335e-16
Q08490,SGO1,SGO1_YEAST,YEAST,12.0,0.5,2.0,0.5,4,2,4,2,2216864.08886719,2726982.82348633,2156864.85058594,1354836.66601562,0.0,25522.357421875,6514.8271484375,0.0,72700.09375,75106.06640625,34436.9495849609,166111.309082031,0.0,0.0,40443.1484375,25885.578125,21.0800888937343,21.3788741824673,21.0405043492078,20.3696875055286,,14.6394739721229,12.6695111863411,,16.1496696041149,16.1966418201885,15.0716697344342,17.3417907717055,,,15.3036076927736,14.659860919064,21.5202088973573,20.9955124496578,21.302010522276,19.54786164903,,14.2976960648662,12.4180281413741,,15.6832777378952,15.8611391278648,15.534453102606,17.3331423832692,,,14.8366824345142,15.118282179402,21.5202088973573,20.9955124496578,21.302010522276,19.54786164903,13.6936408771275,14.2976960648662,12.4180281413741,13.654556997412,15.6832777378952,15.8611391278648,15.534453102606,17.3331423832692,14.9464705488109,14.8334862905128,14.8366824345142,15.118282179402,4.73839529167144,1.2717929275966e-07,-1.41774984311501,1.0
Q08964,YPL216W,YP216_YEAST,YEAST,12.0,3.0,4.75,3.0,4,4,4,4,2576421.03417969,5826104.3605957,3662824.03442383,4071002.52294922,927178.748046875,1057326.68701172,584154.6875,1209842.3125,1316046.86962891,408764.203125,8938.1064453125,1554147.87329102,530182.859375,1576206.39550781,1043442.99316406,60182.046875,21.2969369447209,22.474100113433,21.8045249635833,21.9569526848933,19.8224879730086,20.0119897709387,19.155990928026,20.2063875921966,20.327779439383,18.6409093345203,13.125753510779,20.5676923484328,19.0161305035737,20.5880250294226,19.9929203526431,15.8770455551172,21.7476108841449,22.1192606997894,22.0625136881098,21.1727653240979,19.9331525573079,19.7323869326408,19.0433412319451,20.2316028334437,19.8435562453834,18.3763553603486,13.5330913818353,20.6043548222444,19.276449767337,20.0546444225562,19.5052054328708,16.3705677474366,21.7476108841449,22.1192606997894,22.0625136881098,21.1727653240979,19.9331525573079,19.7323869326408,19.0433412319451,20.2316028334437,19.8435562453834,18.3763553603486,13.5330913818353,20.6043548222444,19.276449767337,20.0546444225562,19.5052054328708,16.3705677474366,3.68619819658258,0.0080968342444098,0.933404046284263,0.447957744459695
Q12110,YLR049C,YL049_YEAST,YEAST,5.0,0.0,1.5,1.0,4,0,3,2,594113.298339844,1409040.97314453,1518492.3046875,1941269.60546875,0.0,0.0,0.0,0.0,21713.7280273438,60388.681640625,0.0,47595.244140625,0.0,208938.279296875,30388.6896972656,0.0,19.1803785559115,20.4262821333443,20.5342081666558,20.8885690642238,,,,,14.4063198229058,15.8819905570622,,15.5385298018742,,17.6727173052458,14.8912468494735,,19.6122121214398,20.0240590308588,20.8043525320304,20.0470396767904,,,,,13.9527012125507,15.5132959112438,,15.5099000263684,,17.1341874371736,14.409490679653,,19.6122121214398,20.0240590308588,20.8043525320304,20.0470396767904,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,13.9527012125507,15.5132959112438,15.3087663531852,15.5099000263684,14.6140524120331,17.1341874371736,14.409490679653,15.1243930392689,5.0507499644428,1.17617114057237e-07,-1.49167333404816,1.0
Q12167,RRG1,RRG1_YEAST,YEAST,16.75,9.0,7.5,8.0,4,4,4,4,8217040.02929688,7531716.09765625,6023974.828125,9460397.50390625,884549.6484375,1328077.45507812,1304778.80175781,1778113.53515625,636885.9765625,1151980.78125,845786.01171875,1072107.30859375,1129638.56640625,1432455.54882812,1259106.37890625,430220.043945312,22.9701873641922,22.8445471890024,22.5222843108787,23.1734693728535,19.7545835959216,20.3409078581766,20.3153738177624,20.7619160146265,19.2806755803996,20.1356852175049,19.6899331745637,20.0320178835415,20.1074298181922,20.4500589400828,20.2639687474066,18.7147152159036,23.4067977967834,22.5309116666818,22.7811486068512,22.4522571399453,19.8605436260431,20.0692174943786,20.2283075744665,20.7595729799937,18.8076392692126,19.9260109206954,20.0703085937675,20.1386880553342,20.3516106097313,19.9340436709411,19.793105681826,19.1962654872993,23.4067977967834,22.5309116666818,22.7811486068512,22.4522571399453,19.8605436260431,20.0692174943786,20.2283075744665,20.7595729799937,18.8076392692126,19.9260109206954,20.0703085937675,20.1386880553342,20.3516106097313,19.9340436709411,19.793105681826,19.1962654872993,3.05711709281299,2.68210823883068e-07,0.410654056271042,0.238041993355805
Q12248,DAD1,DAD1_YEAST,YEAST,2.5,2.0,1.75,2.0,4,4,4,4,15247.0439453125,465284.018554688,395337.479003906,376446.961914062,14939.9528808594,13718.8359375,10019.9311523438,10132.3662109375,8760.85302734375,12418.9814453125,8519.53771972656,2430.56762695312,1198.22924804688,13448.7880859375,260226.12890625,7987.00659179688,13.8962419436135,18.8277521090973,18.5927252072568,18.5220870905328,13.8668879775656,13.7438704515527,13.2905849752569,13.3066835055297,13.0968556337583,13.6002592339408,13.0565594348841,11.247077560205,10.2266882390157,13.7151885522433,17.9894063025606,12.9634391890247,14.3557766505872,18.3950798199184,18.8713018190988,17.6977033413435,14.0219114573124,13.403085281519,13.0374680505338,13.5877282688185,12.6795342818814,13.1516155798571,13.6235966858532,11.1613035128717,10.4580694455432,13.2081237833272,17.538264654188,13.4062034362038,14.3557766505872,18.3950798199184,18.8713018190988,17.6977033413435,14.0219114573124,13.403085281519,13.0374680505338,13.5877282688185,12.6795342818814,13.1516155798571,13.6235966858532,11.1613035128717,10.4580694455432,13.2081237833272,17.538264654188,13.4062034362038,4.67595289262109,0.0019204133069438,-0.140117065269612,0.910772853493326
Q12276,HER1,HER1_YEAST,YEAST,76.25,90.0,49.5,55.75,4,4,4,4,135224215.354736,184282643.162109,153223279.60791,247212509.748779,279313425.944824,513347158.761719,229658884.074707,366444247.711182,30328732.359375,22799295.4941406,21356147.1132812,21070464.1796875,47233122.8964844,38900416.4807129,35494393.9101562,26478482.7080078,27.0107782853046,27.457344954847,27.1910602653918,27.8811765092015,28.0573096813687,28.9353595592665,27.7749173526408,28.4490184767785,24.8541818635563,24.4424859095308,24.3481480564644,24.3287187611079,25.4932955890358,25.2132822654755,25.0810878432882,24.6583171182166,27.3917293117572,27.1981843286208,27.4599610304306,27.312078862905,28.084273747451,28.8656781200417,27.7412061635345,28.3797548195925,24.48739837413,24.2902689246464,24.7327154948141,24.4670746830631,25.6329018671076,24.9013065292642,24.7933180866345,25.1195316690125,27.3917293117572,27.1981843286208,27.4599610304306,27.312078862905,28.084273747451,28.8656781200417,27.7412061635345,28.3797548195925,24.48739837413,24.2902689246464,24.7327154948141,24.4670746830631,25.6329018671076,24.9013065292642,24.7933180866345,25.1195316690125,2.84612401426503,6.3193917520953e-09,3.15596367465025,1.64954863142174e-09
Q12411,SPO21,MPC70_YEAST,YEAST,2.25,3.5,0.0,0.5,4,4,0,2,206020.181640625,291564.83984375,210860.88671875,80190.2890625,438083.072265625,343823.125,221155.952758789,379248.438415527,0.0,0.0,0.0,0.0,0.0,100223.078125,2141.90478515625,0.0,17.6524261444992,18.1534572282531,17.6859319841245,16.2911399183539,18.740844943765,18.3913070559045,17.7547045495922,18.5327837145141,,,,,,16.6128552271102,11.0646786335476,,18.11221293801,17.7207726933231,17.9645379747707,15.4670543173219,18.8597835849764,18.0887826014098,17.59018560815,18.6400680236214,,,,,,16.1020759345468,10.6130602059106,,18.11221293801,17.7207726933231,17.9645379747707,15.4670543173219,18.8597835849764,18.0887826014098,17.59018560815,18.6400680236214,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,12.5183040762922,16.1020759345468,10.6130602059106,15.7476921069686,2.37877859626275,0.0291105465760944,4.54942187360983,0.0003761702945141
Q12443,RTN2,RTN2_YEAST,YEAST,39.75,45.75,35.75,35.5,4,4,4,4,472177866.0625,466494771.65625,351932732.740234,585514221.195312,1941303700.3418,1378163608.10449,1524903541.57031,1560531392.77539,301907002.520508,209498290.021484,216778184.510742,362221358.958008,213286718.698486,187170013.131836,122026650.790771,280773406.8125,28.8147551740871,28.7972856709415,28.3907244623478,29.1251289709847,30.8543786869802,30.3601000211213,30.5060708412523,30.5393902338296,28.1695289786349,27.6423632274264,27.6916443373693,28.4322963787008,27.6682188913766,27.4797740755836,26.8626210279094,28.0648310577166,29.2194108668556,28.5448852792211,28.6743073144794,28.5438545686189,30.8708242348231,30.3113413200713,30.4612591847097,30.4694580910406,27.7769065936135,27.4758610539641,28.0876660722546,28.6037043860744,27.824879154237,27.2016454922379,26.5627658506801,28.4805897045394,29.2194108668556,28.5448852792211,28.6743073144794,28.5438545686189,30.8708242348231,30.3113413200713,30.4612591847097,30.4694580910406,27.7769065936135,27.4758610539641,28.0876660722546,28.6037043860744,27.824879154237,27.2016454922379,26.5627658506801,28.4805897045394,0.759579980817094,0.048487883476877,3.01075065723757,6.12075950115467e-07
Q12468,RRI1,CSN5_YEAST,YEAST,5.5,2.0,3.25,4.75,4,2,4,4,10071599.449707,7534925.77856445,1439708.15576172,1520542.13818359,0.0,705132.670410156,730079.181640625,0.0,527920.398925781,906825.62109375,20330.2064208984,468125.318359375,6180905.359375,873289.873046875,8188315.62353516,581767.771484375,23.2637894771416,22.8451618702084,20.4573449609173,20.5361543670846,,19.4275351999418,19.4776934161901,,19.0099608874817,19.7904656274285,14.3113372430791,18.8365352691464,22.5593867443171,19.7361010847552,22.9651352823026,19.1500838513021,23.7139126259663,22.4867429360246,20.715485001838,19.746777177901,,19.140558480568,19.3486266045041,,18.5260590126305,19.5196725775109,14.722353023009,18.8669891237755,22.7953521663601,19.2551797766386,22.5359465323781,19.6264616438497,23.7139126259663,22.4867429360246,20.715485001838,19.746777177901,19.1630936550721,19.140558480568,19.3486266045041,19.3937501734744,18.5260590126305,19.5196725775109,14.722353023009,18.8669891237755,22.7953521663601,19.2551797766386,22.5359465323781,19.6264616438497,3.75696100120101,0.0043610948811644,-1.79172780140195,0.127784314280563
Q12507,SFG1,SFG1_YEAST,YEAST,7.75,0.0,2.25,2.25,4,0,4,2,1409757.98999023,608383.885742188,932180.181884766,1863860.00415039,0.0,0.0,0.0,0.0,271050.322753906,4736.64501953125,99476.5888671875,3577.27587890625,0.0,1895243.015625,21135.892578125,0.0,20.427016088964,19.2146224153564,19.830249315998,20.8298620715358,,,,,18.0482011992545,12.2096498401044,16.6020694167709,11.8046456676814,,20.8539514176987,14.3674074188566,,20.8579260820868,18.8079509531478,20.1023691061938,19.9850624544278,,,,,17.6027294760892,11.8237257795476,17.1116184108796,11.7639267533605,,20.3062004233013,13.8735032072837,,20.8579260820868,18.8079509531478,20.1023691061938,19.9850624544278,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,17.6027294760892,11.8237257795476,17.1116184108796,11.7639267533605,19.5151597193838,20.3062004233013,13.8735032072837,17.0404581169954,5.36282704399484,0.0023608989968202,-3.85497280875703,1.0
Q12512,ZPS1,ZPS1_YEAST,YEAST,2.25,0.25,0.75,0.5,4,1,2,2,1291265.28125,1282175.40625,453809.182983398,2751135.14648438,0.0,0.0,0.0,189504.921875,62628.541015625,0.0,27020.3046875,0.0,0.0,157191.796875,216557.640625,0.0,20.3003539918342,20.290162210701,18.791726277168,21.3915955815242,,,,17.5318757934002,15.934532650093,,14.7217563224835,,,17.2621664063046,17.724391549162,,20.73184699886,19.8863762087176,19.0626520332894,20.5486779306419,,,,17.6686074304899,15.4797672570657,,15.2101749965143,,,16.7145611727674,17.2310496543176,,20.73184699886,19.8863762087176,19.0626520332894,20.5486779306419,17.7831467254186,18.0636371462219,18.1168658536938,17.6686074304899,15.4797672570657,15.2821623608515,15.2101749965143,15.2360884371045,17.2986066794643,16.7145611727674,17.2310496543176,17.551714378916,4.75534002999321,2.42788491763279e-10,0.709081317589749,1.0
Q12748,CTF3,CENPI_YEAST,YEAST,6.0,3.5,3.5,3.5,4,4,4,4,476409.581054688,1107358.52539062,117982.358886719,1318382.82470703,47317.9647216797,96751.287109375,7545.68090820312,33129.9147949219,46312.3540039062,76453.125,42470.7463378906,67950.8642578125,2345.65893554688,154730.568481445,35886.9711914062,28189.5883789062,18.8618429019149,20.0786909631339,16.8482116336062,20.3303379223043,15.5301004002033,16.5619932335089,12.881435377404,15.015846872582,15.4991094689912,16.2222878520951,15.3741818409193,16.0522042801011,11.1957775419474,17.2393987173777,15.1311725464613,14.7828747915462,19.2948006604918,19.6540176446831,17.1253320908547,19.4818934888425,15.6764546387757,16.2318217863289,12.6542175377399,15.2422749982079,15.0381791843846,15.8731949566551,15.8495288361102,16.0357744428847,11.435288162637,16.7226262692168,14.6692317074175,15.2360948190904,19.2948006604918,19.6540176446831,17.1253320908547,19.4818934888425,15.6764546387757,16.2318217863289,12.6542175377399,15.2422749982079,15.0381791843846,15.8731949566551,15.8495288361102,16.0357744428847,11.435288162637,16.7226262692168,14.6692317074175,15.2360948190904,3.18984161620932,0.0061794871917867,0.435382000672668,0.667081010692983
Q2V2P2,YKL065W-A,YK065_YEAST,YEAST,1.0,1.25,1.0,1.25,4,4,4,4,1241079.25,507606.96875,1005265.0625,979782.4375,34263936.0,34168348.0,23525677.84375,39233784.0,391873.4375,947164.0625,790860.4375,1530280.875,6715348.421875,2574839.25,1895496.0,4287758.5,20.2431638120539,18.9533523499832,19.9391445224048,19.9021019061283,25.0301875518132,25.0261571610328,24.487732956038,25.2255931506529,18.5800282599674,19.8532548174005,19.5930636003722,20.5453650456275,22.6790308242964,21.2960509354193,20.8541439813662,22.0317922203008,20.6731551557168,18.5396258833888,20.2139203516925,19.0532574323334,25.0990952265918,24.8669211155636,24.5015201128399,25.1733300781102,18.1053311730139,19.6387414606888,19.975817508784,20.646050309331,22.9093841672119,20.8394105379621,20.4540689981569,22.5081264843164,20.6731551557168,18.5396258833888,20.2139203516925,19.0532574323334,25.0990952265918,24.8669211155636,24.5015201128399,25.1733300781102,18.1053311730139,19.6387414606888,19.975817508784,20.646050309331,22.9093841672119,20.8394105379621,20.4540689981569,22.5081264843164,0.0285045928284688,0.964919175560265,3.23246908636452,0.0001685367123235
