Protein_Group	Genes	SAX_vs_RAW_logFC	SAX_vs_RAW_pval	Removed?	Contaminant?
Q8BUK6	Hook3	10.1380589063843	5.05509469468041e-15	No	No
Q8BUR4	Dock1	4.71576967393507	0.000263364922622	No	No
Q8BUV3	Gphn	5.02499097554793	8.2653598690202e-07	No	No
Q8BUY9	Pggt1b	3.09135756576366	7.89831233695953e-08	No	No
Q8BV13	Cops7b	5.15023574455995	8.28859748374233e-13	No	No
Q8BV57	Ssc5d	7.81819047929357	9.63434836742463e-22	No	No
Q8BVA5	Ldah	2.3831113635708	1.22197138518697e-09	No	No
Q8BVE3	Atp6v1h	2.30983737324853	0.0082926748201139	No	No
Q8BVF2	Pdcl3	7.04985822225857	6.25586216945894e-06	No	No
Q8BVG4	Dpp9	3.94413157370745	0.0040874867345347	No	No
Q8BVI5	Stx16	4.64786033231313	8.95424193163761e-06	No	No
Q8BVQ5	Ppme1	7.01946007765406	2.18755227996391e-10	No	No
Q8BW75	Maob	1.50684340743957	0.0044734492997195	No	No
Q8BWG8	Arrb1	3.60604615406717	1.96387496107545e-05	No	No
Q8BWG9	Orai1	0.736733320400491	0.0001739920138005	No	No
Q8BWP8	B4gat1	2.42147004210474	1.6445955118372e-06	No	No
Q8BWR2	Pithd1	3.56921400949531	3.3275168742604103e-09	No	No
Q8BWT1	Acaa2	3.6387947670747	1.99531004190498e-05	No	No
Q8BWU5	Osgep	5.1688777831738	6.65409132231206e-08	No	No
Q8BWY3	Etf1	4.9180657003503	2.24685233279864e-08	No	No
Q8BWY4	Mblac1	3.76590460827631	2.5715314245278e-06	No	No
Q8BX02	Kank2	3.27728100208304	2.16282845050202e-06	No	No
Q8BX09	Rbbp5	5.86812952570397	1.78382765543251e-19	No	No
Q8BX10	Pgam5	4.26178522475459	0.0001260843890409	No	No
Q8BX57	Pxk	2.7332790239794	2.9092490515884697e-12	No	No
Q8BX80	Engase	3.03106850153585	0.0047539506447921	No	No
Q8BXA1	Golim4	6.32277846069528	6.97840634062144e-10	No	No
Q8BXZ1	Tmx3	9.22470964416968	1.4761332473832299e-18	No	No
Q8BY87	Usp47	4.62122967242149	6.112248077920141e-09	No	No
Q8BY89	Slc44a2	5.07037780122952	5.30821188512646e-13	No	No
Q8BYA0	Tbcd	2.49309362014989	6.734157566183e-08	No	No
Q8BYC6	Taok3	5.18721609348359	1.35419055860742e-06	No	No
Q8BYP3	Rhof	3.29167437980008	5.076052172983e-06	No	No
Q8BYU6	Tor1aip2	4.05492155208993	1.01948661930862e-06	No	No
Q8BZ60	Ston2	6.84799489094604	2.1448458659020502e-14	No	No
Q8BZW8	Nhlrc2	4.76123786627549	3.92597937461717e-05	No	No
Q8C052	Map1s	4.86379341178758	3.10848893314936e-08	No	No
Q8C079	Strip1	4.72065406436614	2.36669333280807e-07	No	No
Q8C084	Snx22	7.89690158538875	3.0584221706447797e-18	No	No
Q8C0D5	Efl1	3.18521162847549	3.81587136295995e-06	No	No
Q8C0E2	Vps26b	5.71135919353422	6.86532098124767e-14	No	No
Q8C0E3	Trim47	3.06240930195646	9.31781706055307e-10	No	No
Q8C0I1	Agps	4.84851849844424	5.251503990766621e-09	No	No
Q8C0J2	Atg16l1	6.50940490575253	6.31055440648362e-07	No	No
Q8C0L0	Tmx4	2.38481254455967	1.65733688652962e-10	No	No
Q8C0L6	Paox	2.31172505762433	0.0001645309304896	No	No
Q8C0L9	Gpcpd1	5.14783739664432	7.82110186317654e-10	No	No
Q8C0Z1	Fam234a	3.85600206549592	1.43738769762025e-08	No	No
Q8C129	Lnpep	8.01052367204963	2.2211089656601198e-12	No	No
Q8C142	Ldlrap1	4.36840117314141	9.49300751729248e-09	No	No
Q8C147	Dock8	8.39186355939182	7.76937850280857e-15	No	No
Q8C156	Ncaph	5.84584041409948	1.5969523413912501e-15	No	No
Q8C1B7	Septin11	4.03382508135769	3.04373674482805e-06	No	No
Q8C1Y8	Ccz1	2.1094664394058	0.0002095872981248	No	No
Q8C261	Slc24a5	1.08608229825428	2.37695195139557e-06	No	No
Q8C341	Suco	9.98299739198606	5.8728601355383e-20	No	No
Q8C351	Layn	6.18969240997138	1.9154842738599802e-14	No	No
Q8C3I8	Hgh1	9.36039181277171	1.13841829629041e-19	No	No
Q8C3J5	Dock2	1.91457750453485	3.69688651703801e-05	No	No
Q8C3W1	gene	0.90116767406146	0.0002923431908489	No	No
Q8C436	Vcpkmt	1.24318583826747	2.22802816235864e-07	No	No
Q8C4Q6	Aida	1.26189339417435	2.63631466507819e-05	No	No
Q8C503	Sit1	1.24004504340927	0.0001181103021174	No	No
Q8C522	Endod1	5.16229715990371	1.35322496232482e-09	No	No
Q8C547	Heatr5b	3.81185893353721	6.26770479966431e-05	No	No
Q8C5H8	Nadk2	7.16412443118975	4.69445556353464e-06	No	No
Q8C5L3	Cnot2	3.30323330362604	9.17250207867019e-14	No	No
Q8C5R2	Proser2	3.72711766864111	8.45423351268088e-07	No	No
Q8C5W3	Tbcel	4.83922892322187	1.27985610900797e-05	No	No
Q8C6C9	Leg1	4.26449696284511	1.07309478647874e-05	No	No
Q8C6G8	Wdr26	7.45166757552748	1.48732010643443e-17	No	No
Q8C7D2	Crbn	4.53205806579652	2.0029435286792002e-16	No	No
Q8C7G5	Apoa5	3.10597478473481	2.49661141861831e-10	No	No
Q8C7R4	Uba6	3.21611705699278	2.62697652141711e-05	No	No
Q8C7X2	Emc1	7.91532974208355	1.1672143918846e-06	No	No
Q8C850	Scara3	2.96572026008442	1.29892342106346e-10	No	No
Q8C863	Itch	7.52039462896452	3.87528074778049e-06	No	No
Q8C878	Uba3	3.198792127891	2.72474258505447e-06	No	No
Q8C8N3	Vwc2	4.0296469315663	0.0001755773714924	No	No
Q8C8T8	Tsr2	8.40089035449549	1.32921137105984e-19	No	No
Q8C996	Tmem163	4.17146107776741	4.0870339665394e-12	No	No
Q8CAQ8	Immt	11.3300919473407	2.42302463099435e-16	No	No
Q8CBC4	Cnst	10.9894131434285	8.976114246892261e-15	No	No
Q8CBE3	Wdr37	5.0668766213354	4.47020533802173e-12	No	No
Q8CBH5	Mfsd6	5.73983871659145	1.78530120831048e-14	No	No
Q8CBW3	Abi1	4.58436183215593	2.37476585984077e-13	No	No
Q8CBY8	Dctn4	4.59035095727252	3.8870793000216605e-09	No	No
Q8CC35	Synpo	2.47910912279043	6.19354204647132e-05	No	No
Q8CC88	Vwa8	2.87144453728648	2.88926241833635e-05	No	No
Q8CCJ3	Ufl1	8.57753405018482	9.83779849505815e-11	No	No
Q8CCN5	Bcas3	1.74031171662608	3.62832309110398e-06	No	No
Q8CCS6	Pabpn1	5.66009024362278	9.37337273804235e-14	No	No
Q8CD10	Micu2	4.20096644891745	1.5538011359273e-08	No	No
Q8CDG3	Vcpip1	5.96814113755782	1.2580421158235e-08	No	No
Q8CDM8	Fam160b1	5.42608622270913	1.42360687914553e-09	No	No
Q8CDN6	Txnl1	4.85664841975549	1.97462613887394e-11	No	No
Q8CE50	Snx30	2.86570608026273	7.78954744137962e-05	No	No
Q8CEF9	Tmem132c	1.6336880221695	0.0003923165522866	No	No
Q8CES0	Naa30	5.47925323001883	3.43584691176334e-15	No	No
Q8CF89	Tab1	4.14961634834192	1.67504745982903e-12	No	No
Q8CF98	Colec10	3.21180125764328	2.21405236555763e-10	No	No
Q8CFE4	Scyl2	6.54884049427485	1.99891661500061e-19	No	No
Q8CFI2	Cdc34	4.58214106764188	2.68693714296838e-06	No	No
Q8CFX3	Pcdh1	6.52991751480241	1.79217798424809e-10	No	No
Q8CG03	Pde5a	3.74267752338833	1.59729867038808e-07	No	No
Q8CG14	C1sa	3.35377357149678	7.431631605423189e-11	No	No
Q8CG16	C1ra	2.12159687737395	6.24571168801804e-06	No	No
Q8CG19	Ltbp1	4.4520257411011	4.56629466140459e-09	No	No
Q8CG47	Smc4	8.17748191425173	2.06997635538354e-10	No	No
Q8CG48	Smc2	6.50069240335443	2.5893086037767802e-14	No	No
Q8CG50	Rab43	4.66888452861372	4.99247810381479e-09	No	No
Q8CG72	Adprs	5.48828704531824	9.0618262405385e-11	No	No
Q8CG76	Akr7a2	1.53841862756182	0.0016932715571678	No	No
Q8CG85	Mamdc2	5.90646967445552	3.5637873326143805e-09	No	No
Q8CGA0	Ppm1f	5.66530669924572	4.51311044975929e-13	No	No
Q8CGC7	Eprs1	4.29714062617728	1.03498332815306e-07	No	No
Q8CGE9	Rgs12	3.01351529413027	4.90953799528567e-06	No	No
Q8CGF6	Wdr47	5.80723767741988	8.28827060976913e-20	No	No
Q8CGK3	Lonp1	4.72440779750276	0.0001010141139727	No	No
Q8CGN5	Plin1	5.21781981236948	1.20407240877557e-06	No	No
Q8CGU1	Calcoco1	7.89576692835484	3.92910220860873e-18	No	No
Q8CGY8	Ogt	2.53135815950326	0.0009941944311655	No	No
Q8CH18	Ccar1	4.33954899192651	6.50369988639516e-08	No	No
Q8CH77	Nav1	8.119914681104	2.69777828345231e-10	No	No
Q8CHC4	Synj1	1.14097680144373	0.0068049261287594	No	No
Q8CHG7	Rapgef2	4.40732614603198	0.0041926825917577	No	No
Q8CHH9	Septin8	4.32611969428685	1.48469131040259e-07	No	No
Q8CHP5	Pym1	6.28320882181743	4.8370895904796103e-14	No	No
Q8CHQ0	Fbxo4	3.71172063386694	9.01202393426661e-07	No	No
Q8CHT0	Aldh4a1	5.36110973009605	1.97787806707901e-10	No	No
Q8CHW4	Eif2b5	9.06852258736461	2.23248397722561e-19	No	No
Q8CI08	Slain2	8.13191573556732	2.8717288638243898e-11	No	No
Q8CI19	Pdgfc	4.91506023476859	2.57515742643443e-09	No	No
Q8CI43	Myl6b	2.11364552786343	2.13613670022282e-10	No	No
Q8CI51	Pdlim5	4.27610356077892	5.7410049483009e-09	No	No
Q8CI75	Dis3l2	4.49437457083071	2.53940282262561e-07	No	No
Q8CI95	Osbpl11	6.47111415847857	1.96617867359919e-12	No	No
Q8CIB5	Fermt2	1.60434309507222	5.52372066267915e-08	No	No
Q8CIB6	Tmem230	3.8222255153165	3.50698437552283e-13	No	No
Q8CIE4	Parp10	3.43865312494925	9.202739438001901e-10	No	No
Q8CIE6	Copa	7.0051183136389	8.472480888253351e-09	No	No
Q8CIG8	Prmt5	6.00254148801738	3.29063407193096e-08	No	No
Q8CIH5	Plcg2	4.81401057080374	3.56644230953046e-07	No	No
Q8CIH9	Ppat	3.196518888856	6.80619825357881e-08	No	No
Q8CIN4	Pak2	4.0672368736774	5.2984576843322306e-09	No	No
Q8CIV8	Tbce	2.59192287528154	6.54240164012984e-12	No	No
Q8CIZ8	Vwf	4.40606211933591	3.21525148367442e-12	No	No
Q8CJ12	Adgrg2	6.34792330045481	4.91573681739469e-19	No	No
Q8CJ19	Mical3	6.64701961940866	2.08803354087565e-13	No	No
Q8CJ53	Trip10	10.1251077842925	1.1962411002165999e-17	No	No
Q8CJH3	Plxnb1	4.72948525361763	2.17201590982624e-11	No	No
Q8HWB2	H2-Q4	1.23155837034171	0.000809209222487	No	No
Q8JZM4	Dner	1.72812331650417	2.51109907818936e-08	No	No
Q8JZN5	Acad9	5.86427151195882	7.95118406344616e-08	No	No
Q8JZN7	Rhot2	3.41341813774333	6.50122225616168e-07	No	No
Q8JZP9	Gas2l1	8.63137297406674	6.44470909422942e-18	No	No
Q8JZQ2	Afg3l2	5.35323406744224	2.6548812462675098e-11	No	No
Q8JZQ9	Eif3b	6.09527047151857	1.74055775428495e-12	No	No
Q8JZR0	Acsl5	3.75581227494569	8.83293272292148e-06	No	No
Q8JZU2	Slc25a1	5.73677536445074	3.9116723269461e-06	No	No
Q8JZV7	Amdhd2	0.937704036992116	0.0009460763588685	No	No
Q8JZX1	Scgb2b26	2.17468644485721	2.84985206005462e-06	No	No
Q8JZZ7	Adgrl2	5.54190246365901	3.11647039371605e-16	No	No
Q8K003	Tma7	1.09831576184568	6.19961783032643e-05	No	No
Q8K010	Oplah	4.82967269524162	1.69594574939414e-06	No	No
Q8K012	Fnbp1l	6.26691080562539	1.0865033206788201e-15	No	No
Q8K021	Scamp1	11.0810216918988	5.5207734206790705e-17	No	No
Q8K070	Samd14	8.2068492341072	5.42433478438893e-07	No	No
Q8K0C9	Gmds	2.34810768073565	0.0030383103137333	No	No
Q8K0D2	Habp2	4.40173891313076	2.6537254834429898e-12	No	No
Q8K0E8	Fgb	1.71335819342103	2.08209965562922e-06	No	No
Q8K0G5	Eipr1	8.91561455739243	9.429426815822699e-13	No	No
Q8K0J2	B3gnt7	1.07664715432322	0.0065477950753519	No	No
Q8K0Q5	Arhgap18	5.19087287837342	1.32084430745442e-07	No	No
Q8K0V4	Cnot3	6.92906295359928	1.08732684521791e-18	No	No
Q8K124	Plekho2	5.49863796806863	1.6977877947727201e-09	No	No
Q8K1A6	Cc2d1a	0.666061384916556	0.0004295773858445	No	No
Q8K1B8	Fermt3	1.98167763365319	8.21023449280883e-05	No	No
Q8K1I3	Spp2	2.03737571120563	4.37997164942915e-05	No	No
Q8K1I7	Wipf1	7.97126825329523	6.89626053202991e-13	No	No
Q8K1L5	Ppp1r11	6.23620708793411	1.26144341697269e-08	No	No
Q8K1M6	Dnm1l	5.48735960443054	2.30077806490316e-08	No	No
Q8K1R7	Nek9	4.67488814944939	9.70761190186351e-06	No	No
Q8K1X1	Wdr11	2.40368902423624	3.5829952841386403e-10	No	No
Q8K1Z0	Coq9	3.8786247233552	1.19608719054232e-12	No	No
Q8K209	Adgrg1	5.81780687415867	2.85473215584617e-09	No	No
Q8K212	Pacs1	4.28661072945918	4.2709245650794395e-12	No	No
Q8K273	Mmgt1	3.626273477011	3.00456523156107e-13	No	No
Q8K296	Mtmr3	4.68594800799021	4.81501137191287e-10	No	No
Q8K2B3	Sdha	4.87331929114506	9.88996320238594e-07	No	No
Q8K2C6	Sirt5	5.69877736785773	2.83713113942867e-17	No	No
Q8K2C7	Os9	9.82584384075371	4.84689774367049e-17	No	No
Q8K2C9	Hacd3	9.10452445158391	1.44005555154631e-21	No	No
Q8K2D3	Edc3	3.88247013841596	2.3220478217994e-08	No	No
Q8K2K6	Agfg1	3.01831315833897	0.0003228353841488	No	No
Q8K2L8	Trappc12	1.71332578724939	0.0005881307194837	No	No
Q8K2Q0	Commd9	0.669605714712617	0.0005405971182265	No	No
Q8K2Q9	Shtn1	1.08069014363532	0.0009476813623016	No	No
Q8K2T4	Uqcc3	3.34065915360962	4.21189249322917e-12	No	No
Q8K2V1	Ppp4r1	3.31867234190403	1.06930832397674e-10	No	No
Q8K2Y0	Obi1	1.90710891273622	9.24681019707765e-08	No	No
Q8K2Y9	Ccm2	0.774087978635471	0.0001718174821994	No	No
Q8K2Z4	Ncapd2	3.87598378746042	5.0229836874046e-14	No	No
Q8K310	Matr3	1.01625509678027	0.0013483624828462	No	No
Q8K337	Inpp5b	6.21755512357941	5.45343880284894e-11	No	No
Q8K352	Sash3	3.47007706526839	5.92982529231663e-08	No	No
Q8K385	FRRS1	2.05608116648917	0.0001321693085055	No	No
Q8K3B1	Fbxo45	1.01977699349168	2.97643633660251e-05	No	No
Q8K3C3	Lzic	4.54859318027379	3.29573258531914e-06	No	No
Q8K3G9	Appl2	1.64718274630062	6.12769629219192e-07	No	No
Q8K3H0	Appl1	5.94345589500777	3.733986909699591e-09	No	No
Q8K3J1	Ndufs8	5.85429840925846	5.65215828876305e-16	No	No
Q8K3K8	Optn	7.08255768562092	7.298700046248939e-16	No	No
Q8K3W0	Babam2	8.5663387468781	2.11904594224301e-17	No	No
Q8K3W3	Casc3	3.63015001669514	2.2975186395498e-15	No	No
Q8K400	Stxbp5	3.46479225218111	1.30735167558158e-06	No	No
Q8K411	Pitrm1	8.98464865680706	4.15961620307677e-16	No	No
Q8K479	C1qtnf5	2.29620526629281	5.67937852786987e-07	No	No
Q8K482	Emilin2	3.86214819183967	9.242917533423231e-09	No	No
Q8K4F0	Cd226	10.6666172235115	1.07923987275612e-16	No	No
Q8K4G1	Ltbp4	5.96193897765226	3.4527227334113595e-11	No	No
Q8K4G5	Ablim1	1.59416657495462	3.18087595933082e-08	No	No
Q8K4I3	Arhgef6	2.51988712566613	0.0001256471987575	No	No
Q8K4L3	Svil	10.0027525663559	6.53372530762885e-09	No	No
Q8K4R4	Pitpnc1	3.36165755349665	3.61804792614664e-08	No	No
Q8K4T1	St8sia6	9.32287705202194	4.5044370204628205e-21	No	No
Q8K4Z5	Sf3a1	6.50489083714734	1.7104455172405902e-15	No	No
Q8K558	Treml1	4.25268250903537	3.1912672683942096e-11	No	No
Q8N7N5	Dcaf8	5.45209086784933	1.23625901058736e-12	No	No
Q8QZS1	Hibch	5.22868873088698	8.735343793577339e-12	No	No
Q8QZT1	Acat1	6.05954885730826	7.45148578295556e-13	No	No
Q8QZY1	Eif3l	4.70428105603063	3.09809208746066e-05	No	No
Q8QZY6	Tspan14	7.99591954510278	8.76837589019787e-17	No	No
Q8QZZ8	Rab38	5.87378221725397	9.803560572608731e-15	No	No
Q8R001	Mapre2	7.34824510351554	1.03017153807716e-11	No	No
Q8R010	Aimp2	2.64207532366848	0.0002821758768409	No	No
Q8R015	Bloc1s5	6.64059259335266	4.14376519538055e-05	No	No
Q8R050	Gspt1	5.18332159763665	2.50936061825298e-10	No	No
Q8R088	Golph3l	6.16111176859144	2.96557276914371e-20	No	No
Q8R0A7	Kiaa0513	1.61546135664058	5.02938028512571e-06	No	No
Q8R0F3	Sumf1	2.75671199106484	9.47632490619599e-05	No	No
Q8R0H9	Gga1	4.03244151610704	1.7773687941445e-09	No	No
Q8R0J7	Vps37b	3.17530057659108	3.66128064584271e-10	No	No
Q8R0T6	Adgrg3	1.40822101521527	0.0046206819121122	No	No
Q8R0X2	Cacul1	6.5305904863438	1.40190233036686e-06	No	No
Q8R0Y6	Aldh1l1	7.01194558458766	6.049801333072041e-09	No	No
Q8R0Z6	Angptl6	4.22612494863176	6.89388228995142e-12	No	No
Q8R105	Vps37c	2.87867206509168	7.325436144371771e-09	No	No
Q8R121	Serpina10	2.82179912777693	1.1552136922093102e-09	No	No
Q8R123	Flad1	3.90643463120953	4.21081882089364e-12	No	No
Q8R146	Apeh	4.39853627008999	1.26716533670857e-10	No	No
Q8R164	Bphl	5.90817301234764	3.93205318401412e-07	No	No
Q8R180	Ero1a	5.31904147553666	4.09904798627253e-07	No	No
Q8R1A4	Dock7	5.41976007566756	2.71375234932548e-08	No	No
Q8R1B4	Eif3c	4.88707954602826	2.83515176333524e-12	No	No
Q8R1E9	Scgb2b27	2.35302899849229	6.020205499007231e-09	No	No
Q8R1F1	Niban2	6.47033631994283	1.79953623856589e-10	No	No
Q8R1F5	Hyi	5.44773365074454	4.5176510545700895e-16	No	No
Q8R1L8	Angptl8	1.70632050072079	0.0029509904771538	No	No
Q8R1Q8	Dync1li1	5.53109556676041	6.21861923117272e-08	No	No
Q8R1S4	Mtss1	7.08121064503028	6.78939023097884e-08	No	No
Q8R1U2	Cgref1	4.97067616606906	2.0364063672997302e-14	No	No
Q8R1V4	Tmed4	5.16434006026391	8.803952671614809e-11	No	No
Q8R1X6	Spart	2.4004531066305	3.8279870279690695e-11	No	No
Q8R2Q8	Bst2	2.81541027043594	5.91259604756622e-06	No	No
Q8R2R3	Aagab	2.92916713773246	0.0009218557909107	No	No
Q8R2Y2	Mcam	2.18679476577055	4.93816367236594e-08	No	No
Q8R2Z0	C1qtnf12	1.07477679597915	0.0080152618948709	No	No
Q8R2Z5	Vwa1	4.35802127123865	1.96735167790987e-11	No	No
Q8R307	Vps18	7.72394931927598	5.140761764742311e-15	No	No
Q8R349	Cdc16	5.74627100767313	5.18416454304572e-18	No	No
Q8R361	Rab11fip5	2.23942741478629	1.63464602491366e-09	No	No
Q8R3L5	Slco3a1	4.03997129639314	3.32270544495084e-16	No	No
Q8R3S6	Exoc1	6.31482415117133	1.4293928992315899e-11	No	No
Q8R3V5	Sh3glb2	6.5381010250256	4.11934507092757e-13	No	No
Q8R411	Myct1	4.4149181905341	7.01701523004104e-13	No	No
Q8R422	Cd109	3.35690884211562	6.24005280671796e-11	No	No
Q8R429	Atp2a1	3.66686486807222	2.8839259701282098e-11	No	No
Q8R4H2	Arhgef12	8.82041325848735	3.1075197960458703e-15	No	No
Q8R4K2	Irak4	7.55433913425445	7.62776512572649e-11	No	No
Q8R4L0	Sla2	5.7899883727613	1.4846087834001801e-09	No	No
Q8R4N0	Clybl	5.98871889294149	4.32761647594646e-06	No	No
Q8R4U0	Stab2	3.77016882437894	8.41837899249218e-07	No	No
Q8R4V5	Oit3	3.66326279538994	1.10856191666626e-10	No	No
Q8R502	Lrrc8c	4.20019143200783	9.96307234227514e-07	No	No
Q8R550	Sh3kbp1	2.51277322083113	7.22220595984436e-07	No	No
Q8R5A3	Apbb1ip	1.36728446045877	0.0009056489404878	No	No
Q8R5F7	Ifih1	6.45945329076032	1.47219575402906e-20	No	No
Q8R5H1	Usp15	5.46788522647473	5.155623265037251e-09	No	No
Q8R5M8	Cadm1	1.79054262781296	2.36242963911044e-05	No	No
Q8VBT0	Tmx1	8.88476881385698	1.4674086699883402e-15	No	No
Q8VBT6	Apobr	6.26396183890749	4.29085510512949e-12	No	No
Q8VBT9	Aspscr1	5.80717281877841	1.3836921895719e-14	No	No
Q8VBV7	Cops8	3.67634318160551	1.329486097827e-08	No	No
Q8VBW6	Nae1	3.89655131378492	1.08905319495868e-10	No	No
Q8VBZ3	Clptm1	4.89760672529801	7.29809458244002e-05	No	No
Q8VC03	Eml3	3.50718756651432	3.0884988002834e-14	No	No
Q8VC31	Ccdc9	3.03668620430235	4.0187179776334204e-14	No	No
Q8VC49	Ifi27l2b	4.6510043945859	5.16477860246947e-12	No	No
Q8VC52	Rbpms2	6.28879614508944	9.06415481517973e-13	No	No
Q8VCC9	Spon1	3.05045975980396	5.45278601600596e-09	No	No
Q8VCE2	Gpn1	1.49920113691498	0.003120468369897	No	No
Q8VCF0	Mavs	5.79708645248842	5.58928036168906e-10	No	No
Q8VCH8	Ubxn4	2.42265664352928	3.78196330955814e-10	No	No
Q8VCI5	Pex19	4.53336322682944	1.26900041658449e-07	No	No
Q8VCM7	Fgg	1.13299710555157	0.0008515162039484	No	No
Q8VCM8	Ncln	6.45291329053108	4.0245634194546994e-12	No	No
Q8VCP9	Clec14a	3.47391695852245	1.22328820728777e-06	No	No
Q8VCU1	Ces3b	6.54648320737095	7.27915147213796e-16	No	No
Q8VCW8	Acsf2	5.41767063748255	1.8252999987270901e-09	No	No
Q8VCX5	Micu1	1.58675048213024	0.0040051828614284	No	No
Q8VD04	Gripap1	4.40123199091823	4.02145593204847e-07	No	No
Q8VD62	Bles03	1.40079694941985	0.0014407222713387	No	No
Q8VD65	Pik3r4	4.68253456072861	2.3684210100466798e-11	No	No
Q8VD75	Hip1	7.97647145085047	2.18712437445065e-07	No	No
Q8VDC1	Fyco1	8.63320262849996	1.2458887209222499e-13	No	No
Q8VDD5	Myh9	4.38947759295243	1.5750883796207702e-09	No	No
Q8VDD8	Washc1	7.95167579292753	2.67384433665119e-11	No	No
Q8VDI7	Ubac1	4.97392542655945	2.6188059722303904e-09	No	No
Q8VDJ3	Hdlbp	4.32388191641233	1.04207774279638e-05	No	No
Q8VDL4	Adpgk	8.15538793314269	4.36617262287847e-09	No	No
Q8VDM4	Psmd2	4.87070319952874	1.08071093496891e-10	No	No
Q8VDM6	Hnrnpul1	4.51230141604223	1.31603343433159e-08	No	No
Q8VDN2	Atp1a1	5.52923353413088	1.0621902553299498e-11	No	No
Q8VDN4	Ccdc92	6.01191322082517	2.0719769695037e-06	No	No
Q8VDP3	Mical1	1.51782059296589	4.34384377226425e-05	No	No
Q8VDP4	Ccar2	4.33554623828701	8.69483864941136e-10	No	No
Q8VDQ8	Sirt2	3.7099213902213	2.56673541945655e-07	No	No
Q8VDV0	Itgbl1	6.79818400841402	3.33394462621974e-10	No	No
Q8VDZ4	Zdhhc5	10.9996351358876	1.17033168538369e-20	No	No
Q8VE47	Uba5	4.08696988458667	2.18863009239537e-10	No	No
Q8VE62	Paip1	1.87442949194165	5.05097210832706e-05	No	No
Q8VE70	Pdcd10	5.17292347698225	2.21249598076376e-14	No	No
Q8VE88	Fam114a2	5.90018580875414	1.58264339669174e-13	No	No
Q8VED2	Bloc1s4	2.69333253048365	5.466359785387321e-10	No	No
Q8VED9	Lgalsl	2.28712388800097	0.0001487384250155	No	No
Q8VEE4	Rpa1	7.3850892623592	1.0108590781671101e-17	No	No
Q8VEK0	Tmem30a	4.27700385935964	1.96104648871004e-08	No	No
Q8VEK3	Hnrnpu	5.04491921002831	1.7229519176031902e-09	No	No
Q8VEM8	Slc25a3	4.38063942700841	3.11775071080869e-08	No	No
Q8VHC3	Selenom	3.55348501330901	3.0702779871814303e-09	No	No
Q8VHF2	Cdhr5	1.70503374860148	0.0010220275632568	No	No
Q8VHL0	Slc14a1	4.07198459273087	7.52680560924187e-08	No	No
Q8VHL1	Setd7	5.3080261483962	2.09679980323954e-10	No	No
Q8VHQ2	Socs7	1.72685093229447	5.56646537907361e-06	No	No
Q8VHR0	Pcdh18	5.81858297373528	2.12065510242271e-08	No	No
Q8VHX6	Flnc	2.61172529366922	0.0016321703811653	No	No
Q8VHY0	Cspg4	5.37452282825243	1.0300705398398001e-10	No	No
Q8VI36	Pxn	2.02141179137597	0.0013443769703393	No	No
Q8VI56	Lrp4	0.945373911080258	0.0004871987971431	No	No
Q8VIB3	St3gal6	1.83579814393375	0.0021890582297029	No	No
Q8VIK5	Pear1	6.6205913716107	5.29788356082614e-14	No	No
Q8VIM9	Irgq	4.25844135331677	3.8625657652232105e-15	No	No
Q8WTY4	Ciapin1	5.03722513023788	7.01195363034342e-10	No	No
Q91UZ1	Plcb4	4.04993975564464	6.7850586694183e-05	No	No
Q91V01	Lpcat3	7.83685802018335	1.44001178602615e-14	No	No
Q91V09	Wdr13	0.900467651623398	0.0083740622271571	No	No
Q91V12	Acot7	4.20406820327842	1.73166859854486e-05	No	No
Q91V24	Abca7	5.7190271126763	3.91249633258734e-10	No	No
Q91V41	Rab14	4.68443232532465	2.02739563082093e-07	No	No
Q91V76	gene	2.34557219510092	0.0010976613876097	No	No
Q91V88	Npnt	3.60419113756456	2.4999738978903503e-09	No	No
Q91V98	Cd248	3.28645285678138	4.999455905485831e-09	No	No
Q91VA7	Idh3b	7.77968875493183	1.05867610409136e-16	No	No
Q91VC3	Eif4a3	4.45807613393323	5.515810584179991e-15	No	No
Q91VC7	Ppp1r14a	3.35775102561029	1.59808356826888e-11	No	No
Q91VD8	Pcdhb17	3.76417312372337	0.0001487371774281	No	No
Q91VD9	Ndufs1	9.79456454595655	8.640805071122009e-16	No	No
Q91VE0	Slc27a4	5.97766342374965	2.69816379544149e-07	No	No
Q91VH2	Snx9	5.67291600499829	7.13544317114082e-13	No	No
Q91VJ2	Cavin3	4.02670055853389	4.3893977259272594e-11	No	No
Q91VJ4	Stk38	4.7978189350047	4.91295096039363e-17	No	No
Q91VK1	Bzw2	7.04033235775426	5.4999658237427805e-09	No	No
Q91VM3	Wdr45	4.38075729106893	4.651637274337871e-09	No	No
Q91VN4	Chchd6	5.49661635336091	5.28931245555564e-10	No	No
Q91VR2	Atp5f1c	5.05936108890942	1.4355746273167699e-12	No	No
Q91VR5	Ddx1	5.43922111358301	2.16313133003094e-05	No	No
Q91VR8	Brk1	4.92713873682715	1.50223214466119e-10	No	No
Q91VT4	Cbr4	6.84895075744934	8.240848787198361e-20	No	No
Q91VU6	Dcaf11	4.24348599369359	3.28898802689332e-06	No	No
Q91VW3	Sh3bgrl3	3.14514409434376	2.0971616840874e-05	No	No
Q91VW5	Golga4	1.65165559819165	0.0040297338890342	No	No
Q91W50	Csde1	6.56836986318759	3.84200276244448e-15	No	No
