Protein_Group	Genes	MoMacs_day15_vs_MoMacs_day30_logFC	MoMacs_day15_vs_MoMacs_day30_pval	Removed?	Contaminant?
Q91V92	Acly	-4.02658482763136	2.12935228133227e-06	No	No
Q91VI7	Rnh1	-3.36374502574042	1.93301932604436e-05	No	No
Q91VR8	Brk1	-7.33310711286681	1.47932289606277e-08	No	No
Q91VW3	Sh3bgrl3	-2.67868889758604	0.0025867315056973	No	No
Q91W50	Csde1	-5.61879756563846	0.0054187292476219	No	No
Q91W69	Epn3	-5.9949986761963	7.39616791806179e-06	No	No
Q91W89	Man2c1	-5.99116960307886	2.57775155528549e-05	No	No
Q91W90	Txndc5	-5.13380602464042	0.0019317734300869	No	No
Q91WC0	Setd3	-4.82865781267826	4.60098059569237e-07	No	No
Q91WQ3	Yars1	-5.87713561513054	0.0061421558393125	No	No
Q91WV0	Dr1	-3.80277250709664	0.0025610606243455	No	No
Q91X20	Ash2l	-3.82794695383083	0.0008400185095777	No	No
Q91X52	Dcxr	-2.62954302988194	0.001777772804432	No	No
Q91XI1	Dus3l	-5.39094414168829	0.0040291565504846	No	No
Q91XL1	Lrg1	-8.12522011403331	5.09898553771042e-12	No	No
Q91YE6	Ipo9	-3.02766677893996	0.0011057639551415	No	No
Q91YI0	Asl	-2.53948604646171	5.42621798556253e-05	No	No
Q91YI4	Arrb2	-5.91763290205767	0.000656532526941	No	No
Q91YN5	Uap1	-4.61167886650625	0.0027669062334112	No	No
Q91YP2	Nln	-4.25060737777033	1.74863781383895e-07	No	No
Q91YP3	Dera	-3.68295585519606	2.13202661299527e-05	No	No
Q91YR7	Prpf6	-4.10779066401921	0.0009906740789615	No	No
Q91YR9	Ptgr1	-4.21272544018714	8.10714919343498e-05	No	No
Q91YX0	Themis2	-4.26502148135121	3.43912305595326e-05	No	No
Q91Z40	Gbp7	-3.30710022380227	0.00097571866001	No	No
Q91Z67	Srgap2	-6.42398946700309	9.21219451212615e-06	No	No
Q91Z98	Chil4	-6.61302878802433	2.3682788334038904e-09	No	No
Q91ZJ5	Ugp2	-3.36624640464337	2.10836462873395e-06	No	No
Q91ZR1	Rab4b	-4.53754686404602	0.0003157615914117	No	No
Q91ZR2	Snx18	-3.71713611389957	0.0084011601731684	No	No
Q91ZX7	Lrp1	-4.32694810291599	5.98087616346788e-06	No	No
Q920A5	Scpep1	-4.95150738866995	2.45937579600515e-05	No	No
Q920E5	Fdps	-2.83208568152796	5.34147175659584e-05	No	No
Q920I9	Wdr7	-3.83153251060806	0.0003556080558366	No	No
Q921F4	Hnrnpll	-5.73052180689089	3.85177327999713e-06	No	No
Q921I9	Exosc4	-3.87869185791068	0.0038951007363389	No	No
Q921J2	Rheb	-5.336114904691	0.0044003176052505	No	No
Q921M4	Golga2	-4.66765165737893	1.78780905231292e-06	No	No
Q921W0	Chmp1a	-2.9970217007608	0.0046084332987784	No	No
Q921Z5	Tnfaip8	-5.97084287324079	3.55882070753999e-05	No	No
Q922D4	Ppp6r3	-3.12260543652333	0.0024716045161762	No	No
Q922R8	Pdia6	-3.66945021950938	0.000858145803645	No	No
Q922S4	Pde2a	-6.96298927393998	7.2639390072294e-08	No	No
Q922V4	Plrg1	-4.55198956884134	0.0040917998231858	No	No
Q922Y1	Ubxn1	-5.49694963570008	0.0003346380588612	No	No
Q923D2	Blvrb	-3.38899522142365	0.0004489191195056	No	No
Q923D4	Sf3b5	-3.3033203819734	0.0004298753146022	No	No
Q924M7	Mpi	-8.13357626164844	3.6550395899307003e-10	No	No
Q924Z6	Xpo6	-5.96003439531915	4.18588649830954e-10	No	No
Q93092	Taldo1	-2.77456663961711	4.5358158898119e-05	No	No
Q99020	Hnrnpab	-4.34385956817594	0.0049963796767574	No	No
Q99104	Myo5a	-4.11310098166086	0.0058192062886385	No	No
Q99J08	Sec14l2	-2.30040776085633	0.007967105555122	No	No
Q99J45	Nrbp1	-3.92621254147179	0.001496587411071	No	No
Q99JI4	Psmd6	-2.45443483336721	0.0066582761916204	No	No
Q99JW4	Lims1	-5.8615617486805	0.0001210823372089	No	No
Q99JX3	Gorasp2	-4.77908732325163	7.31663002037661e-05	No	No
Q99JY9	Actr3	-2.42367144656358	0.0003700080798067	No	No
Q99K23	Ufsp2	-4.79593119670732	0.0001236776943185	No	No
Q99K85	Psat1	-8.77665350981796	1.14059267972411e-06	No	No
Q99KC8	Vwa5a	-2.22961002354092	0.0020033690418149	No	No
Q99KD5	Unc45a	-3.25509713128904	0.0048727907776531	No	No
Q99KE1	Me2	-3.18033565951603	0.002648928571895	No	No
Q99KH8	Stk24	-5.63133007623866	1.27031861101429e-05	No	No
Q99KI0	Aco2	-3.22200628154426	0.0001868500967691	No	No
Q99KK7	Dpp3	-2.49692070398097	0.0004394908817213	No	No
Q99KN2	Ciao1	-3.38072623957718	0.001428923591792	No	No
Q99KP3	Cryl1	-2.617376372468	7.5804463432542e-05	No	No
Q99KP6	Prpf19	-2.36428008185286	0.0038328092425388	No	No
Q99KQ4	Nampt	-2.62648322798236	0.0003336612032326	No	No
Q99KR3	Lactb2	-5.60411274190141	0.0003163845986331	No	No
Q99KV1	Dnajb11	-4.35948251223291	0.0002068907916379	No	No
Q99LB2	Dhrs4	-2.35850623984335	0.0046226186751768	No	No
Q99LB6	Mat2b	-4.58030205076531	0.0001886400238204	No	No
Q99LJ1	Fuca1	-3.8902425275594	0.0004713491620683	No	No
Q99LL5	Pwp1	-3.77221839362328	0.0002793692387985	No	No
Q99LM2	Cdk5rap3	-4.7176108676654	2.03366696569467e-05	No	No
Q99LP6	Grpel1	-4.85369687835117	0.0005429890810418	No	No
Q99LS3	Psph	-5.30657816532737	6.69769286623362e-07	No	No
Q99M31	Hspa14	-6.36443526732877	3.11158145071482e-06	No	No
Q99M51	Nck1	-2.75986818171971	0.0027322743728069	No	No
Q99MD9	Nasp	-2.37069146761606	0.0005171442269385	No	No
Q99MK8	Grk2	-5.62373538606461	0.0021476678325268	No	No
Q99MN1	Kars1	-2.84398256600859	0.0012909442966824	No	No
Q99MR6	Srrt	-5.04263215305634	0.0099516074147317	No	No
Q99P91	Gpnmb	-2.85137817355146	0.0048451048872089	No	No
Q99PL5	Rrbp1	-3.73872370232409	0.0009477321024659	No	No
Q99PM9	Uck2	-2.27989294326767	0.0074246916555328	No	No
Q99PP9	Trim16	-6.13735637949077	4.50591545536691e-07	No	No
Q99PV0	Prpf8	-3.02573565457865	0.0057237972215721	No	No
Q9CPV4	Glod4	-4.83851492543989	5.31648261929181e-05	No	No
Q9CPW4	Arpc5	-2.63496192494637	0.0003045515102388	No	No
Q9CPX6	Atg3	-6.00474152032324	6.50685033200827e-05	No	No
Q9CQ02	Commd4	-5.96886022885832	7.2319230741466e-08	No	No
Q9CQ22	Lamtor1	-4.79508425793481	0.0001011175214404	No	No
Q9CQ60	Pgls	-2.17667753046888	0.0087545875179084	No	No
Q9CQ86	Mien1	-5.32456541289524	1.2542834756138102e-09	No	No
Q9CQ89	Cuta	-6.29492075778004	2.23010358719891e-10	No	No
Q9CQ92	Fis1	-6.68134522412433	3.40756257506122e-08	No	No
Q9CQC8	Spg21	-4.09745163283977	0.0004021872988547	No	No
Q9CQE1	Nipsnap3b	-4.79940646497453	0.0016102335428619	No	No
Q9CQE5	Rgs10	-2.89065488241238	6.50219107308884e-05	No	No
Q9CQH7	Btf3l4	-7.29194551410072	4.72213725720681e-06	No	No
Q9CQI6	Cotl1	-2.71441260486852	1.02795725426643e-05	No	No
Q9CQJ6	Denr	-6.59372917061253	1.93232140907489e-07	No	No
Q9CQM5	Txndc17	-3.15290203313694	0.0004186314704827	No	No
Q9CQR2	Rps21	-8.36777628599726	5.61251467954105e-07	No	No
Q9CQR6	Ppp6c	-4.31043143772014	0.0005631663098093	No	No
Q9CQT1	Mri1	-3.18760771310579	0.0016325188985718	No	No
Q9CQV8	Ywhab	-2.52115461974709	0.0013661231674221	No	No
Q9CR09	Ufc1	-11.0976091034387	1.50199691566553e-08	No	No
Q9CR16	Ppid	-3.76139773323214	0.0033040431596746	No	No
Q9CRB9	Chchd3	-5.53022677505728	2.68282528537291e-06	No	No
Q9CSH3	Dis3	-4.01560066412228	0.0068590224099467	No	No
Q9CT10	Ranbp3	-3.3619410869486	0.0032166657545001	No	No
Q9CU62	Smc1a	-2.71585120825938	0.0042079140691006	No	No
Q9CVB6	Arpc2	-2.24616614817934	0.000797094906773	No	No
Q9CW03	Smc3	-3.46622106328856	0.0020633443751877	No	No
Q9CW46	Raver1	-3.38325341897094	0.0014430102396864	No	No
Q9CWI3	Bccip	-3.89501976456701	0.0002787202573039	No	No
Q9CWJ9	Atic	-2.32239847992333	0.0009750750521439	No	No
Q9CWL8	Ctnnbl1	-5.77270747864397	1.25610367387713e-07	No	No
Q9CWM4	Pfdn1	-7.10102103977436	1.09153791455951e-11	No	No
Q9CWP6	Mospd2	-3.55389063647514	0.0010867745049099	No	No
Q9CWS4	Ints11	-2.6251955470563	0.0041936873860151	No	No
Q9CWY8	Rnaseh2a	-4.93194517152191	0.0005818806197206	No	No
Q9CX34	Sugt1	-4.17609075625114	0.002620606668566	No	No
Q9CXF4	Tbc1d15	-4.25332658462551	0.0008924449367107	No	No
Q9CXW3	Cacybp	-2.87093010097434	0.0088232648053654	No	No
Q9CY50	Ssr1	-5.78040027569338	7.43851497928546e-05	No	No
Q9CY64	Blvra	-2.40057007061066	0.0002062016671064	No	No
Q9CY66	Gar1	-5.97884721935638	6.18486628973312e-06	No	No
Q9CYA6	Zcchc8	-2.39266219206145	0.0003093595407058	No	No
Q9CYH2	Prxl2a	-4.31635025330832	0.0039137941450896	No	No
Q9CYR0	Ssbp1	-3.25190936817662	0.0033344854386138	No	No
Q9CYR6	Pgm3	-3.59401717135512	4.70184486739558e-05	No	No
Q9CYZ2	Tpd52l2	-8.59632887403368	1.14683503103883e-09	No	No
Q9CZ04	Cops7a	-5.2072066491365	0.0013939185676193	No	No
Q9CZE3	Rab32	-3.73159313098758	0.0018277543555807	No	No
Q9CZU3	Mtrex	-4.68502932334099	0.0014081288640078	No	No
Q9CZW5	Tomm70	-3.09457427711934	0.0042681615012195	No	No
Q9D020	Nt5c3a	-5.05514009033477	0.0031606046112797	No	No
Q9D071	Mms19	-4.31319947706235	0.0001990628464283	No	No
Q9D0F9	Pgm1	-3.27967396521458	0.0002981017879165	No	No
Q9D0I9	Rars1	-2.81285079273655	0.0047048955305069	No	No
Q9D0K2	Oxct1	-3.95803161931493	0.0010844674189021	No	No
Q9D0L8	Rnmt	-2.78160610693333	0.0065754207273768	No	No
Q9D0T1	Snu13	-3.97594426696933	0.0006207504623237	No	No
Q9D154	Serpinb1a	-4.54796900994125	3.9146665956912e-09	No	No
Q9D172	Gatd3a	-4.7907062383204	0.0080805539501983	No	No
Q9D1A2	Cndp2	-2.02154045837335	0.0071451431158516	No	No
Q9D1D4	Tmed10	-7.75332220156266	1.82033585258884e-05	No	No
Q9D1E6	Tbcb	-6.81242610666507	2.35553690673391e-05	No	No
Q9D1J1	Necap2	-3.15258850688099	0.0016355442360031	No	No
Q9D1J3	Sarnp	-5.50829497467308	2.77263555757227e-08	No	No
Q9D1M4	Eef1e1	-4.90203266464631	0.0006340923267207	No	No
Q9D1P4	Chordc1	-3.3780204664813	0.0049481036797377	No	No
Q9D1Q6	Erp44	-4.47742782682808	0.0027145243118037	No	No
Q9D2N9	Vps33a	-5.47595729049363	0.0018512911895816	No	No
Q9D2R0	Aacs	-4.63145258223019	0.0009491117387861	No	No
Q9D2V7	Coro7	-2.9109035606711	0.0009789230418941	No	No
Q9D2Y4	Mlkl	-3.4214103897965	0.0007036687978742	No	No
Q9D3D9	Atp5f1d	-7.50665431494762	2.49135597602603e-07	No	No
Q9D662	Sec23b	-2.37385418822096	0.0004792666223087	No	No
Q9D6N5	Drap1	-3.7691993978771	4.05712435160097e-05	No	No
Q9D6P8	Calml3	-2.40876975299371	0.0043279670795869	No	No
Q9D6R2	Idh3a	-10.1667980252468	1.08203036211503e-08	No	No
Q9D6Y7	Msra	-4.68343250006818	7.55495413246417e-06	No	No
Q9D6Y9	Gbe1	-4.57358587539711	0.0010195651518199	No	No
Q9D7G0	Prps1	-3.36332590579173	0.0030625373337118	No	No
Q9D7V9	Naaa	-2.6399269617537	0.0006055822622942	No	No
Q9D7X3	Dusp3	-3.54830577312217	0.0042119810613909	No	No
Q9D819	Ppa1	-4.74433541299038	0.0063612775301615	No	No
Q9D868	Ppih	-3.62442551096416	0.0001271746459743	No	No
Q9D880	Timm50	-5.78370056706477	1.63831000219481e-06	No	No
Q9D8B3	Chmp4b	-8.29737960261553	3.32470386631257e-07	No	No
Q9D8C4	Ifi35	-3.12709596361949	0.0084736772436639	No	No
Q9D8S4	Rexo2	-6.9252395607408	1.29295769410291e-09	No	No
Q9D8T2	Gsdmd	-2.93266638860516	4.83679805325425e-05	No	No
Q9D8U8	Snx5	-2.95117139240178	0.0026994575016328	No	No
Q9D8W5	Psmd12	-4.29376814389403	0.000222853454822	No	No
Q9D906	Atg7	-4.30043935040279	0.0001269839470053	No	No
Q9D964	Gatm	-3.62193837023604	0.0002454317638283	No	No
Q9DAD6	Pfn3	-2.63647838985899	0.0003038883879189	No	No
Q9DAR7	Dcps	-3.16526967285878	4.02322126151247e-05	No	No
Q9DAW6	Prpf4	-5.4650049020485	0.0007521097037666	No	No
Q9DB27	Mcts1	-3.88628542718537	0.0062583711059277	No	No
Q9DB50	Ap1s2	-2.28482247504128	0.0007069223518671	No	No
Q9DBB8	Dhdh	-5.64254888167392	0.0034222790700398	No	No
Q9DBC7	Prkar1a	-2.80118690003116	0.0049142743302729	No	No
Q9DBG3	Ap2b1	-2.94612908450456	2.36587697169022e-05	No	No
Q9DBG5	Plin3	-4.29283114589261	0.0001213390436983	No	No
Q9DBH5	Lman2	-3.54837966527624	0.0053284404183879	No	No
Q9DBJ1	Pgam1	-3.29897922160618	0.0009056846245828	No	No
Q9DBK7	Uba7	-2.26320749215488	0.0069523442741895	No	No
Q9DBL7	Coasy	-2.8825081454193	0.0080449891523652	No	No
Q9DBP5	Cmpk1	-3.44814996584977	0.0007904248819446	No	No
Q9DBR1	Xrn2	-4.9920571158105	0.0004549321139216	No	No
Q9DBR7	Ppp1r12a	-6.20312234963748	3.59106666593691e-06	No	No
Q9DBT5	Ampd2	-3.06076514281964	0.0018618426663357	No	No
Q9DC11	Plxdc2	-2.87796477268873	0.0084079813954313	No	No
Q9DC29	Abcb6	-3.24212576704552	0.0003524756985866	No	No
Q9DC50	Crot	-4.91896475751071	0.0062420218141906	No	No
Q9DCD0	Pgd	-2.94344095113983	2.49148480076698e-06	No	No
Q9DCE5	Pak1ip1	-2.62757546228381	0.003592271964246	No	No
Q9DCH6	Zfand6	-3.35773754778916	0.0035988771668225	No	No
Q9DCN2	Cyb5r3	-7.32136764884625	3.44158296736359e-05	No	No
Q9DCR2	Ap3s1	-3.10028021942035	0.0034063755006605	No	No
Q9DCW4	Etfb	-4.04624594437413	0.0011813485445614	No	No
Q9EP69	Sacm1l	-4.57545793718991	0.005626812884812	No	No
Q9EP89	Lactb	-6.30351569756697	3.76586044016073e-06	No	No
Q9EPB4	Pycard	-4.62263965891711	6.04207053932557e-05	No	No
Q9EPK7	Xpo7	-4.21749139575106	0.0089922632077046	No	No
Q9EPL8	Ipo7	-3.1354198706921	0.0003455812429137	No	No
Q9EPU0	Upf1	-5.63876588344544	0.0001615835402698	No	No
Q9EPU4	Cpsf1	-3.77435108165293	0.0055368131130487	No	No
Q9EQ08	Sgsh	-4.69739505390637	0.0002645868685764	No	No
Q9EQ80	Nif3l1	-3.57394548205665	0.0008083870091697	No	No
Q9EQH2	Erap1	-6.64031770957288	1.33280536236142e-08	No	No
Q9EQH3	Vps35	-2.03790266782148	0.0011802264807875	No	No
Q9EQK5	Mvp	-2.33623468315063	0.0002534863441366	No	No
Q9EQQ9	Oga	-4.98954518792472	0.0001229118823283	No	No
Q9EQU5	Set	-2.36313019771193	0.0034737221416402	No	No
Q9ERL7	Gmfg	-2.35997198894215	0.0008426508032127	No	No
Q9ES00	Ube4b	-2.7948377776883	0.0004460129314246	No	No
Q9ES46	Parvb	-5.12803463040011	3.408590761464e-05	No	No
Q9ES56	Trappc4	-4.71813698052038	5.16021699253471e-05	No	No
Q9ES97	Rtn3	-2.71978703121445	0.0041844044153463	No	No
Q9ESE1	Lrba	-7.75924405279783	8.84151777908336e-06	No	No
Q9ESU6	Brd4	-2.57956726303714	0.0093617732345119	No	No
Q9ESZ8	Gtf2i	-3.87763215423324	0.0020396118462408	No	No
Q9ET01	Pygl	-3.76143161360986	3.66606877752078e-08	No	No
Q9ET22	Dpp7	-2.71001587989398	0.0003487435590555	No	No
Q9JHK5	Plek	-7.62494578671649	1.0851753644815e-08	No	No
Q9JHU9	Isyna1	-2.38615896038822	0.0005449910183964	No	No
Q9JI11	Stk4	-5.4466120794408	0.0001459458315366	No	No
Q9JI46	Nudt3	-4.53347805495824	4.86471796669939e-06	No	No
Q9JI78	Ngly1	-4.01275324420057	2.03405030750203e-05	No	No
Q9JIF7	Copb1	-2.06750383594381	0.0069970041149411	No	No
Q9JIG7	Ccdc22	-4.29014717023093	2.92481309753473e-05	No	No
Q9JII5	Dazap1	-5.25711964795657	1.52970755892731e-05	No	No
Q9JII6	Akr1a1	-3.20431396778104	8.41894607726293e-05	No	No
Q9JIX8	Acin1	-4.14537140019523	0.0033461784297442	No	No
Q9JJA2	Cog8	-4.11091980287425	4.20330372025573e-07	No	No
Q9JJF3	Riox1	-3.53133010920981	0.0001918832547565	No	No
Q9JJU8	Sh3bgrl	-4.22712249781914	1.31899704473655e-05	No	No
Q9JK48	Sh3glb1	-7.4021407916237	4.34334951056341e-09	No	No
Q9JKF1	Iqgap1	-2.13553501792735	0.0006473727004744	No	No
Q9JKP5	Mbnl1	-5.04103982554191	6.45289325825813e-09	No	No
Q9JKR6	Hyou1	-3.97595832050078	0.0058855817453275	No	No
Q9JKV1	Adrm1	-4.40287146172326	0.0017035563082751	No	No
Q9JKX6	Nudt5	-3.61265479372888	0.0068571785633555	No	No
Q9JKY0	Cnot9	-2.32179664342204	0.0049561840463816	No	No
Q9JL26	Fmnl1	-6.24534590617947	9.19292510632376e-06	No	No
Q9JL35	Hmgn5	-3.90207173373761	0.0003540044514414	No	No
Q9JLN9	Mtor	-4.0823713846671	0.000294523569054	No	No
Q9JLQ0	Cd2ap	-4.30056039184622	3.4789875180332e-05	No	No
Q9JLQ2	Git2	-3.86266200802381	0.0001598924667859	No	No
Q9JLV6	Pnkp	-3.74547679349302	0.0003096138192964	No	No
Q9JM76	Arpc3	-2.54387342710575	0.000157601955053	No	No
Q9JMD0	Znf207	-4.61989980568316	7.49182116872122e-05	No	No
Q9JMH6	Txnrd1	-2.43009316940489	0.0001490726637579	No	No
Q9QUH0	Glrx	-6.3445003486236	5.96754114046671e-07	No	No
Q9QUK4	Naip2	-5.93979219378126	5.14107378201866e-07	No	No
Q9QUM9	Psma6	-2.34128976407825	0.0015875909664532	No	No
Q9QUR6	Prep	-3.23055145383437	0.0021894965839859	No	No
Q9QVP4	Myl7	-4.76451883337812	6.55012229129635e-05	No	No
Q9QVP9	Ptk2b	-2.43319394005224	0.0053429562934964	No	No
Q9QXZ0	Macf1	-5.39301688629481	0.0035660243801966	No	No
Q9QY24	Zbp1	-5.12377469478196	4.11065798673855e-06	No	No
Q9QYB5	Add3	-2.8298478346216	0.0002643746887385	No	No
Q9QYC0	Add1	-3.00776819963515	0.0035938132725283	No	No
Q9QYI3	Dnajc7	-4.80427773892653	0.0001454631544621	No	No
Q9QYJ3	Dnajb1	-6.17677767655589	2.72281418270423e-06	No	No
Q9QYR9	Acot2	-7.59787437756888	0.0001469902513513	No	No
Q9QZ06	Tollip	-4.71917798543488	2.91293965944161e-05	No	No
Q9QZ08	Nagk	-3.10605814360047	0.0009793303868802	No	No
Q9QZ85	Iigp1	-3.83788410997666	0.0002351435623043	No	No
Q9QZ88	Vps29	-3.72605181331613	0.0001451166390625	No	No
Q9QZB7	Actr10	-9.39019435110996	5.57633058646153e-05	No	No
Q9QZB9	Dctn5	-5.73456003265018	2.8173926388998404e-09	No	No
Q9QZE5	Copg1	-2.1794544764035	0.0098878490823515	No	No
Q9QZE7	Tsnax	-3.27637807835111	0.0082857909002088	No	No
Q9QZN4	Fbxo6	-4.06404035772033	0.0040409800531794	No	No
Q9R059	Fhl3	-3.89977435536863	5.53056440029273e-06	No	No
Q9R062	Gyg1	-3.47797926105894	9.41997352601484e-05	No	No
Q9R0C8	Vav3	-12.4204385375174	9.89735166129821e-07	No	No
Q9R0N0	Galk1	-2.64612973025367	0.0079703158565567	No	No
Q9R0X4	Acot9	-3.34262245678815	3.00295541766871e-05	No	No
Q9R111	Gda	-3.40224470231283	1.91667125953135e-07	No	No
Q9R1P0	Psma4	-2.63963169718612	0.0004397216663311	No	No
Q9R1P1	Psmb3	-2.61016727065959	0.0005791809369738	No	No
Q9R1P3	Psmb2	-2.49012614823976	0.001406118474776	No	No
Q9R1P4	Psma1	-2.54130282545941	0.0025078891611132	No	No
Q9R1T2	Sae1	-2.70307751549207	0.0084370955593597	No	No
Q9R257	Hebp1	-3.52068794369056	0.0029607797062727	No	No
Q9WTK5	Nfkb2	-3.32396087993634	0.008841792938152	No	No
Q9WTP6	Ak2	-4.84066331867933	0.002968672674796	No	No
Q9WTX6	Cul1	-7.44732741792908	0.0008247042478023	No	No
Q9WU28	Pfdn5	-3.8128748868635	0.0025356423012464	No	No
Q9WU78	Pdcd6ip	-3.17279441510003	0.0007954752074504	No	No
Q9WUA3	Pfkp	-5.12046226718707	0.0001463603379939	No	No
Q9WUD8	Faim	-3.19830723690301	0.0074640330490217	No	No
Q9WUK2	Eif4h	-7.37683152071527	1.46932323406301e-08	No	No
Q9WUM3	Coro1b	-2.62538008367266	0.0013198799086669	No	No
Q9WUM4	Coro1c	-2.04580479674603	0.0061882182629694	No	No
Q9WUM5	Suclg1	-6.55482216576373	7.26863132776446e-08	No	No
Q9WV02	Rbmx	-5.18044690693645	0.0011799148458231	No	No
Q9WV32	Arpc1b	-2.33947718616435	5.36810866841656e-05	No	No
Q9WVA4	Tagln2	-2.73295019290016	0.0003092352273359	No	No
Q9WVE8	Pacsin2	-2.73381503485826	0.007616932861045	No	No
Q9WVJ2	Psmd13	-2.93476116797563	0.0034454664395073	No	No
Q9WVK4	Ehd1	-2.76473378117607	0.0092085709082862	No	No
Q9Z0E6	Gbp2	-3.11265873128151	0.0019950194655986	No	No
Q9Z0G0	Gipc1	-5.56801205546371	5.19852508119352e-05	No	No
Q9Z0I7	Slfn1	-4.70304724668428	7.46337758107587e-06	No	No
Q9Z0R6	Itsn2	-8.76177392373203	6.54356345073649e-11	No	No
Q9Z0U1	Tjp2	-6.8543794188188	0.0002916487458791	No	No
Q9Z0X1	Aifm1	-3.93008460926199	4.74720255774993e-06	No	No
Q9Z0Y1	Dctn3	-6.09080640516797	3.99917014216938e-05	No	No
Q9Z183	Padi4	-10.9482787812168	3.1854193524304e-14	No	No
Q9Z1E4	Gys1	-4.45856851119313	0.0038193538601621	No	No
Q9Z1K6	Arih2	-2.68511377408207	0.0006121464182403	No	No
Q9Z1Q5	Clic1	-2.95835073815233	0.0049797762629765	No	No
Q9Z1T1	Ap3b1	-4.60657528385561	0.0044487628323862	No	No
Q9Z1Z0	Uso1	-2.65733664003595	0.0026377356494516	No	No
Q9Z2C5	Mtm1	-5.13032626712433	6.19390354873222e-05	No	No
Q9Z2D0	Mtmr9	-2.96163497736744	0.00071992142762	No	No
Q9Z2I9	Sucla2	-6.95495559051872	3.44048842106371e-06	No	No
Q9Z2Q6	Septin5	-5.10113115655964	0.0026206810302754	No	No
Q9Z2R6	Unc119	-3.31778748676623	6.95511392800814e-05	No	No
Q9Z2U0	Psma7	-2.34913939251688	0.0020942300388617	No	No
Q9Z2U1	Psma5	-2.63471258544834	0.0027055559039945	No	No
Q9Z2W0	Dnpep	-3.68730966296608	1.4678026269322e-06	No	No
Q9Z2X2	Psmd10	-5.52301401595288	0.0016869161747773	No	No
