Protein_Group	Genes	WM793_vs_FMC29_logFC	WM793_vs_FMC29_pval	Removed?	Contaminant?
Q96NU7	AMDHD1	3.58189853088337	1.30671568333812e-09	No	No
Q96P11	NSUN5	3.56585301083269	0.00655017102407	No	No
Q96PP9	GBP4	3.6338823848143	3.07256712962101e-07	No	No
Q96PX1	RNF157	2.45160204984872	0.0013655834996792	No	No
Q96PY5	FMNL2	4.42123058789019	2.81697332571851e-21	No	No
Q96PZ0	PUS7	3.29125585512937	4.1787355574727205e-09	No	No
Q96PZ2	FAM111A	4.03828183574532	0.0001160971903411	No	No
Q96QI5	HS3ST6	4.89013459645837	6.650234045117549e-11	No	No
Q96QR8	PURB	2.38283574253696	1.21846906394841e-17	No	No
Q96QZ0	PANX3	3.3378497967081	1.00732312907175e-06	No	No
Q96R06	SPAG5	2.45617452245586	0.0009441580476545	No	No
Q96RI0	F2RL3	2.70010542050018	3.37801855488957e-11	No	No
Q96S52	PIGS	2.93354119058622	4.84841076624278e-10	No	No
Q96S66	CLCC1	2.65939375781058	3.45209042937632e-06	No	No
Q96S86	HAPLN3	3.22750562774725	4.84747019196998e-12	No	No
Q96S99	PLEKHF1	2.41766946951124	6.49445383615404e-11	No	No
Q96SJ8	TSPAN18	4.34665583404314	5.4560296005214794e-18	No	No
Q96T88	UHRF1	4.10119005856541	1.72162217686243e-07	No	No
Q99500	S1PR3	2.90501420957376	4.5190895530763e-15	No	No
Q99519	NEU1	2.76004607405446	1.62730632964942e-08	No	No
Q99618	CDCA3	2.60125172089597	1.79905600508089e-12	No	No
Q99650	OSMR	6.42477288786151	3.85327407376064e-21	No	No
Q99674	CGREF1	4.81011878958959	5.31057280463831e-17	No	No
Q99683	MAP3K5	2.95099872333375	3.49817658060509e-10	No	No
Q99685	MGLL	5.10826339816537	6.69193892579957e-17	No	No
Q99715	COL12A1	2.60042017760755	8.76804035435649e-08	No	No
Q99726	SLC30A3	9.14266218572164	2.5409080177606398e-36	No	No
Q99741	CDC6	5.37941816372951	1.7766335420414e-07	No	No
Q99750	MDFI	8.6707560143339	1.66017958141724e-35	No	No
Q99767	APBA2	4.0563351040916	0.0015017875507007	No	No
Q99829	CPNE1	2.52074338757491	1.60759687368364e-17	No	No
Q99943	AGPAT1	2.52499769087615	0.0002272624649647	No	No
Q99959	PKP2	3.72808934927349	4.50138304066116e-06	No	No
Q9BPX3	NCAPG	2.5694309200876	4.27724392937808e-10	No	No
Q9BQ51	PDCD1LG2	3.39597517261834	9.10841474784054e-13	No	No
Q9BQ75	CMSS1	2.39580144022596	4.839438744019e-08	No	No
Q9BQG1	SYT3	2.90712707820116	8.73812185839439e-08	No	No
Q9BQL6	FERMT1	6.2492036600607	2.67476102035333e-21	No	No
Q9BRJ6	CHLSN	4.12944379976443	6.04382054424848e-09	No	No
Q9BRR6	ADPGK	2.39814520373515	0.0014163878639386	No	No
Q9BRT6	LLPH	2.83466779736047	0.0007469381672921	No	No
Q9BRT9	GINS4	3.64897084409728	4.065994686607e-10	No	No
Q9BRU9	UTP23	6.03719990322609	1.98239014970955e-13	No	No
Q9BRX5	GINS3	4.32540887135048	3.3664186754437303e-09	No	No
Q9BRY0	SLC39A3	4.7991718227568	3.26109282759167e-16	No	No
Q9BS26	ERP44	3.01159563068098	1.0364387182515301e-10	No	No
Q9BSA9	TMEM175	2.41373395929376	3.76232759206653e-06	No	No
Q9BSE2	TMEM79	6.91482074645315	3.12563122686162e-07	No	No
Q9BT22	ALG1	3.00942828659874	8.61157938103582e-05	No	No
Q9BT67	NDFIP1	4.21032771659518	8.24074236659251e-18	No	No
Q9BTC0	DIDO1	5.56258094709796	1.37383834294222e-05	No	No
Q9BTD3	TMEM121	4.73742065132635	7.408526257852481e-17	No	No
Q9BTV7	CABLES2	4.879497600825	1.0532524861374e-08	No	No
Q9BTX1	NDC1	3.09654601292506	1.76157158030553e-05	No	No
Q9BU23	LMF2	4.90796292246153	7.74898892222482e-07	No	No
Q9BUI4	POLR3C	2.96909106815419	0.0003532297239134	No	No
Q9BUV8	RAB5IF	2.9359502402748	6.66914284075252e-05	No	No
Q9BVC6	TMEM109	2.7566679436141	1.03171292527551e-15	No	No
Q9BVG8	KIFC3	2.41625104179879	0.0078957532686272	No	No
Q9BVX2	TMEM106C	3.70328299821516	1.50242781562778e-11	No	No
Q9BW60	ELOVL1	2.36674009239355	3.04939643700381e-12	No	No
Q9BWT7	CARD10	6.53611908658333	2.47133910977718e-08	No	No
Q9BX79	STRA6	8.38683730003705	3.0136684743484e-22	No	No
Q9BXJ0	C1QTNF5	5.04184280499323	3.5265277620858803e-19	No	No
Q9BXS4	TMEM59	2.91112709090638	3.3100446186626398e-18	No	No
Q9BYG5	PARD6B	4.09509148320348	4.04398633957685e-14	No	No
Q9BYJ0	FGFBP2	5.60136809116652	1.8340984842059e-16	No	No
Q9BYK8	HELZ2	3.02795719174729	2.30677888381764e-17	No	No
Q9BYW1	SLC2A11	2.94279125363952	3.83336361405924e-16	No	No
Q9BZ72	PITPNM2	3.57964756539621	0.0024495119100244	No	No
Q9BZ76	CNTNAP3	7.64099044732095	3.6511973828520096e-11	No	No
Q9BZM4	ULBP3	3.73356326989856	5.76743157780147e-15	No	No
Q9BZM5	ULBP2	3.51694145320734	1.23220886891774e-14	No	No
Q9BZQ8	NIBAN1	2.68866399491563	6.95711392558471e-22	No	No
Q9C004	SPRY4	4.85656956595291	1.5976086723733598e-26	No	No
Q9C026	TRIM9	2.43746779423318	2.6729945307566097e-12	No	No
Q9C029	TRIM7	2.83435357468785	0.006340218414767	No	No
Q9C0D0	PHACTR1	3.02004608361133	3.11884395224834e-16	No	No
Q9C0D9	SELENOI	2.88780560266647	1.7310607806685102e-09	No	No
Q9C0H9	SRCIN1	5.11241890437794	1.22218729022748e-08	No	No
Q9GZM7	TINAGL1	7.30029917430042	8.365076469662559e-18	No	No
Q9GZP1	NRSN2	2.40502794906009	1.22198375146244e-13	No	No
Q9GZS1	POLR1E	2.55658596019568	9.60624342743104e-06	No	No
Q9GZU1	MCOLN1	2.41435287910197	1.96136194565973e-11	No	No
Q9GZX3	CHST6	4.8103704147232	1.25685196786001e-06	No	No
Q9GZY4	COA1	2.64027440457864	0.0003421831858698	No	No
Q9H013	ADAM19	6.12595515434355	1.72496450361782e-18	No	No
Q9H0J9	PARP12	2.51215553063264	1.2775072650368901e-15	No	No
Q9H0S4	DDX47	3.27945423188537	2.6747260213586e-09	No	No
Q9H0X9	OSBPL5	4.31697354681117	0.0011853912996016	No	No
Q9H159	CDH19	3.94813692344183	5.0737798884615396e-18	No	No
Q9H173	SIL1	4.60786595627329	3.82155847549274e-10	No	No
Q9H190	SDCBP2	2.71088864142585	5.31723778131766e-14	No	No
Q9H1B5	XYLT2	2.8836640692552	0.0003437837896956	No	No
Q9H1J7	WNT5B	4.90031874814822	2.3592802315150897e-13	No	No
Q9H1Y3	OPN3	3.03837782348857	2.79576238909205e-14	No	No
Q9H227	GBA3	5.51253926544261	3.5558414885407204e-09	No	No
Q9H228	S1PR5	7.9321343416178	1.4418172386610001e-27	No	No
Q9H2A2	ALDH8A1	6.84038873757798	3.84987539501053e-25	No	No
Q9H2H9	SLC38A1	3.50690491221271	1.39704603474256e-18	No	No
Q9H2L5	RASSF4	5.17142292800342	1.2866379689612101e-15	No	No
Q9H320;Q9H321;Q9H322;Q9NNX9	VCX;VCX2;VCX3A;VCX3B	6.67526086886872	9.60839563320823e-33	No	No
Q9H3G5	CPVL	2.92119474855702	5.82973243312843e-12	No	No
Q9H3R5	CENPH	5.02339180138482	4.27173734517359e-07	No	No
Q9H3T3	SEMA6B	3.39966793689381	2.08865287609726e-11	No	No
Q9H461	FZD8	3.14038771444019	4.29661051045584e-08	No	No
Q9H497	TOR3A	4.06483031896951	3.28313552120587e-08	No	No
Q9H4B7	TUBB1	3.09248520688172	3.83742794921196e-10	No	No
Q9H4I2	ZHX3	2.80308551161498	4.77611251227663e-08	No	No
Q9H4K7	MTG2	3.69379572674972	4.06519582386059e-05	No	No
Q9H4L5	OSBPL3	2.49246400061861	1.12960010870174e-16	No	No
Q9H583	HEATR1	3.95174607986689	6.06753238104263e-08	No	No
Q9H5I5	PIEZO2	5.04658843151184	9.78683050622496e-27	No	No
Q9H5Q4	TFB2M	3.43005262794491	2.27771146540783e-07	No	No
Q9H5Y7	SLITRK6	11.2759369098154	1.30486595536427e-24	No	No
Q9H5Z1	DHX35	3.28065303055509	1.03440800934903e-10	No	No
Q9H694	BICC1	3.51811828617349	0.0002232712372091	No	No
Q9H6B4	CLMP	9.77959758721964	1.60148927158968e-20	No	No
Q9H6L5	RETREG1	5.64943589863072	1.5278052823470301e-15	No	No
Q9H6R4	NOL6	2.61596738570091	4.83518218384984e-07	No	No
Q9H7B2	RPF2	5.13019805014572	2.31601262524843e-27	No	No
Q9H7D0	DOCK5	2.47419429989474	5.36480400852662e-17	No	No
Q9H7F4	TMEM185B	2.98495545036613	7.51802305969921e-10	No	No
Q9H7M9	VSIR	2.45189752570577	3.93325744346036e-09	No	No
Q9H813	PACC1	2.67021047548096	9.66777271243109e-16	No	No
Q9H992	MARCHF7	2.8067469029641	3.3117427910424e-10	No	No
Q9H9K5	ERVMER34-1	5.9117219485807	7.23403235374981e-08	No	No
Q9H9L3	ISG20L2	2.80814776144753	2.51103956313025e-08	No	No
Q9H9V9	JMJD4	5.82688572222414	4.95591304488519e-08	No	No
Q9HAR2	ADGRL3	7.00446179598319	2.46764934777552e-17	No	No
Q9HB63	NTN4	7.18755431588529	1.6317229512925902e-09	No	No
Q9HBA0	TRPV4	5.03589203669638	5.09049322765054e-14	No	No
Q9HBH1	PDF	4.42733925210814	3.74104674155581e-05	No	No
Q9HBR0	SLC38A10	3.13287508419594	0.0004829146541021	No	No
Q9HBW1	LRRC4	5.26234973283853	3.9252473425558104e-21	No	No
Q9HC07	TMEM165	5.29170064027633	3.69617095681179e-18	No	No
Q9HC56	PCDH9	3.95011475199011	3.2959211236199196e-18	No	No
Q9HC77	CPAP	4.80549676789663	0.0010371542828544	No	No
Q9HCC8	GDPD2	2.53467361350287	3.85204791524874e-05	No	No
Q9HCJ1	ANKH	2.39481154090988	1.17020351753004e-14	No	No
Q9HCL0	PCDH18	5.16524121235944	1.78548278868883e-13	No	No
Q9HCM3	KIAA1549	2.60970606299614	4.9652455888078694e-12	No	No
Q9HCN8	SDF2L1	2.57832411029249	1.1550013932982e-07	No	No
Q9HDC5	JPH1	2.54503153956889	1.03085307421232e-05	No	No
Q9NP58	ABCB6	2.94316826872982	1.80057193882829e-16	No	No
Q9NP80	PNPLA8	3.74113058375036	0.0001318587622049	No	No
Q9NP84	TNFRSF12A	3.46315971819638	9.5073255485061e-17	No	No
Q9NPA2	MMP25	5.42719731559523	2.8317311322253802e-14	No	No
Q9NPD8	UBE2T	2.68714357902607	2.76919858443201e-14	No	No
Q9NPF0	CD320	2.43706645900427	5.64084324320037e-11	No	No
Q9NPH0	ACP6	2.88323405743189	1.22530206074251e-06	No	No
Q9NPH5	NOX4	5.98944207734424	4.79192049820787e-07	No	No
Q9NPR9	GPR108	3.78081867487161	2.7455155915734998e-17	No	No
Q9NQ66	PLCB1	4.68075535797801	4.5412450992236e-17	No	No
Q9NQ84	GPRC5C	4.31914722416801	4.32344571839904e-08	No	No
Q9NQU5	PAK6	5.6132744144088	9.14747271771811e-11	No	No
Q9NQX5	NPDC1	2.84817257423065	1.6612489450179898e-11	No	No
Q9NRB3	CHST12	2.51510588340931	5.76545281166525e-06	No	No
Q9NRJ7	PCDHB16	4.8011790108486	2.91276781020911e-13	No	No
Q9NRR1	CYTL1	5.98636358526761	1.05613616740558e-08	No	No
Q9NS00	C1GALT1	8.95584739429298	6.949209801955931e-15	No	No
Q9NS18	GLRX2	8.9056365191961	1.45337341757224e-21	No	No
Q9NS23	RASSF1	2.89698546772367	7.12943861909897e-07	No	No
Q9NS62	THSD1	2.9319203408845	5.11513498564872e-08	No	No
Q9NSA3	CTNNBIP1	2.56356148976204	3.0989385429156303e-09	No	No
Q9NSB8	HOMER2	2.95062774597287	0.0019124195630685	No	No
Q9NT68	TENM2	6.19843033326213	5.798954780372281e-10	No	No
Q9NT99	LRRC4B	6.59280134190437	1.18138749135659e-10	No	No
Q9NUG4	CCM2L	5.19156716621587	0.0001170279330251	No	No
Q9NUM3	SLC39A9	5.41430965913724	1.2082716871071601e-19	No	No
Q9NUM4	TMEM106B	3.64287640251643	6.00014337622936e-18	No	No
Q9NV29	TMEM100	7.55110615981819	2.47151432034161e-29	No	No
Q9NV58	RNF19A	3.23081948370775	8.6555384486506e-14	No	No
Q9NV92	NDFIP2	3.17109584844204	3.4780811461005904e-15	No	No
Q9NVA4	TMEM184C	2.35604007651152	1.10974068929256e-08	No	No
Q9NVI1	FANCI	2.79985561881156	3.66462281579623e-10	No	No
Q9NW13	RBM28	3.83937152544063	0.0001229329396843	No	No
Q9NWC5	TMEM45A	9.17952243184751	3.6887476230935203e-35	No	No
Q9NWD8	TMEM248	2.51584869280167	3.20968635039352e-13	No	No
Q9NWF9	RNF216	2.42007551922136	0.0043044644269618	No	No
Q9NWM3	CUEDC1	2.3578448844728	2.99312212298582e-13	No	No
Q9NWM8	FKBP14	5.3091984283963	5.30579661633743e-12	No	No
Q9NWX5	ASB6	2.49915976022124	2.37398889163432e-09	No	No
Q9NX09	DDIT4	2.44841538802027	0.0093994218740053	No	No
Q9NXE8	CWC25	2.44308855560925	0.0002344718696288	No	No
Q9NXH8	TOR4A	5.74831970071592	4.07646536746315e-16	No	No
Q9NXZ2	DDX43	3.31343737609073	1.3241163692434901e-09	No	No
Q9NY26	SLC39A1	4.46068910213649	1.23349217429361e-18	No	No
Q9NY57	STK32B	3.83217282358778	1.6789829892061e-17	No	No
Q9NY93	DDX56	2.81104724722172	1.67762815626811e-07	No	No
Q9NZ01	TECR	2.72964033592349	1.91670594169462e-07	No	No
Q9NZ53	PODXL2	2.35120956566022	4.70059909914958e-06	No	No
Q9NZ56	FMN2	10.1879708624065	4.56137031160217e-19	No	No
Q9NZI8	IGF2BP1	8.02241324444995	1.28687481897254e-17	No	No
Q9NZL6	RGL1	3.24314793887666	9.33292767798979e-11	No	No
Q9NZM1	MYOF	4.75599943376802	6.95081373627681e-25	No	No
Q9NZP8	C1RL	6.47756447034219	1.47127769431782e-15	No	No
Q9NZV1	CRIM1	5.22070085893504	7.283479031416641e-23	No	No
Q9P0K1	ADAM22	3.44895533779852	3.189344342932e-18	No	No
Q9P0N8	MARCHF2	2.6172200238667	5.90695601354592e-05	No	No
Q9P0V3	SH3BP4	2.86913350946183	4.62360433585915e-22	No	No
Q9P121	NTM	4.58172758068564	4.1458461383579505e-19	No	No
Q9P126	CLEC1B	3.1528868139014	2.45302913253194e-07	No	No
Q9P273	TENM3	2.52673231362352	1.35576130309798e-13	No	No
Q9P2E5	CHPF2	2.37559198182138	0.0004976579373663	No	No
Q9P2E7	PCDH10	7.44436959340839	1.9300909927333598e-11	No	No
Q9P2N7	KLHL13	3.6256572034441	1.00367108627637e-21	No	No
Q9UBB6	NCDN	2.43563815358244	4.96865798474808e-07	No	No
Q9UBI4	STOML1	5.43865287211258	0.002736003395416	No	No
Q9UBL6	CPNE7	2.65184884128075	0.0003775971629532	No	No
Q9UBM7	DHCR7	3.01322490608262	4.10912745790434e-09	No	No
Q9UBQ6	EXTL2	2.57558950666939	2.4595075718772e-09	No	No
Q9UBR2	CTSZ	3.43474335713942	4.74645776434908e-14	No	No
Q9UBR5	CKLF	3.08747286461863	6.87879052383499e-15	No	No
Q9UBX8	B4GALT6	3.26892049888966	1.46036119881922e-06	No	No
Q9UBY5	LPAR3	5.50520577576382	7.36754934908436e-22	No	No
Q9UFC0	LRWD1	5.02165352388716	0.0008483555013975	No	No
Q9UGI6	KCNN3	4.66938816719979	4.1321698911239996e-20	No	No
Q9UGM3	DMBT1	3.62107626026559	4.40251824037447e-14	No	No
Q9UH99	SUN2	2.56586008275622	6.30795843730986e-07	No	No
Q9UHE8	STEAP1	3.80186160118679	9.89542514085919e-16	No	No
Q9UHF1	EGFL7	3.935594769859	1.03836246397828e-08	No	No
Q9UHN6	CEMIP2	3.17286841412666	3.26952794933992e-17	No	No
Q9UHP7	CLEC2D	2.65213633470974	2.0989709336935203e-09	No	No
Q9UHQ4	BCAP29	2.99222160903022	3.7625748692537994e-12	No	No
Q9UI43	MRM2	2.84832980726364	5.55593592724127e-08	No	No
Q9UIF9	BAZ2A	2.59609810891565	0.0024285438600138	No	No
Q9UJ14	GGT7	3.56398637018481	1.1470947854303499e-11	No	No
Q9UJM3	ERRFI1	4.31794010372512	4.41478416813503e-05	No	No
Q9UK05	GDF2	5.15466156089719	4.56039590115961e-09	No	No
Q9UK23	NAGPA	3.03297823181385	2.23402536502806e-06	No	No
Q9UKF7	PITPNC1	2.84448465545054	7.24220691681467e-17	No	No
Q9UKM7	MAN1B1	2.63307136412019	2.8502493542525e-14	No	No
Q9UKX5	ITGA11	5.97445399864267	4.1730270743075803e-17	No	No
Q9ULB5	CDH7	5.80892792942402	1.27841158910267e-13	No	No
Q9ULG6	CCPG1	5.38090539509921	1.2085781046537898e-11	No	No
Q9ULI3	HEG1	2.75324036137397	2.80246894013441e-20	No	No
Q9ULQ1	TPCN1	3.08381553554482	1.1028905528490101e-17	No	No
Q9ULT0	TTC7A	2.77539019367794	5.2708185851192695e-18	No	No
Q9ULT6	ZNRF3	3.5927913997725	2.2930853651304703e-09	No	No
Q9ULV1	FZD4	3.98493829329251	9.1854771087822e-09	No	No
Q9ULX9	MAFF	2.94432897483574	3.22941368093506e-08	No	No
Q9UMW8	USP18	2.4789358432826	0.0008431220279632	No	No
Q9UN66	PCDHB8	7.13012840433456	1.65614179458813e-10	No	No
Q9UN67	PCDHB10	4.06307624191473	5.08208156374934e-13	No	No
Q9UN72	PCDHA7	6.00322239708478	8.4829972641179e-11	No	No
Q9UN73	PCDHA6	4.6916975735442	2.06715184376295e-08	No	No
Q9UN74	PCDHA4	4.13494844968006	2.40790349203506e-10	No	No
Q9UNK4	PLA2G2D	4.23848421353008	2.6206340155436597e-11	No	No
Q9UNQ0	ABCG2	4.10968079287457	8.83050984948056e-19	No	No
Q9UP52	TFR2	2.6900246924791	3.7355789860318e-09	No	No
Q9UPQ0	LIMCH1	3.33952296700939	1.91119046322405e-11	No	No
Q9UPT8	ZC3H4	2.89606352961045	0.0006336923101373	No	No
Q9UPY5	SLC7A11	4.09744590810746	2.20166239224898e-13	No	No
Q9UQB3	CTNND2	3.63841891779031	3.0199015910005102e-09	No	No
Q9UQQ2	SH2B3	2.8711662508629	1.11561932357182e-17	No	No
Q9Y225	RNF24	3.46028999986958	1.29690432906228e-16	No	No
Q9Y248	GINS2	3.19158025962268	3.18878645555169e-10	No	No
Q9Y289	SLC5A6	2.65402021172398	1.66521663713957e-22	No	No
Q9Y2G1	MYRF	6.22005630440541	1.3461336014405099e-11	No	No
Q9Y2H0	DLGAP4	2.49768883900795	1.43785757349941e-22	No	No
Q9Y2W3	SLC45A1	4.95274260498098	5.2118530808954794e-12	No	No
Q9Y320	TMX2	2.86899967622561	1.08704788781657e-07	No	No
Q9Y3A4	RRP7A	3.64676745387667	1.6781782614494e-05	No	No
Q9Y3M8	STARD13	3.36291027857206	8.17968616010532e-11	No	No
Q9Y3R0	GRIP1	3.18189912413423	4.05686777205723e-07	No	No
Q9Y446	PKP3	3.17536706291974	9.1297313360746e-11	No	No
Q9Y4C0	NRXN3	3.96386859604811	3.5415201126339597e-12	No	No
Q9Y4K0	LOXL2	7.67274631559819	5.79815369985338e-16	No	No
Q9Y4X0	AMMECR1	2.53167139536553	1.0659618797734702e-09	No	No
Q9Y561	LRP12	3.90113236144973	3.836061197542451e-15	No	No
Q9Y5E2	PCDHB7	10.4591645487994	4.05038018867769e-26	No	No
Q9Y5E3	PCDHB6	6.62328056619346	2.23840529241509e-19	No	No
Q9Y5E4	PCDHB5	8.59341789497244	5.68496675457974e-23	No	No
Q9Y5E5	PCDHB4	5.12443611887553	3.12331334771183e-21	No	No
Q9Y5E6	PCDHB3	3.79012371879919	4.10324218472077e-13	No	No
Q9Y5E7	PCDHB2	11.3698758586925	1.22395712408645e-22	No	No
Q9Y5E9	PCDHB14	4.39180323176079	5.32658015835321e-16	No	No
Q9Y5F1	PCDHB12	2.81325558666772	2.64850414009591e-08	No	No
Q9Y5F2	PCDHB11	9.95451550304053	6.07934914751815e-20	No	No
Q9Y5G0	PCDHGB5	3.42650948332674	9.45739204085217e-12	No	No
Q9Y5G3	PCDHGB1	5.33921582117373	3.5784369092386097e-11	No	No
Q9Y5G6	PCDHGA7	2.94646971872128	1.0627951273748799e-12	No	No
Q9Y5I1	PCDHA11	3.66477425222216	2.75622118656323e-06	No	No
Q9Y5I4	PCDHAC2	2.8705354278839	3.33042994866588e-07	No	No
Q9Y5U2	TSSC4	3.17741815744343	8.48875515970231e-05	No	No
Q9Y5W8	SNX13	3.1898958982501	7.14154163780789e-07	No	No
Q9Y5X0	SNX10	3.24087470627843	6.19263318905884e-12	No	No
Q9Y5Z9	UBIAD1	5.5453327187281	1.2188494919167801e-15	No	No
Q9Y625	GPC6	5.97802102266989	7.48521658299277e-20	No	No
Q9Y680	FKBP7	3.01149888752813	0.0007827319679382	No	No
Q9Y693	LHFPL6	2.39305429704936	4.66476497558189e-15	No	No
Q9Y6A9	SPCS1	5.77610806922136	2.68669392510799e-22	No	No
Q9Y6E2	BZW2	2.66354252928249	1.77651347730652e-22	No	No
Q9Y6H1	CHCHD2	4.72713402363195	2.14589337477694e-09	No	No
Q9Y6I9	TEX264	3.32785499449172	4.66608405791143e-06	No	No
Q9Y6Q6	TNFRSF11A	4.94535047226617	3.24669903376427e-15	No	No
Q9Y6Z7	COLEC10	2.89087237337664	6.9208661689594e-08	No	No
A0A7I2V3R4	RNF228	-6.29149558142588	8.2282678465971e-24	No	No
A0AV96	RBM47	-5.65791278421234	0.0046221626721174	No	No
A0MZ66	SHTN1	-2.67279600707769	2.12044272220121e-18	No	No
A1A4G5	LNP1	-4.29587489216492	6.29281961217356e-06	No	No
A1XBS5	CIBAR1	-2.44426266887855	3.92048251799793e-06	No	No
A1Z1Q3	MACROD2	-3.50487175929717	9.37061219037762e-15	No	No
A2RU48	SMCO3	-4.3547531959617	1.09838742323239e-11	No	No
A4FU01	MTMR11	-3.14116605606997	0.0001858666497875	No	No
A6NGB9	WIPF3	-5.66554871445459	6.97907595100858e-19	No	No
A6NHX0	CASTOR2	-3.01343067822617	1.5047200019378802e-09	No	No
A6NI28	ARHGAP42	-3.82939415665004	0.0001551387203812	No	No
A6NKD9	CCDC85C	-4.02591774573329	0.0005603994116034	No	No
A6NNN8	SLC38A8	-4.28570786594159	2.9411885910621297e-18	No	No
A6QL63	ABTB3	-4.5404430100452	0.0011605568972303	No	No
A8K855	EFCAB7	-3.06773879587017	7.73894416887249e-09	No	No
A8MPS7	YDJC	-3.17237929040359	4.36197569296408e-08	No	No
A8MWY0	ELAPOR2	-4.23593710982893	2.2237422529007203e-19	No	No
B0YJ81	HACD1	-5.60668444704583	3.72868137841255e-06	No	No
B2RUZ4	SMIM1	-2.82206393787809	4.70175479433823e-16	No	No
B4DYI2	SPATA31C2	-3.46517034245177	1.31950147774623e-13	No	No
C4AMC7;Q6VEQ5	WASH2P;WASH3P	-2.55108834505553	3.36431662009995e-08	No	No
C9JH25	PRRT4	-3.44618240016301	6.8890708501765295e-12	No	No
C9JI98	TMEM238	-4.77916573082202	4.98752725722019e-24	No	No
E5RHQ5	NPIPB11	-8.07688307582942	3.9436133244672e-27	No	No
F5GYI3	UBAP1L	-4.44374499212675	4.74414909137813e-11	No	No
H3BV60	TGFBR3L	-3.92147766753831	5.05780446753481e-08	No	No
O00217	NDUFS8	-3.45914750724329	1.6742247510388602e-09	No	No
O00220	TNFRSF10A	-7.83681463121481	7.24792818823895e-29	No	No
O00287	RFXAP	-4.58501993748197	4.0352110396707497e-13	No	No
O00329	PIK3CD	-2.35201217468029	2.90654462426997e-13	No	No
O00339	MATN2	-4.87624110951301	1.776298075212e-15	No	No
O00445	SYT5	-3.964394754013	1.05582152523922e-19	No	No
O00519	FAAH	-7.65568389681762	3.0475538796264797e-28	No	No
O00533	CHL1	-4.25031487130839	1.90843739381768e-15	No	No
O00534	VWA5A	-4.79355999648295	3.42657971080679e-16	No	No
O00562	PITPNM1	-4.20663690903588	1.51175227530147e-08	No	No
O00584	RNASET2	-3.38183555042513	2.2709621792825304e-09	No	No
O00628	PEX7	-4.21267106588281	0.0003247600946724	No	No
O00712	NFIB	-4.60267803241926	6.61849931373337e-08	No	No
O14490	DLGAP1	-4.4962217491575	3.47596327772806e-08	No	No
O14492	SH2B2	-2.84012607638448	3.82840390429502e-06	No	No
O14521	SDHD	-3.81217062979328	1.96901457194749e-16	No	No
O14531	DPYSL4	-7.02668870302276	3.31233631486987e-13	No	No
O14544	SOCS6	-3.33161830807068	6.036258245604731e-17	No	No
O14556	GAPDHS	-8.08627809146073	4.40958218660404e-27	No	No
O14558	HSPB6	-7.57691471148132	7.45373915932801e-27	No	No
O14576	DYNC1I1	-2.89991266210792	5.09366728138502e-13	No	No
O14646	CHD1	-4.02588031170811	0.0081246513960469	No	No
O14649	KCNK3	-4.09567828870591	5.08264819793438e-16	No	No
O14795	UNC13B	-4.01915854604235	1.23056621618467e-06	No	No
O14841	OPLAH	-6.77235073662867	6.017504159052e-18	No	No
O14924	RGS12	-2.5959802369884	2.38927864174919e-09	No	No
O14944	EREG	-3.191370068078	4.24131323024661e-14	No	No
O14994	SYN3	-6.88113814174928	1.7262794564050099e-22	No	No
O15021	MAST4	-3.13937508961398	0.0007313182319938	No	No
O15041	SEMA3E	-9.11177813633561	5.3046459491688105e-17	No	No
O15047	SETD1A	-5.49046982313673	5.12683720198542e-06	No	No
O15069	NACAD	-2.78500730110451	2.14862302404375e-06	No	No
O15075	DCLK1	-7.07883650884953	3.1586840427363202e-21	No	No
O15169	AXIN1	-2.47429331936532	9.11942133263607e-05	No	No
O15247	CLIC2	-3.15139071010057	5.4091268403038905e-14	No	No
O15264	MAPK13	-6.94150296322926	4.73073080473883e-27	No	No
O15375	SLC16A5	-2.60316246043466	0.0005471811847229	No	No
O15394	NCAM2	-4.96489083259	3.94037491287221e-17	No	No
O15400	STX7	-2.47717544717303	5.91958228508357e-14	No	No
O15488	GYG2	-9.458825957507	7.880075355148439e-33	No	No
O15514	POLR2D	-3.25226663325689	0.0013701533201479	No	No
O15519	CFLAR	-3.47370609887788	2.70126620233646e-05	No	No
O15523	DDX3Y	-7.78787179754054	1.58864315010607e-16	No	No
O15534	PER1	-2.67189747412242	0.0068867762052842	No	No
O43147	SGSM2	-7.20317284695148	2.89982640191826e-18	No	No
O43173	ST8SIA3	-10.0254996062236	2.92077469190476e-27	No	No
O43182	ARHGAP6	-4.07610951335012	8.05511726412839e-05	No	No
O43189	PHF1	-4.75860717541944	6.0034159572359e-08	No	No
O43236	SEPTIN4	-3.13805081057892	2.72028884428543e-05	No	No
O43246	SLC7A4	-3.79486520145123	9.5021016262836e-17	No	No
O43278	SPINT1	-5.8609234308005	2.9271039382987e-18	No	No
O43281	EFS	-4.85767744814691	3.94153268797654e-10	No	No
O43291	SPINT2	-8.63681797034383	8.33470184727741e-32	No	No
O43301	HSPA12A	-2.98504678334702	1.33871230918965e-08	No	No
O43312	MTSS1	-3.34428993183693	8.04476140655336e-07	No	No
O43347	MSI1	-6.19559927466999	1.0870916444528499e-13	No	No
O43353	RIPK2	-2.42611492883335	1.22695064007939e-08	No	No
O43374	RASA4	-3.91817771128435	4.271198514642191e-09	No	No
O43422	THAP12	-2.81066149250055	0.0004004404625771	No	No
