Protein_Group	Genes	HIM-ST_vs_FMC29_logFC	HIM-ST_vs_FMC29_pval	Removed?	Contaminant?
Q9UPN4	CEP131	2.83113084250116	0.000817494991904	No	No
Q9UPN9	TRIM33	2.44452368565638	0.0099655841960134	No	No
Q9UPT8	ZC3H4	2.57470669906312	0.0019640748612759	No	No
Q9Y251	HPSE	3.66461345767233	2.27147512364928e-06	No	No
Q9Y275	TNFSF13B	3.760229618973	1.60769953813317e-17	No	No
Q9Y2B1	RXYLT1	3.91192558999558	2.49991784094012e-07	No	No
Q9Y2P8	RCL1	2.36508569406291	4.8309461719225e-05	No	No
Q9Y2Q3	GSTK1	2.10791312876001	2.4299609515179e-06	No	No
Q9Y2R4	DDX52	3.71946810144089	0.0004995831363952	No	No
Q9Y3A4	RRP7A	2.53469320204233	0.0012630156958234	No	No
Q9Y3E5	PTRH2	2.12136032705464	3.6163866642740603e-10	No	No
Q9Y3T9	NOC2L	2.19616357665771	7.22545762642483e-07	No	No
Q9Y3Y2	CHTOP	2.74687984223119	1.53760024655773e-08	No	No
Q9Y3Z3	SAMHD1	3.76491237851058	6.43245740019443e-11	No	No
Q9Y4K0	LOXL2	7.29782204914141	2.18633437444348e-15	No	No
Q9Y4K1	CRYBG1	4.7963710103357	1.57765878743425e-11	No	No
Q9Y4W2	LAS1L	2.86733644038546	0.0006330342089668	No	No
Q9Y4W6	AFG3L2	3.65343143116775	1.17679809597817e-06	No	No
Q9Y5G3	PCDHGB1	3.61100908519961	1.34316572346123e-07	No	No
Q9Y5H3	PCDHGA10	2.40570172866857	4.85350226563277e-10	No	No
Q9Y5J1	UTP18	2.28507134649833	0.0005231241616414	No	No
Q9Y5J9	TIMM8B	2.18813657331074	2.21515363183721e-10	No	No
Q9Y5L4	TIMM13	1.94716547016148	2.76652236483288e-10	No	No
Q9Y5Z9	UBIAD1	2.70553475281016	2.65945088849352e-08	No	No
Q9Y625	GPC6	2.88997376627682	1.42693700033797e-11	No	No
Q9Y662	HS3ST3B1	3.81369854454	1.87559749893493e-09	No	No
Q9Y676	MRPS18B	1.84884930967683	0.0054985076138759	No	No
Q9Y680	FKBP7	2.86144686798819	0.0012896156896956	No	No
Q9Y6A9	SPCS1	5.55049298049859	8.36738997261773e-22	No	No
Q9Y6H1	CHCHD2	2.59122157688645	6.71877010844842e-05	No	No
Q9Y6I9	TEX264	2.25396517872983	0.0007042496123494	No	No
Q9Y6K5	OAS3	4.60457477896557	6.814640950362471e-17	No	No
Q9Y6M1	IGF2BP2	2.0441860024296	7.293700842983121e-20	No	No
A1A4G5	LNP1	-3.68456792570369	5.61410011375535e-05	No	No
A1IGU5	ARHGEF37	-3.94399887007958	5.6212633277239e-09	No	No
A1L390	PLEKHG3	-2.55225775456415	7.3816213469473e-06	No	No
A2RU48	SMCO3	-4.35783177842742	1.0800963205572298e-11	No	No
A4FU01	MTMR11	-3.68111220132064	2.39094094679722e-05	No	No
A6NIX2	WTIP	-3.10851959221903	0.0001571531329574	No	No
A6NKD9	CCDC85C	-3.91854087485785	0.0007409425016434	No	No
A8K855	EFCAB7	-1.93599709097744	2.29431262182754e-05	No	No
A8MPS7	YDJC	-2.44882915666994	4.14104739168859e-06	No	No
B0YJ81	HACD1	-2.88188820647361	0.0067885734336703	No	No
F5GYI3	UBAP1L	-2.18324210131033	2.92609127426874e-05	No	No
O00141	SGK1	-3.52040986694984	2.70297697901865e-06	No	No
O00144	FZD9	-1.95226614374283	0.0002668427204245	No	No
O00192	ARVCF	-1.88225881165566	2.03981239997775e-12	No	No
O00206	TLR4	-3.22058089301773	1.5579311103556901e-09	No	No
O00463	TRAF5	-2.27430355893488	2.41695212774266e-13	No	No
O00533	CHL1	-2.41803129188616	1.5984693907705402e-09	No	No
O14490	DLGAP1	-2.33087778734155	0.0006302178148487	No	No
O14492	SH2B2	-2.05080143436401	0.0003098791543433	No	No
O14544	SOCS6	-1.88957510473641	9.806890510653179e-11	No	No
O14578	CIT	-2.18771964574454	2.6615641283555802e-15	No	No
O14782	KIF3C	-2.04980879707801	0.0015283353677417	No	No
O14807	MRAS	-1.90740569042067	2.41285540131e-17	No	No
O14924	RGS12	-2.59261914544452	2.4557508816406e-09	No	No
O15021	MAST4	-2.3558679348103	0.0083437027507896	No	No
O15041	SEMA3E	-1.96227651406887	0.0008565358989955	No	No
O15068	MCF2L	-3.55131681696148	3.80700762702087e-10	No	No
O15315	RAD51B	-1.98686188530574	0.0041801117203985	No	No
O15392	BIRC5	-3.3949274410087	1.1655005367546e-12	No	No
O15514	POLR2D	-4.98940268905385	7.36937090514015e-06	No	No
O43164	PJA2	-2.09955687890587	1.1372857460609701e-10	No	No
O43312	MTSS1	-3.24489926823397	1.34209167895644e-06	No	No
O43526	KCNQ2	-2.98234549506717	0.0020556693261585	No	No
O43734	TRAF3IP2	-1.99071170228134	0.0022791198521207	No	No
O43808	SLC25A17	-2.29779183433055	0.0043407487827865	No	No
O60262	GNG7	-2.37554482521346	1.59427380715761e-05	No	No
O60279	SUSD5	-2.16525416111885	1.43361608873516e-13	No	No
O60296	TRAK2	-2.20072710561181	0.0005072968985322	No	No
O60303	KATNIP	-2.55438722826646	0.0004729247605587	No	No
O60307	MAST3	-2.44839206718163	2.77147246639379e-05	No	No
O60308	CEP104	-2.05860384209271	0.0003525815207895	No	No
O60330	PCDHGA12	-2.96869563577099	3.49845084425628e-06	No	No
O60346	PHLPP1	-2.00086038154627	1.48321639094974e-08	No	No
O60486	PLXNC1	-2.06725214506797	8.83144972138648e-08	No	No
O60503	ADCY9	-2.01239797380282	3.61832037323259e-13	No	No
O60928	KCNJ13	-2.22146685768777	3.7349921202209896e-11	No	No
O75074	LRP3	-2.26605869545782	0.0028458142546196	No	No
O75112	LDB3	-1.85256594024569	0.0029637291425833	No	No
O75325	LRRN2	-2.69572537621575	0.0036485252661043	No	No
O75365	PTP4A3	-2.1322407080693	4.63734387176552e-10	No	No
O75385	ULK1	-3.67199318598076	0.0044078158895551	No	No
O75420	GIGYF1	-2.12755061072185	0.0004615591122975	No	No
O75460	ERN1	-2.56346000038729	0.0012269811857493	No	No
O75487	GPC4	-2.54663229338102	0.0006543105145146	No	No
O75791	GRAP2	-2.03104750164026	1.23962762441898e-07	No	No
O75808	CAPN15	-3.07005123502541	2.03355528294556e-07	No	No
O76039	CDKL5	-2.03060308170783	5.43023624702825e-06	No	No
O94832	MYO1D	-2.43152735996512	9.02837988098905e-14	No	No
O94844	RHOBTB1	-3.37595636103333	0.0011002130837704	No	No
O94887	FARP2	-1.94885829396638	3.43004320899742e-17	No	No
O95199	RCBTB2	-2.68469010664329	1.81759437627815e-05	No	No
O95235	KIF20A	-2.5457364369616	2.10949262039828e-16	No	No
O95239	KIF4A	-2.16426168798474	1.10283563583188e-11	No	No
O95450	ADAMTS2	-3.25231858944718	9.025575344317269e-11	No	No
O95620	DUS4L	-2.89566551883392	0.0037211769824304	No	No
O95644	NFATC1	-1.86080948563199	1.35849662091879e-06	No	No
O95969	SCGB1D2	-4.05771259972842	2.19013503763911e-07	No	No
P01009	SERPINA1	-5.16777773209091	0.0002131437914369	No	No
P01857	IGHG1	-2.87918250261711	0.0005324411624801	No	No
P01876	IGHA1	-2.17332694432046	0.000726755995374	No	No
P02461	COL3A1	-3.28272682224325	0.0005393088490024	No	No
P02511	CRYAB	-1.78470388900967	3.98083944845193e-09	No	No
P04271	S100B	-1.95510424028277	3.3706471859032902e-09	No	No
P06239	LCK	-3.40996921052538	0.0028256025705812	No	No
P0C7M8	CLEC2L	-2.20194465332776	2.14542272220093e-06	No	No
P0C870	JMJD7	-3.31712028156733	0.0012333033547909	No	No
P0CK96	SLC35E2B	-4.61497117107266	0.006978541722857	No	No
P0DKB5	TPBGL	-3.08718101706028	3.47891761242607e-11	No	No
P0DOY2;P0DOY3	IGLC2;IGLC3	-2.16920773163118	3.89796349430771e-05	No	No
P10071	GLI3	-1.77194641318163	0.0055175671032257	No	No
P10163	PRB4	-2.80488456528436	0.0024445004357071	No	No
P11801	PSKH1	-2.95044451451795	0.0004128014294953	No	No
P12271	RLBP1	-2.23328025899534	0.0001735633123795	No	No
P12273	PIP	-2.1108946760016	0.0004503129895665	No	No
P12830	CDH1	-3.246064113812	2.74325603375505e-10	No	No
P13584	CYP4B1	-2.55836828583134	7.42111723682798e-06	No	No
P13688	CEACAM1	-1.82543543332946	6.05217215258883e-07	No	No
P14384	CPM	-2.16446207499042	3.52842488487427e-05	No	No
P14679	TYR	-2.68202409899322	3.24406247837154e-11	No	No
P15309	ACP3	-2.86818804197624	2.68271628276094e-05	No	No
P15428	HPGD	-7.38272556903493	2.8768920287796397e-12	No	No
P17693	HLA-G	-2.116919922165	7.1326462216879e-11	No	No
P17707	AMD1	-4.35429671249533	0.0023461077862694	No	No
P19440	GGT1	-3.42581754542782	6.874250445865099e-12	No	No
P20963	CD247	-2.07013176478556	9.59867344897363e-08	No	No
P25445	FAS	-1.8787435714581	1.1094979359175201e-15	No	No
P25774	CTSS	-3.37789467322041	3.95221515719491e-06	No	No
P27487	DPP4	-2.54655195334249	2.21550453945877e-10	No	No
P29074	PTPN4	-2.29090017637474	0.0033109177202775	No	No
P29508	SERPINB3	-2.23990318400673	0.0062165821534432	No	No
P30305	CDC25B	-2.37399207319118	0.0001868244794467	No	No
P31025	LCN1	-2.11516020083815	0.001837113515278	No	No
P36955	SERPINF1	-4.93320568637018	5.19721079943713e-07	No	No
P40197	GP5	-1.80498413927352	0.0003248602521587	No	No
P42330	AKR1C3	-2.37435024379461	1.58216867013922e-10	No	No
P42773	CDKN2C	-1.82121072739728	4.27207576256113e-05	No	No
P43403	ZAP70	-3.13757844702425	0.0007251881379184	No	No
P45381	ASPA	-2.01003831501418	3.42931908826354e-10	No	No
P48549	KCNJ3	-5.50463155199883	1.12187363665269e-08	No	No
P49454	CENPF	-2.88458454311731	6.74354852392874e-05	No	No
P50225	SULT1A1	-3.88235883113746	1.0468744417116198e-11	No	No
P50749	RASSF2	-2.19967033728959	4.94670218014902e-05	No	No
P51575	P2RX1	-2.57022794618675	0.0019199614885037	No	No
P52198	RND2	-4.56520076746133	2.08514806120454e-06	No	No
P52824	DGKQ	-2.5198060197619	5.35373126075277e-06	No	No
P52895	AKR1C2	-3.4900824295349	2.89036857357973e-13	No	No
P54826	GAS1	-2.69322241418855	0.0035203637937776	No	No
P55259	GP2	-3.34121602897648	5.732874020464719e-11	No	No
P55345	PRMT2	-2.13582202601127	7.15899646477117e-06	No	No
P55774	CCL18	-2.58604956566403	1.32144365999638e-14	No	No
P56559	ARL4C	-2.11612001348596	1.14681446246574e-14	No	No
P56748	CLDN8	-2.04223546187575	3.26574638017047e-05	No	No
P58005	SESN3	-2.8649924147623	2.84463020154639e-06	No	No
P60484	PTEN	-2.66351948702876	2.64247590937063e-06	No	No
P68543	UBXN2A	-3.18266920712356	1.6471743153099e-05	No	No
P85299	PRR5	-2.35202768574118	0.0004891508775717	No	No
P98161	PKD1	-3.72198144850131	1.44557842319243e-05	No	No
P98174	FGD1	-1.76037946648892	3.95577268634923e-07	No	No
Q02224	CENPE	-3.98787015880658	4.93142540980997e-09	No	No
Q04118	PRB3	-2.59934042135452	0.0042611357951349	No	No
Q06187	BTK	-1.86886443948019	0.0022438637838907	No	No
Q07343	PDE4B	-1.89583668033966	0.0031362435743747	No	No
Q07817	BCL2L1	-2.02920405663513	0.0006615958708765	No	No
Q08462	ADCY2	-2.04582745365012	0.0003225576896574	No	No
Q08828	ADCY1	-2.69528917733884	1.25764100066788e-06	No	No
Q0D2I5	IFFO1	-3.53894737614849	5.41120169516191e-06	No	No
Q12774	ARHGEF5	-1.94172390600206	0.0025705109880096	No	No
Q12860	CNTN1	-1.81720406399381	2.82953401804274e-05	No	No
Q12967	RALGDS	-2.8809472457377	0.0070101770529941	No	No
Q13009	TIAM1	-2.46949077036448	1.88985759403786e-06	No	No
Q13099	IFT88	-1.89887487597323	0.0004467444403127	No	No
Q13233	MAP3K1	-3.10022809559044	0.0008997419846144	No	No
Q13470	TNK1	-2.95754490770604	1.44359352916687e-09	No	No
Q13635	PTCH1	-2.76262866424727	4.8803701820793595e-11	No	No
Q13796	SHROOM2	-3.55917181781843	3.94591946473991e-16	No	No
Q13797	ITGA9	-2.93882227230154	9.82216970906572e-10	No	No
Q13936	CACNA1C	-2.05982000421342	7.16139238402548e-05	No	No
Q14005	IL16	-3.04105923327674	8.08002465731245e-08	No	No
Q14153	FAM53B	-2.87767776944862	4.44790418102276e-06	No	No
Q14244	MAP7	-3.01222874548666	1.98482850583883e-05	No	No
Q14432	PDE3A	-2.88390889231816	2.02258478971957e-06	No	No
Q14714	SSPN	-2.42604430851282	1.46727019791893e-10	No	No
Q14761	PTPRCAP	-1.8306126286741	6.45400035177525e-06	No	No
Q14802	FXYD3	-3.62990796796096	1.03168183298499e-15	No	No
Q14C87	TMEM132D	-2.06214597193296	2.89507226897287e-12	No	No
Q14CB8	ARHGAP19	-4.04318965774166	0.0006700853588511	No	No
Q15034	HERC3	-1.8036799929327	8.64873231570151e-09	No	No
Q15058	KIF14	-1.83703007260001	1.59388133172283e-11	No	No
Q15078	CDK5R1	-2.31464138812165	0.0070625532550162	No	No
Q155Q3	DIXDC1	-2.08715455868424	7.86627964677653e-05	No	No
Q15818	NPTX1	-5.02050834466084	6.57871132326584e-07	No	No
Q15842	KCNJ8	-1.81287763945684	0.001354200766084	No	No
Q15884	ENTREP1	-3.95193594648511	9.8582166115327e-06	No	No
Q16082	HSPB2	-4.64506291832561	3.26929705316377e-06	No	No
Q16787	LAMA3	-1.78909332385288	0.0011508118320987	No	No
Q16825	PTPN21	-3.84309109862643	0.0001040274486612	No	No
Q2KJY2	KIF26B	-3.70367368879203	2.9596889492668103e-17	No	No
Q2MV58	TCTN1	-1.83620276961059	8.42997742262402e-08	No	No
Q2NKQ1	SGSM1	-2.37388939539165	8.31823538332552e-06	No	No
Q4AE62	GTDC1	-3.12974805045412	0.0028446811790095	No	No
Q4KMQ1	TPRN	-2.75576559227159	8.06630869714696e-13	No	No
Q4VX76	SYTL3	-2.59047336279405	0.0040809435137824	No	No
Q4ZG55	GREB1	-2.19696716001053	1.14638368952462e-06	No	No
Q53HC5	KLHL26	-2.53154547914947	0.0002134924169677	No	No
Q53HL2	CDCA8	-3.33648580375659	1.62021585895849e-17	No	No
Q53RE8	ANKRD39	-1.87928884061731	4.39115677663317e-08	No	No
Q53SF7	COBLL1	-2.28454356074726	2.38019953252872e-16	No	No
Q5JTC6	AMER1	-2.8623616053453	0.0027232789815431	No	No
Q5JUQ0	FAM78A	-2.90875007293297	8.3509165414865e-11	No	No
Q5JYT7	KIAA1755	-2.97413859770089	1.71405590050173e-07	No	No
Q5T2D3	OTUD3	-2.64375870527229	0.0029941031924702	No	No
Q5T7W7	TSTD2	-5.06830610451838	0.0058108417090149	No	No
Q5T848	GPR158	-2.11045363627819	0.0010454355530478	No	No
Q5T8I3	EEIG2	-3.71025301632097	2.33219197153485e-12	No	No
Q5T9C2	EEIG1	-2.68939871713433	4.50006212522365e-12	No	No
Q5TBA9	FRY	-2.61627058465733	0.0008026744321983	No	No
Q5TC63	GRTP1	-1.84526486857554	0.0054845369586276	No	No
Q5TEJ8	THEMIS2	-1.87275306409073	2.62426193854338e-05	No	No
Q5VV63	ATRNL1	-2.95644045491396	2.94042294435827e-07	No	No
Q5VVW2	GARNL3	-3.51560418673171	1.13469277577948e-06	No	No
Q5XUX0	FBXO31	-3.26801117283857	5.61794910279428e-09	No	No
Q63HM1	AFMID	-1.83924641416168	0.0010077140403342	No	No
Q674X7	KAZN	-1.79881520587225	3.6217142387241e-07	No	No
Q68DA7	FMN1	-2.36627662652873	4.27779997784521e-16	No	No
Q6DT37	CDC42BPG	-1.81417389242599	0.0060652075958334	No	No
Q6ICG6	KIAA0930	-2.04078736050933	1.54488159581603e-10	No	No
Q6ICL3	TANGO2	-2.16721508617177	3.63748904651678e-12	No	No
Q6IQ23	PLEKHA7	-3.5001980791494	0.0020932282607039	No	No
Q6IQ26	DENND5A	-1.8574946933005	7.39289231554393e-05	No	No
Q6NSJ2	PHLDB3	-4.30320671443456	1.5810446747078e-06	No	No
Q6NUI6	CHADL	-2.4112484448417	0.0003053531642651	No	No
Q6NUM6	TYW1B	-2.34323496629729	6.15474170150818e-06	No	No
Q6P6B7	ANKRD16	-2.06773126177028	0.0026809027680013	No	No
Q6PII5	HAGHL	-1.82745019932632	0.0051898379380305	No	No
Q6PJ69	TRIM65	-1.96054709992608	7.50550295759459e-07	No	No
Q6SPF0	SAMD1	-1.97893314908659	5.2516436967171e-05	No	No
Q6UVM3	KCNT2	-2.56752334952562	2.04057384615987e-06	No	No
Q6ZNC4	ZNF704	-4.66056469589332	7.08169993476139e-05	No	No
Q6ZTN6	ANKRD13D	-1.77165735566471	3.12385018974272e-15	No	No
Q6ZU35	CRACD	-2.11211085203221	1.08462553679384e-06	No	No
Q6ZUS6	CCDC149	-2.2327009633566	0.0009344839769877	No	No
Q70CQ4	USP31	-2.88731742416621	2.61938743382807e-05	No	No
Q70EL1	USP54	-2.54964634364404	0.0005840067677094	No	No
Q70J99	UNC13D	-2.22674211667173	2.32975510843578e-07	No	No
Q765P7	MTSS2	-2.27115748032174	5.93858687760436e-12	No	No
Q7L804	RAB11FIP2	-2.97608840813599	0.00429359838574	No	No
Q7L985	LINGO2	-7.85423778279613	4.95937786383646e-13	No	No
Q7Z3G6	PRICKLE2	-2.59074984448685	9.95142061987558e-12	No	No
Q7Z4N2	TRPM1	-2.48838678626629	2.7913305726235e-08	No	No
Q7Z553	MDGA2	-1.7935352541936	4.58033350991144e-05	No	No
Q7Z5N4	SDK1	-2.01146507781781	5.928630892662089e-12	No	No
Q7Z6G3	NECAB2	-4.03093649004869	8.09145761926024e-09	No	No
Q7Z6J2	TAMALIN	-2.08335565064194	6.1918426880499e-06	No	No
Q7Z7L8	C11orf96	-2.68848459815644	1.32356669115521e-10	No	No
Q86SG6	NEK8	-2.10225003474236	0.0005880120404015	No	No
Q86SQ0	PHLDB2	-2.18454697375536	1.2031390723004901e-14	No	No
Q86TH1	ADAMTSL2	-2.84622117131283	0.000336353683774	No	No
Q86TV6	TTC7B	-1.94703422210079	1.38981944280512e-14	No	No
Q86UL8	MAGI2	-2.49393821708783	1.23747459126366e-08	No	No
Q86UN2	RTN4RL1	-5.14645985868669	4.75255131732213e-16	No	No
Q86UX2	ITIH5	-3.26227704661031	2.70801890318381e-07	No	No
Q86V42	FAM124A	-5.21243264558062	0.0005697741663363	No	No
Q86VI3	IQGAP3	-2.20148212379106	6.783233182450071e-15	No	No
Q86VP3	PACS2	-1.85209055467126	2.5032774409948397e-11	No	No
Q86VQ1	GLCCI1	-3.14796233677666	0.0001639288782286	No	No
Q86VQ6	TXNRD3	-3.11241305150726	1.39231600497408e-07	No	No
Q86X19	TMEM17	-1.97104512739469	1.42192524884015e-08	No	No
Q86XJ1	GAS2L3	-2.02176950109983	1.3678830662125e-06	No	No
Q86XT2	VPS37D	-2.18863495848927	0.0036473305794459	No	No
Q86YF9	DZIP1	-4.88547129317585	4.57830272084034e-05	No	No
Q86YJ7	ANKRD13B	-2.95784277733093	0.0002295549452953	No	No
Q8IU68	TMC8	-1.83994957239178	1.09321532162953e-06	No	No
Q8IUD6	RNF135	-2.35246993251379	1.12243019073678e-07	No	No
Q8IUL8	CILP2	-2.70209732817516	0.0038031666882507	No	No
Q8IUW3	SPATA2L	-2.82901759693126	8.2641626059071e-05	No	No
Q8IV33	KIAA0825	-2.06589291675131	0.0001122390697946	No	No
Q8IVM0	CCDC50	-2.08148932403494	9.72850686974212e-11	No	No
Q8IVT5	KSR1	-3.38110351075145	0.0002152163476861	No	No
Q8IXS8	HYCC2	-2.07842907517594	1.2663563092874501e-09	No	No
Q8IY42	PGCKA1	-7.92944170516185	1.2702784738890399e-26	No	No
Q8IZC4	RTKN2	-2.82424907490422	1.6870989688704502e-09	No	No
Q8IZY2	ABCA7	-2.05645154686919	4.47833241562278e-07	No	No
Q8N145	LGI3	-1.84768796210161	0.0057173767903366	No	No
Q8N1A6	C4orf33	-2.34310543927029	3.5851063342229497e-12	No	No
Q8N2H9	PELI3	-3.78871810558528	1.33587009602765e-06	No	No
Q8N2R8	FAM43A	-4.54951242392665	2.33866242984128e-12	No	No
Q8N3A8	PARP8	-2.2168745167613	0.0023303243356599	No	No
Q8N4S9	MARVELD2	-2.56252193509701	0.0027362362715905	No	No
Q8N6I1	EID2	-3.03911842327629	1.6621659554906e-08	No	No
Q8N8E3	CEP112	-2.23711578255411	0.0010096788779566	No	No
Q8NB49	ATP11C	-1.81328133164772	3.53608211146173e-14	No	No
Q8NBA8	DTWD2	-1.98055590681106	4.693211270314861e-09	No	No
Q8NC24	RELL2	-2.70533776184218	0.0005507352393057	No	No
Q8ND30	PPFIBP2	-2.29731878375293	2.09743893925489e-06	No	No
Q8NEZ3	WDR19	-1.76084354535302	0.0003697056624538	No	No
Q8NFH8	REPS2	-1.99036155226674	0.0001728018106931	No	No
Q8NFP4	MDGA1	-6.46722674425491	2.06311396660935e-10	No	No
Q8NG27	PJA1	-3.0223141786881	0.0002032861853793	No	No
Q8NI77	KIF18A	-2.38352411449366	0.0053495298907982	No	No
Q8TAB5	C1orf216	-3.98810213740135	1.59810332686211e-05	No	No
Q8TBP0	TBC1D16	-1.78123807047684	7.05317527346946e-10	No	No
Q8TCJ0	FBXO25	-4.13974508787009	9.46158424818373e-07	No	No
Q8TCT1	PHOSPHO1	-1.787307147114	0.0083695651424348	No	No
Q8TCU6	PREX1	-1.80638610420823	3.3339802625317604e-09	No	No
Q8TDL5	BPIFB1	-5.21773319928915	5.74209680253004e-06	No	No
Q8TER5	ARHGEF40	-2.06843710143447	1.69964797378131e-14	No	No
Q8TEW6	DOK4	-4.14933745179794	1.21522837527612e-05	No	No
Q8TF61	FBXO41	-3.85541253191376	1.52422667859494e-08	No	No
Q8WTX9	ZDHHC1	-2.62128939938686	1.2419802366643198e-12	No	No
Q8WU08	STK32A	-3.15524463409977	7.586991925396609e-22	No	No
Q8WV24	PHLDA1	-1.80626528014938	1.92377093219023e-13	No	No
Q8WVF1	OSCP1	-2.11345150945748	0.0012053601991549	No	No
Q8WW22	DNAJA4	-1.84162973007764	8.02266565426656e-07	No	No
Q8WWF8	CAPSL	-1.89005306387301	6.7977892487457e-08	No	No
Q8WWL2	SPIRE2	-2.19034727953771	7.95152870121141e-05	No	No
Q8WXE9	STON2	-2.42136079261719	0.0092932733239031	No	No
Q8WZ19	KCTD13	-2.26796136501759	0.0024039950569428	No	No
Q8WZ74	CTTNBP2	-2.65636719949725	4.95954224820446e-07	No	No
Q92828	CORO2A	-2.32993953321691	9.8436552727536e-05	No	No
Q92963	RIT1	-2.35899085440217	6.56987485246632e-18	No	No
Q92982	NINJ1	-2.1842780171667	9.38113399668379e-06	No	No
Q969U6	FBXW5	-3.30900380991907	0.0009549863431889	No	No
Q96A22	C11orf52	-2.2915173860388	5.77058462331537e-07	No	No
Q96CN4	EVI5L	-3.04731633760088	0.0011485529088529	No	No
Q96CX6	LRRC58	-4.19109747345718	2.24284223251991e-10	No	No
Q96DB2	HDAC11	-2.44623749088797	1.99853746393284e-09	No	No
Q96DF8	ESS2	-4.35635739719077	0.0014338081883007	No	No
Q96DU7	ITPKC	-1.85738079220477	9.29457893772634e-08	No	No
Q96EL1	INKA1	-5.78716707993938	4.48862477109176e-19	No	No
Q96FA3	PELI1	-2.16277698057478	6.95822285620017e-10	No	No
Q96FE5	LINGO1	-3.34141221703673	6.565901731183031e-09	No	No
Q96FT9	IFT43	-2.03214635754403	4.69876895710135e-08	No	No
Q96G01	BICD1	-1.76260620973246	0.0008902897779733	No	No
Q96GD4	AURKB	-2.96124353208033	1.51577918017898e-16	No	No
Q96GI7	FAM89A	-2.09869301985958	2.9074266421748e-05	No	No
Q96GR2	ACSBG1	-3.08689909354345	0.0007780394270043	No	No
Q96GW7	BCAN	-2.43620739624594	6.59144502986223e-10	No	No
Q96GX1	TCTN2	-2.62534226472903	5.39095918088602e-08	No	No
Q96HH4	TMEM169	-2.47177609824399	0.0027476926145589	No	No
Q96II8	LRCH3	-1.79542551398313	5.462856018609971e-15	No	No
Q96IP4	TENT5A	-1.82112981147618	8.9759437877189e-07	No	No
Q96IW7	SEC22A	-3.42099330845198	0.0060614660183163	No	No
Q96KQ4	PPP1R13B	-3.11366801131863	1.27046192622322e-05	No	No
Q96L34	MARK4	-2.22751050868007	1.29705191617166e-05	No	No
Q96L93	KIF16B	-1.90498360648242	0.0034991900157773	No	No
Q96LR2	LURAP1	-2.01991138015319	3.57754600543278e-07	No	No
Q96MC5	BMERB1	-1.97025357816355	1.18261076363264e-06	No	No
Q96P50	ACAP3	-3.65252603786797	0.0023719588362876	No	No
Q96PQ0	SORCS2	-2.09474572069527	0.0008652282754444	No	No
Q96PX1	RNF157	-2.23297588548135	0.0031144705820836	No	No
Q96Q07	BTBD9	-4.92609652815936	0.0007672563440516	No	No
Q96Q40	CDK15	-4.85708764337495	2.66537108233921e-10	No	No
Q96Q89	KIF20B	-3.70655642573722	3.47737504923484e-17	No	No
Q96QD5	DEPDC7	-2.9233788672083	1.0708968011725902e-15	No	No
Q96QP1	ALPK1	-2.2988173292407	0.0011093471206562	No	No
Q96S53	TESK2	-2.66295845572009	1.03545289932808e-08	No	No
Q96ST8	CEP89	-2.7708219138124	8.43866968947158e-06	No	No
Q99576	TSC22D3	-2.98732225447853	4.71254826444005e-13	No	No
Q99608	NDN	-3.27778996258972	9.879792032419261e-09	No	No
Q99689	FEZ1	-2.18785182648492	8.94420298039396e-05	No	No
Q99697	PITX2	-2.10514042211569	0.0017077437038438	No	No
Q99884	SLC6A7	-1.94550063478573	0.0057509829159723	No	No
Q99933	BAG1	-2.09566376894575	0.000439319966368	No	No
Q99956	DUSP9	-2.22617249539144	8.80998916673555e-05	No	No
Q9BPU9	B9D2	-2.31316505791962	2.15453821565988e-10	No	No
Q9BPX1	HSD17B14	-3.75760878504226	3.26262729299558e-18	No	No
Q9BQI3	EIF2AK1	-2.77623857790693	0.0019349751955	No	No
Q9BQI5	SGIP1	-1.96965392713444	3.29084096685202e-08	No	No
Q9BRC7	PLCD4	-4.0812833230564	0.0018525663100815	No	No
Q9BSF0	C2orf88	-2.66014088023191	2.50745736870236e-15	No	No
Q9BSJ6	PIMREG	-2.65914397024101	0.0001431534165162	No	No
Q9BST9	RTKN	-2.00570818821102	3.21793684378071e-07	No	No
Q9BTA0	FAM167B	-2.64986440864276	1.4694600558503402e-15	No	No
Q9BXJ1	C1QTNF1	-2.35774338682366	3.46286963668438e-10	No	No
Q9BY12	SCAPER	-2.21950622189176	0.0026202729111646	No	No
Q9BYB0	SHANK3	-1.99428060648254	2.31253278092879e-05	No	No
Q9BYI3	HYCC1	-1.75895618566739	4.38215555991619e-14	No	No
Q9BYP7	WNK3	-2.50749447134877	0.0003309796518389	No	No
Q9BZR6	RTN4R	-2.20469920204402	0.0001208279734196	No	No
Q9BZV1	UBXN6	-1.7796499032371	1.1735393024874901e-15	No	No
Q9C0H5	ARHGAP39	-1.802459576808	2.18823766812996e-09	No	No
Q9C0H6	KLHL4	-9.53737561000012	2.5939598926758504e-25	No	No
Q9GZP0	PDGFD	-2.10738939124791	8.809453050836369e-11	No	No
Q9H008	LHPP	-1.90003109168495	8.59889629187667e-08	No	No
Q9H0K1	SIK2	-1.84159195455119	8.07071206904194e-05	No	No
Q9H0Q3	FXYD6	-3.45963266383151	8.04691183080708e-19	No	No
Q9H0R4	HDHD2	-2.0802521182355	4.4486731728852e-06	No	No
Q9H2T7	RANBP17	-2.25114391647854	0.0002621522686362	No	No
